@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-0.3061,7.716,2.7778,16.6007,-3.5535,1.2589,12.5131,3.5374,17.2915,-0.6958,10.358,18.5863,4.3112,17.9625,0.0281,11.4404,16.9001,4.111,16.5731,0.163,-0.2431,-0.0295,-0.0268,0.1215,0.11,0.9054,0.7853,0.6443,0.6757,0.8205,0.8605,1.0487,0.6166,0.4151,0.4566,0.6732,0.7404,1.0998,1.8259,-24.9064,-4.0125,-13.6403,-2.1975,0.1611,0.3575,0.1972,0.1841,0.5517,0.5149,0.9334,0.96,0.9242,1.0017,0.9626,1.0433,1.0838,0.1044,15.6707,-0.2014,0.0898,-0.1247,-0.2983,-0.1225,0.9217,-0.1587,0.9543,0.9769,4.8049,-1.8897,-1.0252,1.9751,1.4054,6.393,-5.9022,1.0609,2.0993,1.4489,4.8432,-0.2338,0.1548,-0.1496,-0.9664,0.6951,0.6742,0.97,0.4832,0.4546,0.9408,0.5748,3.4239,5.957,1.7952,0.4236,0.2359,0.7516,0.9921,1.32,0.0148,3.2892,0.3415,-0.3571,-0.2496,?,?,?,?,?,DAVANTI_PANTALONI
-0.0682,6.2689,2.5038,9.5083,-1.9438,-0.0048,11.7706,3.4308,13.7251,-1.4506,10.2198,20.6993,4.5496,17.6496,0.2082,10.9474,23.3436,4.8315,18.7254,0.2218,14.2586,-0.0067,-0.0062,-0.0005,-0.0004,0.9335,0.7298,0.5503,0.5182,0.7541,0.7101,0.9417,0.5326,0.3029,0.2685,0.5686,0.5042,0.8867,0.7728,-1.3528,-1.1762,-1.7506,-1.522,0.8694,0.5767,0.1449,0.1342,0.2513,0.2328,0.9263,0.6928,0.5387,0.5078,0.7776,0.733,0.9425,0.1022,14.9715,0.2497,-0.554,-0.5712,-0.6164,-0.6241,0.9969,-0.2996,0.6514,0.8071,3.4896,-1.1287,-0.9695,0.9345,0.9667,4.1099,-4.5323,1.1775,1.2046,1.0975,3.5951,-0.2581,0.3091,-0.2545,-0.8233,0.8349,0.7354,0.8808,0.697,0.5408,0.7758,0.5495,2.5087,4.565,2.2066,0.5737,0.26,0.8491,0.9706,1.1432,0.0155,3.089,0.2471,-0.5549,-0.2073,?,?,?,?,?,DAVANTI_PANTALONI
0.0573,2.7698,1.6643,8.2915,-0.4418,4.3255,4.0593,2.0148,9.0894,-0.0056,10.0209,14.0157,3.7437,17.5139,0.1086,11.2966,12.3617,3.5159,14.573,0.2672,0.0133,0.0057,0.0051,0.4317,0.3829,0.8871,0.826,0.4445,0.4734,0.5382,0.573,1.0648,0.6823,0.1976,0.2241,0.2896,0.3284,1.1338,50.291,-1.1906,-0.4781,-0.0237,-0.0095,0.4015,0.6362,0.2927,0.2892,0.46,0.4545,0.988,0.9122,0.4734,0.569,0.519,0.6237,1.2018,0.1091,15.7135,-0.2034,0.1822,0.1517,-0.0194,0.1887,0.9732,0.0107,1.1842,1.0882,5.293,-1.2874,-0.8106,0.7185,0.8477,4.2485,-3.2449,-0.0524,1.0291,1.0144,3.9223,-0.8281,-0.0132,-0.2038,15.4671,1.2838,1.0727,0.8356,1.6481,1.1508,0.6982,0.9173,1.6767,1.8278,2.312,1.0785,0.4665,1.2459,1.3495,1.0832,0.0081,2.6031,-0.1258,0.2225,-0.5013,?,?,?,?,?,DAVANTI_PANTALONI
-0.2451,3.1147,1.7648,10.1005,-1.0251,2.3302,4.5433,2.1315,10.3861,-0.3635,10.3983,22.206,4.7123,18.6735,0.1252,10.9859,22.7903,4.7739,19.5533,0.1459,-0.1052,-0.0236,-0.0223,0.2241,0.2121,0.9465,0.828,0.3745,0.3697,0.4523,0.4465,0.9871,0.6856,0.1403,0.1367,0.2046,0.1994,0.9744,1.8463,-1.9124,-1.5312,-1.0358,-0.8293,0.8007,0.6548,0.2337,0.2179,0.3568,0.3327,0.9325,0.9725,0.5409,0.5166,0.5562,0.5312,0.955,0.1066,14.2424,-0.2613,-0.5258,-0.5349,0.2503,0.3515,0.9922,0.3631,1.5102,1.2289,6.5848,-0.5499,-0.4815,1.2931,1.1372,4.8859,-1.9366,-0.286,0.4218,0.6494,2.9503,-1.183,-0.7542,-1.2697,1.6834,1.0807,1.8923,1.751,1.1679,3.5808,3.0661,0.7251,1.4613,2.0153,2.5535,3.1435,1.2311,1.3477,2.2319,1.6561,0.0067,2.5501,-0.2597,-0.242,0.1517,?,?,?,?,?,DAVANTI_PANTALONI
0.0413,1.7898,1.3379,7.6412,-1.2652,0.1816,22.0368,4.6943,19.337,-1.1628,10.3385,18.5732,4.3097,15.2652,0.1351,11.5512,15.8878,3.986,13.6351,0.2489,0.2274,0.004,0.0036,0.0176,0.0157,0.895,0.285,0.3104,0.3356,1.0893,1.1777,1.0812,0.0812,0.0964,0.1127,1.1865,1.387,1.169,0.4105,-1.7892,-0.9444,-4.3583,-2.3004,0.5278,0.3773,0.1911,0.1858,0.5065,0.4925,0.9722,0.3952,0.5006,0.5604,1.2667,1.4182,1.1195,0.1034,15.1639,0.5037,0.1162,0.0529,0.2912,0.1073,0.9314,-0.4418,0.5705,0.7553,3.2711,-1.8926,-0.5416,1.1293,1.0627,4.937,-2.4337,1.2154,2.929,1.7114,4.8795,-0.1163,0.8158,-0.3635,-0.4456,0.7107,0.4413,0.6209,0.5051,0.1948,0.3856,0.6116,4.2096,6.8826,0.7865,0.2587,0.3289,0.6626,0.6704,1.0118,0.014,2.9175,0.3809,-0.7555,-0.4705,?,?,?,?,?,DAVANTI_PANTALONI
0.3704,4.6065,2.1463,10.1308,-0.9189,1.3263,4.1046,2.026,12.126,-0.6901,10.0098,20.489,4.5265,17.3381,0.1684,10.5546,19.892,4.46,17.9279,0.1841,0.2793,0.037,0.0351,0.1325,0.1257,0.9484,1.0594,0.4742,0.4812,0.4476,0.4543,1.0149,1.1223,0.2248,0.2316,0.2003,0.2063,1.03,0.9798,-1.3815,-1.1996,-1.41,-1.2244,0.8684,0.7359,0.2532,0.2403,0.3441,0.3265,0.9489,0.8355,0.5843,0.5651,0.6994,0.6764,0.9671,0.101,13.6394,0.3336,-0.3853,-0.3769,-0.4955,-0.4585,0.9948,-0.4686,0.5663,0.7525,2.9385,-1.7625,-0.8995,1.1352,1.0655,3.6122,-3.7598,1.0487,1.245,1.1158,4.0897,-0.3314,0.521,-0.4468,-0.8577,0.7063,0.6744,0.9549,0.4988,0.4548,0.9118,0.6571,1.8419,2.8031,1.4017,0.3463,0.2471,0.8135,0.7185,0.8832,0.0146,2.9621,0.5813,0.1129,-0.2225,?,?,?,?,?,DAVANTI_PANTALONI
-0.039,8.8244,2.9706,14.5927,-0.9947,-2.2899,39.0857,6.2519,28.6288,-1.4986,9.6689,43.3656,6.5853,25.2332,-0.0528,11.6132,55.1425,7.4258,25.8456,0.0407,0.017,-0.004,-0.0034,-0.2368,-0.1972,0.8326,0.4752,0.4511,0.4,0.9494,0.8419,0.8868,0.2258,0.2035,0.16,0.9013,0.7088,0.7864,0.4238,5.7502,-6.6431,13.5682,-15.675,-1.1553,0.6385,0.3052,0.2715,0.4781,0.4253,0.8896,0.5097,0.5783,0.5646,1.1346,1.1077,0.9763,0.0512,16.6976,0.1366,-0.4191,-0.3114,-0.5217,-0.615,0.9675,-0.3318,2.2532,1.5011,6.7387,-2.1679,-1.057,2.2056,1.4851,5.8266,-2.9372,1.864,2.7867,1.6693,6.3927,-0.1289,0.3139,-0.178,-0.5671,1.0107,0.8992,0.8897,1.0216,0.8086,0.7915,1.0609,6.3179,5.955,1.4374,0.3756,0.2613,1.1566,1.0541,0.9114,0.0112,4.5743,0.3313,-0.6134,-0.1767,?,?,?,?,?,DAVANTI_PANTALONI
0.1283,5.5489,2.3556,10.2397,-1.0346,-0.6613,25.949,5.094,25.7876,-1.7239,9.5662,15.1737,3.8953,16.5243,0.0352,11.0009,17.6197,4.1976,16.8646,0.1623,-0.194,0.0134,0.0117,-0.0691,-0.0601,0.8696,0.4624,0.6047,0.5612,1.3077,1.2136,0.928,0.2138,0.3657,0.3149,1.7101,1.4727,0.8612,0.319,-8.6479,-1.5939,-27.1055,-4.9957,0.1843,0.5316,0.2939,0.25,0.5528,0.4703,0.8507,0.3971,0.6197,0.6072,1.5606,1.5291,0.9798,0.051,15.3384,0.4969,0.1562,0.0177,-0.2999,-0.525,0.8986,-0.217,1.891,1.3751,6.4514,-2.9258,-1.1111,1.1405,1.068,5.849,-3.8697,1.5984,5.0724,2.2522,7.3882,-0.1831,0.1953,-0.1358,-0.6952,1.2876,0.6106,0.4742,1.658,0.3728,0.2249,1.0345,4.2055,4.0654,1.3682,0.2632,0.1923,1.103,0.8732,0.7917,0.0104,4.038,0.4282,-0.2519,-0.1601,?,?,?,?,?,DAVANTI_PANTALONI
-0.1401,9.6354,3.1041,17.4073,-0.9506,-2.1219,41.5657,6.4471,28.208,-1.9744,10.2644,40.4706,6.3617,26.7922,-0.0989,12.4914,45.5175,6.7467,26.8429,0.0473,0.066,-0.0137,-0.0112,-0.2067,-0.1699,0.8217,0.4815,0.4879,0.4601,1.0134,0.9556,0.9429,0.2318,0.2381,0.2117,1.0271,0.9132,0.8891,0.4531,3.5189,-6.3711,7.7672,-14.0627,-1.8105,0.941,0.366,0.3168,0.389,0.3366,0.8654,0.6171,0.6497,0.6485,1.0528,1.0509,0.9981,0.0549,17.8828,0.3647,-0.3868,-0.3002,-0.3901,-0.5558,0.9359,-0.2882,2.4592,1.5682,6.8413,-2.0579,-1.1269,2.0595,1.4351,6.6074,-1.9227,1.9291,2.3006,1.5168,5.2711,-0.0826,0.2558,-0.1494,-0.5841,1.0927,1.0339,0.9462,1.194,1.0689,0.8952,1.0592,11.4527,10.8125,0.9896,0.4595,0.4643,1.0354,1.2979,1.2535,0.0118,4.6555,0.1026,-0.5929,0.1399,?,?,?,?,?,DAVANTI_PANTALONI
0.4209,2.8717,1.6946,7.944,-0.9577,-1.65,5.1321,2.2654,8.3747,-8.9962,9.4423,9.5866,3.0962,12.3355,0.2425,9.9591,10.4631,3.2347,11.9261,0.2999,-0.2551,0.0446,0.0423,-0.1747,-0.1657,0.9481,0.748,0.5473,0.5239,0.7317,0.7004,0.9572,0.5596,0.2996,0.2745,0.5353,0.4905,0.9162,0.5156,-0.984,-0.7608,-1.9083,-1.4756,0.7732,4.8434,0.2492,0.2382,0.0514,0.0492,0.956,0.9486,0.644,0.6661,0.6789,0.7022,1.0343,0.1103,12.6276,-0.0857,-0.8413,-0.7201,-0.3544,-0.5449,0.9723,0.0228,0.5988,0.7738,2.9932,-1.0332,-1.6378,2.8182,1.6787,5.6737,-144.125,0.549,2.355,1.5346,4.5522,-0.2584,-0.0139,0.0416,-2.983,0.461,0.5043,1.0939,0.2125,0.2543,1.1967,0.2699,1.6275,6.0288,37.6562,0.407,0.0108,0.5276,0.6575,1.2464,0.0199,3.4684,-0.5579,-0.0465,-0.6059,?,?,?,?,?,DAVANTI_PANTALONI
