@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
-0.13003586,7.733264,2.7808747,19.132504,-0.526455,-0.2477666,33.746204,5.8091483,34.899406,-1.5455971,0.55170363,20.09574,4.482827,27.534594,-1.1182685,6.8125625,15.546849,3.9429493,24.274588,0.012503858,0.52483207,-0.23569876,-0.019087657,-0.44909364,-0.036369074,0.08098327,0.4787061,0.6203395,0.70527786,1.2958671,1.4733003,1.1369224,0.22915952,0.3848211,0.4974168,1.6792716,2.1706138,1.2925924,0.31140417,0.45394716,-21.467852,1.4577427,-68.93887,-47.29152,0.9142384,0.96425116,0.509884,1.0547043,0.55771446,0.52878755,0.5482186,0.6948533,0.7881701,1.2674749,1.4376931,1.134297,0.0041240463,10.349512,-0.39233825,-0.07575347,-0.6035267,TASCA_DESTRA_DAVANTI_PANTALONI
-0.542796,7.531997,2.7444484,16.450153,-0.87141126,-0.8729884,64.85025,8.052965,42.16449,-1.5214914,0.09371083,40.16737,6.3377733,30.263466,-0.9664395,9.378565,25.657667,5.0653396,26.087149,0.045482397,0.6217677,-5.792244,-0.057876233,-9.315768,-0.09308337,0.009992023,0.34079975,0.4330304,0.5418094,1.27063,1.5898174,1.251204,0.116144456,0.18751532,0.29355738,1.6145008,2.5275195,1.5655113,0.30106828,0.5150046,-6.1622295,1.7105907,-20.46788,-11.965387,0.5256677,0.57116634,0.3216311,1.0865539,0.61185247,0.56311285,0.39014235,0.54356474,0.63058454,1.3932472,1.6162935,1.1600909,0.0068815956,13.989409,-0.16284074,0.03876166,-0.63151926,TASCA_DESTRA_DAVANTI_PANTALONI
-0.22973414,5.5784407,2.3618722,13.185993,-1.6847233,-0.68936515,38.767246,6.226335,34.817444,-0.832313,-0.35558644,32.169273,5.6717963,22.723196,-0.8732883,7.583838,19.654814,4.433375,18.420568,0.08315857,0.33325464,0.64607114,-0.030292595,1.9386711,-0.090899244,-0.046887398,0.37933588,0.416424,0.53274816,1.0977713,1.4044234,1.2793405,0.14389572,0.17340897,0.28382057,1.2051017,1.9724047,1.6367122,0.52318823,0.7811231,-4.9525185,1.4930059,-9.466036,-6.340254,0.25847355,0.40490073,0.24445817,1.5665073,0.94577634,0.6037484,0.37871802,0.5802878,0.71582985,1.5322424,1.8901395,1.2335774,0.00539318,11.478177,0.038151905,-0.100644715,0.7865539,TASCA_DESTRA_DAVANTI_PANTALONI
0.5437395,15.504936,3.937631,17.538586,-0.66774285,0.33426026,90.57735,9.517213,47.039337,-1.0498729,-0.6556553,38.827225,6.2311497,24.666286,-0.9019683,10.832857,28.39599,5.3287888,27.125916,0.02974628,1.626695,-0.8293069,0.050193544,-0.5098109,0.03085615,-0.06052469,0.41373783,0.6319269,0.7389355,1.5273607,1.7859993,1.1693369,0.17117897,0.39933157,0.5460256,2.332831,3.1897936,1.3673488,0.29147664,0.60032016,-8.443898,2.0595825,-28.969383,-14.065659,0.45828035,0.8108957,0.37615463,1.7694315,0.8207959,0.4638755,0.37284935,0.7110347,0.646562,1.9070295,1.7341106,0.9093255,0.006100151,16.565943,0.34607792,0.27783686,0.881251,TASCA_DESTRA_DAVANTI_PANTALONI
0.257767,14.7182255,3.836434,30.266203,-0.7529092,0.8885782,35.278957,5.939609,36.989914,-1.6423492,0.6188802,37.650692,6.136016,28.63411,-0.8483137,8.372596,18.78656,4.334347,25.139769,0.029387327,0.29008928,0.41650546,0.030786986,1.4357837,0.106129356,0.07391737,0.6459068,0.62523204,0.8851239,0.9679912,1.3703585,1.4156725,0.4171956,0.39091513,0.7834444,0.9370069,1.8778827,2.0041292,0.56543475,0.989183,-17.079128,1.7494204,-30.205305,-17.265892,1.2334042,1.1145269,0.66662747,0.9036186,0.5404777,0.59812593,0.81822854,1.0569983,1.2039173,1.291813,1.4713705,1.1389966,0.007420775,12.333287,0.032641537,0.17036752,-0.53948724,TASCA_DESTRA_DAVANTI_PANTALONI
-0.27350143,9.998858,3.1620972,22.516024,-1.0043279,0.26973352,45.102306,6.715825,39.556305,-1.8170489,0.73348504,28.542484,5.342517,19.526756,-0.7805303,8.202454,17.048935,4.1290355,24.5606,0.052539438,-1.013969,-0.37287936,-0.033343855,0.36774236,0.032884493,0.089422636,0.4708427,0.59187406,0.76581985,1.2570527,1.6264876,1.2938898,0.22169285,0.35031494,0.58647996,1.5801815,2.6454618,1.6741506,0.44219163,1.3180381,-8.283906,2.9806943,-18.733747,-6.285028,0.8000214,1.0243354,0.43335626,1.280385,0.5416808,0.4230609,0.5692145,1.1530857,0.9167538,2.025749,1.6105593,0.79504395,0.0055199014,12.136758,-0.10146132,0.029984131,-0.5796993,TASCA_DESTRA_DAVANTI_PANTALONI
0.6969132,2.7644184,1.662654,10.325883,-0.58853024,0.87966216,5.921724,2.4334593,15.793127,-0.6982434,0.62943643,4.6765113,2.1625242,12.495929,-0.9331455,3.1103632,5.34398,2.3117049,11.715345,0.025672447,0.79225093,1.1072018,0.22406167,1.3975393,0.28281653,0.2023675,0.6832471,0.7688488,0.71923286,1.1252865,1.0526687,0.93546724,0.46682662,0.59112835,0.5172958,1.2662696,1.1081111,0.875099,0.5891494,0.6342305,-12.39319,1.0765189,-21.035734,-19.540514,0.69897795,1.0056057,0.5406069,1.43868,0.7734248,0.53759336,0.6538213,0.8263398,0.8813981,1.2638618,1.3480718,1.0666292,0.008578225,4.74946,0.301348,0.38396657,-0.2955493,TASCA_DESTRA_DAVANTI_PANTALONI
-0.05404122,0.8310374,0.9116125,7.1589813,-1.8659902,-0.064947635,5.3255033,2.3077052,16.10052,-0.9633358,0.14008805,2.003288,1.4153756,8.794269,-0.62042665,2.3076057,2.8615544,1.691613,9.525406,0.015320053,0.83207375,-0.3857661,-0.023418741,-0.4636201,-0.02814503,0.0607071,0.39502987,0.64407814,0.5389013,1.6304543,1.364204,0.8367018,0.15604861,0.4148367,0.2904147,2.6583812,1.8610526,0.7000699,0.59001476,1.3842835,-31.4512,2.3461847,-53.305786,-22.7202,0.30460092,0.46026313,0.25821897,1.5110365,0.8477288,0.56102467,0.4446429,0.8140508,0.75156707,1.8307968,1.6902711,0.92324346,5.780741E-4,3.5339334,-0.10450562,-0.08105653,-0.91940576,TASCA_DESTRA_DAVANTI_PANTALONI
0.028057527,9.144256,3.023947,17.864239,-1.1452211,-1.0342214,34.089745,5.838642,32.555347,-1.5954382,0.1795205,20.328707,4.5087366,21.864971,-0.87260085,7.0559726,14.878601,3.857279,22.65289,0.033638105,-0.02712913,0.15629148,0.0039764224,-5.761021,-0.1465739,0.025442347,0.51791954,0.6706861,0.78395855,1.2949619,1.5136685,1.1688905,0.26824066,0.44981983,0.61459106,1.6769264,2.2911928,1.366305,0.47655183,0.93601424,-12.09446,1.9641393,-25.379105,-12.921234,0.6638971,0.71319574,0.35524553,1.0742564,0.5350912,0.49810383,0.54873437,0.8170255,0.78860754,1.4889271,1.4371389,0.96521777,0.0036209011,10.489509,-0.35653546,0.02945089,-0.58144206,TASCA_DESTRA_DAVANTI_PANTALONI
0.035942513,6.9305143,2.632587,16.115229,-0.62263453,-0.47853193,28.34297,5.3238115,32.786163,-1.0641589,0.012980237,17.844439,4.224268,20.222805,-0.77674466,6.4619884,11.591088,3.4045687,18.47836,0.06173744,-0.07510996,2.7690184,0.0055621443,-36.866196,-0.074053355,0.0020087063,0.4944929,0.6232055,0.77325124,1.260292,1.5637257,1.2407645,0.24452323,0.38838512,0.5979175,1.5883363,2.445238,1.5394964,0.36584318,0.6994462,-5.0858235,1.9118744,-13.901649,-7.2712145,0.62527096,0.8725682,0.50428575,1.3955041,0.8065076,0.5779328,0.4915253,0.79688394,0.8721136,1.621247,1.7743006,1.0944048,0.001708382,9.536889,-0.2747652,0.21793945,-0.4735849,TASCA_DESTRA_DAVANTI_PANTALONI
