@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
-0.0266,5.18,2.276,9.7515,-0.7866,0.564,9.6881,3.1126,12.6947,-0.8571,9.7995,25.4726,5.047,21.117,-0.0386,10.8173,19.6776,4.4359,17.9604,0.1328,-0.0471,-0.0027,-0.0025,0.0576,0.0521,0.9059,0.7312,0.451,0.5131,0.6167,0.7017,1.1378,0.5347,0.2034,0.2632,0.3803,0.4923,1.2945,0.7328,5.4686,-1.5605,7.4624,-2.1294,-0.2854,0.7984,0.2684,0.2635,0.3362,0.3301,0.9817,0.7682,0.4618,0.5429,0.6012,0.7068,1.1758,0.1022,14.3891,0.166,-0.382,-0.3091,0.2836,0.2678,0.9802,3.8158,13.6247,3.6912,9.5783,0.0027,4.3257,8.1449,2.8539,8.3935,-0.2039,6.1194,3.6753,1.9171,6.2412,0.1877,0.8821,0.6236,0.7069,1.2934,1.9254,1.4887,1.6728,3.7071,2.2161,-0.018,0.0178,-0.9854,1.3775,1.2499,0.9074,1.1412,1.5347,1.3449,0.0876,14.4851,-0.9832,-0.83,0.9119,-0.38,0.9025,0.95,4.6121,-3.1779,-1.4392,1.7427,1.3201,4.8781,-3.815,0.7068,0.7221,0.8498,3.0067,-0.2745,0.2641,-0.5377,-2.0363,0.7196,1.1179,1.5535,0.5179,1.2498,2.4133,0.9077,5.4166,5.9675,1.0897,0.468,0.4295,0.9455,1.5339,1.6224,0.0172,3.1201,0.5238,-0.1471,-0.6825,TASCA_DESTRA_DAVANTI_PANTALONI
0.3799,4.6222,2.1499,9.8197,-0.9745,5.6808,25.5599,5.0557,21.5123,-0.4385,9.256,4.5323,2.1289,8.7165,0.317,12.018,8.3707,2.8932,13.1818,0.2923,0.0669,0.041,0.0316,0.6137,0.4727,0.7702,0.4252,1.0099,0.7431,2.3748,1.7474,0.7358,0.1808,1.0198,0.5522,5.6396,3.0535,0.5414,0.739,-1.1979,-0.8903,-1.6209,-1.2047,0.7432,0.3326,0.3897,0.267,1.1718,0.8029,0.6852,0.4565,1.1266,0.7449,2.468,1.632,0.6613,0.1144,17.5562,-0.6082,-0.0175,-0.4926,0.0287,0.6113,0.7288,3.1901,11.5408,3.3972,9.0735,0.0229,4.3003,7.156,2.6751,8.847,-0.3561,6.792,2.6564,1.6298,4.9751,0.3786,0.7418,0.4697,0.6331,1.2699,2.0844,1.6413,1.6128,4.3446,2.6939,-0.0916,0.0702,-0.7665,1.4234,1.1599,0.8149,1.0256,1.8238,1.7783,0.091,14.6899,-0.9263,-0.9179,0.9478,-0.465,0.9042,0.9509,4.0076,-3.0451,-1.0535,2.5264,1.5895,5.3726,-6.7564,0.591,0.5864,0.7658,2.6607,-0.2136,0.4414,-0.7868,-1.7825,0.5982,1.2417,2.0757,0.3579,1.5419,4.3085,0.6446,6.4431,9.9949,1.4303,0.4519,0.3159,0.7459,1.5062,2.0193,0.0136,2.6324,0.5268,-0.2711,-0.5922,TASCA_DESTRA_DAVANTI_PANTALONI
0.2895,10.4433,3.2316,15.9944,-0.7211,7.034,25.3648,5.0364,25.7587,-0.2758,9.619,16.1142,4.0143,14.7856,0.1104,12.9828,25.456,5.0454,21.1076,0.1014,0.0412,0.0301,0.0223,0.7313,0.5418,0.7409,0.6417,0.805,0.6405,1.2546,0.9982,0.7956,0.4117,0.6481,0.4102,1.5741,0.9964,0.633,1.2034,-3.6509,-2.8129,-3.0339,-2.3376,0.7705,0.4603,0.5591,0.3956,1.2147,0.8595,0.7076,0.6209,1.0818,0.7578,1.7422,1.2204,0.7005,0.1255,19.4766,-0.641,-0.08,-0.3426,0.4285,0.7746,0.8487,2.5203,13.6295,3.6918,10.226,-0.0714,5.3078,5.2027,2.2809,7.9763,-0.0863,6.3685,2.2494,1.4998,5.6232,0.2777,0.4748,0.3957,0.8334,1.6186,2.4615,1.5208,2.6197,6.0591,2.3129,1.0758,-0.3153,-0.2931,1.2998,1.2261,0.9432,1.282,1.8185,1.4185,0.0912,14.5956,-0.9133,-0.911,0.9109,-0.1356,1.0332,1.0165,4.3237,-1.4304,-1.1065,1.9043,1.38,5.1259,-8.2023,1.0209,2.2057,1.4852,5.4794,-0.4383,0.1226,-0.1329,-1.0838,0.7366,0.6844,0.9292,0.5426,0.4684,0.8634,0.557,1.5239,2.7361,3.1938,0.467,0.1462,0.8435,0.7891,0.9355,0.0159,3.5077,0.2342,0.064,-0.7815,TASCA_DESTRA_DAVANTI_PANTALONI
0.3682,14.5006,3.808,25.0521,-0.345,3.1916,23.5579,4.8536,24.2033,-0.4935,10.3621,25.0493,5.0049,25.6317,0.1244,12.2947,29.6434,5.4446,31.0703,0.1259,0.1154,0.0355,0.0299,0.308,0.2596,0.8428,0.7846,0.7608,0.6994,0.9698,0.8915,0.9193,0.6155,0.5789,0.4892,0.9405,0.7947,0.845,0.8035,-1.7645,-1.4359,-2.1959,-1.787,0.8138,1.1493,0.6363,0.524,0.5536,0.4559,0.8236,1.0351,0.9774,0.8063,0.9443,0.779,0.825,0.113,17.6472,0.4404,0.316,0.3743,-0.1483,0.1233,0.9168,1.685,11.9519,3.4572,10.236,-0.347,2.2058,2.1836,1.4777,6.3013,0.0959,8.3711,4.2544,2.0626,6.6579,0.3182,0.7639,0.2013,0.2635,2.3396,1.6761,0.7164,5.4736,2.8093,0.5132,-3.9468,-0.8485,0.215,1.0904,0.7782,0.7137,1.6244,1.5374,0.9464,0.0919,13.27,0.7348,-0.9051,-0.8965,0.3456,2.3464,1.5318,5.3561,-0.4124,-0.9012,7.5081,2.7401,11.1813,-3.4021,-0.3039,2.0994,1.4489,5.7666,-2.153,-0.3835,-1.1374,2.9655,0.559,1.0572,1.8911,0.3125,1.1176,3.5763,0.181,0.3971,2.1945,1.493,2.0735,1.3888,0.479,0.9288,1.939,0.0105,4.1247,-0.169,-0.5225,0.447,TASCA_DESTRA_DAVANTI_PANTALONI
-0.1966,0.5169,0.719,3.2848,-1.578,3.5134,1.2906,1.136,5.1963,0.0561,9.1387,2.2627,1.5042,7.9923,0.3939,9.8945,2.067,1.4377,7.6024,0.4592,-0.0559,-0.0215,-0.0199,0.3845,0.3551,0.9236,0.6329,0.478,0.5001,0.7552,0.7902,1.0463,0.4005,0.2284,0.2501,0.5704,0.6244,1.0947,-6.516,-0.3872,-0.3115,0.0594,0.0478,0.8045,0.2315,0.0966,0.0906,0.4175,0.3916,0.9379,0.6322,0.411,0.4321,0.6502,0.6835,1.0513,0.1113,13.2634,-0.6238,0.3962,0.1928,0.0377,0.2981,0.9604,2.4634,3.0905,1.758,5.5469,0.0743,2.3542,0.1092,0.3305,0.9199,0.6729,7.9211,0.5088,0.7133,3.2969,0.644,1.0464,0.311,0.2972,5.3197,2.4647,0.4633,28.2989,6.0746,0.2147,0.2353,0.0747,0.3173,2.1306,0.647,0.3037,6.0297,1.6825,0.279,0.098,12.7387,-0.9454,-0.8147,0.6122,0.4745,0.3151,0.5614,2.237,-0.2576,-1.3505,0.9877,0.9938,3.7813,-37.6875,1.0351,0.2082,0.4563,1.6066,0.1991,-0.3514,0.4584,-1.3047,0.5648,1.2303,2.1781,0.3191,1.5137,4.7443,0.1244,-1.1468,-9.2202,18.2,0.8867,0.0487,0.5916,1.3924,2.3536,0.0201,2.9788,-0.5542,0.7894,-0.3562,TASCA_DESTRA_DAVANTI_PANTALONI
0.2124,0.3739,0.6115,2.7131,-0.4358,10.2628,10.6381,3.2616,12.4584,0.2921,9.3886,9.0865,3.0144,11.5531,0.3101,13.9246,19.7198,4.4407,16.9594,0.3021,0.0207,0.0226,0.0153,1.0931,0.737,0.6742,0.1875,0.2028,0.1377,1.082,0.7345,0.6788,0.0351,0.0411,0.019,1.1708,0.5395,0.4608,-0.1602,-0.1585,-0.1122,0.9897,0.7002,0.7075,0.1074,0.1128,0.0778,1.0509,0.7242,0.6892,0.2178,0.2348,0.16,1.0784,0.7346,0.6812,0.1377,20.1574,0.4522,0.3812,0.4225,0.9937,0.9988,0.998,-5.6918,0.0292,0.1709,5.9308,?,7.7722,0.0168,0.1298,0.4191,0.9475,1.8286,0.0425,0.2062,0.7056,0.6664,-0.7323,-3.1126,4.2503,1.3173,0.8288,0.6292,1.7353,0.6869,0.3958,-0.7847,-4.2083,5.3633,0,0,3.772,14.1504,8.405,0.594,0.0971,15.2926,0.9302,0.1139,-0.2587,0.1048,0.0328,0.1811,0.7504,-0.7087,-0.1256,0.0392,0.198,0.8079,-2.31,-0.0805,0.0454,0.213,0.7877,-1.0302,-0.8348,-1.3026,1.5604,0.9148,0.8503,0.9295,0.8368,0.723,0.864,0.552,0.7787,1.4107,1.7991,1.1319,0.6291,0.9288,0.9526,1.0257,0.0018,0.5297,0.1272,-0.2255,-0.0728,TASCA_DESTRA_DAVANTI_PANTALONI
-0.3913,1.8877,1.3739,5.6958,-1.6171,-8.3423,3.6572,1.9124,15.3738,?,10.3257,3.8907,1.9725,7.6452,0.5093,13.3877,6.5717,2.5635,10.8956,0.4747,0.0469,-0.0379,-0.0292,-0.8079,-0.6231,0.7713,0.7184,0.6966,0.536,0.9695,0.746,0.7694,0.5162,0.4852,0.2872,0.94,0.5565,0.592,0.2289,-0.4435,-0.3574,-1.9373,-1.5613,0.8059,0,0.1397,0.1049,0,0,0.7512,0.3705,0.745,0.5228,2.0109,1.411,0.7017,0.1315,19.8793,0.4779,-0.1437,-0.3258,-0.7112,-0.9102,0.9373,7.149,0.3855,0.6209,2.1362,0.7445,-6.6234,0.5222,0.7226,7.55,?,0.5461,0.0509,0.2255,1.1242,0.1492,-1.0794,13.0906,-12.128,0.8591,2.753,3.2043,0.7381,7.579,10.2678,-0.8243,31.568,-38.2976,0,6.3267,0,0.2829,1.9003,6.7161,0.0966,14.3185,0.9916,0.2717,0.3836,-0.7432,0.9897,0.9948,3.8051,-3.6065,0.7217,0.5939,0.7706,3.6548,-0.1166,-0.3281,0.4801,0.6929,2.3161,-1.3827,-1.0298,2.2655,-2.1999,1.2909,1.4358,1.1122,1.6665,2.0614,1.237,7.8073,2.2165,0.2839,0.2524,0.8498,3.3673,1.0411,1.6429,1.578,0.0108,2.3535,-0.9378,0.5455,-0.5714,TASCA_DESTRA_DAVANTI_PANTALONI
0.6197,3.9247,1.9811,7.7822,-0.5565,0.9607,33.0533,5.7492,23.6986,-1.473,9.8129,12.5365,3.5407,17.0265,0.1677,11.4772,15.3884,3.9228,20.5303,0.1588,0.645,0.0631,0.054,0.0979,0.0837,0.855,0.3446,0.5595,0.505,1.6237,1.4656,0.9026,0.1187,0.3131,0.255,2.6366,2.1479,0.8147,0.1971,-0.8112,-0.7182,-4.1149,-3.6432,0.8854,0.5217,0.2444,0.2049,0.4685,0.3927,0.8382,0.3284,0.4571,0.3791,1.3919,1.1543,0.8293,0.1051,16.3214,-0.5099,0.1261,0.3155,-0.5656,-0.5413,0.9188,7.9013,2.5081,1.5837,5.4854,0.4202,2.8572,13.1284,3.6233,11.0952,-0.2909,0.3056,9.8446,3.1376,8.4517,-0.8664,2.7654,25.851,9.348,0.4371,0.5047,1.1548,0.191,0.2548,1.3336,-1.5902,-1.0133,0.6372,1.1008,2.0894,1.8981,0.4944,0.649,1.3128,0.0894,14.613,-0.8509,0.722,-0.9301,-0.8505,0.7546,0.8687,4.4807,-4.4203,-0.811,3.2378,1.7994,6.2538,-1.5448,-1.68,0.6595,0.8121,3.998,-18.5151,1.0486,0.5062,0.4828,0.4827,1.0696,2.2157,0.233,1.1441,4.9093,0.9625,0.9634,1.0009,0.3364,4.0352,11.9956,0.7165,1.1208,1.5643,0.0218,4.2284,-0.0083,-0.1301,0.3264,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0705,0.0267,0.1633,0.7233,-1.2375,11.0546,1.0666,1.0328,5.4557,0.6302,9.4609,0.6422,0.8014,4.7322,0.6305,14.5522,1.6873,1.299,7.2226,0.6303,-0.0064,-0.0074,-0.0048,1.1684,0.7597,0.6501,0.1581,0.2037,0.1257,1.2888,0.7951,0.6169,0.025,0.0415,0.0158,1.6609,0.6321,0.3806,-0.043,-0.0495,-0.0325,1.1515,0.755,0.6557,0.0219,0.0252,0.0165,1.152,0.7551,0.6555,0.1326,0.1528,0.1001,1.1529,0.7554,0.6552,0.1565,20.6585,0.1045,0.0191,0.07,0.9786,0.9966,0.9923,7.3919,0.001,0.0322,0.1568,0.9789,6.3377,0.0013,0.0362,0.1425,0.9778,-1.1627,0.0119,0.109,1.3369,?,1.1663,-6.3577,-5.451,0.8884,0.2953,0.3324,0.7893,0.0872,0.1105,1.162,-5.4549,-4.6946,1.1606,0,0,1.1001,0.1173,0.1066,0.1054,14.8923,-0.8469,0.3255,0.2173,-0.0284,0.0309,0.1757,0.7936,-2.0837,0.0059,0.0175,0.1321,0.6142,-1.1718,-0.0028,0.0106,0.103,0.5992,-1.5996,-4.7817,10.1785,-2.1287,1.3298,1.706,1.2829,1.7682,2.9104,1.6459,1.6183,1.4544,0.8987,0.9101,1.1165,1.2269,1.2922,1.3244,1.025,0.0003,0.3298,0.7188,-0.1364,-0.1248,TASCA_SINISTRA_DAVANTI_PANTALONI
0.015,3.5111,1.8738,10.0518,-0.7702,5.345,55.6457,7.4596,33.9618,-0.1937,9.2829,19.3476,4.3986,19.4244,-0.0886,12.1374,45.9279,6.777,30.7535,0.0867,0.0028,0.0016,0.0012,0.5758,0.4404,0.7648,0.2512,0.426,0.2765,1.6959,1.1007,0.649,0.0631,0.1815,0.0764,2.8761,1.2116,0.4213,0.7936,2.7673,-1.4978,3.4869,-1.8874,-0.5413,0.1996,0.3182,0.1686,1.5944,0.8449,0.5299,0.296,0.5175,0.3269,1.7484,1.1043,0.6316,0.1152,17.1796,-0.1201,-0.1027,-0.1085,0.583,0.884,0.8489,7.1602,3.7604,1.9392,6.5984,0.2739,5.2742,8.8572,2.9761,10.2319,-0.0793,0.4518,4.2855,2.0701,6.6431,-0.3682,1.3576,15.8479,11.6736,0.6516,0.9367,1.4376,0.4246,0.8775,2.0668,-3.3103,-1.3922,0.4206,0.9586,1.8717,1.9525,0.6449,0.9933,1.5402,0.0957,14.1348,-0.8054,0.3597,-0.8053,-0.2045,0.5187,0.7202,4.1849,-1.7172,-0.5217,2.1918,1.4805,6.0872,-1.0436,-1.5725,1.4585,1.2077,4.1667,-7.3569,0.3919,0.13,0.3318,0.4865,0.5963,1.2259,0.2367,0.3556,1.5027,0.8508,0.721,0.8474,0.5171,3.089,5.9742,0.6875,1.0044,1.4609,0.018,3.4983,-0.0989,-0.2126,0.0672,TASCA_SINISTRA_DAVANTI_PANTALONI
