@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
0.567,8.9869,2.9978,15.8467,-1.5634,5.1277,12.4564,3.5294,23.7492,-0.1016,7.6949,19.6105,4.4284,21.688,-0.025,10.3921,18.8839,4.3456,21.0319,0.2219,0.1106,0.0737,0.0546,0.6664,0.4934,0.7405,0.8494,0.677,0.6899,0.797,0.8122,1.0191,0.7215,0.4583,0.4759,0.6352,0.6596,1.0385,4.4125,18.2783,-1.6111,4.1424,-0.3651,-0.0881,0.2867,0.2922,0.2287,1.0189,0.7976,0.7828,0.6673,0.7307,0.7535,1.095,1.1292,1.0312,0.1971,15.3839,0.5736,-0.5778,-0.2827,-0.0743,0.3705,0.8438,-46.4894,3.1568,1.7767,51.25,?,22.9202,111.4338,10.5562,32,0.2686,-10.1543,17.9483,4.2365,15.5,?,-2.0283,4.5783,-2.2572,0.1683,0.4194,2.4917,0.0283,0.1759,6.2086,-4.3617,3.3065,-0.7581,0,1,0,1.6016,3.3065,2.0645,1.1238,79.5638,-0.9278,0.7998,-0.9314,PANTALONI
0.443,5.6121,2.369,8.2312,-0.741,-2.8574,15.24,3.9038,13.8843,-1.8455,10.0946,3.4966,1.8699,7.2551,0.4298,11.4411,3.713,1.9269,7.958,0.4511,-0.155,0.0439,0.0387,-0.2831,-0.2498,0.8823,0.6068,1.2669,1.2294,2.0877,2.026,0.9704,0.3683,1.605,1.5115,4.3585,4.1045,0.9417,0.389,-0.6405,-0.5357,-1.6465,-1.377,0.8363,0.969,0.3716,0.3261,0.3835,0.3366,0.8777,0.5928,1.1345,1.0343,1.9137,1.7447,0.9117,0.2188,16.3028,0.8357,0.0826,-0.2564,-0.0598,-0.4123,0.8629,-22.2083,24.6377,4.9636,30,?,12.7292,6.7719,2.6023,7.5625,0.5519,63.0104,3.2883,1.8134,5.875,0.9108,-1.7447,-0.3525,0.202,1.9074,2.7373,1.4351,3.6383,7.4925,2.0594,-3.2215,-0.5,0.1552,0,0,0.2562,3.9669,5.1064,1.2872,1.4169,97.9479,0.4674,0.9927,0.5153,PANTALONI
-1.0646,0.1999,0.4471,1.8407,?,4.9965,3.3588,1.8327,7.5709,0.1344,9.0872,0.8109,0.9005,3.1765,0.701,10.5302,2.16,1.4697,5.5538,0.5778,-0.2131,-0.1171,-0.1011,0.5498,0.4745,0.863,0.2439,0.4965,0.3042,2.0352,1.247,0.6127,0.0595,0.2465,0.0925,4.142,1.555,0.3754,-1.5654,-0.2472,-0.2422,0.1579,0.1547,0.9799,0,0,0,0.8233,0.6649,0.8077,0.2431,0.5795,0.3314,2.3834,1.3632,0.572,0.2369,15.1482,0.3586,-0.2025,0.062,0.6535,0.894,0.9171,-31.0312,6.5454,2.5584,33.9375,?,-17.5767,7.6807,2.7714,20.6875,?,5.2358,223.7182,14.9572,46.5625,-0.6704,1.7655,-5.9267,-3.357,0.9231,0.171,0.1853,0.8522,0.0293,0.0343,1.6405,1.8161,1.107,1,0,0,1.6405,0.7289,0.4443,0.8192,62.3381,0.5349,-0.4744,0.4838,PANTALONI
0.3909,0.3725,0.6103,3.3825,-0.1412,6.3209,5.8557,2.4198,9.3215,-0.0524,10.3976,0.7098,0.8425,4.5341,0.6557,12.3915,1.6061,1.2673,4.9907,0.6396,0.0618,0.0376,0.0315,0.6079,0.5101,0.8391,0.2522,0.7244,0.4816,2.8722,1.9094,0.6648,0.0636,0.5248,0.2319,8.2496,3.6459,0.4419,0.9011,-0.0485,-0.0473,-0.0538,-0.0524,0.9752,0.3347,0.225,0.2141,0.6725,0.6396,0.9512,0.3629,0.746,0.6778,2.0559,1.8678,0.9085,0.2387,17.1836,-0.7794,0.0303,-0.5513,0.0508,0.8013,0.6097,-23.9118,6.6328,2.5754,31.9,?,-11.0667,5.125,2.2638,12.6,?,34.1,3.409,1.8464,7.6,0.7871,2.1607,-0.7012,-0.3245,1.1376,1.3949,1.2261,1.2942,1.9457,1.5033,2.5317,-1.1352,-0.4484,1,0,0,2.5317,4.1974,1.6579,0.845,69.0784,-0.9736,0.9602,-0.9456,PANTALONI
0.2366,0.0111,0.1051,0.4322,-0.0182,5.6867,0.0461,0.2148,1.1333,0.8202,9.5911,0.0126,0.1121,0.496,0.9498,11.1544,0.0311,0.1765,0.86,0.9267,0.0416,0.0247,0.0212,0.5929,0.5098,0.8598,0.4895,0.9376,0.5957,1.9153,1.217,0.6354,0.2396,0.879,0.3549,3.6684,1.4811,0.4037,-0.0015,-0.0008,-0.0007,0.5504,0.4757,0.8642,0.0673,0.0429,0.0362,0.6374,0.5374,0.8432,0.3813,0.8714,0.5025,2.2852,1.3179,0.5767,0.2231,15.5146,-0.4349,-0.0684,-0.2939,0.4761,0.8751,0.8423,41.0155,0.0203,0.1423,0.6,0.9855,-10.2081,0.0116,0.1075,10.4308,?,6.2651,0.074,0.272,0.8259,0.8743,-4.0179,6.5467,-1.6294,1.3237,0.5233,0.3953,1.7522,0.2739,0.1563,-3.9022,7.0828,-1.8151,0,6.284,0,0.0575,0.7265,12.6292,0.8546,57.4886,0.2991,0.1112,0.107,PANTALONI
0.4264,3.7688,1.9413,6.8711,-1.0893,4.1247,4.3463,2.0848,7.35,-0.0377,9.1867,4.7262,2.174,8.6118,0.3204,10.4541,5.1438,2.268,9.0096,0.3535,0.1034,0.0464,0.0408,0.449,0.3946,0.8788,0.9312,0.893,0.856,0.959,0.9192,0.9585,0.8671,0.7974,0.7327,0.9196,0.845,0.9188,13.4009,-0.8823,-0.7272,-0.0658,-0.0543,0.8242,0.4643,0.2595,0.236,0.5589,0.5082,0.9093,0.9348,0.7979,0.7626,0.8535,0.8158,0.9558,0.1976,15.1191,0.7827,0.4014,0.5846,0.3774,0.6297,0.9494,-27.4005,40.8133,6.3885,36.4965,?,-25.9882,45.9405,6.7779,33.1118,?,-6.9113,453.083,21.2857,63.6997,-1.0186,1.0543,3.9646,3.7602,0.9425,0.3001,0.3184,0.8884,0.0901,0.1014,1.1022,1.1355,1.0302,1,0,0,1.1022,0.5729,0.5198,0.7528,74.242,-0.5544,-0.7688,0.934,PANTALONI
-0.3237,3.2239,1.7955,7.7143,-0.5516,10.0474,5.8102,2.4104,10.1376,0.2337,9.4841,6.5815,2.5654,9.2481,0.3009,14.0376,9.5642,3.0926,12.6989,0.3148,-0.0322,-0.0341,-0.0231,1.0594,0.7158,0.6756,0.7449,0.6999,0.5806,0.9396,0.7794,0.8295,0.5549,0.4898,0.3371,0.8828,0.6075,0.6881,-0.8873,-0.689,-0.47,0.7765,0.5297,0.6821,0.3758,0.3758,0.2682,1,0.7137,0.7137,0.761,0.8341,0.6075,1.0962,0.7983,0.7283,0.271,21.0434,-0.2679,0.4451,0.1389,0.5517,0.8473,0.9049,-58.4233,40.7523,6.3838,64.3546,?,9.3126,2.915,1.7073,5.4122,0.5867,-3.0497,97.1864,9.8583,28.6072,-1.5666,-6.2736,19.1567,-3.0536,3.739,0.6476,0.1732,13.9803,0.4193,0.03,-8.375,3.6855,-0.4401,0,0,1.175,11.8906,2.2496,0.1892,1.1616,76.8263,0.8726,-0.9013,-0.6554,PANTALONI
0.1776,0.009,0.0951,0.3352,-0.0685,6.0598,0.0213,0.1459,0.5873,0.9074,9.6168,0.004,0.0634,0.2632,0.973,11.3695,0.0058,0.0764,0.3175,0.9725,0.0293,0.0185,0.0156,0.6301,0.533,0.8458,0.652,1.4995,1.2457,2.3,1.9106,0.8307,0.4251,2.2485,1.5517,5.2898,3.6506,0.6901,-0.0037,-0.0023,-0.0019,0.6065,0.5121,0.8443,0.0495,0.0322,0.0272,0.6504,0.5489,0.8439,0.5708,1.2739,1.056,2.2315,1.8499,0.829,0.2274,15.8551,0.0713,0.0722,0.1366,-0.3735,0.7555,0.3308,38.4081,0.0071,0.0844,0.311,0.9919,-15.0972,0.0252,0.1588,15.238,?,15.179,0,0,0,1,-2.5441,2.5303,-0.9946,0.5312,0,0,0.2821,0,0,-2.5018,2.5115,-1.0039,0,2.532,0,0.0204,0,0,0.8794,68.6843,0.2778,0,0,PANTALONI
0.6326,15.6526,3.9563,17.1996,-1.6606,4.852,25.6871,5.0682,18.5993,-0.4704,8.524,25.2281,5.0228,17.8132,0.0535,12.1471,15.6161,3.9517,17.5748,0.0818,0.1304,0.0742,0.0521,0.5692,0.3994,0.7017,0.7806,0.7877,1.0012,1.0091,1.2825,1.271,0.6094,0.6204,1.0023,1.0182,1.6449,1.6155,1.804,-10.6591,-6.8579,-5.9084,-3.8014,0.6434,0.5111,0.3435,0.3378,0.6721,0.6609,0.9833,0.9247,0.9656,0.9786,1.0441,1.0583,1.0136,0.1927,17.913,0.7807,0.0642,0.2017,0.0574,0.3833,0.843,-30.6113,87.0423,9.3296,41.687,?,-17.2301,226.7645,15.0587,42.45,-2.9588,24.5966,213.6496,14.6168,44.182,0.1168,1.7766,-1.2445,-0.7005,0.6196,0.6383,1.0302,0.3838,0.4074,1.0614,1.3139,-7.1357,-5.4308,0,0,0.2144,0.982,0.9435,0.9608,0.8408,74.834,-0.9039,-0.9496,0.9781,PANTALONI
0.4257,0.0104,0.102,0.4877,0.2316,-6.9209,0.0416,0.2039,7.5843,?,9.6918,0.0161,0.1267,0.6114,0.9389,11.9179,0.0405,0.2012,1.0056,0.92,-0.0615,0.0439,0.0357,-0.7141,-0.5807,0.8132,0.5004,0.8049,0.507,1.6084,1.0132,0.6299,0.2504,0.6479,0.2571,2.587,1.0265,0.3968,-0.0194,0.0156,0.0127,-0.8068,-0.6562,0.8133,0,0.0634,0.0505,0,0,0.7969,0.0643,0.7976,0.4849,12.4052,7.5417,0.6079,0.2337,17.0383,0.2262,-0.0202,-0.1289,-0.6506,-0.9196,0.8979,-7.0588,0.0401,0.2003,7.3117,?,39.9484,0.047,0.2169,0.7728,0.9808,8.2278,0.0758,0.2753,1.1786,0.8641,-0.1767,-0.8579,4.8553,0.9237,0.7278,0.788,0.8532,0.5297,0.6209,-0.1853,-0.9754,5.2626,0,0,4.6367,9.4613,6.2039,0.6557,0.8116,55.2349,-0.5843,0.0309,0.1237,PANTALONI
