@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
0.0492,0.0698,0.2642,2.984,-0.6979,-4.3865,0.1574,0.3968,6.4914,?,9.5212,0.1357,0.3684,3.4864,0.6903,10.4896,0.2284,0.4779,4.8445,0.6288,-0.0112,0.0052,0.0047,-0.4607,-0.4182,0.9077,0.6658,0.7171,0.5528,1.0771,0.8303,0.7709,0.4433,0.5142,0.3056,1.1601,0.6894,0.5943,0.1889,-0.1579,-0.1495,-0.8355,-0.791,0.9467,0,0.1561,0.1347,0,0,0.8624,0.4597,0.8559,0.616,1.8619,1.34,0.7197,0.1059,14.029,0.8929,-0.7795,-0.8287,-0.8703,-0.9385,0.9846,-13.0014,0.5033,0.7094,14.6515,?,59.7028,0.3101,0.5569,1.8997,0.9686,-12.1603,0.8054,0.8975,13.9267,?,-0.2178,1.0692,-4.9097,1.274,0.7905,0.6205,1.6231,0.6249,0.385,-0.2501,1.052,-4.2063,0,1,0,7.7125,1.052,0.1364,0.6293,84.8644,-0.1,0.0035,-0.448,PANTALONI
-0.1341,6.4168,2.5331,12.1849,-0.8397,-0.0567,5.485,2.342,10.695,-0.7249,9.6437,14.5342,3.8124,25.4055,0.1448,10.2927,13.518,3.6767,25.5168,0.155,2.364,-0.0139,-0.013,-0.0059,-0.0055,0.9369,1.0816,0.6645,0.689,0.6143,0.637,1.0369,1.1699,0.4415,0.4747,0.3774,0.4058,1.0752,1.2373,-1.2931,-1.1879,-1.0451,-0.9601,0.9186,1.0682,0.223,0.2193,0.2087,0.2053,0.9837,1.1393,0.4796,0.4775,0.421,0.4191,0.9956,0.1015,13.6101,0.027,0.1696,0.2171,-0.2162,-0.217,0.9867,-35.7074,5.7027,2.388,38.6398,?,10.4662,167.4712,12.9411,38.7589,-0.4323,-14.7272,5.4629,2.3373,19.0186,?,-3.4117,2.4246,-0.7107,0.1845,1.0217,5.5368,0.0341,1.0439,30.6561,3.3029,2.0317,0.6151,0,1,0,0.9969,2.0317,2.0379,0.4212,64.6015,0.5243,0.257,0.8654,PANTALONI
0.0989,0.0594,0.2438,2.4173,-0.7158,3.9112,0.3197,0.5654,5.5728,0.147,9.9689,0.1446,0.3803,3.8645,0.6663,10.7198,0.2977,0.5456,5.3579,0.596,0.0253,0.0099,0.0092,0.3923,0.3649,0.93,0.4312,0.6411,0.4468,1.4869,1.0363,0.697,0.1859,0.411,0.1997,2.2108,1.0739,0.4858,-1.0503,-0.1307,-0.1276,0.1244,0.1215,0.9765,0.2156,0.1216,0.1062,0.5641,0.4926,0.8734,0.4338,0.6255,0.4512,1.4421,1.0401,0.7213,0.1127,14.0451,-0.9675,-0.9628,-0.9765,0.9502,0.9816,0.9876,-41.7262,0.0384,0.1959,42.2989,?,-1.8972,0.0735,0.271,2.2797,?,-9.562,0.0604,0.2458,9.9594,?,21.994,4.3638,0.1984,0.723,0.7971,1.1026,0.5227,0.6354,1.2156,18.5549,4.2471,0.2289,1,1,1,18.5549,4.2471,0.2289,0.4511,53.1854,0.2658,-0.3346,0.3601,PANTALONI
0.4608,2.4772,1.5739,7.4595,-0.5638,-3.5021,5.7714,2.4024,13.2129,-1.7809,10.0987,5.9462,2.4385,12.4927,0.345,11.0735,6.0326,2.4561,13.263,0.3443,-0.1316,0.0456,0.0416,-0.3468,-0.3163,0.912,0.6552,0.6454,0.6408,0.9852,0.9781,0.9928,0.4292,0.4166,0.4106,0.9706,0.9567,0.9857,0.3178,-0.4087,-0.3862,-1.2858,-1.2151,0.945,1.004,0.2501,0.2358,0.2491,0.2349,0.943,0.5646,0.5971,0.5624,1.0576,0.9962,0.9419,0.1114,15.3006,-0.0189,0.4046,0.4814,0.3235,0.1063,0.9631,-13.0845,111.4324,10.5562,27.7191,-19.0951,20.7916,53.4774,7.3128,23.1003,0.2127,-29.9103,6.0569,2.4611,35.3394,?,-0.6293,0.4375,-0.6951,1.4435,4.2893,2.9714,2.0837,18.3977,8.8292,-4.2216,0.7453,-0.1766,0.047,0,0,1.1999,0.7844,0.6537,0.4032,64.0399,0.6442,-0.4343,0.3774,PANTALONI
0.0425,0.0082,0.0906,0.7012,-0.1842,6.3716,0.0916,0.3026,2.9333,0.6341,9.8921,0.0271,0.1647,1.5798,0.8513,11.7685,0.0818,0.286,2.8337,0.7873,0.0067,0.0043,0.0036,0.6441,0.5414,0.8406,0.2994,0.55,0.3168,1.8372,1.0581,0.5759,0.0896,0.3025,0.1003,3.3753,1.1195,0.3317,-0.0215,-0.0121,-0.0104,0.5621,0.4847,0.8623,0.0739,0.0557,0.0445,0.7546,0.6018,0.7974,0.2391,0.4439,0.2475,1.8567,1.0351,0.5575,0.1226,16.3301,0.7165,0.5417,0.6861,0.7554,0.9485,0.9234,-35.7913,0.0811,0.2848,36.5997,?,-7.228,0.2073,0.4553,7.8598,?,23.5219,0.0301,0.1735,0.7202,0.9699,4.9517,-1.5216,-0.3073,0.6255,1.6416,2.6247,0.3912,2.695,6.8891,4.6566,-1.5763,-0.3385,1,0,0,4.6566,50.8178,10.9131,0.4524,66.5412,-0.8164,0.0679,0.0587,PANTALONI
-0.0944,0.0025,0.0501,0.2713,-4.4132,8.2151,0.0027,0.0523,0.3087,0.9633,9.9733,0.002,0.0452,0.2613,0.9741,12.9216,0.0033,0.0574,0.3129,0.9761,-0.0115,-0.0095,-0.0073,0.8237,0.6358,0.7718,0.958,1.1067,0.8722,1.1552,0.9105,0.7882,0.9178,1.2247,0.7608,1.3344,0.8289,0.6212,-0.0273,-0.0225,-0.0173,0.8225,0.6339,0.7708,0.006,0.005,0.0038,0.8318,0.6424,0.7723,0.8791,1.0385,0.8671,1.1812,0.9863,0.835,0.136,18.2848,0.6375,-0.1217,0.2893,0.4291,0.8265,0.8578,-24.92,0.0764,0.2764,25.3189,?,-27.8758,0.0104,0.102,28.0197,?,18.7648,0.032,0.1788,0.7202,0.9624,0.894,-1.328,-1.4855,2.7094,1.5459,0.5706,7.3408,2.3897,0.3255,0.9036,-1.3746,-1.5212,1,0,0,0.9036,35.1547,38.9047,0.4404,71.5606,0.0087,-0.7021,0.2008,PANTALONI
-0.7975,2.7492,1.6581,7.0004,-1.2202,2.3448,5.9847,2.4464,8.8741,-0.318,8.9944,2.4965,1.58,6.7009,0.4859,9.7788,2.6395,1.6247,6.5772,0.5099,-0.3401,-0.0887,-0.0816,0.2607,0.2398,0.9198,0.6778,1.0494,1.0206,1.5483,1.5058,0.9725,0.4594,1.1012,1.0416,2.3972,2.2673,0.9458,1.7969,-0.6075,-0.5623,-0.3381,-0.313,0.9256,0.4683,0.2419,0.235,0.5166,0.5018,0.9713,0.7888,1.0447,1.0643,1.3243,1.3492,1.0188,0.212,13.4173,0.4851,0.5851,0.5715,-0.001,0.2167,0.9524,11.1321,245.1588,15.6575,46.3125,-0.2955,-8.9517,7.6401,2.7641,12.875,?,-24.8423,52.3369,7.2344,31.125,?,-1.2436,-0.4481,0.3603,5.6647,2.1643,0.3821,32.0886,4.6842,0.146,0.8204,0.3394,0.4137,0,0,1,3.5971,1.488,0.4137,0.6513,49.2784,-0.5252,0.885,-0.0777,PANTALONI
0.1654,24.0689,4.906,27.8682,-2.0061,1.169,11.1498,3.3391,17.2426,-0.5679,9.5305,32.3288,5.6858,48.8701,-0.6596,11.5854,25.5519,5.0549,32.1303,0.1203,0.1415,0.0174,0.0143,0.1227,0.1009,0.8226,1.4692,0.8628,0.9705,0.5873,0.6606,1.1248,2.1587,0.7445,0.942,0.3449,0.4364,1.2652,2.9778,0.9575,-4.2331,0.3216,-1.4215,-4.4207,0.843,0.3148,0.2538,0.3734,0.3011,0.8063,1.6162,0.5703,0.8673,0.3528,0.5366,1.521,0.1,16.3709,-0.8988,-0.6473,-0.5844,0.5356,0.4559,0.4794,-29.9122,136.2446,11.6724,46.3196,?,-23.9635,17.2251,4.1503,28.1387,?,46.5299,91.5846,9.57,24.9008,0.5713,1.2482,-0.6429,-0.515,2.8124,1.2197,0.4337,7.9096,1.4876,0.1881,1.6461,-1.3961,-0.8481,1,0,0,1.6461,1.8602,1.13,0.6279,100.4056,0.6308,0.9898,0.6821,PANTALONI
-0.1044,0.0164,0.1279,0.5921,-2.8762,13.4274,0.0141,0.1187,0.5477,0.96,9.861,0.0084,0.0916,0.3815,0.962,16.6602,0.0222,0.149,0.656,0.9614,-0.0078,-0.0106,-0.0063,1.3617,0.806,0.5919,1.0776,1.3962,0.8584,1.2956,0.7966,0.6148,1.1612,1.9492,0.7369,1.6786,0.6346,0.378,-0.0334,-0.0454,-0.0269,1.3615,0.8059,0.592,0.0111,0.0152,0.009,1.3643,0.807,0.5916,1.081,1.552,0.9025,1.4357,0.8348,0.5815,0.1772,23.415,-0.0357,-0.2588,-0.1242,0.9706,0.9934,0.9877,-9.0105,0.0802,0.2832,9.4193,?,-53.4609,0.0433,0.208,53.8193,?,12.4868,0.0597,0.2443,0.8408,0.9348,0.1685,-0.7216,-4.2814,1.3618,1.1597,0.8516,1.8546,1.3448,0.7251,0.175,-0.7811,-4.463,1,0,0,0.175,11.2033,64.0127,0.5919,74.9582,-0.5657,0.3065,-0.6127,PANTALONI
-0.1109,0.003,0.0545,0.2636,-66.2804,11.8225,0.01,0.0999,0.4749,0.9607,9.9074,0.0065,0.0808,0.4042,0.9601,15.4254,0.0156,0.125,0.6216,0.9606,-0.0094,-0.0112,-0.0072,1.1933,0.7664,0.6423,0.5451,0.6741,0.4355,1.2365,0.7988,0.6461,0.2972,0.4543,0.1896,1.5288,0.6381,0.4174,-0.0224,-0.0267,-0.0172,1.1927,0.7662,0.6424,0.0003,0.0004,0.0002,1.192,0.7661,0.6427,0.5552,0.6523,0.4241,1.175,0.764,0.6502,0.1624,21.8408,0.07,-0.2832,-0.0781,0.8907,0.9786,0.9607,-19.1334,0.0197,0.1405,19.4397,?,-49.7056,0.0278,0.1667,50.0992,?,16.8979,0.0272,0.165,0.4791,0.972,0.3849,-1.1323,-2.9415,0.8429,0.8512,1.0098,0.7105,0.7245,1.0197,0.388,-1.1697,-3.0144,1,0,0,0.388,40.5732,104.5637,0.5882,85.7369,0.3754,-0.0211,-0.0044,PANTALONI
0.4014,4.3867,2.0944,12.801,-0.4932,-7.1585,13.0006,3.6056,18.6471,-7.5448,9.559,8.519,2.9187,14.3482,0.0173,12.4651,13.3056,3.6477,18.19,0.1736,-0.0561,0.042,0.0322,-0.7489,-0.5743,0.7669,0.5809,0.7176,0.5742,1.2353,0.9885,0.8002,0.3374,0.5149,0.3297,1.5261,0.9771,0.6403,0.2568,-16.753,-1.1068,-65.2418,-4.3101,0.0661,3.9285,0.5872,0.3895,0.1495,0.0991,0.6634,0.6865,0.8922,0.7037,1.2996,1.0251,0.7888,0.1232,18.2909,-0.0302,-0.5828,-0.269,-0.4758,-0.8363,0.8503,18.047,10.5846,3.2534,11.4075,0.4673,26.8819,2.1334,1.4606,5.6976,0.8091,10.197,4.6659,2.1601,6.5079,0.5076,0.6713,1.7698,2.6363,2.2274,1.5062,0.6762,4.9613,2.2685,0.4572,0.4145,1.4917,3.5988,0.7176,1.6203,2.2579,2.0021,1.7529,0.8755,0.35,55.1258,-0.7297,-0.5418,0.0394,PANTALONI
1.5334,14.331,3.7856,17.4089,-0.3905,3.3849,9.9567,3.1554,16.4436,-0.4616,10.1014,16.8121,4.1003,15.0166,0.2015,11.8467,16.6029,4.0747,14.2589,0.2662,0.453,0.1518,0.1294,0.3351,0.2857,0.8527,1.1997,0.9233,0.9291,0.7696,0.7744,1.0063,1.4393,0.8524,0.8632,0.5922,0.5997,1.0126,0.9414,-1.2905,-0.945,-1.3708,-1.0038,0.7323,1.1129,0.6658,0.6443,0.5983,0.5789,0.9677,1.0587,1.1593,1.2209,1.095,1.1532,1.0531,0.1157,17.1996,0.1216,0.2334,0.4527,0.0374,0.2307,0.9194,-15.8031,10.7808,3.2834,20.7596,?,-13.3793,54.1532,7.3589,26.7578,-54.8471,-26.9256,25.5199,5.0517,34.1995,?,1.1812,0.5869,0.4969,0.4462,0.65,1.4567,0.1991,0.4224,2.122,0.79,0.607,0.7684,0,1,0,0.7758,0.607,0.7824,0.3652,56.1287,0.2485,-0.3128,-0.9815,PANTALONI
1.4508,15.8073,3.9758,24.3815,-1.0735,1.9891,36.8906,6.0738,30.0589,-0.4185,10.745,16.3579,4.0445,18.0969,0.0712,12.9584,22.6512,4.7593,21.8067,0.1888,0.7294,0.135,0.112,0.1851,0.1535,0.8292,0.6546,0.983,0.8354,1.5017,1.2762,0.8498,0.4285,0.9663,0.6979,2.2552,1.6286,0.7222,1.4233,-9.1004,-2.4873,-6.3939,-1.7476,0.2733,0.5549,0.6035,0.4374,1.0876,0.7883,0.7248,0.8111,1.3473,1.1181,1.661,1.3784,0.8299,0.1185,19.0777,-0.5099,0.2627,-0.1326,0.3118,0.6775,0.8134,-6.0353,6.3578,2.5215,11.3388,?,-0.7061,53.6802,7.3267,26.3977,-4.5008,-33.601,7.3386,2.709,35.3394,?,8.5473,0.1796,0.021,0.3441,0.9308,2.7046,0.1184,0.8663,7.3148,0.525,0.3209,0.6112,0,1,0,0.4295,0.3209,0.747,0.3672,45.2368,0.165,-0.3665,-0.9427,PANTALONI
0.1885,4.7183,2.1722,10.0417,-1.0543,10.5045,7.4955,2.7378,13.8995,0.2111,9.4314,4.5913,2.1427,8.327,0.3763,14.3303,10.778,3.283,15.9374,0.2864,0.0179,0.02,0.0132,1.1138,0.733,0.6581,0.7934,1.0137,0.6616,1.2777,0.8339,0.6527,0.6295,1.0277,0.4378,1.6325,0.6954,0.426,-1.386,-1.0257,-0.8056,0.74,0.5812,0.7854,0.2775,0.3661,0.2189,1.3195,0.7888,0.5978,0.7225,1.2059,0.6301,1.6692,0.8721,0.5225,0.1518,21.7012,-0.5825,0.0632,-0.3253,0.7256,0.9459,0.9048,-2.8979,0.4359,0.6603,4.1397,?,-30.9575,1.2069,1.0986,34.1995,?,-16.2237,5.5396,2.3536,18.7195,?,0.0936,0.1786,1.9082,0.601,0.2805,0.4668,0.3612,0.0787,0.2179,0.121,0.2211,1.8269,1,1,1,0.121,0.2211,1.8269,0.3771,50.0791,0.3204,-0.4022,-0.9683,PANTALONI
-0.1143,0.0054,0.0738,0.2889,-5.8436,7.2174,0.009,0.0946,0.4111,0.945,10.0138,0.0055,0.0741,0.3925,0.9617,12.3446,0.0102,0.1008,0.5381,0.9576,-0.0158,-0.0114,-0.0093,0.7208,0.5847,0.8112,0.78,0.9963,0.7319,1.2772,0.9383,0.7347,0.6084,0.9926,0.5357,1.6313,0.8805,0.5397,-0.035,-0.025,-0.0203,0.7158,0.581,0.8117,0.0057,0.0041,0.0033,0.7285,0.5888,0.8082,0.7028,0.736,0.5369,1.0474,0.764,0.7295,0.1387,17.3496,-0.8225,-0.0008,-0.4576,0.5147,0.861,0.8822,-24.9491,0.0399,0.1998,25.1999,?,-24.7712,0.0266,0.1631,25.1999,?,-11.954,0.0561,0.2368,12.3596,?,1.0072,2.0871,2.0722,1.225,0.8438,0.6888,1.5007,0.712,0.4744,1,2.0389,2.0389,1,1,1,1,2.0389,2.0389,0.4172,61.6744,0.3052,0.8409,0.3278,PANTALONI
-0.056,0.0182,0.1348,0.6049,-2.264,7.402,0.0205,0.1431,0.6292,0.9187,9.9943,0.0069,0.083,0.3841,0.9624,12.4382,0.0159,0.126,0.5916,0.9536,-0.0076,-0.0056,-0.0045,0.7406,0.5951,0.8035,0.9419,1.6241,1.0701,1.7243,1.1361,0.6589,0.8871,2.6376,1.145,2.9732,1.2907,0.4341,-0.059,-0.0426,-0.0345,0.7223,0.5852,0.8103,0.024,0.0181,0.0145,0.7567,0.6075,0.8028,0.9614,1.575,1.0225,1.6383,1.0636,0.6492,0.1309,17.5113,-0.9086,-0.0191,-0.6339,0.3551,0.8711,0.7674,-25.452,0.0307,0.1753,25.679,?,-26.5338,0.0376,0.1938,26.8188,?,-8.6077,0.0602,0.2453,9.0591,?,0.9592,2.9569,3.0826,0.9047,0.7146,0.7899,0.8184,0.5107,0.624,0.9575,2.8346,2.9604,1,1,1,0.9575,2.8346,2.9604,0.3975,60.5934,-0.3755,-0.149,0.148,PANTALONI
-0.0308,0.0192,0.1384,0.7551,-1.7984,8.5014,0.0269,0.164,0.9801,0.8925,9.9745,0.0166,0.1289,0.6265,0.9393,13.1073,0.0285,0.1687,0.8779,0.9356,-0.0036,-0.0031,-0.0023,0.8523,0.6486,0.761,0.8439,1.0738,0.8205,1.2724,0.9722,0.7641,0.7122,1.1531,0.6732,1.6191,0.9452,0.5838,-0.0596,-0.05,-0.0381,0.839,0.6381,0.7605,0.0296,0.0261,0.0198,0.883,0.6689,0.7575,0.7705,1.2053,0.8602,1.5643,1.1164,0.7137,0.1409,18.5891,-0.6784,0.3733,-0.2125,0.3541,0.8401,0.8044,-22.0152,0.1734,0.4164,22.6196,?,-28.8645,0.0496,0.2228,29.2786,?,-9.5869,0.0117,0.108,9.8389,?,0.7627,2.2964,3.0108,1.8691,3.8557,2.0629,3.4936,14.8667,4.2554,0.7726,2.299,2.9758,1,1,1,0.7726,2.299,2.9758,0.4037,60.4666,-0.125,-0.1273,-0.1281,PANTALONI
-0.2029,0.016,0.1263,0.6847,-4.5711,7.014,0.0291,0.1705,0.85,0.8864,9.9936,0.0136,0.1166,0.5326,0.9481,12.2122,0.0306,0.1748,0.7974,0.9369,-0.0289,-0.0203,-0.0166,0.7019,0.5743,0.8183,0.7406,1.0833,0.7224,1.4626,0.9754,0.6669,0.5485,1.1735,0.5218,2.1393,0.9514,0.4447,-0.0847,-0.0577,-0.0474,0.6821,0.56,0.8211,0.0164,0.012,0.0097,0.7295,0.5919,0.8114,0.8055,1.2856,0.8586,1.5961,1.066,0.6679,0.1285,17.2158,-0.8653,-0.1577,-0.5847,0.6052,0.9029,0.8875,-27.5885,0.1078,0.3284,28.0197,?,-23.8886,0.0964,0.3104,24.4797,?,-9.986,0.0281,0.1676,10.1395,?,1.1549,2.7627,2.3922,1.0579,1.9594,1.8521,1.1192,3.8392,3.4303,1.1446,2.7634,2.4143,1,1,1,1.1446,2.7634,2.4143,0.3983,61.4631,-0.6256,0.657,-0.3159,PANTALONI
