@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
0.1198,0.2071,0.4551,2.813,-1.127,-12.5453,0.702,0.8378,13.8702,?,10.066,0.5225,0.7228,3.2666,0.7128,16.0947,1.1175,1.0571,5.2235,0.7072,-0.0095,0.0119,0.0074,-1.2463,-0.7795,0.6254,0.5432,0.6296,0.4305,1.1591,0.7926,0.6838,0.295,0.3964,0.1853,1.3436,0.6282,0.4675,0.1075,-0.1838,-0.1181,-1.7109,-1.0995,0.6426,0,0.1163,0.0741,0,0,0.6376,0.2028,0.8612,0.5385,4.2461,2.6554,0.6254,0.3351,22.9577,-0.3301,0.0482,0.2253,-0.8569,-0.9766,0.9474,TASCA_DESTRA_DIETRO_PANTALONI
0.2197,0.5065,0.7117,3.3899,-0.6121,-8.6164,1.408,1.1866,11.3906,?,9.9415,0.8643,0.9297,4.2802,0.6494,13.1887,1.9609,1.4003,6.8625,0.5892,-0.0255,0.0221,0.0167,-0.8667,-0.6533,0.7538,0.5998,0.7655,0.5082,1.2764,0.8474,0.6639,0.3597,0.586,0.2583,1.6291,0.7181,0.4408,0.113,-0.1623,-0.1308,-1.4365,-1.1574,0.8057,0,0.1722,0.1259,0,0,0.7309,0.2976,0.792,0.494,2.6612,1.6598,0.6237,0.2741,19.0983,0.0292,0.1036,0.0478,-0.8239,-0.9542,0.9545,TASCA_DESTRA_DIETRO_PANTALONI
1.4991,2.672,1.6346,8.5234,-0.1974,-12.0661,0.8928,0.9449,15.116,?,9.3156,0.776,0.8809,4.3323,0.6101,15.4155,1.3241,1.1507,5.5368,0.7028,-0.1242,0.1609,0.0972,-1.2953,-0.7827,0.6043,1.73,1.8556,1.4206,1.0726,0.8211,0.7656,2.9929,3.4432,2.018,1.1505,0.6743,0.5861,0.093,-0.2073,-0.1073,-2.2302,-1.1544,0.5176,0,0.6407,0.3821,0,0,0.5963,0.5639,1.9674,1.5394,3.4892,2.7301,0.7824,0.3003,23.0194,-0.1835,-0.4489,0.1728,-0.6923,-0.9768,0.7536,TASCA_DESTRA_DIETRO_PANTALONI
-0.6198,11.3565,3.3699,20.0148,-2.0315,-10.1417,15.5037,3.9375,17.5542,?,9.5495,5.8376,2.4161,11.6579,0.2285,14.5382,15.7712,3.9713,15.987,0.3102,0.0611,-0.0649,-0.0426,-1.062,-0.6976,0.6569,0.8559,1.3948,0.8486,1.6297,0.9915,0.6084,0.7325,1.9454,0.7201,2.6558,0.983,0.3701,0.7641,-3.885,-1.8653,-5.0846,-2.4413,0.4801,0,0.4369,0.2849,0,0,0.6519,1.1402,1.7168,1.2519,1.5058,1.098,0.7292,0.2846,22.1995,0.2012,0.4041,-0.0995,-0.6595,-0.9605,0.7506,TASCA_DESTRA_DIETRO_PANTALONI
0.2949,1.3668,1.1691,4.7753,-0.7322,1.8346,3.7026,1.9242,7.2336,-0.2619,10.1985,8.7104,2.9513,11.945,0.2708,10.5834,9.2355,3.039,12.0805,0.2716,0.1607,0.0289,0.0279,0.1799,0.1733,0.9636,0.6076,0.3961,0.3847,0.652,0.6332,0.9712,0.3691,0.1569,0.148,0.4251,0.4009,0.9431,1.3445,-0.4551,-0.4481,-0.3385,-0.3333,0.9845,0.4809,0.1683,0.1662,0.3499,0.3456,0.9876,0.6602,0.3998,0.3953,0.6056,0.5988,0.9888,0.216,13.2584,-0.4527,0.0906,0.067,0.3429,0.442,0.9918,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0309,0.5219,0.7224,2.4623,-0.8218,5.7227,19.4698,4.4125,13.9553,-0.0805,9.6681,6.5603,2.5613,8.4595,0.4016,11.5911,18.4225,4.2921,13.3813,0.3021,-0.0054,-0.0032,-0.0027,0.5919,0.4937,0.8341,0.1637,0.282,0.1683,1.7227,1.028,0.5967,0.0268,0.0795,0.0283,2.9678,1.0568,0.3561,1.0681,-0.1957,-0.1918,-0.1832,-0.1795,0.9801,0.1046,0.0956,0.0705,0.9136,0.6736,0.7373,0.1764,0.2911,0.184,1.6497,1.0429,0.6322,0.2293,16.1373,0.9595,0.941,0.9485,0.9966,0.9958,0.9962,TASCA_SINISTRA_DAVANTI_PANTALONI
0.2646,0.8113,0.9007,3.385,-0.5633,0.4591,2.8793,1.6968,7.5328,-0.3673,10.2865,6.7544,2.5989,9.2185,0.4198,10.4796,6.7162,2.5916,9.1919,0.4231,0.5763,0.0257,0.0252,0.0446,0.0438,0.9816,0.5308,0.3466,0.3476,0.6529,0.6548,1.0028,0.2818,0.1201,0.1208,0.4263,0.4287,1.0057,0.6027,-0.1829,-0.1809,-0.3034,-0.3002,0.9893,0.393,0.1363,0.1359,0.3468,0.3458,0.9971,0.4494,0.3672,0.3683,0.8171,0.8195,1.0029,0.2239,12.2765,-0.071,0.06,0.0968,0.1485,0.2316,0.9936,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0493,0.2653,0.5151,2.0332,-1.2722,11.8228,8.3477,2.8892,11.6972,0.3247,9.8566,4.2104,2.0519,8.3768,0.3973,15.4067,12.3915,3.5202,14.2541,0.3585,-0.0042,-0.005,-0.0032,1.1995,0.7674,0.6398,0.1783,0.251,0.1463,1.4081,0.8208,0.5829,0.0318,0.063,0.0214,1.9826,0.6737,0.3398,-0.2024,-0.2062,-0.1429,1.0187,0.7063,0.6933,0.0517,0.0644,0.0403,1.2463,0.7796,0.6256,0.1738,0.2427,0.1426,1.3964,0.8206,0.5877,0.3275,22.0773,0.9539,0.9388,0.9482,0.9988,0.9998,0.9996,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.113,0.2616,0.5114,2.2729,-1.3441,11.5986,9.3517,3.0581,12.8771,0.2846,9.858,4.861,2.2048,9.2093,0.3637,15.2374,14.0153,3.7437,15.6547,0.3228,-0.0097,-0.0115,-0.0074,1.1766,0.7612,0.647,0.1672,0.232,0.1366,1.387,0.8169,0.5889,0.028,0.0538,0.0187,1.9238,0.6672,0.3468,-0.2544,-0.2475,-0.1747,0.9732,0.6867,0.7056,0.0539,0.067,0.0419,1.2437,0.7787,0.6262,0.1765,0.2468,0.1452,1.3983,0.8226,0.5883,0.3239,21.8428,0.9631,0.9522,0.959,0.9992,0.9999,0.9997,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0366,0.0146,0.121,0.5555,-1.8148,-12.494,0.0542,0.2328,13.0659,?,9.7943,0.0044,0.0663,0.2914,0.9707,15.8763,0.0468,0.2163,0.9825,0.9402,0.0029,-0.0037,-0.0023,-1.2756,-0.787,0.6169,0.5197,1.8239,0.5594,3.5094,1.0763,0.3067,0.2701,3.3266,0.3129,12.3156,1.1584,0.0941,0.0274,-0.0371,-0.0232,-1.3525,-0.8465,0.6259,0,0.0198,0.012,0,0,0.6062,0.0425,1.906,0.5654,44.833,13.2986,0.2966,0.3378,22.3868,0.2411,0.0248,-0.2031,-0.751,-0.9935,0.8254,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.2674,4.0628,2.0156,10.6597,-4.8509,-4.5598,2.9779,1.7257,9.8611,-48.5214,9.2584,1.0084,1.0042,4.6573,0.5773,10.6535,1.1334,1.0646,4.716,0.6277,0.0586,-0.0289,-0.0251,-0.4925,-0.428,0.869,1.168,2.0072,1.8933,1.7184,1.6209,0.9433,1.3643,4.0288,3.5846,2.953,2.6274,0.8897,0.9147,-1.3896,-1.1113,-1.5191,-1.2149,0.7997,9.1493,0.1654,0.1438,0.0181,0.0157,0.8697,1.081,2.2888,2.2603,2.1173,2.091,0.9876,0.2151,15.1433,-0.4155,0.4002,0.0189,-0.0251,-0.4452,0.6285,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0552,0.3122,0.5587,4.1823,-1.0947,-14.1361,0.6919,0.8318,15.4088,?,9.8812,0.0431,0.2077,0.9466,0.9088,17.2596,0.6219,0.7886,2.4247,0.8689,0.0039,-0.0056,-0.0032,-1.4306,-0.819,0.5725,0.6717,2.6898,0.7085,4.0046,1.0548,0.2634,0.4511,7.2348,0.5019,16.0367,1.1126,0.0694,0.1418,-0.2318,-0.1359,-1.6341,-0.9584,0.5865,0,0.1924,0.1079,0,0,0.5608,0.2714,4.4182,1.7249,16.2782,6.3549,0.3904,0.3593,24.4344,0.3453,-0.5154,-0.3773,-0.8325,-0.9953,0.8807,TASCA_SINISTRA_DAVANTI_PANTALONI
0.2096,3.0283,1.7402,7.5334,-1.4169,-8.4378,7.3327,2.7079,18.8016,?,9.567,2.9461,1.7164,11.8302,0.2977,13.0745,5.1308,2.2651,17.4753,0.3094,-0.0248,0.0219,0.016,-0.882,-0.6454,0.7317,0.6426,1.0139,0.7683,1.5776,1.1955,0.7578,0.413,1.0279,0.5902,2.489,1.4292,0.5742,0.2349,-0.8806,-0.5642,-3.749,-2.4017,0.6406,0,0.185,0.1232,0,0,0.6657,0.4007,0.6368,0.4311,1.5893,1.0759,0.677,0.2658,19.4391,0.1222,-0.2529,-0.2356,-0.1465,-0.8256,0.6511,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.0024,2.4983,1.5806,5.1718,-2.5457,-4.7661,5.5019,2.3456,8.3909,?,9.6441,1.5226,1.2339,4.9975,0.5681,11.2208,0.3443,0.5868,2.305,0.8099,0.2103,-0.1039,-0.0893,-0.4942,-0.4248,0.8595,0.6739,1.2809,2.6937,1.9009,3.9974,2.1029,0.4541,1.6408,7.2558,3.6135,15.9793,4.4221,0.4425,-0.565,-0.3781,-1.2767,-0.8544,0.6692,0,0.1261,0.1203,0,0,0.9542,0.6164,1.0349,2.2437,1.679,3.6403,2.1681,0.2455,15.9087,-0.148,-0.2365,-0.4484,0.8484,-0.1346,0.3569,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.2963,9.2972,3.0491,12.0875,-1.7906,-3.401,17.4179,4.1735,13.5534,-4.8282,10.1558,4.6508,2.1566,8.7643,0.3964,12.0177,3.3295,1.8247,7.0443,0.5386,0.3812,-0.1276,-0.1079,-0.3349,-0.283,0.8451,0.7306,1.4139,1.671,1.9352,2.2872,1.1819,0.5338,1.9991,2.7923,3.7452,5.2313,1.3968,0.6908,-1.3474,-0.9433,-1.9506,-1.3656,0.7001,1.8626,0.2983,0.2837,0.1602,0.1523,0.9511,0.8918,1.3792,1.7159,1.5464,1.924,1.2442,0.2158,16.8379,0.0363,0.2497,-0.0357,0.6152,-0.1708,0.5965,TASCA_SINISTRA_DAVANTI_PANTALONI
-2.0074,11.3593,3.3703,13.1906,-2.3015,-2.662,56.0558,7.487,31.2142,-1.3006,11.0048,12.4409,3.5272,11.303,0.3214,14.0511,14.6436,3.8267,13.5695,0.3741,0.7541,-0.1824,-0.1429,-0.2419,-0.1895,0.7832,0.4502,0.9555,0.8807,2.1227,1.9565,0.9217,0.2026,0.9131,0.7757,4.5058,3.828,0.8496,0.5211,-1.7179,-1.1338,-3.2968,-2.176,0.66,0.2945,0.2399,0.1843,0.8146,0.6258,0.7683,0.4226,1.167,0.9721,2.7616,2.3003,0.833,0.23,20.5696,-0.6188,-0.1642,-0.3271,0.6777,0.4326,0.7257,TASCA_SINISTRA_DAVANTI_PANTALONI
