@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
0.0257,2.5205,1.5876,14.5812,-2.8512,8.6519,58.9351,7.6769,62.3672,-0.1776,10.0137,26.5052,5.1483,36.2021,0.0371,14.0468,65.7805,8.1105,60.3059,0.0683,0.003,0.0026,0.0018,0.864,0.6159,0.7129,0.2068,0.3084,0.1957,1.4911,0.9465,0.6348,0.0428,0.0951,0.0383,2.2235,0.8959,0.4029,1.1474,-7.7318,-2.4417,-6.7383,-2.128,0.3158,0.0715,0.1007,0.0585,1.4086,0.8182,0.5809,0.2338,0.4028,0.2418,1.7228,1.0342,0.6003,0.0456,20.381,-0.3452,-0.2404,-0.3426,0.7836,0.8981,0.9416,2.4451,1.5651,1.251,3.5796,0.2264,9.1246,0.5445,0.7379,2.2073,0.7736,1.6778,2.015,1.4195,4.6412,-0.0347,0.268,1.4574,5.4385,1.6954,0.8813,0.5198,2.8743,0.7767,0.2702,0.1389,-6.7311,-48.4711,0.4746,1.0315,2.1737,1.6217,0.7713,0.4756,0.0331,13.2569,-0.9305,0.8507,-0.9563,1100,0,0,0,1,TASCA_GIACCA
-0.095,4.6175,2.1488,16.5019,-1.9606,2.3605,13.047,3.6121,18.2794,-0.4783,9.8702,15.9635,3.9954,21.6661,-0.1165,11.0009,15.6103,3.951,17.531,0.1828,-0.0402,-0.0096,-0.0086,0.2392,0.2146,0.8972,0.5949,0.5378,0.5439,0.904,0.9142,1.0113,0.3539,0.2893,0.2958,0.8173,0.8358,1.0226,1.8476,4.8328,-2.7875,2.6156,-1.5087,-0.5768,0.4508,0.2872,0.2598,0.6372,0.5764,0.9046,0.9028,0.7616,0.9413,0.8437,1.0427,1.2359,0.0338,14.4373,0.1904,0.1546,0.1328,-0.129,0.2124,0.899,2.0206,3.2137,1.7927,4.6635,0.0005,5.7823,1.7596,1.3265,3.9345,0.5255,7.1122,3.0829,1.7558,4.9083,0.4413,0.3494,0.2841,0.813,1.3515,1.021,0.7555,1.8264,1.0424,0.5707,0.0005,0.0006,1.1239,0.5627,0.5311,0.9438,1.1853,0.9501,0.8016,0.0313,14.9151,0.9259,-0.9362,-0.992,1100,0,0,0,1,TASCA_GIACCA
0.0883,3.8736,1.9682,9.0329,-0.9907,2.7727,15.9081,3.9885,16.4496,-0.4262,9.9757,7.9568,2.8208,14.683,0.163,11.2125,9.2283,3.0378,12.8148,0.2883,0.0318,0.0088,0.0079,0.2779,0.2473,0.8897,0.4935,0.6977,0.6479,1.414,1.313,0.9286,0.2435,0.4868,0.4198,1.9993,1.7238,0.8622,0.9145,-1.5724,-0.8659,-1.7193,-0.9469,0.5507,0.3934,0.2587,0.252,0.6575,0.6406,0.9742,0.5491,0.6152,0.7049,1.1203,1.2836,1.1458,0.0352,15.2894,0.3074,0.0612,0.071,-0.0695,0.3017,0.8948,2.7854,3.3384,1.8271,4.9092,0.0469,5.6092,1.5238,1.2344,4.2077,0.4904,7.0341,2.6016,1.613,5.5848,0.3744,0.4966,0.396,0.7974,1.4801,1.1328,0.7653,2.1908,1.2832,0.5857,0.0596,0.0723,1.2116,0.6238,0.577,0.925,1.1667,0.879,0.7534,0.032,15.4287,0.7301,-0.8292,-0.9717,1100,0,0,0,1,TASCA_GIACCA
0.0257,2.5205,1.5876,14.5812,-2.8512,8.6519,58.9351,7.6769,62.3672,-0.1776,10.0137,26.5052,5.1483,36.2021,0.0371,14.0468,65.7805,8.1105,60.3059,0.0683,0.003,0.0026,0.0018,0.864,0.6159,0.7129,0.2068,0.3084,0.1957,1.4911,0.9465,0.6348,0.0428,0.0951,0.0383,2.2235,0.8959,0.4029,1.1474,-7.7318,-2.4417,-6.7383,-2.128,0.3158,0.0715,0.1007,0.0585,1.4086,0.8182,0.5809,0.2338,0.4028,0.2418,1.7228,1.0342,0.6003,0.0456,20.381,-0.3452,-0.2404,-0.3426,0.7836,0.8981,0.9416,2.4451,1.5651,1.251,3.5796,0.2264,9.1246,0.5445,0.7379,2.2073,0.7736,1.6778,2.015,1.4195,4.6412,-0.0347,0.268,1.4574,5.4385,1.6954,0.8813,0.5198,2.8743,0.7767,0.2702,0.1389,-6.7311,-48.4711,0.4746,1.0315,2.1737,1.6217,0.7713,0.4756,0.0331,13.2569,-0.9305,0.8507,-0.9563,1100,0,0,0,1,TASCA_GIACCA
-0.095,4.6175,2.1488,16.5019,-1.9606,2.3605,13.047,3.6121,18.2794,-0.4783,9.8702,15.9635,3.9954,21.6661,-0.1165,11.0009,15.6103,3.951,17.531,0.1828,-0.0402,-0.0096,-0.0086,0.2392,0.2146,0.8972,0.5949,0.5378,0.5439,0.904,0.9142,1.0113,0.3539,0.2893,0.2958,0.8173,0.8358,1.0226,1.8476,4.8328,-2.7875,2.6156,-1.5087,-0.5768,0.4508,0.2872,0.2598,0.6372,0.5764,0.9046,0.9028,0.7616,0.9413,0.8437,1.0427,1.2359,0.0338,14.4373,0.1904,0.1546,0.1328,-0.129,0.2124,0.899,2.0206,3.2137,1.7927,4.6635,0.0005,5.7823,1.7596,1.3265,3.9345,0.5255,7.1122,3.0829,1.7558,4.9083,0.4413,0.3494,0.2841,0.813,1.3515,1.021,0.7555,1.8264,1.0424,0.5707,0.0005,0.0006,1.1239,0.5627,0.5311,0.9438,1.1853,0.9501,0.8016,0.0313,14.9151,0.9259,-0.9362,-0.992,1100,0,0,0,1,TASCA_GIACCA
0.0883,3.8736,1.9682,9.0329,-0.9907,2.7727,15.9081,3.9885,16.4496,-0.4262,9.9757,7.9568,2.8208,14.683,0.163,11.2125,9.2283,3.0378,12.8148,0.2883,0.0318,0.0088,0.0079,0.2779,0.2473,0.8897,0.4935,0.6977,0.6479,1.414,1.313,0.9286,0.2435,0.4868,0.4198,1.9993,1.7238,0.8622,0.9145,-1.5724,-0.8659,-1.7193,-0.9469,0.5507,0.3934,0.2587,0.252,0.6575,0.6406,0.9742,0.5491,0.6152,0.7049,1.1203,1.2836,1.1458,0.0352,15.2894,0.3074,0.0612,0.071,-0.0695,0.3017,0.8948,2.7854,3.3384,1.8271,4.9092,0.0469,5.6092,1.5238,1.2344,4.2077,0.4904,7.0341,2.6016,1.613,5.5848,0.3744,0.4966,0.396,0.7974,1.4801,1.1328,0.7653,2.1908,1.2832,0.5857,0.0596,0.0723,1.2116,0.6238,0.577,0.925,1.1667,0.879,0.7534,0.032,15.4287,0.7301,-0.8292,-0.9717,1100,0,0,0,1,TASCA_GIACCA
-0.6208,2.9569,1.7196,10.3808,-1.0886,8.9151,10.5755,3.252,15.6005,0.1504,9.918,1.9209,1.386,6.7489,0.4925,13.6295,7.9233,2.8148,14.6342,0.3564,-0.0696,-0.0626,-0.0456,0.8989,0.6541,0.7277,0.5288,1.2407,0.6109,2.3463,1.1553,0.4924,0.2796,1.5393,0.3732,5.5053,1.3347,0.2424,-1.9598,-0.8262,-0.6675,0.4216,0.3406,0.8079,0.2707,0.3738,0.2186,1.3808,0.8075,0.5848,0.6654,1.5381,0.7094,2.3116,1.066,0.4612,0.0472,20.1702,-0.5137,-0.353,-0.5503,0.3793,0.9441,0.652,-2.1943,4.5537,2.1339,6.7201,?,4.7209,2.2364,1.4954,4.3392,0.4313,7.0565,12.4865,3.5336,10.7732,-0.1699,-0.4648,-0.311,0.669,1.4269,0.6039,0.4232,2.0362,0.3647,0.1791,-2.0422,4.296,-2.1036,0,0,0.8285,1.5487,0.6238,0.4028,0.031,14.2213,-0.9703,0.9729,-0.9214,1100,0,0,0,1,TASCA_GIACCA
0.0916,5.108,2.2601,11.7299,-1.2289,2.2413,14.8151,3.849,18.1321,-0.6322,9.6473,1.8083,1.3447,6.2261,0.5237,10.8477,2.1617,1.4703,8.5427,0.4562,0.0409,0.0095,0.0084,0.2323,0.2066,0.8893,0.5872,1.6807,1.5372,2.8623,2.6179,0.9146,0.3448,2.8248,2.363,8.1929,6.8535,0.8365,0.9208,-0.9449,-0.9025,-1.0261,-0.9801,0.9552,0.4737,0.4026,0.335,0.8499,0.7072,0.8321,0.6469,1.884,1.3731,2.9123,2.1225,0.7288,0.0351,15.3327,0.3796,0.0131,0.0412,0.2014,0.3857,0.7764,-5.7432,11.0778,3.3283,9.3042,?,4.0268,4.3304,2.081,8.9126,-0.2909,2.857,23.4081,4.8382,12.8386,-0.3914,-1.4262,-2.0102,1.4094,1.5994,0.6879,0.4301,2.5581,0.4732,0.185,4.6329,2.5764,0.5561,0,0,0.7482,1.0439,0.7247,0.6942,0.0269,14.3918,0.1641,0.9807,0.3303,1100,0,0,0,1,TASCA_GIACCA
-0.2796,0.9645,0.9821,4.7351,-1.2205,6.1968,1.5479,1.2442,6.3756,0.319,9.9878,0.8574,0.9259,5.2587,0.6129,11.8438,1.3279,1.1523,5.6293,0.6343,-0.0451,-0.028,-0.0236,0.6204,0.5232,0.8433,0.7894,1.0607,0.8523,1.3437,1.0797,0.8035,0.6231,1.125,0.7264,1.8054,1.1657,0.6457,-0.8715,-0.3125,-0.2666,0.3586,0.3059,0.8531,0.2278,0.157,0.1386,0.6891,0.6083,0.8827,0.7427,0.9004,0.8412,1.2124,1.1326,0.9342,0.045,17.0094,-0.1576,0.4793,0.1978,0.2588,0.7499,0.8281,8.0701,0.0558,0.2362,0.9193,0.8908,5.525,0.1125,0.3354,1.2748,0.7966,0.5821,0.0104,0.1021,0.358,0.5218,1.4607,13.8626,9.4906,0.7041,2.3133,3.2854,0.4958,5.3513,10.7939,1.5015,19.1921,12.7815,1.3428,11.2424,8.3722,0.7211,2.5677,3.5607,0.0375,14.1772,-0.9982,-0.1606,0.119,1100,0,0,0,1,TASCA_GIACCA
0.2155,0.3856,0.621,2.4204,-0.7419,9.9834,1.9953,1.4126,5.4825,0.5945,9.9617,1.2592,1.1222,5.8828,0.5584,14.1289,2.9663,1.7223,7.9426,0.5799,0.0216,0.0216,0.0153,1.0022,0.7066,0.7051,0.4396,0.5534,0.3605,1.2588,0.8202,0.6515,0.1932,0.3062,0.13,1.5845,0.6727,0.4245,-0.1283,-0.1386,-0.094,1.0804,0.7332,0.6787,0.1028,0.1043,0.0735,1.0148,0.7152,0.7047,0.4415,0.4114,0.3047,0.9319,0.6903,0.7407,0.0507,20.4895,-0.027,0.0786,0.0305,0.842,0.9687,0.9493,8.2202,0.0159,0.126,0.5171,0.9385,5.2964,0.0432,0.2078,0.8176,0.8598,-0.6627,0.0472,0.2172,0.903,?,1.552,-12.4047,-7.9925,0.6067,0.5803,0.9565,0.3681,0.3368,0.9149,1.5727,-8.7309,-5.5514,1.4409,0,0,0.6325,0.5726,0.9053,0.0353,14.1792,-0.9988,-0.8824,0.8941,1100,0,0,0,1,TASCA_GIACCA
-0.2987,4.5101,2.1237,13.2617,-1.5861,-1.0616,21.6622,4.6543,20.4366,-5.1009,9.4633,10.5636,3.2502,14.8017,0.2168,10.5887,15.3852,3.9224,16.4711,0.2281,0.2814,-0.0316,-0.0282,-0.1122,-0.1003,0.8937,0.4563,0.6534,0.5414,1.432,1.1866,0.8286,0.2082,0.4269,0.2931,2.0506,1.408,0.6866,0.476,-1.9848,-1.6715,-4.1695,-3.5115,0.8422,1.5309,0.2713,0.2403,0.1772,0.157,0.8858,0.6489,0.896,0.8051,1.3807,1.2408,0.8986,0.0333,13.8821,0.5672,0.0323,-0.3476,-0.2057,-0.6897,0.8108,1.9619,8.4517,2.9072,9.5725,-0.0096,3.3492,5.7157,2.3907,11.3854,-1.3016,7.9469,3.7487,1.9362,6.7257,0.2695,0.5858,0.2469,0.4215,1.216,1.5015,1.2348,1.4787,2.2546,1.5247,0.0141,-0.0366,-2.5954,1.9168,1.0299,0.5373,0.8408,1.4233,1.6928,0.0309,13.9771,-0.5783,-0.9823,0.6709,1100,0,0,0,1,TASCA_GIACCA
-0.1046,7.0089,2.6474,13.6435,-1.4786,0.1438,10.8403,3.2925,19.0556,-1.1373,10.0236,9.3521,3.0581,14.3391,0.2073,10.88,9.331,3.0547,14.1197,0.2617,-0.7272,-0.0104,-0.0096,0.0143,0.0132,0.9213,0.8041,0.8657,0.8667,1.0766,1.0778,1.0011,0.6466,0.7495,0.7511,1.1591,1.1618,1.0023,0.8027,-2.1701,-1.6259,-2.7036,-2.0256,0.7492,0.6174,0.3043,0.2878,0.4929,0.4662,0.9458,0.716,0.9515,0.9663,1.3289,1.3496,1.0155,0.0352,14.6356,0.5095,0.3023,0.1635,-0.1314,-0.272,0.9394,2.3479,9.4027,3.0664,8.8292,-0.0333,3.9073,10.2135,3.1959,12.5182,-0.8599,7.3355,1.9528,1.3974,3.9996,0.5311,0.6009,0.3201,0.5327,0.9595,2.1943,2.287,0.9206,4.815,5.2302,0.0492,-0.0629,-1.2778,1.2695,1.0018,0.7892,0.7053,2.2075,3.1299,0.0303,14.6128,-0.5657,-0.9816,0.4467,1100,0,0,0,1,TASCA_GIACCA
-0.2987,4.5101,2.1237,13.2617,-1.5861,-1.0616,21.6622,4.6543,20.4366,-5.1009,9.4633,10.5636,3.2502,14.8017,0.2168,10.5887,15.3852,3.9224,16.4711,0.2281,0.2814,-0.0316,-0.0282,-0.1122,-0.1003,0.8937,0.4563,0.6534,0.5414,1.432,1.1866,0.8286,0.2082,0.4269,0.2931,2.0506,1.408,0.6866,0.476,-1.9848,-1.6715,-4.1695,-3.5115,0.8422,1.5309,0.2713,0.2403,0.1772,0.157,0.8858,0.6489,0.896,0.8051,1.3807,1.2408,0.8986,0.0333,13.8821,0.5672,0.0323,-0.3476,-0.2057,-0.6897,0.8108,1.9619,8.4517,2.9072,9.5725,-0.0096,3.3492,5.7157,2.3907,11.3854,-1.3016,7.9469,3.7487,1.9362,6.7257,0.2695,0.5858,0.2469,0.4215,1.216,1.5015,1.2348,1.4787,2.2546,1.5247,0.0141,-0.0366,-2.5954,1.9168,1.0299,0.5373,0.8408,1.4233,1.6928,0.0309,13.9771,-0.5783,-0.9823,0.6709,1100,0,0,0,1,TASCA_GIACCA
-0.1046,7.0089,2.6474,13.6435,-1.4786,0.1438,10.8403,3.2925,19.0556,-1.1373,10.0236,9.3521,3.0581,14.3391,0.2073,10.88,9.331,3.0547,14.1197,0.2617,-0.7272,-0.0104,-0.0096,0.0143,0.0132,0.9213,0.8041,0.8657,0.8667,1.0766,1.0778,1.0011,0.6466,0.7495,0.7511,1.1591,1.1618,1.0023,0.8027,-2.1701,-1.6259,-2.7036,-2.0256,0.7492,0.6174,0.3043,0.2878,0.4929,0.4662,0.9458,0.716,0.9515,0.9663,1.3289,1.3496,1.0155,0.0352,14.6356,0.5095,0.3023,0.1635,-0.1314,-0.272,0.9394,2.3479,9.4027,3.0664,8.8292,-0.0333,3.9073,10.2135,3.1959,12.5182,-0.8599,7.3355,1.9528,1.3974,3.9996,0.5311,0.6009,0.3201,0.5327,0.9595,2.1943,2.287,0.9206,4.815,5.2302,0.0492,-0.0629,-1.2778,1.2695,1.0018,0.7892,0.7053,2.2075,3.1299,0.0303,14.6128,-0.5657,-0.9816,0.4467,1100,0,0,0,1,TASCA_GIACCA
0.0754,10.4692,3.2356,35.7888,-1.7228,0.7689,30.6354,5.5349,41.4539,-0.2404,9.7424,9.643,3.1053,18.8221,0.0503,11.1838,21.1804,4.6022,39.9389,0.0813,0.0981,0.0077,0.0067,0.0789,0.0688,0.8711,0.5846,1.042,0.7031,1.7824,1.2027,0.6747,0.3417,1.0857,0.4943,3.177,1.4464,0.4553,2.819,-22.7042,-6.4084,-8.054,-2.2733,0.2823,0.3933,0.6632,0.3023,1.6863,0.7688,0.4559,0.8633,1.9014,0.8961,2.2024,1.0379,0.4713,0.0344,14.7349,0.0518,0.3078,0.2069,0.6256,0.8621,0.762,-2.7381,8.7494,2.9579,9.5482,?,3.7609,2.5222,1.5881,8.4228,-0.2838,7.6069,5.3886,2.3213,7.9249,0.1352,-0.728,-0.3599,0.4944,1.8625,1.2742,0.6842,3.469,1.6237,0.4681,5.1277,-7.7084,-1.5033,0,0,0.716,1.1336,1.2048,1.0628,0.0314,14.2304,0.4125,0.988,0.3347,1100,0,0,0,1,TASCA_GIACCA
