@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
1.4508,15.8073,3.9758,24.3815,-1.0735,1.9891,36.8906,6.0738,30.0589,-0.4185,10.745,16.3579,4.0445,18.0969,0.0712,12.9584,22.6512,4.7593,21.8067,0.1888,0.7294,0.135,0.112,0.1851,0.1535,0.8292,0.6546,0.983,0.8354,1.5017,1.2762,0.8498,0.4285,0.9663,0.6979,2.2552,1.6286,0.7222,1.4233,-9.1004,-2.4873,-6.3939,-1.7476,0.2733,0.5549,0.6035,0.4374,1.0876,0.7883,0.7248,0.8111,1.3473,1.1181,1.661,1.3784,0.8299,0.1185,19.0777,-0.5099,0.2627,-0.1326,0.3118,0.6775,0.8134,?,?,?,?,?,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.1885,4.7183,2.1722,10.0417,-1.0543,10.5045,7.4955,2.7378,13.8995,0.2111,9.4314,4.5913,2.1427,8.327,0.3763,14.3303,10.778,3.283,15.9374,0.2864,0.0179,0.02,0.0132,1.1138,0.733,0.6581,0.7934,1.0137,0.6616,1.2777,0.8339,0.6527,0.6295,1.0277,0.4378,1.6325,0.6954,0.426,-1.386,-1.0257,-0.8056,0.74,0.5812,0.7854,0.2775,0.3661,0.2189,1.3195,0.7888,0.5978,0.7225,1.2059,0.6301,1.6692,0.8721,0.5225,0.1518,21.7012,-0.5825,0.0632,-0.3253,0.7256,0.9459,0.9048,?,?,?,?,?,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.1143,0.0054,0.0738,0.2889,-5.8436,7.2174,0.009,0.0946,0.4111,0.945,10.0138,0.0055,0.0741,0.3925,0.9617,12.3446,0.0102,0.1008,0.5381,0.9576,-0.0158,-0.0114,-0.0093,0.7208,0.5847,0.8112,0.78,0.9963,0.7319,1.2772,0.9383,0.7347,0.6084,0.9926,0.5357,1.6313,0.8805,0.5397,-0.035,-0.025,-0.0203,0.7158,0.581,0.8117,0.0057,0.0041,0.0033,0.7285,0.5888,0.8082,0.7028,0.736,0.5369,1.0474,0.764,0.7295,0.1387,17.3496,-0.8225,-0.0008,-0.4576,0.5147,0.861,0.8822,?,?,?,?,?,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.056,0.0182,0.1348,0.6049,-2.264,7.402,0.0205,0.1431,0.6292,0.9187,9.9943,0.0069,0.083,0.3841,0.9624,12.4382,0.0159,0.126,0.5916,0.9536,-0.0076,-0.0056,-0.0045,0.7406,0.5951,0.8035,0.9419,1.6241,1.0701,1.7243,1.1361,0.6589,0.8871,2.6376,1.145,2.9732,1.2907,0.4341,-0.059,-0.0426,-0.0345,0.7223,0.5852,0.8103,0.024,0.0181,0.0145,0.7567,0.6075,0.8028,0.9614,1.575,1.0225,1.6383,1.0636,0.6492,0.1309,17.5113,-0.9086,-0.0191,-0.6339,0.3551,0.8711,0.7674,?,?,?,?,?,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0308,0.0192,0.1384,0.7551,-1.7984,8.5014,0.0269,0.164,0.9801,0.8925,9.9745,0.0166,0.1289,0.6265,0.9393,13.1073,0.0285,0.1687,0.8779,0.9356,-0.0036,-0.0031,-0.0023,0.8523,0.6486,0.761,0.8439,1.0738,0.8205,1.2724,0.9722,0.7641,0.7122,1.1531,0.6732,1.6191,0.9452,0.5838,-0.0596,-0.05,-0.0381,0.839,0.6381,0.7605,0.0296,0.0261,0.0198,0.883,0.6689,0.7575,0.7705,1.2053,0.8602,1.5643,1.1164,0.7137,0.1409,18.5891,-0.6784,0.3733,-0.2125,0.3541,0.8401,0.8044,?,?,?,?,?,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.2029,0.016,0.1263,0.6847,-4.5711,7.014,0.0291,0.1705,0.85,0.8864,9.9936,0.0136,0.1166,0.5326,0.9481,12.2122,0.0306,0.1748,0.7974,0.9369,-0.0289,-0.0203,-0.0166,0.7019,0.5743,0.8183,0.7406,1.0833,0.7224,1.4626,0.9754,0.6669,0.5485,1.1735,0.5218,2.1393,0.9514,0.4447,-0.0847,-0.0577,-0.0474,0.6821,0.56,0.8211,0.0164,0.012,0.0097,0.7295,0.5919,0.8114,0.8055,1.2856,0.8586,1.5961,1.066,0.6679,0.1285,17.2158,-0.8653,-0.1577,-0.5847,0.6052,0.9029,0.8875,?,?,?,?,?,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.7953,2.7571,1.6605,8.85,-1.6463,5.3294,19.7048,4.439,16.5089,-0.0099,8.6234,1.6778,1.2953,6.5596,0.44,10.8008,10.8802,3.2985,13.2032,0.3389,-0.1492,-0.0922,-0.0736,0.618,0.4934,0.7984,0.3741,1.2819,0.5034,3.427,1.3458,0.3927,0.1399,1.6433,0.2534,11.7444,1.8111,0.1542,34.1618,-1.0681,-0.8136,-0.0313,-0.0238,0.7618,0.2046,0.2855,0.1675,1.3955,0.8186,0.5866,0.5361,1.3492,0.6703,2.5167,1.2504,0.4968,0.1048,15.2732,-0.1858,-0.1136,-0.286,0.6103,0.926,0.8366,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA
-1.0814,2.2521,1.5007,7.3844,-1.4944,7.0886,8.7343,2.9554,11.3637,0.1154,8.9619,1.6948,1.3019,6.2436,0.5005,11.7793,5.6617,2.3794,9.661,0.4326,-0.1526,-0.1207,-0.0918,0.791,0.6018,0.7608,0.5078,1.1527,0.6307,2.2701,1.2421,0.5471,0.2578,1.3288,0.3978,5.1534,1.5427,0.2994,-2.9854,-0.707,-0.6006,0.2368,0.2012,0.8495,0.2305,0.2368,0.1739,1.0276,0.7544,0.7342,0.6498,1.1827,0.7644,1.8201,1.1762,0.6463,0.1183,17.483,0.1338,0.0788,0.0505,0.5465,0.9109,0.8259,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA
-0.7336,7.8601,2.8036,14.2512,-1.0723,4.9445,15.3755,3.9212,21.1461,-0.7447,8.2699,2.0477,1.431,6.468,0.452,10.6682,4.8519,2.2027,8.533,0.4428,-0.1484,-0.0887,-0.0688,0.5979,0.4635,0.7752,0.715,1.9592,1.2728,2.7402,1.7802,0.6496,0.5112,3.8385,1.62,7.5088,3.169,0.422,0.817,-1.3825,-1.0874,-1.6921,-1.331,0.7866,0.5674,0.5827,0.449,1.027,0.7914,0.7707,0.6739,2.2033,1.6701,3.2693,2.4781,0.758,0.0996,15.7323,-0.1639,0.4407,-0.1369,-0.0943,0.6657,0.467,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA
-0.7953,2.7571,1.6605,8.85,-1.6463,5.3294,19.7048,4.439,16.5089,-0.0099,8.6234,1.6778,1.2953,6.5596,0.44,10.8008,10.8802,3.2985,13.2032,0.3389,-0.1492,-0.0922,-0.0736,0.618,0.4934,0.7984,0.3741,1.2819,0.5034,3.427,1.3458,0.3927,0.1399,1.6433,0.2534,11.7444,1.8111,0.1542,34.1618,-1.0681,-0.8136,-0.0313,-0.0238,0.7618,0.2046,0.2855,0.1675,1.3955,0.8186,0.5866,0.5361,1.3492,0.6703,2.5167,1.2504,0.4968,0.1048,15.2732,-0.1858,-0.1136,-0.286,0.6103,0.926,0.8366,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA
-1.0814,2.2521,1.5007,7.3844,-1.4944,7.0886,8.7343,2.9554,11.3637,0.1154,8.9619,1.6948,1.3019,6.2436,0.5005,11.7793,5.6617,2.3794,9.661,0.4326,-0.1526,-0.1207,-0.0918,0.791,0.6018,0.7608,0.5078,1.1527,0.6307,2.2701,1.2421,0.5471,0.2578,1.3288,0.3978,5.1534,1.5427,0.2994,-2.9854,-0.707,-0.6006,0.2368,0.2012,0.8495,0.2305,0.2368,0.1739,1.0276,0.7544,0.7342,0.6498,1.1827,0.7644,1.8201,1.1762,0.6463,0.1183,17.483,0.1338,0.0788,0.0505,0.5465,0.9109,0.8259,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA
-0.7336,7.8601,2.8036,14.2512,-1.0723,4.9445,15.3755,3.9212,21.1461,-0.7447,8.2699,2.0477,1.431,6.468,0.452,10.6682,4.8519,2.2027,8.533,0.4428,-0.1484,-0.0887,-0.0688,0.5979,0.4635,0.7752,0.715,1.9592,1.2728,2.7402,1.7802,0.6496,0.5112,3.8385,1.62,7.5088,3.169,0.422,0.817,-1.3825,-1.0874,-1.6921,-1.331,0.7866,0.5674,0.5827,0.449,1.027,0.7914,0.7707,0.6739,2.2033,1.6701,3.2693,2.4781,0.758,0.0996,15.7323,-0.1639,0.4407,-0.1369,-0.0943,0.6657,0.467,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA
-0.0237,2.0667,1.4376,6.0209,-1.2373,8.5089,7.4004,2.7204,11.231,0.22,8.6147,3.2037,1.7899,6.4292,0.4458,12.4009,5.5034,2.3459,9.337,0.4621,-0.0028,-0.0027,-0.0019,0.9877,0.6862,0.6947,0.5285,0.8032,0.6128,1.5198,1.1596,0.763,0.2793,0.6451,0.3755,2.3099,1.3447,0.5821,-1.0514,-0.6438,-0.4151,0.6123,0.3948,0.6448,0.1869,0.232,0.155,1.2411,0.8295,0.6683,0.5361,0.9365,0.6448,1.7469,1.2028,0.6886,0.1288,18.3361,-0.3172,-0.4296,-0.4855,0.1027,0.7999,0.6701,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA
-0.6519,3.7809,1.9445,10.1446,-2.1827,9.6635,5.8395,2.4165,8.701,0.4101,9.3275,1.7877,1.3371,4.7889,0.5909,13.7489,3.1859,1.7849,7.4829,0.5813,-0.0675,-0.0699,-0.0474,1.036,0.7029,0.6784,0.8047,1.4543,1.0894,1.8073,1.3539,0.7491,0.6475,2.1149,1.1868,3.2664,1.8329,0.5611,-1.1501,-1.0059,-0.6698,0.8746,0.5824,0.6659,0.2161,0.2723,0.1784,1.2601,0.8254,0.655,1.1659,2.1184,1.3557,1.8169,1.1628,0.64,0.1386,20.6004,0.3627,-0.4444,0.0117,-0.2815,0.7965,0.3442,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA
0.1233,0.0035,0.0589,0.3128,-0.2522,6.3452,0.0246,0.1567,0.6551,0.9006,9.928,0.0037,0.0608,0.317,0.9687,11.784,0.0114,0.1068,0.5284,0.9561,0.0194,0.0124,0.0105,0.6391,0.5385,0.8425,0.3758,0.9694,0.5513,2.5793,1.4668,0.5687,0.1413,0.9397,0.3039,6.6527,2.1515,0.3234,-0.0106,-0.0064,-0.0055,0.6056,0.5157,0.8515,0.0379,0.0247,0.0207,0.6514,0.5475,0.8405,0.4774,0.9866,0.592,2.0664,1.2399,0.6,0.1215,16.3985,-0.2204,0.4847,0.0645,0.202,0.8815,0.636,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA
0.1004,0.0095,0.0974,0.4398,-0.2843,6.6343,0.062,0.249,1.3904,0.8142,9.9303,0.0128,0.1133,0.5302,0.9483,11.9456,0.0218,0.1477,0.6812,0.9449,0.0151,0.0101,0.0084,0.6681,0.5554,0.8313,0.391,0.8594,0.6595,2.1976,1.6864,0.7674,0.1529,0.7385,0.4349,4.8296,2.8441,0.5889,-0.016,-0.01,-0.0083,0.6262,0.5218,0.8333,0.0458,0.0334,0.0277,0.7294,0.6056,0.8303,0.3163,0.8295,0.6456,2.6223,2.0411,0.7784,0.1298,16.6792,-0.0122,0.62,0.3878,-0.2647,0.7855,0.3885,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA
0.6669,2.4222,1.5563,5.8854,-0.6643,0.4276,15.2289,3.9024,15.5254,-0.4918,9.684,2.7235,1.6503,7.8583,0.4027,10.4893,4.7573,2.1811,7.7745,0.4892,1.5595,0.0689,0.0636,0.0442,0.0408,0.9232,0.3988,0.9431,0.7136,2.3647,1.7892,0.7566,0.1591,0.8894,0.5092,5.5917,3.2012,0.5725,0.4589,-0.4434,-0.3155,-0.9662,-0.6874,0.7115,0.3398,0.2688,0.2323,0.7911,0.6838,0.8643,0.3791,0.7489,0.757,1.9757,1.997,1.0108,0.1023,13.6452,0.0134,-0.1237,-0.0065,0.4729,0.7833,0.8545,?,?,?,?,?,?,?,?,?,?,TASCA_GIACCA
