@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
-0.2983575,5.8975306,2.4284832,16.435205,-3.564439,0.29262587,12.087385,3.4766917,14.43828,-0.8744268,0.25609073,15.929596,3.9911897,17.996386,-1.0808904,5.256102,6.52814,2.5550225,16.298107,0.041253876,-1.0195868,-1.165046,-0.05676402,1.1426648,0.05567355,0.048722558,0.69850403,0.60846096,0.9504743,0.87109154,1.3607284,1.5620958,0.4879079,0.37022474,0.9034014,0.7588005,1.8515818,2.440143,1.9054978,1.3729703,-18.301243,0.72053105,-9.604442,-13.329671,0.46745595,0.41634336,0.21181375,0.8906579,0.4531202,0.50874776,1.1383077,0.9132503,1.0084119,0.80228776,0.8858869,1.104201,0.0032675478,7.9995093,-0.6505592,0.14341491,-0.041611247,TASCA_DESTRA_DAVANTI_PANTALONI
-0.13375682,4.7197747,2.1725042,10.585017,-1.7597013,-0.90695953,3.6871867,1.9202049,8.062836,-1.7329266,0.25943643,18.089706,4.2531996,18.525858,-0.5008358,4.531648,6.868614,2.620804,13.662869,0.04566971,0.14747827,-0.5155668,-0.029516153,-3.4958835,-0.200139,0.057249904,1.1313919,0.5107929,0.8289457,0.45147303,0.73267776,1.6228606,1.2800477,0.2609094,0.68715096,0.20382789,0.5368167,2.6336763,1.3201658,1.0917618,-10.322787,0.8269885,-7.8193116,-9.455164,1.3000787,0.31073081,0.26790836,0.23900922,0.20607087,0.862188,1.3128157,0.57136446,0.7747287,0.43522063,0.5901275,1.3559273,0.006351811,6.7215724,-0.20735058,-0.4021033,-0.1288365,TASCA_DESTRA_DAVANTI_PANTALONI
-0.048945352,2.3166795,1.5220642,8.504663,-0.42268252,0.08369158,2.7952385,1.6718967,7.8822966,-0.99251544,0.22122566,13.446136,3.6668973,17.474186,-0.78609735,3.9695446,2.859117,1.6908923,8.648161,0.12201208,-0.58483005,-0.22124627,-0.012330218,0.37830865,0.021083422,0.05573074,0.91038173,0.4150823,0.9001544,0.45594314,0.9887659,2.1686168,0.8287949,0.17229332,0.81027794,0.20788413,0.977658,4.702898,0.6435393,0.3285453,-2.1024487,0.51052874,-3.267009,-6.399266,1.511117,0.61102265,0.6068955,0.40435165,0.40162048,0.99324554,1.0789576,0.4866987,0.9834072,0.45108232,0.9114419,2.0205667,0.001610255,5.7159224,-0.25262907,0.23812573,0.1855747,TASCA_DESTRA_DAVANTI_PANTALONI
-0.13971065,3.2122886,1.7922859,11.25149,-1.0210011,0.74582547,2.4301376,1.5588899,8.319461,-1.2856874,0.34270036,19.211414,4.383083,18.52506,-0.6253467,4.3635464,6.5065193,2.550788,13.022797,0.016871002,-0.18732351,-0.4076758,-0.032017685,2.1763194,0.17092186,0.07853712,1.1497194,0.4089099,0.7026401,0.3556606,0.61114055,1.7183251,1.3218546,0.1672073,0.49370307,0.12649447,0.37349272,2.9526408,1.2146634,0.7975083,-25.435196,0.65656734,-20.940119,-31.893332,1.5295552,0.48846096,0.42029065,0.3193484,0.27477968,0.8604386,1.3524301,0.60736585,0.8639841,0.44909224,0.6388383,1.4225101,0.0055506486,6.354405,-0.31327644,-0.2935252,-0.15301071,TASCA_DESTRA_DAVANTI_PANTALONI
0.033813126,1.3547901,1.1639545,7.46589,-1.5033317,-0.17850274,22.288887,4.721111,24.683033,-0.86719006,0.4412893,18.554543,4.3074985,15.398817,-0.9302008,5.503201,12.140744,3.484357,14.202192,0.019435482,-0.18942638,0.07662349,0.006144265,-0.40450275,-0.032436166,0.08018775,0.24654251,0.27021587,0.33405143,1.0960215,1.3549446,1.2362391,0.06078321,0.07301663,0.11159036,1.2012631,1.8358749,1.528287,0.39110532,0.6041662,-15.927347,1.5447661,-40.723934,-26.362526,0.22560734,0.37383363,0.2059131,1.6570101,0.9127057,0.5508148,0.30247054,0.4848353,0.5256857,1.6029174,1.7379735,1.0842563,0.0031814938,7.6106524,0.35022482,-0.066016756,0.321677,TASCA_DESTRA_DAVANTI_PANTALONI
0.15832378,3.2925675,1.8145434,10.256099,-1.0402864,0.04290245,3.1283743,1.7687211,11.085186,-0.872878,0.06744632,18.957663,4.3540397,17.31033,-0.5720869,4.584064,4.3964257,2.0967655,12.161018,0.04561574,3.6903203,2.3474042,0.034537863,0.6360977,0.009359043,0.014713216,1.025907,0.4167494,0.8654012,0.4062253,0.8435474,2.0765505,1.0524851,0.17368004,0.7489192,0.16501899,0.71157223,4.3120627,1.0121781,0.8301436,-8.996686,0.8201556,-8.888442,-10.837506,0.849293,0.45652255,0.3944976,0.53753245,0.46450117,0.86413604,0.9252076,0.5924843,0.8433585,0.64037985,0.91153437,1.4234276,0.0011823901,6.3779387,-0.30992234,-0.33855492,0.06007578,TASCA_DESTRA_DAVANTI_PANTALONI
-0.25313088,1.0374398,1.0185479,7.893834,-1.5050188,-0.6102019,1.9079207,1.381275,6.8843174,-1.5030258,0.013975868,2.7060304,1.6450016,7.8631525,-0.60072786,1.9232785,2.389007,1.5456413,5.980004,0.024082338,0.41483137,-18.111998,-0.13161427,-43.66111,-0.31727174,0.00726669,0.73739684,0.6191774,0.6589808,0.83968,0.8936582,1.0642842,0.54375416,0.3833807,0.43425566,0.70506257,0.798625,1.1327008,1.1472471,1.6071706,-32.138973,1.4008932,-28.013996,-19.997238,1.1457278,0.64150167,0.514267,0.5599076,0.44885626,0.80166125,1.1466401,1.003902,1.3200383,0.8755162,1.151223,1.3149076,0.004405133,2.8832738,0.4652285,0.0067040627,0.54910207,TASCA_DESTRA_DAVANTI_PANTALONI
-0.008951171,7.468084,2.7327795,13.165863,-0.7369003,-1.032267,15.34372,3.9171062,19.293945,-1.5198295,0.087447435,14.153153,3.7620678,20.539606,-0.9512596,4.572121,17.133976,4.139321,13.536727,0.0106234485,0.008671372,-0.10236059,-0.001957772,-11.804428,-0.2257742,0.019126229,0.69765264,0.7264036,0.6602,1.0412109,0.9463161,0.9088611,0.48671922,0.52766216,0.43586403,1.0841203,0.8955143,0.8260285,0.4799969,0.55783665,-38.429577,1.1621672,-80.06214,-68.89037,0.98997575,0.72010756,0.5540161,0.7273992,0.5596259,0.7693519,0.6823831,0.6409988,0.97260314,0.9393532,1.4253036,1.5173244,0.003660788,6.927611,-0.57042277,-0.43410712,0.028848985,TASCA_DESTRA_DAVANTI_PANTALONI
0.086762235,6.307152,2.5114043,14.480135,-1.0730067,-0.93293834,32.69842,5.718253,36.05796,-0.7644349,-0.025628004,32.13329,5.6686234,25.312187,-0.7698723,7.2862725,18.927687,4.350596,20.098791,0.050655194,-0.09299889,-3.3854463,0.01190763,36.403084,-0.12804055,-0.0035172997,0.4391908,0.443036,0.57725525,1.0087552,1.3143609,1.3029534,0.19288857,0.19628093,0.33322358,1.0175871,1.7275445,1.6976871,0.47977585,0.6807191,-6.9888296,1.4188273,-14.566864,-10.266833,0.3418034,0.48840958,0.32993317,1.4289196,0.9652717,0.6755256,0.4015794,0.5720618,0.7204481,1.4245297,1.7940363,1.2593886,0.003232119,10.728077,-0.16232124,-0.3260834,-0.27504674,TASCA_DESTRA_DAVANTI_PANTALONI
-0.073672645,4.313046,2.0767875,10.149466,-1.0620375,-0.71882635,21.052286,4.588277,27.227642,-1.5335425,-0.2384567,13.755556,3.7088482,17.126503,-1.1519594,5.5789776,8.574907,2.9282942,16.338768,0.042466484,0.10249019,0.3089561,-0.0132054025,3.0144944,-0.12884554,-0.042742006,0.45262906,0.5599548,0.7092141,1.2371163,1.566877,1.2665559,0.20487304,0.31354937,0.5029846,1.5304569,2.4551036,1.6041639,0.3171822,0.5701835,-7.2139783,1.7976528,-22.743958,-12.652029,0.45799926,0.61846054,0.28845713,1.3503528,0.6298201,0.46641153,0.3727633,0.5926175,0.6211892,1.5897958,1.6664441,1.0482126,0.0027079035,8.189062,0.28270474,0.16896826,-0.0777249,TASCA_DESTRA_DAVANTI_PANTALONI
