@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
-1.5778195,5.958197,2.4409418,8.01073,-2.3522286,1.3744365,22.549881,4.7486715,14.43828,-0.8744268,2.0111158,13.510448,3.675656,12.411494,-0.43511924,6.7975,4.2357006,2.0580819,8.675841,0.208935,-1.1479756,-0.7845493,-0.23211761,0.6834199,0.20219734,0.2958611,0.5140262,0.6640833,1.1860275,1.2919248,2.3073287,1.785962,0.264223,0.4410066,1.4066615,1.6690698,5.3237667,3.1896608,0.8345407,1.4937352,-2.4530556,1.7898889,-2.9394078,-1.6422292,0.3102355,0.2763137,0.21789087,0.8906579,0.70234025,0.78856343,0.5548258,0.6454283,0.9233375,1.1632991,1.6641936,1.4305811,0.05804542,10.362201,-0.7909271,0.42721802,-0.79257727,TASCA_DESTRA_DAVANTI_PANTALONI
0.15904456,9.8395605,3.1368074,9.84096,-2.183222,-2.9201627,2.0462253,1.4304633,7.4123907,-2.2230418,1.5582904,29.248081,5.4081497,17.355217,-0.40599853,6.5454164,9.272306,3.0450463,12.549256,0.12345388,-0.05446428,0.1020635,0.024298618,-1.8739529,-0.44613856,0.23807353,2.192861,0.5800149,1.0301346,0.26450142,0.46976733,1.7760484,4.80864,0.3364173,1.0611773,0.06996101,0.22068137,3.154348,1.3201658,1.3467866,-3.8187435,1.0201648,-2.8926244,-2.835448,1.3442442,0.2504525,0.21593712,0.18631473,0.16063832,0.862188,1.3276364,0.5670318,0.78418666,0.4270987,0.59066373,1.3829677,0.066274926,10.223351,-0.23077695,-0.880317,-0.031439908,TASCA_DESTRA_DAVANTI_PANTALONI
-0.6279754,1.5729959,1.2541913,4.5999327,-1.0534207,0.078207254,2.8315852,1.6827315,7.0803156,-0.7897878,1.2871546,13.305952,3.6477325,14.580954,-0.49037,3.992135,3.8306322,1.9572,8.226431,0.16482732,-8.029631,-0.4878788,-0.15730314,0.0607598,0.019590333,0.3224226,0.7453306,0.34382764,0.64080894,0.46130893,0.8597647,1.8637505,0.5555178,0.11821746,0.4106361,0.21280591,0.7391953,3.4735656,0.7552902,0.4918805,-1.4534864,0.651247,-1.9244077,-2.9549582,0.5662686,0.22897165,0.22742507,0.40435165,0.40162048,0.99324554,0.64967906,0.31547543,0.55916506,0.48558658,0.8606789,1.772452,0.028686138,5.7543507,-0.20014785,0.31222475,-0.5545983,TASCA_DESTRA_DAVANTI_PANTALONI
-0.88519365,4.796385,2.190065,10.671953,-1.1396333,1.5547687,2.0159752,1.4198505,5.3400598,-0.46712717,1.819014,22.81382,4.7763815,17.716818,-0.5544333,4.9913726,11.222074,3.3499362,12.487531,0.057279795,-0.56934106,-0.48663378,-0.17734474,0.85473156,0.31149122,0.36443162,1.5424616,0.45851967,0.6537632,0.29726487,0.42384404,1.4258126,2.3791883,0.21024032,0.42740628,0.088366404,0.17964374,2.0329416,3.3431528,0.89951164,-7.491598,0.26906088,-2.240878,-8.328517,1.3703333,0.43761373,0.3765397,0.3193484,0.27477968,0.8604386,1.9984708,0.6023629,0.8546088,0.3014119,0.42763135,1.4187607,0.05102817,7.5610747,-0.14519672,-0.62216944,0.079722695,TASCA_DESTRA_DAVANTI_PANTALONI
-0.33322582,2.4185042,1.5551541,7.46589,-1.5033317,-0.8196209,60.247925,7.761954,24.683033,-0.86719006,1.0332298,17.121727,4.1378407,13.766306,-0.93737173,8.186868,14.613758,3.8227944,11.703473,0.19195502,0.4065609,-0.3225089,-0.04070248,-0.793261,-0.1001141,0.12620576,0.200356,0.37583712,0.40681082,1.8758464,2.0304399,1.0824126,0.040142532,0.14125352,0.16549502,3.5187995,4.1226854,1.1716169,0.39110532,0.67313427,-1.612647,1.7211074,-4.1233063,-2.3957286,0.22560734,0.4197191,0.2059131,1.8603965,0.9127057,0.4905974,0.30247054,0.5423307,0.6379209,1.7930033,2.1090348,1.1762582,0.027205748,11.6745205,0.44451043,0.23273179,0.8754708,TASCA_DESTRA_DAVANTI_PANTALONI
-0.9423025,4.229709,2.0566256,7.559149,-2.2444878,-0.026283206,4.8664207,2.2059965,10.199125,-0.72317517,0.9782769,26.797329,5.176614,17.31033,-0.5720869,5.667716,5.6161103,2.3698335,11.140858,0.12567694,35.851887,-0.9632268,-0.16625789,-0.026866836,-0.004637354,0.17260514,0.9322887,0.3972917,0.8678355,0.42614663,0.93086565,2.1843786,0.86916226,0.1578407,0.75313854,0.18160096,0.86651087,4.7715106,1.2217067,0.8301436,-3.26544,0.679495,-2.6728508,-3.9335847,0.3936346,0.21159136,0.18284373,0.53753245,0.46450117,0.86413604,0.7411566,0.43668428,0.6785069,0.58919305,0.91547036,1.55377,0.027170945,8.217552,-0.20435797,-0.76216745,0.19199802,TASCA_DESTRA_DAVANTI_PANTALONI
-0.8539744,1.9230467,1.3867396,7.893834,-1.5050188,-1.7540696,3.384429,1.8396817,6.8843174,-1.5030258,-0.014497719,6.1744103,2.484836,7.8631525,-0.60072786,3.7107368,1.5185603,1.2322987,5.239504,0.14492963,0.4868532,58.904053,-0.23013608,120.98935,-0.47270116,-0.0039069653,0.75379324,0.5580809,1.1253275,0.7403634,1.4928862,2.0164235,0.56820416,0.3114543,1.2663618,0.548138,2.228709,4.0659633,1.1472471,1.6071706,-5.340396,1.4008932,-4.654966,-3.3228557,1.1457278,0.64150167,0.514267,0.5599076,0.44885626,0.80166125,1.1466401,1.003902,1.5065995,0.8755162,1.3139254,1.5007437,0.039019186,5.6122093,0.28323308,0.2838666,0.81311065,TASCA_DESTRA_DAVANTI_PANTALONI
-0.28020635,21.641722,4.652066,13.145288,-0.73418605,-2.3508372,29.522484,5.4334598,18.871874,-1.6084952,1.7475424,28.650253,5.352593,20.127296,-0.97273487,8.946602,8.431653,2.9037309,10.265459,0.24177086,0.119194284,-0.1603431,-0.031319864,-1.3452247,-0.26276314,0.19533029,0.8561886,0.8691239,1.6020997,1.015108,1.8711995,1.8433502,0.733059,0.7553763,2.5667236,1.030444,3.5013874,3.3979402,0.4782289,0.56075007,-1.7001947,1.1725558,-3.5551903,-3.0320008,1.0477302,0.74294674,0.559882,0.70910126,0.53437614,0.75359637,0.6965545,0.6531075,1.2805358,0.9376259,1.8383858,1.9606816,0.06130403,13.992993,-0.7260205,-0.50331175,-0.07173441,TASCA_DESTRA_DAVANTI_PANTALONI
-0.44733086,14.194629,3.767576,14.384216,-1.0592748,-0.6723537,82.58799,9.087793,36.05796,-0.7644349,1.8815746,54.352947,7.372445,22.98199,-0.60694087,11.792293,16.269867,4.033592,14.925085,0.29502958,0.66532075,-0.23774283,-0.037934173,-0.35733566,-0.05701637,0.1595597,0.41457546,0.5110348,0.9340498,1.2326702,2.2530272,1.8277617,0.1718728,0.26115656,0.872449,1.5194758,5.076132,3.3407125,0.47363582,0.8524059,-1.1845926,1.7997073,-2.5010622,-1.389705,0.3418034,0.48840958,0.32993317,1.4289196,0.9652717,0.6755256,0.39891928,0.6258908,0.9637611,1.5689659,2.41593,1.539823,0.041786868,17.452036,-0.20111585,-0.5189428,-0.56769097,TASCA_DESTRA_DAVANTI_PANTALONI
-0.05743969,6.435827,2.5368931,9.935749,-1.099614,-1.7820206,48.77658,6.984023,26.576328,-1.632479,-0.01978441,18.631075,4.316373,16.656006,-1.2243407,8.292735,8.253323,2.8728597,14.025448,0.17803864,0.0322329,2.9032805,-0.006926507,90.07196,-0.21488936,-0.002385752,0.3632424,0.58773726,0.883055,1.6180305,2.4310353,1.5024656,0.13194501,0.34543508,0.77978617,2.618023,5.9099326,2.257403,0.31573576,0.5675833,-1.7128599,1.7976528,-5.4249787,-3.0178123,0.46873903,0.631963,0.27732936,1.3482192,0.5916498,0.43883798,0.3738571,0.5965265,0.7084087,1.5956004,1.8948649,1.187556,0.037937358,11.686434,0.2497894,0.04270131,-0.19102266,TASCA_DESTRA_DAVANTI_PANTALONI
