@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
0.367,2.6864,1.639,6.9885,-0.4438,-1.559,0.8964,0.9468,4.8197,-4.7527,0.4649,3.6454,1.9093,6.7834,-0.4811,2.9299,1.4251,1.1938,4.7746,0.1655,-0.2354,0.7895,0.1253,-3.3534,-0.5321,0.1587,1.7311,0.8585,1.373,0.4959,0.7931,1.5994,2.9969,0.7369,1.8851,0.2459,0.629,2.5579,0.5395,0.9749,-2.2685,1.8071,-4.2052,-2.327,5.7776,1.0569,0.846,0.1829,0.1464,0.8005,1.45,1.0302,1.4637,0.7105,1.0094,1.4207,0.0334,4.4188,0.5749,0.5584,0.6087,0.3921,-0.0117,0.5484,TASCA_DESTRA_DAVANTI_PANTALONI
3.1313,13.3318,3.6513,15.2904,-0.5091,-2.3343,12.7259,3.5673,10.9829,-2.9504,0.9032,17.1582,4.1423,16.0124,-1.1878,7.346,5.322,2.3069,8.9329,0.2294,-1.3414,3.467,0.4263,-2.5846,-0.3178,0.1229,1.0235,0.8815,1.5827,0.8612,1.5463,1.7956,1.0476,0.777,2.505,0.7417,2.3912,3.224,0.6289,0.5934,-1.9402,0.9436,-3.0852,-3.2697,3.6443,1.3843,0.8741,0.3799,0.2398,0.6314,1.3922,0.9549,1.7117,0.6859,1.2295,1.7925,0.0835,10.8998,0.6668,0.7214,0.0489,0.2071,-0.5328,0.1367,TASCA_DESTRA_DAVANTI_PANTALONI
4.9602,2.3097,1.5198,4.7969,0.2651,-1.9167,0.5281,0.7267,3.3105,?,-2.3736,1.1446,1.0698,4.123,?,6.0557,1.2224,1.1056,3.5526,0.5021,-2.5879,-2.0898,0.8191,0.8075,-0.3165,-0.392,2.0914,1.4206,1.3746,0.6793,0.6573,0.9676,4.3738,2.018,1.8895,0.4614,0.432,0.9363,-0.5227,-0.4197,0.4829,0.8029,-0.9239,-1.1507,0,0,0.9147,1,0,0,1.449,1.1634,1.3502,0.8029,0.9319,1.1606,0.5294,9.2505,0.0758,0.4664,0.8666,0.7025,-0.3861,-0.0021,TASCA_DESTRA_DAVANTI_PANTALONI
0.3364,0.0086,0.0925,0.3682,0.2696,-0.1846,0.0132,0.115,0.5265,-4.5825,0.517,0.0096,0.098,0.4371,0.3757,0.662,0.0077,0.0876,0.4378,0.4752,-1.8227,0.6506,0.5081,-0.3569,-0.2788,0.781,0.8041,0.9434,1.0554,1.1733,1.3125,1.1186,0.6465,0.8901,1.1138,1.3767,1.7227,1.2513,-0.3145,0.5168,0.3429,-1.6431,-1.0901,0.6634,5.346,0.7201,0.6043,0.1347,0.113,0.8392,0.6995,0.8425,0.8411,1.2045,1.2024,0.9983,0.0129,1.0424,0.1824,-0.2367,0.2552,-0.2787,-0.4938,0.804,TASCA_DESTRA_DAVANTI_PANTALONI
0.3502,0.0165,0.1286,0.4961,0.1295,-0.1667,0.0111,0.1051,0.4777,-5.7894,0.4254,0.0074,0.086,0.4208,0.3649,0.5965,0.0106,0.1029,0.48,0.4464,-2.1008,0.8233,0.5871,-0.3919,-0.2795,0.7131,1.2236,1.4962,1.2503,1.2228,1.0219,0.8357,1.4971,2.2386,1.5633,1.4953,1.0442,0.6983,-0.1812,0.3053,0.1907,-1.6848,-1.0523,0.6246,8.1,0.8601,0.6572,0.1062,0.0811,0.7641,1.0385,1.1789,1.0335,1.1352,0.9952,0.8767,0.0115,0.9455,-0.2401,-0.0685,0.7509,-0.0022,-0.4632,0.5312,TASCA_DESTRA_DAVANTI_PANTALONI
3.5066,9.6032,3.0989,13.7758,-0.8542,-0.8522,4.7867,2.1879,7.2969,-1.6066,0.8622,9.7647,3.1249,15.0956,-0.751,5.9233,2.8354,1.6839,8.4402,0.2178,-4.1145,4.0671,0.592,-0.9885,-0.1439,0.1456,1.4164,0.9917,1.8403,0.7001,1.2993,1.8558,2.0062,0.9835,3.3869,0.4902,1.6882,3.4439,1.4111,0.9802,-2.6998,0.6947,-1.9132,-2.7542,2.6539,0.8617,0.6885,0.3247,0.2594,0.7989,1.8879,0.9126,1.6322,0.4834,0.8645,1.7885,0.0742,8.8595,0.2473,-0.4305,0.3363,-0.4583,0.4843,-0.2221,TASCA_DESTRA_DAVANTI_PANTALONI
0.231,0.0105,0.1026,0.4443,-0.0638,-0.1419,0.0182,0.1348,0.6989,-2.8208,0.2251,0.0102,0.1011,0.4967,-0.049,0.3897,0.0112,0.1059,0.4436,0.2813,-1.6282,1.0265,0.5928,-0.6305,-0.3641,0.5775,0.7612,1.0144,0.969,1.3326,1.2729,0.9552,0.5795,1.029,0.9389,1.7757,1.6203,0.9125,0.0516,1.1484,-0.1535,22.2387,-2.972,-0.1336,2.2831,0.8821,0.6766,0.3863,0.2963,0.767,0.6357,0.8945,1.0014,1.4072,1.5753,1.1195,0.007,0.6152,-0.015,-0.169,0.4818,-0.0046,-0.5299,0.5148,TASCA_DESTRA_DAVANTI_PANTALONI
-0.0155,1.2121,1.1009,4.1218,-0.7274,-0.0935,0.7126,0.8442,3.3237,-1.1291,0.3786,2.8916,1.7005,5.7233,-1.2524,2.1493,0.3494,0.5911,2.3198,0.3204,0.1661,-0.041,-0.0072,-0.247,-0.0435,0.1762,1.3042,0.6474,1.8626,0.4964,1.4282,2.8769,1.7008,0.4192,3.4693,0.2465,2.0398,8.2765,0.9847,0.5454,-1.5872,0.5539,-1.6118,-2.9101,1.5285,0.9391,0.6991,0.6144,0.4574,0.7444,1.2401,0.7202,1.7768,0.5807,1.4327,2.4672,0.0077,3.2079,0.7763,0.3276,0.4197,0.3111,0.0421,-0.3044,TASCA_DESTRA_DAVANTI_PANTALONI
-0.2798,4.1834,2.0453,7.4044,-1.0517,-0.4123,2.0455,1.4302,5.9443,-2.8147,0.5488,7.1935,2.6821,10.2122,-1.2375,3.5179,1.5961,1.2634,5.9129,0.2143,0.6787,-0.5098,-0.0795,-0.7512,-0.1172,0.156,1.4301,0.7626,1.619,0.5332,1.132,2.123,2.0452,0.5816,2.621,0.2843,1.2815,4.507,0.8654,0.672,-2.3531,0.7766,-2.7192,-3.5016,2.3159,0.7907,0.4795,0.3414,0.2071,0.6065,1.2456,0.725,1.2522,0.5821,1.0053,1.7271,0.0145,5.2336,0.2962,0.4863,0.0045,0.5324,-0.3947,0.0047,TASCA_DESTRA_DAVANTI_PANTALONI
3.1261,20.0462,4.4773,13.1392,-0.3622,0.1407,16.9466,4.1166,13.7822,-0.7851,-0.8777,12.0487,3.4711,17.6457,-3.8082,7.1463,8.535,2.9215,13.0657,0.1751,22.2169,-3.5616,0.4374,-0.1603,0.0197,-0.1228,1.0876,1.2899,1.5326,1.186,1.4091,1.1881,1.1829,1.6638,2.3487,1.4065,1.9855,1.4117,0.5764,0.25,-1.2599,0.4337,-2.186,-5.0402,1.2493,2.6283,0.609,2.1038,0.4875,0.2317,0.9533,0.7446,1.0056,0.7811,1.0548,1.3505,0.0692,10.5828,0.0034,-0.147,0.7709,-0.4825,0.3067,-0.6243,TASCA_DESTRA_DAVANTI_PANTALONI
