@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.3404,2.3412,1.5301,5.9593,-0.7195,2.2666,4.6582,2.1583,9.2632,-0.3242,0.3404,2.3412,1.5301,5.9593,-0.7195,3.3934,3.1949,1.7874,7.8362,0.0386,0.1502,1,0.1003,6.6588,0.6679,0.1003,0.7089,1,0.856,1.4105,1.2075,0.856,0.5026,1,0.7328,1.9896,1.458,0.7328,1.0996,1,-7.9331,0.9094,-7.2143,-7.9331,0.4954,1,0.4252,2.0185,0.8583,0.4252,0.6433,1,0.7605,1.5544,1.1821,0.7605,0.0126,5.3409,0.8894,1,0.736,0.8894,0.8019,0.736,0.0357,0.0002,0.0155,0.0835,-0.1422,-0.1178,0.0005,0.0224,0.1475,?,-0.9677,0.0002,0.0126,0.9822,?,-0.303,-0.0369,0.1218,0.6943,1.2339,1.7772,0.482,1.5225,3.1583,0.0705,0.0106,0.1501,0,0,1,0.5663,0.085,0.1501,0.0053,1.1216,0.6552,-0.8199,-0.8826,SINISTRA_PANTALONI
9.1341,0.4977,0.7055,3.0862,0.711,4.9177,1.0055,1.0027,3.0016,0.5608,9.1341,0.4977,0.7055,3.0862,0.711,13.8543,1.1056,1.0515,4.1763,0.7459,1.8574,1,0.6593,0.5384,0.355,0.6593,0.7035,1,0.6709,1.4214,0.9537,0.6709,0.495,1,0.4502,2.0203,0.9095,0.4502,1.9818,1,0.6196,0.5046,0.3127,0.6196,1.5629,1,0.65,0.6398,0.4159,0.65,1.0282,1,0.739,0.9726,0.7187,0.739,0.0727,23.1858,0.2019,1.0001,0.9361,0.2019,0.5332,0.9361,-0.1319,0.001,0.0313,0.1586,?,-0.672,0.0001,0.0116,0.6953,?,-0.4634,0.0003,0.0176,0.4814,?,0.1963,0.2847,1.4501,2.7005,1.7727,0.6564,7.2928,3.1423,0.4309,0.2281,0.3294,1.4441,1,1,1,0.2281,0.3294,1.4441,0.0044,1.2672,-0.9622,0.9858,-0.9826,SINISTRA_PANTALONI
1.329,8.2457,2.8715,13.3753,-0.369,0.5924,8.0689,2.8406,13.1004,-0.9552,1.329,8.2457,2.8715,13.3753,-0.369,4.5455,7.7822,2.7897,13.6409,0.0174,2.2432,1,0.2924,0.4458,0.1303,0.2924,1.0109,1,1.0293,0.9892,1.0183,1.0293,1.0219,1,1.0596,0.9786,1.0368,1.0596,0.5633,1,-14.9676,1.7752,-26.5702,-14.9676,1.4581,1,0.7038,0.6858,0.4827,0.7038,1.021,1,0.9805,0.9794,0.9604,0.9805,0.0106,6.991,0.0018,1,0.7406,0.0018,-0.0667,0.7406,-0.0078,0.0095,0.0977,0.2795,-1.2371,0.0726,0.01,0.0999,0.4498,-1.4742,0.0985,0.8538,0.924,1.9818,-1.0013,-0.1077,-0.0794,0.7365,0.9771,0.1057,0.1082,0.9548,0.0112,0.0117,0.5768,0.1559,0.2703,0.6873,0.1262,0.1836,0.6215,0.141,0.2269,0.0007,1.1277,0.7241,0.9745,0.8111,SINISTRA_PANTALONI
8.7784,2.9904,1.7293,8.5562,0.4236,4.753,0.7454,0.8634,3.2421,0.5143,8.7784,2.9904,1.7293,8.5562,0.4236,13.3397,5.4927,2.3436,12.23,0.4402,1.8469,1,0.6581,0.5414,0.3563,0.6581,2.003,1,0.7379,0.4993,0.3684,0.7379,4.0119,1,0.5444,0.2493,0.1357,0.5444,1.8317,1,0.6539,0.5459,0.357,0.6539,2.2238,1,0.6795,0.4497,0.3055,0.6795,2.6391,1,0.6996,0.3789,0.2651,0.6996,0.0715,22.3099,0.1081,1,0.9903,0.1081,0.2437,0.9903,-0.1045,0.0034,0.0585,0.1966,-3.6394,-0.7176,0.0001,0.0096,0.7381,?,-0.4181,0.0017,0.0414,0.4715,?,0.1457,0.2501,1.7164,6.0842,1.4146,0.2325,37.0178,2.0011,0.0541,0.209,0.3271,1.5653,0,0,1,0.2664,0.417,1.5653,0.0045,1.2447,-0.9425,0.9002,-0.8723,SINISTRA_PANTALONI
-4.7006,19.3065,4.3939,18.6038,-3.5731,3.1022,10.3244,3.2132,13.3444,-0.196,-4.7006,19.3065,4.3939,18.6038,-3.5731,9.0696,20.4956,4.5272,18.4722,0.1017,-1.5153,1,-0.5183,-0.66,0.342,-0.5183,1.3675,1,0.9706,0.7313,0.7097,0.9706,1.87,1,0.942,0.5348,0.5037,0.942,6.6474,1,-6.9541,0.1504,-1.0461,-6.9541,0.3646,1,0.1978,2.7427,0.5426,0.1978,1.3941,1,1.0071,0.7173,0.7224,1.0071,0.0386,13.396,0.7471,1,-0.8503,0.7471,-0.3921,-0.8503,-0.135,0.0276,0.1663,0.4182,-5.6883,0.3292,0.0076,0.087,0.3282,0.2873,0.8339,0.008,0.0895,0.3155,0.6547,-0.41,-0.1618,0.3948,1.91,1.8583,0.9729,3.6481,3.4533,0.9466,-2.6876,-0.5943,0.2211,0.1358,0.0684,0.5039,1.2741,1.3253,1.0401,0.0048,1.3328,-0.1555,0.8565,0.3471,SINISTRA_PANTALONI
-5.1312,38.3263,6.1908,20.1304,-25.9487,-1.8295,17.4623,4.1788,14.7291,-2.2311,-5.1312,38.3263,6.1908,20.1304,-25.9487,8.6673,74.9979,8.6601,27.7292,0.0171,2.8047,1,-0.592,0.3565,-0.2111,-0.592,1.4815,1,0.7149,0.675,0.4825,0.7149,2.1948,1,0.511,0.4556,0.2328,0.511,1.9058,1,-40.2234,0.5247,-21.1054,-40.2234,0.1639,1,0.0265,6.1026,0.1616,0.0265,1.3667,1,0.726,0.7317,0.5312,0.726,0.086,14.0293,0.8539,1,-0.9893,0.8539,-0.8407,-0.9893,-0.1717,0.0589,0.2427,0.6361,-8.5265,0.1674,0.0053,0.0727,0.209,0.309,0.7271,0.0561,0.2368,0.6808,0.2432,-1.0255,-0.2361,0.2302,3.3385,1.025,0.307,11.1456,1.0506,0.0943,-6.0922,-2.6026,0.4272,0.2208,0.0742,0.3362,3.0439,0.9345,0.307,0.0088,1.109,-0.9863,0.9056,-0.9343,SINISTRA_PANTALONI
7.5251,11.9966,3.4636,18.2479,-0.1787,4.3591,13.0864,3.6175,15.9187,-0.2683,7.5251,11.9966,3.4636,18.2479,-0.1787,12.4529,14.261,3.7764,17.2168,0.2191,1.7263,1,0.6043,0.5793,0.35,0.6043,0.9575,1,0.9172,1.0444,0.9579,0.9172,0.9167,1,0.8412,1.0908,0.9176,0.8412,0.8215,1,-0.5727,1.2173,-0.6972,-0.5727,1.2335,1,0.7022,0.8107,0.5693,0.7022,1.1463,1,1.0599,0.8724,0.9246,1.0599,0.0625,19.9546,-0.2432,1,0.8876,-0.2432,0.1349,0.8876,-0.2486,0.2065,0.4544,1.1651,-0.9265,-0.148,0.1626,0.4032,1.1385,-1.0037,-0.3933,0.349,0.5908,1.4635,-1.2069,1.6794,0.6321,0.3764,1.1271,0.7692,0.6825,1.2703,0.5917,0.4658,0.9825,0.7001,0.7126,1.0644,0.912,0.8568,1.0234,0.7961,0.7779,0.0027,1.6416,0.9872,0.9896,0.9703,SINISTRA_PANTALONI
7.3438,11.9944,3.4633,16.2044,-0.0333,2.588,8.8578,2.9762,12.6517,-0.4056,7.3438,11.9944,3.4633,16.2044,-0.0333,11.3314,19.0039,4.3593,19.8131,0.1082,2.8376,1,0.6481,0.3524,0.2284,0.6481,1.1637,1,0.7945,0.8594,0.6827,0.7945,1.3541,1,0.6312,0.7385,0.4661,0.6312,0.1428,1,-0.2168,7.0005,-1.5179,-0.2168,1.7423,1,0.7059,0.5739,0.4051,0.7059,1.2808,1,0.8179,0.7808,0.6386,0.8179,0.0582,17.8973,-0.0035,1,0.9677,-0.0035,0.2027,0.9677,-0.2644,0.1163,0.341,1.1247,-0.9708,-0.2185,0.1116,0.3341,1.1569,-0.9538,-0.5966,0.2283,0.4778,1.515,-1.4591,1.2098,0.4431,0.3663,1.0207,0.7137,0.6992,1.0419,0.5093,0.4888,0.981,0.6163,0.6283,0.9638,0.9264,0.9612,0.9722,0.7424,0.7636,0.0037,1.5488,0.9903,0.9035,0.8767,SINISTRA_PANTALONI
7.3444,3.5634,1.8877,8.7764,0.3366,6.7059,1.5738,1.2545,4.756,0.4985,7.3444,3.5634,1.8877,8.7764,0.3366,12.4765,5.8861,2.4261,12.0678,0.4138,1.0952,1,0.5887,0.9131,0.5375,0.5887,1.5047,1,0.7781,0.6646,0.5171,0.7781,2.2642,1,0.6054,0.4417,0.2674,0.6054,0.9419,1,0.5228,1.0617,0.555,0.5228,1.395,1,0.6426,0.7169,0.4607,0.6426,1.8453,1,0.7273,0.5419,0.3941,0.7273,0.0661,21.3946,0.1532,1,0.9551,0.1532,0.4374,0.9551,-0.1041,0.0015,0.0392,0.1512,?,-0.7162,0,0.0046,0.7282,?,-0.5304,0.0001,0.0104,0.5479,?,0.1453,0.1962,1.3503,8.4525,3.7741,0.4465,71.4453,14.2441,0.1994,0.2076,0.276,1.3292,1,1,1,0.2076,0.276,1.3292,0.0048,1.3507,-0.5344,0.0537,-0.7633,SINISTRA_PANTALONI
8.2115,3.7366,1.933,8.5015,0.39,5.4764,0.8736,0.9347,3.2302,0.5428,8.2115,3.7366,1.933,8.5015,0.39,12.903,6.7084,2.5901,11.0113,0.4645,1.4994,1,0.6364,0.6669,0.4244,0.6364,2.0682,1,0.7463,0.4835,0.3609,0.7463,4.2773,1,0.557,0.2338,0.1302,0.557,1.4175,1,0.5691,0.7055,0.4015,0.5691,1.9728,1,0.6778,0.5069,0.3436,0.6778,2.6319,1,0.7721,0.38,0.2934,0.7721,0.0702,21.8995,0.1568,1,0.9865,0.1568,0.314,0.9865,-0.1932,0.0019,0.043,0.2515,?,-0.7018,0.0001,0.0114,0.7221,?,-0.5015,0.0003,0.0183,0.5253,?,0.2754,0.3853,1.3992,3.7639,2.35,0.6244,14.1669,5.5225,0.3898,0.3484,0.4788,1.3745,1,1,1,0.3484,0.4788,1.3745,0.0048,1.3965,-0.9036,0.9306,-0.8852,SINISTRA_PANTALONI
7.5541,2.8866,1.699,7.3851,0.4274,6.1995,0.9348,0.9669,4.0085,0.535,7.5541,2.8866,1.699,7.3851,0.4274,12.4188,5.0417,2.2454,10.3333,0.4733,1.2185,1,0.6083,0.8207,0.4992,0.6083,1.7572,1,0.7567,0.5691,0.4306,0.7567,3.0878,1,0.5725,0.3239,0.1854,0.5725,1.1952,1,0.5935,0.8367,0.4966,0.5935,1.4961,1,0.6573,0.6684,0.4394,0.6573,1.8423,1,0.7147,0.5428,0.3879,0.7147,0.065,21.3076,0.1675,1,0.9736,0.1675,0.3873,0.9736,-0.1236,0.0024,0.0491,0.1846,?,-0.7218,0,0.0045,0.7367,?,-0.5027,0,0.007,0.5143,?,0.1712,0.2459,1.4358,11.0005,7.0259,0.6387,121.0102,49.3635,0.4079,0.2505,0.3589,1.4324,1,1,1,0.2505,0.3589,1.4324,0.0047,1.3481,-0.2675,0.6227,-0.6383,SINISTRA_PANTALONI
1.9763,29.3187,5.4147,29.4321,-0.2997,1.0814,10.387,3.2229,13.2729,-0.763,1.9763,29.3187,5.4147,29.4321,-0.2997,7.4383,22.6766,4.762,31.8854,0.0062,1.8276,1,0.2657,0.5472,0.1454,0.2657,1.6801,1,1.1371,0.5952,0.6768,1.1371,2.8226,1,1.2929,0.3543,0.4581,1.2929,1.1815,1,-33.9183,0.8464,-28.7085,-33.9183,3.0079,1,0.7058,0.3325,0.2346,0.7058,2.2174,1,0.9231,0.451,0.4163,0.9231,0.0162,11.5186,-0.1162,1,0.7642,-0.1162,-0.0722,0.7642,-0.0891,0.0203,0.1426,0.4841,-1.5461,-0.0295,0.0469,0.2166,0.7405,-2.4244,0.1164,0.7329,0.8561,1.9271,-0.9868,3.0187,-0.7648,-0.2533,0.6584,0.1666,0.253,0.4335,0.0278,0.064,0.5607,0.3071,0.5478,0.8792,0.196,0.2229,0.6537,0.2512,0.3843,0.0008,1.1883,0.8587,0.9587,0.9125,SINISTRA_PANTALONI
2.2613,17.4703,4.1798,30.877,-0.2769,0.8093,10.4427,3.2315,13.2301,-0.6123,2.2613,17.4703,4.1798,30.877,-0.2769,6.1518,18.4204,4.2919,33.8269,0.0148,2.794,1,0.3676,0.3579,0.1316,0.3676,1.2934,1,0.9739,0.7731,0.7529,0.9739,1.673,1,0.9484,0.5977,0.5669,0.9484,1.3326,1,-13.1581,0.7504,-9.8743,-13.1581,2.9469,1,0.7043,0.3393,0.239,0.7043,2.3338,1,0.9128,0.4285,0.3911,0.9128,0.0177,9.6443,-0.2074,1,0.7934,-0.2074,-0.0316,0.7934,-0.0247,0.0338,0.1837,0.5899,-1.0366,0.0571,0.0193,0.1389,0.5236,-1.735,0.2161,0.7461,0.8637,1.9054,-0.9996,-0.4317,-0.1141,0.2644,1.3225,0.2127,0.1609,1.7491,0.0453,0.0259,0.9038,0.3152,0.3487,1.5128,0.3039,0.2009,1.1265,0.3096,0.2748,0.0012,1.1842,0.7416,0.928,0.904,SINISTRA_PANTALONI
4.9888,10.1582,3.1872,15.0725,0.0596,6.677,11.1336,3.3367,15.6557,-0.1065,4.9888,10.1582,3.1872,15.0725,0.0596,10.1818,22.1374,4.705,22.0638,0.0853,0.7472,1,0.49,1.3384,0.6558,0.49,0.9552,1,0.6774,1.0469,0.7092,0.6774,0.9124,1,0.4589,1.096,0.5029,0.4589,-0.634,1,0.4643,-1.5773,-0.7324,0.4643,1.1328,1,0.6645,0.8827,0.5865,0.6645,0.9627,1,0.6831,1.0387,0.7096,0.6831,0.0528,16.7402,0.3496,1,0.913,0.3496,0.6814,0.913,0.1437,0.0142,0.119,0.3626,-0.3853,-0.4493,0.0097,0.0987,0.5983,?,-0.5552,0.0065,0.0806,0.7745,?,-0.3198,-0.2588,0.8093,1.2059,1.4755,1.2235,1.4542,2.177,1.497,0.1686,0.1302,0.7725,0,0,1,0.606,0.4681,0.7725,0.004,1.1759,-0.6419,0.554,-0.5531,SINISTRA_PANTALONI
8.513,3.1182,1.7659,7.7874,0.4244,5.6403,1.912,1.3827,4.3537,0.4596,8.513,3.1182,1.7659,7.7874,0.4244,13.3486,6.7169,2.5917,10.8004,0.469,1.5093,1,0.6377,0.6626,0.4225,0.6377,1.2771,1,0.6814,0.783,0.5335,0.6814,1.6309,1,0.4642,0.6132,0.2847,0.4642,1.5511,1,0.6019,0.6447,0.3881,0.6019,1.6795,1,0.6652,0.5954,0.3961,0.6652,1.7887,1,0.721,0.5591,0.4031,0.721,0.0715,22.6663,0.4899,1,0.9787,0.4899,0.6578,0.9787,-0.1564,0.0049,0.0699,0.2669,?,-0.686,0.0001,0.0107,0.7011,?,-0.5321,0.0008,0.0289,0.5745,?,0.2279,0.2939,1.2893,6.5619,2.4203,0.3688,43.0581,5.8579,0.136,0.3806,0.4645,1.2204,1,1,1,0.3806,0.4645,1.2204,0.0047,1.3744,-0.3836,0.9889,-0.3602,SINISTRA_PANTALONI
7.9015,2.6146,1.617,7.466,0.443,5.7704,1.3415,1.1582,4.4977,0.4908,7.9015,2.6146,1.617,7.466,0.443,12.6244,5.3611,2.3154,10.6771,0.4784,1.3693,1,0.6259,0.7303,0.4571,0.6259,1.3961,1,0.6984,0.7163,0.5002,0.6984,1.9491,1,0.4877,0.5131,0.2502,0.4877,1.3695,1,0.6063,0.7302,0.4427,0.6063,1.5174,1,0.6548,0.659,0.4315,0.6548,1.66,1,0.6993,0.6024,0.4212,0.6993,0.0676,21.5735,0.418,1,0.973,0.418,0.6159,0.973,-0.1439,0.0011,0.0335,0.1897,?,-0.6905,0.0001,0.0108,0.7166,?,-0.5306,0.0003,0.0186,0.5593,?,0.2084,0.2711,1.3013,3.1107,1.7956,0.5773,9.6762,3.2243,0.3332,0.2648,0.3392,1.2812,1,1,1,0.2648,0.3392,1.2812,0.0047,1.3649,-0.9236,0.9056,-0.8956,SINISTRA_PANTALONI
7.9618,1.7507,1.3231,6.3734,0.4809,6.1117,2.9873,1.7284,5.9307,0.3924,7.9618,1.7507,1.3231,6.3734,0.4809,12.8901,4.4683,2.1138,9.59,0.4968,1.3027,1,0.6177,0.7676,0.4741,0.6177,0.7655,1,0.6259,1.3063,0.8176,0.6259,0.586,1,0.3918,1.7064,0.6685,0.3918,1.5417,1,0.6235,0.6486,0.4044,0.6235,1.2579,1,0.6442,0.795,0.5121,0.6442,1.0747,1,0.6646,0.9305,0.6184,0.6646,0.0664,22.0353,0.3788,1,0.9291,0.3788,0.6923,0.9291,-0.1802,0.0022,0.0474,0.2704,?,-0.6707,0.0002,0.015,0.6883,?,-0.5813,0.0004,0.0204,0.6168,?,0.2687,0.31,1.1537,3.1651,2.3187,0.7326,10.0177,5.3763,0.5367,0.3928,0.4384,1.116,1,1,1,0.3928,0.4384,1.116,0.0047,1.4322,-0.8593,0.7075,-0.9527,SINISTRA_PANTALONI
-2.5663,3.5734,1.8904,9.0942,-5.7749,5.5161,7.3594,2.7128,12.2649,0.0325,-2.5663,3.5734,1.8904,9.0942,-5.7749,7.1778,6.5837,2.5659,9.6567,0.2683,-0.4652,1,-0.3575,-2.1494,0.7685,-0.3575,0.6968,1,0.7367,1.4351,1.0573,0.7367,0.4856,1,0.5428,2.0595,1.1178,0.5428,-18.8409,1,-2.1887,-0.0531,0.1162,-2.1887,0.1059,1,0.1017,9.4434,0.9604,0.1017,0.7415,1,0.9418,1.3486,1.2701,0.9418,0.0353,10.8399,0.075,1,-0.5042,0.075,0.7864,-0.5042,-0.0414,0.0145,0.1204,0.4184,-3.7041,0.3379,0.0181,0.1345,0.4621,0.2806,0.8246,0.0017,0.0416,0.1788,0.7934,-0.1224,-0.0502,0.4098,0.8952,2.8928,3.2314,0.8014,8.3682,10.442,-1.8273,-0.4797,0.2625,0.1384,0.1028,0.7423,0.9052,2.3401,2.585,0.0048,1.2521,-0.9926,0.7385,-0.7465,TASCA_GIACCA_ALTA
-1.7359,6.4936,2.5483,12.8802,-4.0597,4.509,6.6048,2.57,10.7557,-0.1567,-1.7359,6.4936,2.5483,12.8802,-4.0597,6.2302,7.1348,2.6711,14.3379,0.0513,-0.385,1,-0.2786,-2.5975,0.7237,-0.2786,0.9915,1,0.954,1.0085,0.9621,0.954,0.9832,1,0.9101,1.0171,0.9257,0.9101,7.0923,1,-13.3242,0.141,-1.8787,-13.3242,0.2738,1,0.1684,3.6528,0.6152,0.1684,1.1975,1,0.8983,0.8351,0.7502,0.8983,0.0275,9.5843,-0.113,1,-0.6859,-0.113,0.7223,-0.6859,-0.0252,0.0158,0.1258,0.4116,-2.8851,0.3014,0.0391,0.1976,0.5471,0.1738,0.8152,0.0031,0.0557,0.2026,0.7647,-0.0835,-0.0309,0.3697,0.6364,2.259,3.5495,0.4051,5.1031,12.5986,-2.6564,-0.4642,0.1747,0.16,0.123,0.769,0.7522,2.0316,2.7008,0.0047,1.222,-0.989,0.9164,-0.9108,TASCA_GIACCA_ALTA
6.9709,1.5766,1.2556,6.6615,0.3566,6.9216,1.1272,1.0617,3.9264,0.5919,6.9709,1.5766,1.2556,6.6615,0.3566,12.0952,3.0817,1.7555,8.5901,0.5029,1.0071,1,0.5763,0.9929,0.5723,0.5763,1.1827,1,0.7152,0.8456,0.6048,0.7152,1.3987,1,0.5116,0.715,0.3658,0.5116,0.6483,1,0.4248,1.5425,0.6553,0.4248,1.0761,1,0.5991,0.9293,0.5568,0.5991,1.6966,1,0.7755,0.5894,0.4571,0.7755,0.0651,20.8634,0.3891,1,0.9438,0.3891,0.6703,0.9438,-0.0347,0.0002,0.0152,0.0676,?,-0.7148,0,0.0029,0.7179,?,-0.5265,0.0002,0.0123,0.5507,?,0.0485,0.0658,1.3578,5.2879,1.2358,0.2337,27.9618,1.5273,0.0546,0.0942,0.1228,1.3038,1,1,1,0.0942,0.1228,1.3038,0.0048,1.276,-0.3549,0.9109,-0.4123,TASCA_GIACCA_ALTA
