@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
1.3791,7.9377,2.8174,15.2582,-0.5333,-1.3629,14.9706,3.8692,17.3635,-2.1471,0.527,16.494,4.0613,22.2418,-0.8772,5.0113,18.3264,4.2809,15.5119,0.0196,-1.0119,2.6167,0.2752,-2.5861,-0.272,0.1052,0.7282,0.6937,0.6581,0.9527,0.9038,0.9487,0.5302,0.4813,0.4331,0.9076,0.8169,0.9,0.448,0.5106,-17.1498,1.1398,-38.28,-33.5856,1.8036,0.8399,0.629,0.4657,0.3487,0.7489,0.8788,0.686,0.9836,0.7807,1.1194,1.4339,0.0105,7.5461,0.1657,0.4943,0.5769,-0.1567,-0.5451,0.4225,-0.3978,0.9165,0.9574,4.1283,-1.3234,0.1216,3.1216,1.7668,9.5767,-1.1184,0.7795,4.2627,2.0646,8.9914,-0.4692,-3.272,-0.5103,0.156,0.5419,0.4637,0.8558,0.2936,0.215,0.7323,0.4651,0.8189,1.7607,0.393,0.2903,0.7387,0.4311,0.4591,1.0651,0.0046,3.581,0.7206,-0.327,-0.0689,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
1.2179,7.6821,2.7717,14.7707,-0.6041,-0.0804,2.8356,1.6839,10.0082,-1.352,0.6937,12.2416,3.4988,22.3405,-0.7162,3.2892,13.9117,3.7298,15.7142,0.0198,-15.146,1.7556,0.3703,-0.1159,-0.0244,0.2109,1.646,0.7922,0.7431,0.4813,0.4515,0.9381,2.7092,0.6275,0.5522,0.2316,0.2038,0.88,0.9669,0.5967,-17.5083,0.6171,-18.1076,-29.3443,2.164,0.7074,0.5744,0.3269,0.2654,0.812,1.4759,0.6612,0.94,0.448,0.6369,1.4217,0.0074,5.0343,0.2951,0.5016,0.8019,-0.3336,-0.0295,0.6886,-0.0953,0.6748,0.8214,3.434,-0.8345,0.6078,1.7071,1.3066,6.0338,-0.3571,0.0347,1.5056,1.227,6.022,-0.4428,-0.1569,-2.746,17.5048,0.6287,0.6695,1.0648,0.3953,0.4482,1.1338,0.9838,0.8452,0.8591,0.421,0.4485,1.0652,0.5691,0.5702,1.002,0.0032,2.3752,0.5395,-0.0144,0.3377,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
1.4381,3.8007,1.9495,8.2275,-0.3933,-1.1044,1.5876,1.26,5.6295,-3.064,-0.4245,0.9263,0.9624,4.402,-1.8405,2.5905,3.0716,1.7526,5.781,0.0614,-1.3022,-3.3872,0.5551,2.6012,-0.4263,-0.1639,1.5473,2.0257,1.1124,1.3092,0.7189,0.5491,2.394,4.1034,1.2374,1.714,0.5169,0.3016,0.5472,0.8142,-6.1426,1.488,-11.2265,-7.5446,4.263,3.8105,0.9588,0.8938,0.2249,0.2516,1.4615,1.869,1.4232,1.2788,0.9738,0.7615,0.0093,3.8042,0.0781,0.0228,0.6953,-0.1131,-0.4918,-0.1474,0.3577,0.3688,0.6073,2.719,-0.4944,-0.3271,7.4002,2.7203,11.6156,-1.5886,0.8806,1.7442,1.3207,4.435,-0.1748,-1.0937,0.4062,-0.3714,0.2232,0.4598,2.0598,0.0498,0.2114,4.2428,0.1262,1.3635,10.8045,0.4055,0.4819,1.1886,0.2341,0.6131,2.6191,0.005,3.5029,0.3027,0.9037,0.1456,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
1.6803,15.7526,3.969,17.9952,-0.6544,-0.6722,17.1097,4.1364,24.5625,-2.3004,0.0729,18.9352,4.3515,25.7724,-1.0994,5.1364,28.6954,5.3568,18.9273,0.0204,-2.4996,23.0582,0.3271,-9.2246,-0.1309,0.0142,0.9595,0.9121,0.7409,0.9506,0.7722,0.8123,0.9207,0.8319,0.549,0.9036,0.5963,0.6599,0.4158,0.5274,-18.0589,1.2685,-43.4357,-34.2416,1.4616,0.8861,0.563,0.6062,0.3852,0.6354,0.7326,0.6982,0.9508,0.9531,1.2977,1.3617,0.0098,7.7231,-0.3431,0.3064,0.7444,0.1543,-0.4704,0.1196,-0.3108,0.7504,0.8663,4.704,-2.6242,-0.0189,2.6705,1.6342,9.2648,-2.0578,1.1683,1.6191,1.2725,5.0543,-0.0008,16.4065,-0.266,-0.0162,0.5301,0.6808,1.2843,0.281,0.4635,1.6493,0.5463,805.8411,1475.13,0.4284,0.257,0.6,0.5077,0.9307,1.8331,0.0062,2.6484,0.3652,-0.5781,-0.7583,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
0.1173,2.8136,1.6774,9.6638,-0.3763,-0.3639,2.4921,1.5786,8.165,-1.0124,-0.1457,1.1197,1.0581,7.7622,-0.8009,1.9466,2.8036,1.6744,8.2166,0.0036,-0.3223,-0.8047,0.0603,2.4968,-0.1869,-0.0749,1.0626,1.5852,1.0018,1.4919,0.9428,0.632,1.129,2.5129,1.0036,2.2257,0.8889,0.3994,0.6433,0.7655,-88.7885,1.1899,-138.0187,-115.9905,1.7305,1.629,0.8515,0.9413,0.492,0.5227,1.1836,1.245,1.1761,1.0519,0.9937,0.9447,0.0022,2.8496,0.4161,0.4574,0.361,0.0372,-0.1255,0.1236,0.2468,0.2563,0.5063,3.246,-0.2982,-0.3456,0.7291,0.8539,5.3011,-4.4255,0.8714,2.2066,1.4854,6.3329,-0.3339,-0.7141,0.2832,-0.3966,0.5929,0.3408,0.5748,0.3516,0.1162,0.3304,0.1724,0.4703,2.7276,2.5591,0.5267,0.2058,0.6123,0.5126,0.8371,0.0051,1.7616,-0.4907,0.1864,-0.2694,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0452,0.0317,0.1781,1.5613,-0.355,-0.0964,0.0118,0.1087,1.1161,-9.6268,-0.1684,0.0225,0.1501,0.7897,-2.4526,0.2891,0.0221,0.1488,1.4609,0.047,-0.4683,-0.2681,0.1562,0.5725,-0.3334,-0.5824,1.639,1.1867,1.197,0.7241,0.7304,1.0087,2.6862,1.4082,1.4328,0.5243,0.5334,1.0175,0.4046,0.7292,-5.6781,1.8024,-14.0343,-7.7863,10.97,5.0375,0.7516,0.4592,0.0685,0.1492,1.3988,1.9771,1.0687,1.4134,0.764,0.5406,0.001,0.4295,-0.2334,0.0827,0.4061,-0.0711,-0.4527,-0.4878,0.0053,0.002,0.0444,0.2692,-1.3346,0.0473,0.0031,0.0559,0.392,-0.3025,0.0023,0.0034,0.0584,0.3696,-2.6887,0.111,2.3217,20.9095,0.7943,0.7597,0.9565,0.6309,0.5772,0.9149,1.69,0.5712,0.338,0.3831,1.1508,3.0038,0.6866,0.7283,1.0607,0.0002,0.1306,0.5302,0.4039,0.0082,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1534,3.6904,1.9211,13.349,-0.3468,-0.2952,2.6475,1.6271,8.0392,-1.0408,-0.1032,1.8281,1.3521,11.9764,-0.7488,2.2457,3.2442,1.8012,11.0752,0.0029,-0.5196,-1.486,0.0683,2.8599,-0.1314,-0.046,1.1807,1.4208,1.0666,1.2034,0.9034,0.7507,1.394,2.0187,1.1376,1.4482,0.8161,0.5635,0.8384,0.6703,-105.9568,0.7995,-126.3848,-158.0736,2.5162,1.4473,0.8923,0.5752,0.3546,0.6165,1.6605,1.1146,1.2053,0.6713,0.7259,1.0814,0.0019,3.3001,0.48,0.5676,0.4027,0.0923,-0.0288,0.2667,0.2425,0.3511,0.5925,3.858,-0.3164,-0.4261,0.4844,0.696,2.9053,-6.1249,0.8064,1.7162,1.31,5.2701,-0.1895,-0.5691,0.3007,-0.5284,0.8513,0.4523,0.5313,0.7248,0.2046,0.2823,0.3712,1.1041,2.9741,7.1877,0.6615,0.092,1.3279,0.7321,0.5513,0.0051,1.7484,-0.4436,-0.0024,-0.3019,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0948,4.4776,2.116,16.3626,-2.1439,-1.4036,21.9785,4.6881,24.978,-3.5518,0.9669,18.7147,4.326,27.4726,-0.215,3.1576,38.1145,6.1737,23.9793,0.0027,0.0675,-0.098,-0.03,-1.4516,-0.4445,0.3062,0.4514,0.4891,0.3427,1.0837,0.7594,0.7007,0.2037,0.2393,0.1175,1.1744,0.5766,0.491,0.5725,2.2952,-174.827,4.0092,-305.3822,-76.1703,0.9484,0.2302,0.2165,0.2427,0.2282,0.9404,0.6551,0.5956,0.6824,0.9092,1.0417,1.1457,0.0092,4.3879,-0.476,-0.8934,-0.3784,0.2882,-0.5292,0.6261,0.8202,4.0492,2.0123,9.4058,-0.0434,0.4669,0.951,0.9752,4.3462,-0.0611,0.7076,2.9075,1.7051,6.9353,-0.0213,1.7565,1.1591,0.6599,2.0634,1.1801,0.5719,4.2576,1.3926,0.3271,1.5627,2.7075,1.7326,2.2009,1.3275,0.6032,2.1642,1.3562,0.6267,0.0063,2.0527,0.8892,0.968,0.8839,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0266,0.0106,0.1031,0.6468,-1.4858,-0.095,0.0054,0.0738,0.3317,-4.5576,-0.0734,0.0169,0.13,0.7303,-1.433,0.2012,0.0076,0.0872,0.4024,0.0779,-0.28,-0.3622,0.1322,1.2936,-0.472,-0.3649,1.3976,0.7931,1.1824,0.5674,0.846,1.4909,1.9533,0.629,1.3981,0.322,0.7158,2.2228,1.4214,0.8987,-11.376,0.6323,-8.0035,-12.6577,4.36,0.8668,0.5963,0.1988,0.1368,0.6879,1.9501,0.8856,1.6075,0.4541,0.8243,1.8151,0.0007,0.2987,-0.1677,0.0749,-0.0069,-0.2248,-0.3312,-0.4659,0.0152,0.002,0.0446,0.2745,-0.6914,0.0363,0.0029,0.0538,0.251,-0.6936,0.0022,0.0009,0.0295,0.1666,-1.699,0.4184,6.8888,16.4642,0.8287,1.509,1.821,0.6867,2.2771,3.3162,1.0916,1.0698,0.9801,1.095,2.6288,2.4006,1.0936,1.6474,1.5064,0.0002,0.1123,0.7024,0.2718,0.3484,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0622,1.0559,1.0276,6.6018,-1.9184,-0.0769,1.6641,1.29,8.7209,-0.7031,-0.0321,0.9436,0.9714,11.0054,-1.8249,1.3973,1.722,1.3123,7.2383,0.0061,0.8082,1.9369,-0.0445,2.3966,-0.0551,-0.023,0.7966,1.0578,0.7831,1.328,0.983,0.7402,0.6345,1.119,0.6132,1.7636,0.9664,0.548,1.2053,0.6104,-97.0713,0.5064,-80.5362,-159.0301,0.4418,0.5807,0.3106,1.3143,0.7031,0.5349,0.757,0.5999,0.9121,0.7924,1.2048,1.5204,0.0006,2.0825,0.5116,0.2464,-0.2566,0.2172,-0.0366,-0.0433,0.0208,0.1307,0.3616,2.5229,-1.8962,0.0616,0.2006,0.4479,2.7376,-0.6845,-0.3141,0.319,0.5648,2.9587,-1.3928,0.3379,-0.0663,-0.1961,0.8072,0.6402,0.7931,0.6516,0.4098,0.629,1.4848,0.9591,0.6459,0.536,0.7045,1.3143,0.9216,0.8527,0.9253,0.0017,0.929,0.263,0.1035,0.2578,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.7082,4.2854,2.0701,10.2027,-2.9858,-0.6569,4.2721,2.0669,8.8808,-1.4108,0.3243,5.3706,2.3175,12.8727,-0.5871,2.9688,6.1528,2.4805,11.0674,0.0143,1.0781,-2.1836,-0.2386,-2.0254,-0.2213,0.1092,1.0015,0.8933,0.8346,0.8919,0.8333,0.9343,1.0031,0.7979,0.6965,0.7955,0.6943,0.8729,1.4706,1.6051,-47.4426,1.0915,-32.2605,-29.5573,0.6949,0.3156,0.228,0.4542,0.3281,0.7224,1.1488,0.7926,0.9219,0.6899,0.8024,1.1631,0.0054,4.4741,-0.0297,-0.4713,-0.666,0.2442,-0.1994,0.5321,-0.208,0.7384,0.8593,4.2906,-2.6434,0.3598,2.3735,1.5406,7.4554,-0.3266,-0.6029,1.3127,1.1457,5.0661,-9.8877,-0.5782,0.345,-0.5967,0.5578,0.75,1.3446,0.3111,0.5625,1.8081,1.6959,0.6766,0.399,0.2095,2.5309,12.0779,0.5755,0.8469,1.4716,0.0039,2.1596,-0.7468,0.6938,-0.8239,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1836,1.6022,1.2658,9.6195,-1.4071,-0.0748,1.8954,1.3767,8.3482,-1.9547,0.2905,2.6461,1.6267,9.9576,-0.7739,1.8325,2.9094,1.7057,8.7926,0.0033,2.4532,-0.6322,-0.1002,-0.2577,-0.0408,0.1585,0.9194,0.7782,0.7421,0.8463,0.8071,0.9537,0.8453,0.6055,0.5507,0.7163,0.6515,0.9095,1.0182,1.2944,-195.4706,1.2713,-191.9795,-151.0089,1.4144,0.7119,0.453,0.5033,0.3203,0.6363,1.1523,0.966,1.094,0.8384,0.9495,1.1325,0.0019,2.7863,0.4506,-0.2507,-0.2794,-0.0114,-0.13,0.338,0.0145,0.4353,0.6598,4.3109,-0.9673,0.2219,0.3435,0.5861,2.7344,-0.5681,-0.8704,1.1313,1.0636,3.6967,-5.8314,0.0653,-0.0167,-0.255,1.1258,0.6203,0.551,1.2675,0.3848,0.3036,2.1396,0.6717,0.3139,1.2567,4.0494,3.2223,1.5766,1.1661,0.7397,0.0048,1.8005,0.3835,-0.254,-0.35,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1749,3.8659,1.9662,13.6626,-0.6502,-0.5393,3.8799,1.9697,8.2024,-1.4037,0.0497,2.3729,1.5404,13.595,-1.1602,2.6533,3.4023,1.8445,10.8421,0.0066,0.3243,-3.5227,-0.0659,-10.8614,-0.2033,0.0187,0.9982,1.2764,1.0659,1.2787,1.0679,0.8351,0.9964,1.6292,1.1362,1.6351,1.1404,0.6974,1.1238,0.7372,-75.2517,0.656,-66.96,-102.0716,2.4263,1.3156,0.7586,0.5422,0.3127,0.5766,1.6657,1.005,1.2601,0.6033,0.7565,1.2539,0.003,3.9837,0.0904,0.1024,-0.0406,0.1661,-0.3744,-0.0747,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.5607,3.7109,1.9264,5.9316,-22.5426,-0.8072,1.5828,1.2581,4.6836,-5.5699,-1.0028,1.7136,1.309,4.5742,-12.7765,2.3263,5.6884,2.385,6.8193,0.0186,1.9336,1.5564,-0.6709,0.8049,-0.347,-0.4311,1.5312,1.4716,0.8077,0.9611,0.5275,0.5489,2.3446,2.1656,0.6524,0.9236,0.2782,0.3012,1.4304,1.3389,-44.0606,0.936,-30.803,-32.9091,0.3534,0.7588,0.0363,2.1471,0.1026,0.0478,1.2665,1.2968,0.8698,1.0239,0.6868,0.6708,0.046,3.6891,0.7971,0.7989,-0.9654,0.8399,-0.8973,-0.9056,0.3503,0.7951,0.8917,4.0891,-0.2883,0.9219,1.689,1.2996,4.3726,-0.0456,-0.6519,0.7722,0.8788,2.7672,-67.6364,0.38,-0.5373,-1.4143,0.6861,1.0147,1.4789,0.4708,1.0296,2.1871,4.8013,0.3356,0.0699,0.759,78.7273,103.7273,0.9352,1.4777,1.5801,0.0068,2.1092,0.3137,-0.8162,-0.678,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.231,0.3282,0.5729,4.4926,-2.3204,-0.7697,0.8959,0.9465,5.9361,-2.5057,-0.3723,1.9672,1.4026,6.629,-1.4872,1.5497,1.5739,1.2546,5.184,0.054,-0.3001,-0.6204,0.149,2.0675,-0.4967,-0.2402,0.6053,0.4085,0.4567,0.6748,0.7544,1.118,0.3664,0.1668,0.2085,0.4554,0.5692,1.2499,0.74,0.7921,-10.6024,1.0704,-14.328,-13.3857,0.7991,0.5077,0.2469,0.6353,0.309,0.4863,0.7568,0.6777,0.8666,0.8955,1.1451,1.2787,0.0044,2.2747,0.2005,0.1338,-0.5374,0.5127,-0.7148,-0.5291,-0.2281,0.2823,0.5313,1.9196,-28.5247,0.2991,0.3727,0.6105,2.4259,-0.065,-0.547,1.1128,1.0549,3.0696,-124.2195,-0.7626,0.417,-0.5468,0.8704,0.5037,0.5787,0.7575,0.2537,0.3349,12.518,0.609,0.0487,0.0285,2.6522,92.9146,0.7913,0.6253,0.7903,0.0033,1.1195,-0.822,0.9213,-0.8995,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1044,0.2994,0.5472,2.5161,-2.6629,-1.0724,2.136,1.4615,6.1305,-123.4833,-0.5767,3.4643,1.8613,10.2201,-1.0783,1.8769,3.8706,1.9674,6.5486,0.031,-0.0974,-0.181,0.0556,1.8597,-0.5714,-0.3073,0.3744,0.294,0.2781,0.7852,0.7429,0.9461,0.1402,0.0864,0.0774,0.6166,0.5518,0.895,0.3008,0.345,-8.7319,1.1468,-29.0295,-25.3124,13.9483,0.1397,0.1016,0.01,0.0073,0.7277,0.4104,0.2462,0.3842,0.5998,0.9361,1.5607,0.0061,2.7243,0.5943,0.2017,-0.6729,0.1504,-0.9014,-0.3992,-0.0971,0.2195,0.4685,2.67,-4.296,0.3892,2.2867,1.5122,8.9883,-0.4102,-0.4505,1.5175,1.2318,6.2672,-41.9198,-0.2495,0.2156,-0.864,0.3098,0.3803,1.2276,0.096,0.1446,1.507,0.8284,0.3538,0.4271,0.0791,3.4526,43.6497,0.297,0.426,1.4342,0.003,1.3537,-0.8684,0.8272,-0.7858,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.9886,6.3394,2.5178,16.0627,-0.8664,-0.6778,3.2827,1.8118,10.3674,-1.3076,0.162,6.3479,2.5195,19.925,-0.4911,3.6675,3.9828,1.9957,15.0688,0.0256,1.4585,-6.1008,-0.2696,-4.1829,-0.1848,0.0442,1.3897,0.9993,1.2616,0.7191,0.9079,1.2625,1.9312,0.9987,1.5917,0.5171,0.8242,1.5938,1.2692,1.1362,-18.8348,0.8952,-14.8398,-16.577,1.9157,0.6441,0.5565,0.3362,0.2905,0.8641,1.5494,0.8062,1.066,0.5203,0.688,1.3223,0.0061,5.295,-0.1509,-0.1161,0.0022,-0.3146,-0.1237,0.4108,-0.0106,1.4568,1.207,5.4698,-1.1358,1.0164,1.9496,1.3963,7.3209,-0.4249,-0.4067,2.5184,1.5869,5.9921,-1.7321,-0.0104,0.026,-2.4995,0.8644,0.7606,0.8799,0.7472,0.5784,0.7741,1.3324,0.7657,0.5747,0.4985,1.1677,2.3426,0.7472,0.9128,1.2217,0.0056,3.4193,0.0316,-0.0447,-0.4962,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
