@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.0568,2.4957,1.5798,13.642,-2.5033,-12.6517,10.0886,3.1763,25.1107,?,9.6908,4.8655,2.2058,15.5884,0.1394,16.0293,14.4918,3.8068,27.3169,0.1203,-0.0045,0.0059,0.0035,-1.3055,-0.7893,0.6046,0.4974,0.7162,0.415,1.44,0.8344,0.5794,0.2474,0.5129,0.1722,2.0735,0.6962,0.3357,0.3882,-3.8596,-2.6083,-9.9421,-6.719,0.6758,0,0.215,0.1254,0,0,0.5833,0.5433,0.8751,0.4994,1.6109,0.9192,0.5707,0.083,23.3885,0.0577,-0.2367,-0.1583,-0.9453,-0.9867,0.9815,-2.9367,2.5342,1.5919,4.8896,?,-8.9424,0.3343,0.5782,9.7133,?,2.1031,0.2778,0.5271,1.7327,0.4178,0.3284,-1.3963,-4.252,2.7534,3.0201,1.0969,7.5811,9.1212,1.2031,0.5034,-3.9319,-7.8108,1,0,0,0.5034,2.822,5.606,0.0502,13.9822,-0.9642,-0.6878,0.7852,?,?,?,?,?,DESTRA_PANTALONI
0.2207,0.8711,0.9333,5.4801,-0.4534,-11.3165,2.4793,1.5746,17.0634,?,9.9166,0.976,0.9879,5.3328,0.5813,15.1018,2.7139,1.6474,9.1524,0.5422,-0.0195,0.0223,0.0146,-1.1412,-0.7494,0.6567,0.5927,0.9447,0.5665,1.5938,0.9558,0.5997,0.3513,0.8925,0.321,2.5402,0.9136,0.3596,0.1002,-0.2309,-0.1577,-2.3049,-1.574,0.6829,0,0.2961,0.1886,0,0,0.637,0.3212,1.0276,0.5988,3.1997,1.8644,0.5827,0.0788,21.9442,-0.2722,0.2339,0.3045,-0.5452,-0.9412,0.7943,-0.9525,1.3305,1.1535,4.5629,-1.6582,-9.2048,0.052,0.228,9.5055,?,2.999,0.1647,0.4058,1.4545,0.6083,0.1035,-0.3176,-3.0693,5.0597,2.8424,0.5618,25.601,8.0792,0.3156,0.2994,-1.2602,-4.2085,0,0.4623,0,0.48,3.137,6.5351,0.0509,13.4893,-0.4046,0.0168,0.8384,?,?,?,?,?,DESTRA_PANTALONI
0.0512,7.1223,2.6688,9.7366,-1.1153,-8.7247,46.9476,6.8518,22.4771,-6.4365,10.2979,6.0401,2.4577,8.1441,0.4352,14.6127,28.7495,5.3619,17.1531,0.2838,-0.0059,0.005,0.0035,-0.8472,-0.5971,0.7047,0.3895,1.0859,0.4977,2.7879,1.2779,0.4584,0.1517,1.1792,0.2477,7.7726,1.633,0.2101,0.2639,-0.8181,-0.7552,-3.1002,-2.862,0.9232,1.5229,0.3192,0.1922,0.2096,0.1262,0.602,0.4332,1.1955,0.5676,2.7599,1.3104,0.4748,0.1336,21.7488,0.7255,-0.3475,-0.6454,-0.6872,-0.9409,0.8748,4.7123,13.1644,3.6283,10.9322,-0.1242,-4.3325,26.205,5.1191,13.4067,-2.6877,-0.0306,15.8444,3.9805,13.4099,-0.6039,-1.0877,-154.2172,141.7878,0.7088,0.9115,1.286,0.5024,0.8309,1.6539,0.1236,0.2392,1.9353,2.6749,1.1631,0.4348,0.8154,0.8152,0.9998,0.0634,13.9327,0.7531,-0.2121,0.454,?,?,?,?,?,DESTRA_PANTALONI
-0.7048,37.32,6.109,29.9542,-1.8068,0.3353,70.5297,8.3982,37.6929,-1.7044,9.5726,45.9844,6.7812,30.3993,-0.2545,14.0543,48.5555,6.9682,26.0484,0.1365,-2.1019,-0.0736,-0.0502,0.035,0.0239,0.6811,0.7274,0.9009,0.8767,1.2385,1.2052,0.9732,0.5291,0.8116,0.7686,1.5338,1.4526,0.947,0.8117,3.1266,-4.6846,3.8519,-5.7714,-1.4983,0.7657,0.4404,0.3538,0.5752,0.4621,0.8033,0.7947,0.9854,1.1499,1.2399,1.447,1.167,0.0495,21.3109,0.6924,0.1105,-0.2733,0.1336,-0.2966,0.7151,3.1742,12.1715,3.4888,9.3171,-0.0521,1.3428,21.0912,4.5925,12.7476,-1.4008,6.8275,4.4156,2.1013,5.6853,0.3417,2.3638,0.4649,0.1967,0.7597,1.6603,2.1855,0.5771,2.7565,4.7765,0.062,-0.1563,-2.5205,1.6678,1.0254,0.6148,0.7309,1.6388,2.2422,0.0394,14.7127,-0.8057,-0.933,0.9279,?,?,?,?,?,DESTRA_PANTALONI
0.2605,1.0326,1.0161,5.9619,-1.0493,0.2157,4.0948,2.0236,12.0839,-1.9644,9.8507,5.3629,2.3158,12.1246,0.3413,10.1168,5.2911,2.3002,11.8839,0.3573,1.2076,0.0264,0.0257,0.0219,0.0213,0.9737,0.5022,0.4388,0.4418,0.8738,0.8797,1.0068,0.2522,0.1925,0.1951,0.7635,0.7739,1.0136,0.3812,-0.4859,-0.462,-1.2747,-1.2118,0.9507,0.7137,0.1581,0.1573,0.2215,0.2204,0.9954,0.4934,0.4917,0.5017,0.9966,1.0168,1.0203,0.0519,12.2768,-0.2464,0.0067,0.0804,0.0801,-0.0316,0.9837,3.3797,11.9714,3.46,9.9634,-0.0896,2.208,5.8548,2.4197,7.2971,-0.589,7.7507,1.8386,1.3559,5.8306,0.3544,1.5307,0.436,0.2849,1.4299,2.5517,1.7845,2.0447,6.5112,3.1844,0.303,-0.2561,-0.8449,1.9911,1.0124,0.5085,1.3654,1.7088,1.2515,0.046,14.5318,-0.7776,-0.869,0.6036,?,?,?,?,?,SINISTRA_PANTALONI
0.0296,0.0142,0.1191,0.5444,-0.7489,6.3455,0.0334,0.1827,0.89,0.8695,9.8761,0.0159,0.126,0.6882,0.9327,11.7407,0.0238,0.1542,0.6996,0.9427,0.0047,0.003,0.0025,0.6425,0.5405,0.8412,0.652,0.9451,0.7721,1.4496,1.1843,0.817,0.4251,0.8931,0.5962,2.1013,1.4026,0.6675,-0.0393,-0.0244,-0.0203,0.6215,0.5157,0.8297,0.0456,0.0304,0.0255,0.6666,0.559,0.8386,0.6117,0.7911,0.7782,1.2932,1.2722,0.9837,0.0602,16.3218,-0.0003,-0.2271,-0.1547,0.1344,0.7315,0.7754,7.8879,0.0027,0.0517,0.2077,0.974,5.5159,0.0058,0.0763,0.2882,0.9492,-1.8756,0.0003,0.0162,1.9106,?,1.43,-4.2055,-2.9408,0.678,3.1952,4.713,0.4596,10.2093,22.2119,1.4442,-4.0695,-2.8179,1.4074,0,0,0.7207,0.1087,0.1509,0.0503,15.2794,-0.9895,-0.3916,0.44,?,?,?,?,?,SINISTRA_PANTALONI
0.1682,1.3045,1.1421,5.7536,-1.2851,-0.0714,2.6719,1.6346,11.4836,-0.5933,10.1404,7.702,2.7753,13.7363,0.3066,10.3212,8.0135,2.8308,14.6983,0.2928,-2.3538,0.0166,0.0163,-0.007,-0.0069,0.9825,0.6987,0.4115,0.4035,0.589,0.5774,0.9804,0.4882,0.1694,0.1628,0.3469,0.3334,0.9611,0.7567,-0.5328,-0.5318,-0.7041,-0.7028,0.9982,0.3494,0.1271,0.1212,0.3638,0.3468,0.9532,0.501,0.4189,0.3914,0.836,0.7813,0.9346,0.0551,12.2224,-0.33,0.1317,0.1147,0.4411,0.4438,0.9973,3.8908,10.0316,3.1673,9.6802,-0.0516,1.5633,3.579,1.8918,6.1006,-0.5446,7.8838,2.7819,1.6679,6.1222,0.3457,2.4888,0.4935,0.1983,1.6742,1.899,1.1342,2.8029,3.606,1.2865,0.221,-0.147,-0.665,2.3305,0.9838,0.4221,1.5868,1.5812,0.9965,0.0485,14.0354,-0.7895,-0.8597,0.532,?,?,?,?,?,SINISTRA_PANTALONI
-0.0637,8.9676,2.9946,17.4767,-0.6766,4.4121,47.3036,6.8778,22.1578,-0.691,10.0291,69.0003,8.3066,41.9598,-0.2407,14.3415,39.6459,6.2965,31.6051,0.0685,-0.0144,-0.0064,-0.0044,0.4399,0.3076,0.6993,0.4354,0.3605,0.4756,0.828,1.0923,1.3192,0.1896,0.13,0.2262,0.6856,1.1932,1.7404,0.779,0.8663,-3.0334,1.1121,-3.8941,-3.5016,0.7955,0.3082,0.3072,0.3875,0.3862,0.9967,0.7887,0.4165,0.553,0.5281,0.7011,1.3276,0.0589,19.4778,-0.3738,0.128,0.3175,0.0264,0.0133,0.8578,3.4371,13.3007,3.647,9.0425,-0.2433,6.0253,3.7477,1.9359,6.2023,0.3483,3.0151,21.8996,4.6797,10.4604,-0.1347,0.5704,1.14,1.9984,1.8839,0.7793,0.4137,3.549,0.6073,0.1711,-0.5338,1.4251,-2.6696,0.7642,0.7889,1.0323,1.4579,0.8644,0.5929,0.0407,14.098,0.5514,-0.9497,-0.7838,?,?,?,?,?,SINISTRA_PANTALONI
-0.1183,0.0164,0.1281,0.5772,-3.1367,11.7683,0.012,0.1096,0.539,0.9554,9.9012,0.0056,0.0747,0.4723,0.9531,15.3805,0.0137,0.1171,0.6026,0.9617,-0.0101,-0.0119,-0.0077,1.1886,0.7651,0.6437,1.169,1.7162,1.0943,1.468,0.9361,0.6376,1.3667,2.9453,1.1975,2.1551,0.8762,0.4066,-0.0379,-0.0456,-0.029,1.2022,0.7634,0.635,0.0116,0.0139,0.0089,1.1994,0.7684,0.6407,1.071,1.2221,0.9579,1.1411,0.8944,0.7838,0.0822,21.8076,0.3339,-0.0467,0.2104,0.5567,0.943,0.81,7.4334,0.0017,0.0417,0.1257,0.9832,6.3693,0.0024,0.0494,0.1506,0.9767,-0.5834,0.0011,0.033,0.6321,?,1.1671,-12.7421,-10.9181,0.8442,1.2627,1.4959,0.7126,1.5945,2.2376,1.1697,-11.6583,-9.9671,1.1619,0,0,0.8351,0.1989,0.2382,0.0524,14.3861,-0.9813,-0.2681,0.3189,?,?,?,?,?,SINISTRA_PANTALONI
-0.0111,1.0094,1.0047,15.5512,-0.7979,-12.3685,0.5693,0.7545,15.7699,?,9.9279,0.3754,0.6127,3.6892,0.6796,15.8944,0.8649,0.93,7.056,0.6452,0.0009,-0.0011,-0.0007,-1.2458,-0.7782,0.6246,1.3315,1.6399,1.0803,1.2316,0.8113,0.6588,1.773,2.6893,1.1671,1.5168,0.6583,0.434,0.4376,-0.882,-0.5379,-2.0154,-1.229,0.6098,0,0.7512,0.4349,0,0,0.5789,0.9861,4.2154,2.204,4.2746,2.235,0.5228,0.0839,22.6203,-0.3379,-0.2053,0.1213,-0.6792,-0.9392,0.8202,-1.4921,0.016,0.1264,2.0064,?,-9.6692,0.0004,0.0188,9.6905,?,0.6481,0.0142,0.1193,0.3574,0.5531,0.1543,-2.3022,-14.9188,6.7312,1.0593,0.1574,45.3092,1.1221,0.0248,0.207,-4.5371,-21.9134,1,0,0,0.207,5.6144,27.1167,0.0519,11.8094,-0.9368,0.5286,-0.1945,?,?,?,?,?,SINISTRA_PANTALONI
0.5296,4.4846,2.1177,8.8103,-0.5675,1.515,14.3335,3.786,12.6171,-0.2673,9.5868,16.1051,4.0131,16.369,0.1504,10.5028,19.0987,4.3702,16.4956,0.1623,0.3496,0.0552,0.0504,0.158,0.1442,0.9128,0.5594,0.5277,0.4846,0.9434,0.8663,0.9183,0.3129,0.2785,0.2348,0.89,0.7505,0.8433,1.1987,-1.1009,-0.9978,-0.9184,-0.8324,0.9064,0.5645,0.2917,0.2854,0.5168,0.5056,0.9784,0.6983,0.5382,0.5341,0.7708,0.7649,0.9923,0.0514,14.1758,-0.5041,0.046,0.017,0.4992,0.6205,0.9806,-2.3432,13.7775,3.7118,9.712,-10.9689,4.0728,12.9164,3.5939,10.6259,-0.5765,6.7118,2.3326,1.5273,4.7015,0.3985,-0.5753,-0.3491,0.6068,1.0328,2.4303,2.3532,1.0667,5.9065,5.5373,2.2905,-2.8576,-1.2476,0.1204,0.1038,0.8623,0.914,2.0657,2.2601,0.0433,14.796,0.9393,0.8443,0.942,?,?,?,?,?,SINISTRA_PANTALONI
-0.0558,0.4588,0.6774,6.3141,-0.5868,-13.0411,0.5643,0.7512,15.322,?,9.9099,0.3605,0.6004,5.2324,0.5798,16.3941,0.8947,0.9459,7.856,0.6048,0.0043,-0.0056,-0.0034,-1.316,-0.7955,0.6045,0.9017,1.1283,0.7161,1.2512,0.7942,0.6347,0.8131,1.273,0.5128,1.5655,0.6307,0.4029,0.1524,-0.3234,-0.1942,-2.1225,-1.2742,0.6003,0,0.3196,0.2002,0,0,0.6263,0.4121,1.2067,0.8037,2.9283,1.9504,0.666,0.0867,23.3283,0.3568,-0.3809,-0.3657,-0.8821,-0.9826,0.9518,0.9794,0.0206,0.1434,0.4949,0.6098,-9.748,0.0002,0.0134,9.7704,?,0.3872,0.0158,0.1258,0.4212,0.1604,-0.1005,2.5295,-25.1762,10.7163,1.1403,0.1064,114.8381,1.3003,0.0113,-0.0792,9.6143,-121.4504,0,2.5286,0,0.0507,1.1751,23.1988,0.0519,11.1146,0.9665,-0.4908,-0.2663,?,?,?,?,?,SINISTRA_PANTALONI
0.7196,4.4239,2.1033,9.258,-0.949,0.9535,6.7856,2.6049,18.8002,-0.1923,9.3446,4.4359,2.1061,13.0799,0.1519,9.9585,5.2223,2.2852,18.2387,0.1372,0.7546,0.077,0.0723,0.102,0.0957,0.9384,0.8074,0.9987,0.9204,1.2368,1.1399,0.9216,0.652,0.9973,0.8471,1.5297,1.2993,0.8494,1.4869,-1.9236,-1.5545,-1.2937,-1.0455,0.8082,0.3012,0.308,0.2247,1.0224,0.746,0.7296,0.4924,0.7078,0.5076,1.4373,1.0308,0.7172,0.0493,13.0643,-0.1383,-0.2062,-0.1143,0.1562,0.3279,0.9482,-4.2911,3.3665,1.8348,8.419,?,1.7028,7.9387,2.8176,9.6694,-1.314,7.7405,3.6282,1.9048,6.97,0.2396,-2.52,-0.5544,0.22,0.6512,0.9633,1.4792,0.4241,0.9279,2.1881,1.5333,-3.8335,-2.5002,0,0,0.4559,0.8707,1.2079,1.3873,0.0472,15.0638,0.8998,0.9051,0.9284,?,?,?,?,?,SINISTRA_PANTALONI
0.4493,0.4551,0.6746,3.518,-1.5142,-0.5158,3.2111,1.792,7.2071,-1.1954,9.5952,1.7032,1.3051,5.6219,0.5405,9.797,1.9236,1.3869,5.7494,0.5352,-0.8711,0.0468,0.0459,-0.0538,-0.0526,0.9794,0.3765,0.5169,0.4864,1.3731,1.292,0.941,0.1417,0.2672,0.2366,1.8854,1.6693,0.8854,0.5399,-0.3204,-0.3201,-0.5934,-0.5928,0.999,0.4263,0.1144,0.1131,0.2683,0.2654,0.9892,0.4881,0.6258,0.6119,1.282,1.2535,0.9778,0.1106,11.8326,-0.01,-0.1826,-0.2391,-0.513,-0.5248,0.9931,-2.7185,6.3652,2.5229,7.4766,-25.2192,1.4193,1.354,1.1636,3.8438,-0.4775,7.6677,1.8859,1.3733,4.3457,0.5272,-1.9154,-0.3545,0.1851,2.1682,1.8372,0.8473,4.7012,3.3752,0.7179,5.7893,-1.4841,-0.2563,0.1096,0.031,0.283,1.9451,1.7204,0.8845,0.0949,12.1144,0.9767,0.991,0.993,?,?,?,?,?,SINISTRA_PANTALONI
0.6901,1.2451,1.1158,4.6009,-0.516,2.958,11.762,3.4296,10.3489,-0.51,8.8796,3.7281,1.9308,8.4287,0.3525,10.0146,4.5167,2.1253,8.4012,0.3679,0.2333,0.0777,0.0689,0.3331,0.2954,0.8867,0.3254,0.5779,0.525,1.7762,1.6137,0.9085,0.1059,0.334,0.2757,3.155,2.6041,0.8254,0.448,-0.3413,-0.3202,-0.7618,-0.7148,0.9383,0.4428,0.2332,0.2283,0.5265,0.5157,0.9794,0.4446,0.5459,0.5476,1.2278,1.2318,1.0033,0.0938,13.7715,-0.477,-0.2082,-0.3603,0.0413,0.377,0.9307,-2.1783,5.1108,2.2607,6.5294,?,3.3694,7.0304,2.6515,9.0321,-0.8105,8.227,0.3119,0.5585,2.2073,0.745,-0.6465,-0.2648,0.4095,0.8526,4.0481,4.7479,0.727,16.3874,22.5426,1.6148,-1.0124,-0.627,0,0,0.5763,0.7229,2.9581,4.0919,0.0915,14.4652,0.9497,0.8172,0.9489,?,?,?,?,?,SINISTRA_PANTALONI
0.9567,3.9631,1.9907,7.4812,-0.2305,2.7348,10.8366,3.2919,10.9414,-0.8944,8.1324,6.6559,2.5799,11.2799,0.2172,9.3601,8.3754,2.894,12.0184,0.2105,0.3498,0.1176,0.1022,0.3363,0.2922,0.8688,0.6047,0.7716,0.6879,1.276,1.1375,0.8915,0.3657,0.5954,0.4732,1.6281,1.2939,0.7947,0.2713,-0.4476,-0.4374,-1.65,-1.6121,0.977,1.0526,0.4219,0.3994,0.4008,0.3794,0.9467,0.6837,0.6632,0.6225,0.97,0.9104,0.9386,0.0863,13.5755,-0.8345,0.4661,0.4923,-0.0128,-0.0417,0.9831,-0.9379,5.0141,2.2392,9.6913,-5.0321,4.5932,1.38,1.1747,6.4357,-0.1617,8.2154,0.3672,0.6059,3.0586,0.6419,-0.2042,-0.1142,0.5591,1.9062,3.6954,1.9387,3.6334,13.6562,3.7585,9.0257,-1.4743,-0.1633,0.29,0.1881,0.6485,1.5059,3.1686,2.1041,0.0946,14.1956,0.9271,0.8278,0.913,?,?,?,?,?,SINISTRA_PANTALONI
0.3575,6.849,2.6171,19.0168,-0.4589,-5.6024,21.9949,4.6899,22.8625,-3.136,9.632,6.1646,2.4829,16.5764,0.0689,12.1022,12.8345,3.5825,17.7273,0.2398,-0.0638,0.0371,0.0295,-0.5817,-0.4629,0.7959,0.558,1.054,0.7305,1.8889,1.3091,0.693,0.3114,1.111,0.5336,3.5679,1.7137,0.4803,0.3451,-4.8752,-1.0696,-14.1275,-3.0997,0.2194,2.3581,0.7322,0.559,0.3105,0.237,0.7634,0.8318,1.1472,1.0727,1.3792,1.2897,0.9351,0.0569,17.4745,-0.3111,0.3069,0.4667,-0.3966,-0.8249,0.7687,-7.395,3.2648,1.8069,9.4037,?,-5.5435,5.0945,2.2571,8.5106,?,1.1135,1.1535,1.074,3.4312,-0.0831,1.334,-6.641,-4.9783,0.8005,1.6824,2.1016,0.6409,2.8305,4.4167,1.1049,35.7238,32.3311,1,0,0,1.1049,2.7407,2.4804,0.0475,14.0642,-0.9981,0.0933,-0.1184,?,?,?,?,?,SINISTRA_PANTALONI
-0.3231,1.7379,1.3183,8.5005,-1.3251,4.6177,11.8424,3.4413,13.5046,-0.3896,9.841,5.8126,2.4109,11.7745,0.3225,11.4369,6.865,2.6201,13.0922,0.324,-0.07,-0.0328,-0.0283,0.4692,0.4038,0.8605,0.3831,0.5468,0.5031,1.4274,1.3134,0.9202,0.1468,0.299,0.2532,2.0374,1.725,0.8467,1.2794,-0.8643,-0.7721,-0.6755,-0.6035,0.8933,0.3762,0.2104,0.1888,0.5592,0.5018,0.8974,0.6294,0.7219,0.6493,1.1469,1.0315,0.8994,0.0582,15.9526,0.3677,-0.1728,-0.097,0.2135,0.5571,0.9044,3.6877,11.212,3.3484,9.9206,-0.107,2.9018,2.2153,1.4884,5.0282,0.0477,7.5779,3.2105,1.7918,8.0143,0.1368,1.2708,0.4866,0.3829,2.2497,1.8688,0.8307,5.0611,3.4923,0.69,-3.8042,-0.755,0.1985,1.6972,0.9653,0.5687,1.973,1.2379,0.6274,0.0477,14.5733,-0.5068,-0.8022,0.1527,?,?,?,?,?,SINISTRA_PANTALONI
