@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.1227,3.9098,1.9773,11.2332,-0.6187,1.074,6.9824,2.6424,15.3369,-0.6181,9.9942,19.1447,4.3755,21.117,-0.0386,10.7591,15.3315,3.9155,18.5117,0.1062,-0.1142,-0.0123,-0.0114,0.1075,0.0998,0.9289,0.7483,0.4519,0.505,0.6039,0.6749,1.1175,0.56,0.2042,0.255,0.3647,0.4554,1.2487,0.7328,5.4686,-1.9516,7.4624,-2.6631,-0.3569,0.7322,0.3413,0.3351,0.4662,0.4576,0.9817,0.7324,0.5319,0.6068,0.7263,0.8285,1.1407,0.035,13.8625,0.188,-0.4012,-0.3176,0.2132,0.1869,0.9772,2.7049,11.7989,3.4349,9.5792,0.0027,5.1525,6.9815,2.6422,8.7636,-0.2052,6.3901,2.6827,1.6379,6.2412,0.1877,0.525,0.4233,0.8063,1.3,2.0972,1.6132,1.69,4.3981,2.6024,-0.0172,0.0178,-1.0343,1.3208,1.25,0.9464,1.0931,1.5348,1.4042,0.0301,14.4043,-0.9824,-0.8276,0.8948,-0.2896,0.6452,0.8032,4.6506,-3.0709,-0.9457,1.689,1.2996,4.8802,-3.8171,0.4256,0.6758,0.8221,3.011,-0.2741,0.3062,-0.6805,-2.2222,0.6181,0.9771,1.5809,0.382,0.9547,2.4993,0.9072,5.4166,5.9708,1.1276,0.4834,0.4287,0.9529,1.5445,1.6208,0.0038,2.3631,0.4919,-0.1847,-0.7397,DESTRA_PANTALONI
0.3514,3.9202,1.98,12.9956,-1.0236,6.8153,22.8461,4.7798,22.3644,-0.4149,9.1127,5.1196,2.2627,12.1113,0.188,12.2959,10.3102,3.2109,17.3815,0.1872,0.0516,0.0386,0.0286,0.7479,0.5543,0.7411,0.4142,0.8751,0.6166,2.1125,1.4886,0.7047,0.1716,0.7657,0.3802,4.4625,2.2159,0.4966,1.0024,-2.3436,-1.6417,-2.338,-1.6378,0.7005,0.4063,0.4305,0.3003,1.0597,0.7391,0.6975,0.5811,1.073,0.7477,1.8466,1.2867,0.6968,0.0402,17.9423,-0.5746,0.0068,-0.3712,0.2131,0.6762,0.8162,2.1265,9.898,3.1461,9.393,-0.011,4.9929,5.629,2.3726,8.8804,-0.3543,7.0218,1.8722,1.3683,4.9751,0.3786,0.4259,0.3028,0.7111,1.326,2.2993,1.734,1.7584,5.2869,3.0067,0.0442,-0.0339,-0.7665,1.4168,1.1604,0.8191,1.0577,1.888,1.785,0.0314,14.4239,-0.9374,-0.8946,0.9345,-0.3178,0.6805,0.8249,4.0428,-3.0807,-0.8096,1.9135,1.3833,5.3897,-6.5937,0.3148,0.5548,0.7448,2.7483,-0.2535,0.3926,-1.0095,-2.5715,0.5963,1.1075,1.8572,0.3556,1.2266,3.4491,0.6522,5.4912,8.4199,1.3959,0.4519,0.3237,0.7501,1.471,1.9611,0.0033,2.0468,0.5485,-0.3507,-0.5969,DESTRA_PANTALONI
0.254,7.4065,2.7215,16.0474,-0.7268,8.0731,23.5018,4.8479,25.7999,-0.2753,9.5346,13.7291,3.7053,15.1703,0.0873,13.3225,23.2953,4.8265,21.1177,0.1014,0.0315,0.0266,0.0191,0.8467,0.606,0.7157,0.5614,0.7345,0.5639,1.3084,1.0044,0.7677,0.3151,0.5395,0.3179,1.7118,1.0089,0.5893,1.2129,-4.6554,-2.8352,-3.8384,-2.3376,0.609,0.4594,0.5591,0.3955,1.2172,0.8609,0.7073,0.622,1.0578,0.7599,1.7007,1.2217,0.7184,0.0438,19.7677,-0.531,-0.0206,-0.2421,0.4911,0.7999,0.8767,1.7195,10.5217,3.2437,10.226,-0.0714,5.8754,4.2096,2.0517,7.9771,-0.0863,6.5093,1.5865,1.2596,5.6232,0.2777,0.2927,0.2642,0.9026,1.581,2.5753,1.6289,2.4994,6.632,2.6534,1.0758,-0.3153,-0.2931,1.2997,1.2261,0.9433,1.2819,1.8185,1.4186,0.0314,14.404,-0.9229,-0.8958,0.8825,-0.0758,0.7594,0.8715,4.3237,-1.4304,-0.8863,1.4099,1.1874,5.1259,-8.2023,0.6116,1.8423,1.3573,5.5008,-0.4439,0.0855,-0.1239,-1.4492,0.7339,0.642,0.8748,0.5386,0.4122,0.7653,0.557,1.5047,2.7015,3.1938,0.467,0.1462,0.8435,0.786,0.9318,0.0038,2.7043,0.2271,0.0092,-0.7723,DESTRA_PANTALONI
0.2293,10.2084,3.1951,25.0521,-0.345,2.9693,17.0996,4.1352,24.2033,-0.4935,9.8388,20.5691,4.5353,28.0127,0.0431,11.3729,24.2054,4.9199,32.2834,0.0918,0.0772,0.0233,0.0202,0.3018,0.2611,0.8651,0.7727,0.7045,0.6494,0.9118,0.8405,0.9218,0.597,0.4963,0.4217,0.8313,0.7064,0.8498,0.8035,-5.0959,-1.97,-6.3419,-2.4516,0.3866,1.1493,0.6363,0.524,0.5536,0.4559,0.8236,1.0351,0.8943,0.776,0.864,0.7497,0.8677,0.0714,15.9474,0.444,0.2521,0.3247,-0.1039,0.156,0.9203,1.1271,8.5982,2.9323,10.236,-0.347,2.2233,1.4873,1.2195,6.3013,0.0959,8.7597,3.1404,1.7721,6.6579,0.3182,0.507,0.1287,0.2538,2.4044,1.6547,0.6882,5.7812,2.7379,0.4736,-3.9468,-0.8485,0.215,1.0904,0.7782,0.7137,1.6244,1.5374,0.9464,0.0632,12.8235,0.6957,-0.9117,-0.8404,0.2789,1.7395,1.3189,5.3561,-0.4124,-0.6215,5.2606,2.2936,11.1813,-3.4021,-0.23,1.4384,1.1993,5.7666,-2.153,-0.4487,-1.2125,2.702,0.575,1.0997,1.9124,0.3307,1.2093,3.6574,0.181,0.3971,2.1945,1.493,2.0735,1.3888,0.479,0.9288,1.939,0.005,3.1465,-0.1928,-0.4934,0.4353,DESTRA_PANTALONI
-0.1292,0.5156,0.7181,3.5885,-1.2743,3.989,1.7441,1.3206,7.4112,0.04,9.5291,3.5942,1.8958,10.2165,0.337,10.4258,3.8898,1.9723,10.2453,0.3865,-0.0324,-0.0136,-0.0124,0.4186,0.3826,0.914,0.5437,0.3788,0.3641,0.6966,0.6696,0.9613,0.2956,0.1435,0.1326,0.4853,0.4484,0.924,-6.516,-0.3872,-0.3115,0.0594,0.0478,0.8045,0.2044,0.1024,0.0945,0.501,0.4622,0.9227,0.4842,0.3512,0.3503,0.7254,0.7234,0.9972,0.0789,14.0865,-0.3363,0.4673,0.3208,0.381,0.5737,0.9735,1.7046,3.268,1.8078,6.0684,-0.0127,2.4647,0.1044,0.3232,0.9922,0.6561,8.3302,0.7627,0.8733,3.9707,0.6004,0.6916,0.2046,0.2959,5.594,2.07,0.37,31.2925,4.2849,0.1369,-0.0402,-0.0128,0.3173,2.0772,0.6031,0.2903,6.1161,1.5283,0.2499,0.0676,12.5141,-0.9122,-0.8181,0.7442,0.282,0.3198,0.5655,2.5155,-0.4141,-0.9247,1.0557,1.0275,4.2516,-6.4839,0.7098,0.3942,0.6278,2.3616,-0.1772,-0.305,0.3973,-1.3027,0.5504,0.9007,1.6365,0.3029,0.8112,2.6781,0.2,2.0722,10.3608,3.1312,0.8867,0.2832,0.5917,1.0652,1.8003,0.0092,2.241,-0.6557,0.7828,-0.5988,DESTRA_PANTALONI
0.2438,0.3324,0.5765,2.7131,-0.4358,10.1121,8.9841,2.9973,12.4584,0.2921,9.1369,7.6111,2.7588,11.5531,0.3101,13.6428,16.5972,4.074,16.9594,0.3021,0.0241,0.0267,0.0179,1.1067,0.7412,0.6697,0.1923,0.209,0.1415,1.0865,0.7357,0.6772,0.037,0.0437,0.02,1.1804,0.5413,0.4586,-0.1602,-0.1585,-0.1122,0.9897,0.7002,0.7075,0.1074,0.1128,0.0778,1.0509,0.7242,0.6892,0.2178,0.2348,0.16,1.0784,0.7346,0.6812,0.0903,19.7137,0.4771,0.4063,0.4481,0.9922,0.9985,0.9976,-5.6306,0.0326,0.1807,5.9308,?,7.8455,0.0248,0.1576,0.5809,0.9286,1.6887,0.0715,0.2674,0.8377,0.6039,-0.7177,-3.3343,4.6459,1.1467,0.6756,0.5892,1.3148,0.4565,0.3472,-0.7847,-4.6433,5.9176,0,0,3.8485,10.209,7.0802,0.6935,0.0649,15.1648,0.9357,-0.3002,-0.616,0.021,0.0442,0.2101,0.8324,-0.8956,-0.0283,0.0529,0.23,0.9337,-1.5245,-0.0874,0.0334,0.1829,0.7877,-1.0302,-0.7416,-0.2401,0.3238,0.9138,1.1489,1.2573,0.835,1.32,1.5809,0.6975,0.984,1.4107,1.1873,1.1319,0.9533,0.8916,1.0568,1.1854,0.0006,0.5179,-0.1733,-0.0857,-0.123,DESTRA_PANTALONI
-0.4177,1.847,1.359,5.6958,-1.6171,-8.1775,3.0644,1.7505,15.3738,?,10.0798,3.0292,1.7405,7.6452,0.5093,13.0863,5.3376,2.3103,10.8956,0.4747,0.0511,-0.0414,-0.0319,-0.8113,-0.6249,0.7703,0.7763,0.7808,0.5882,1.0058,0.7577,0.7533,0.6027,0.6097,0.346,1.0116,0.5741,0.5675,0.2289,-0.4435,-0.3574,-1.9373,-1.5613,0.8059,0,0.1397,0.1049,0,0,0.7512,0.3705,0.745,0.5228,2.0109,1.411,0.7017,0.086,19.4592,0.5449,-0.1682,-0.3774,-0.7181,-0.9157,0.936,7.0284,0.357,0.5975,2.1745,0.7399,-6.7662,0.456,0.6753,7.6126,?,0.3883,0.092,0.3034,1.5744,-0.1916,-1.0387,18.1004,-17.4252,0.8849,1.9697,2.226,0.783,3.8797,4.955,-0.8125,-24.4347,30.0745,0,6.3267,0,0.2856,1.3812,4.8351,0.0647,14.2113,0.9912,0.2951,0.3788,-0.3369,1.0622,1.0306,4.1888,-2.4626,0.2923,0.9512,0.9753,4.8432,-0.4796,-0.3035,0.4194,0.6476,2.3161,-1.3827,-1.1527,1.11,-0.963,1.0567,1.5914,1.5059,1.1167,2.5325,2.2678,1.8975,2.2165,1.1681,0.3696,1.2445,3.3673,0.8649,1.8086,2.0911,0.0036,2.1752,-0.9245,0.4404,-0.3521,DESTRA_PANTALONI
0.7191,3.4425,1.8554,8.9758,-0.7671,-0.0685,28.7132,5.3585,30.5656,-0.9001,9.8869,14.9398,3.8652,22.8646,0.1138,11.2498,18.8109,4.3372,26.9616,0.1144,-10.4901,0.0727,0.0639,-0.0069,-0.0061,0.8789,0.3463,0.48,0.4278,1.3863,1.2355,0.8912,0.1199,0.2304,0.183,1.9219,1.5264,0.7942,0.2691,-1.3265,-1.119,-4.9294,-4.1582,0.8436,0.3158,0.1969,0.1668,0.6235,0.5284,0.8475,0.2937,0.3926,0.3329,1.3368,1.1337,0.848,0.0354,15.7137,-0.5481,0.0981,0.2254,-0.3546,-0.3396,0.9474,7.1034,4.24,2.0591,8.9268,0.0565,1.8417,12.8883,3.59,11.4372,-0.3307,2.6404,18.2026,4.2665,12.7503,-0.4445,3.8571,2.6903,0.6975,0.5736,0.4826,0.8415,0.329,0.2329,0.708,-0.188,-0.1362,0.7244,1.1008,1.0718,0.9737,0.7805,0.7001,0.897,0.0279,14.8012,-0.3966,-0.2538,-0.7191,-0.5426,1.1818,1.0871,5.9334,-1.6032,-1.0853,2.8857,1.6987,7.0132,-1.7259,-0.1474,5.9122,2.4315,9.4998,-0.6681,0.4999,3.6803,7.3616,0.6399,0.4471,0.6986,0.4095,0.1999,0.4881,0.8229,0.9604,1.167,0.8859,0.4002,0.4518,0.846,0.6246,0.7383,0.0044,4.6965,-0.1748,0.242,-0.0982,SINISTRA_PANTALONI
-0.3164,0.1563,0.3953,1.4569,-3.0624,11.2859,1.4221,1.1925,5.9815,0.5951,9.7298,0.9495,0.9744,5.0524,0.6096,14.9104,2.348,1.5323,7.8028,0.6028,-0.028,-0.0325,-0.0212,1.1599,0.7569,0.6526,0.3315,0.4057,0.258,1.2238,0.7782,0.6359,0.1099,0.1646,0.0666,1.4977,0.6056,0.4044,-0.1249,-0.1392,-0.0927,1.1147,0.7425,0.6661,0.0243,0.0277,0.0183,1.1417,0.7521,0.6587,0.2436,0.2884,0.1867,1.1839,0.7666,0.6475,0.0538,21.3833,-0.0897,-0.2287,-0.1554,0.9799,0.9961,0.9937,7.3633,0.0036,0.0602,0.2574,0.9655,6.3643,0.0044,0.0661,0.2741,0.9582,-1.1953,0.0109,0.1046,1.342,?,1.157,-6.1604,-5.3246,0.9098,0.5752,0.6322,0.8277,0.3308,0.3997,1.1461,-5.3593,-4.6763,1.1374,0,0,0.9391,0.1918,0.2042,0.0354,14.9229,-0.9575,0.3006,-0.0212,-0.0886,0.0308,0.1756,0.799,-2.0414,-0.0553,0.0275,0.1658,0.8278,-1.9272,0.0282,0.0121,0.1101,0.6483,-1.3186,1.6035,-3.1436,-1.9605,1.059,1.5948,1.506,1.1214,2.5434,2.268,0.984,1.4544,1.4781,0.9289,0.9394,1.0113,0.9652,1.2323,1.2768,0.0004,0.386,0.7868,-0.3312,-0.3222,SINISTRA_PANTALONI
0.2111,4.1717,2.0425,11.3379,-0.6279,3.5748,47.4842,6.8909,33.9986,-0.1934,10.574,23.9536,4.8942,26.2409,-0.0641,12.7052,38.8216,6.2307,30.8063,0.0851,0.0591,0.02,0.0166,0.3381,0.2814,0.8323,0.2964,0.4173,0.3278,1.408,1.106,0.7855,0.0879,0.1742,0.1075,1.9823,1.2231,0.617,0.7936,2.7673,-1.5254,3.4869,-1.9221,-0.5512,0.2445,0.2824,0.2068,1.1552,0.846,0.7323,0.3335,0.4321,0.368,1.2956,1.1036,0.8518,0.04,17.4806,-0.0824,-0.1569,-0.1455,0.2266,0.6385,0.8509,7.3651,3.2715,1.8087,6.9137,0.2612,3.246,14.8018,3.8473,12.5618,-0.3234,2.0615,9.099,3.0165,9.2661,-0.2391,2.269,3.5726,1.5745,0.4701,0.5996,1.2754,0.221,0.3595,1.6268,-0.7963,-1.3674,1.7172,0.9859,1.2514,1.2693,0.5504,0.7461,1.3557,0.0298,14.1843,-0.4934,0.1583,-0.914,-0.1698,1.1421,1.0687,6.6298,-0.8463,-0.3798,2.6503,1.628,8.0643,-1.7073,-0.7731,2.9869,1.7283,8.8985,-0.7048,0.4471,0.2197,0.4913,0.6565,0.6184,0.942,0.4309,0.3824,0.8873,0.5975,0.826,1.3824,1.2055,0.688,0.5707,0.8221,0.745,0.9063,0.0031,3.646,-0.4427,0.0009,0.213,SINISTRA_PANTALONI
