@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.2278,0.0697,0.264,2.6298,-0.8157,0.1684,0.1807,0.4251,4.077,-1.0794,0.2002,0.1757,0.4192,1.7117,-0.3822,0.5555,0.2378,0.4877,2.3495,0.0385,-1.3527,-1.1377,-0.41,0.841,0.3031,0.3604,0.6211,0.6298,0.5414,1.014,0.8716,0.8596,0.3858,0.3967,0.2931,1.0282,0.7597,0.7389,0.5583,2.4963,-12.5437,4.4716,-22.4692,-5.0248,0.7387,1.1695,0.5927,1.5832,0.8023,0.5068,0.645,1.5364,1.1193,2.3818,1.7352,0.7285,0.0035,0.8636,0.5318,-0.4422,-0.1149,0.044,0.1987,0.4793,-0.4857,0,0.0016,0.489,?,-0.1369,0,0.006,0.1482,?,0.0411,0,0.0046,0.0171,0.6386,3.5464,-11.8086,-3.3297,0.2674,0.3477,1.3002,0.0715,0.1209,1.6905,3.2996,-16.1786,-4.9033,1,0,0,3.2996,28.5927,8.6656,0.0051,0.6638,-0.9928,0.9756,-0.9682,0,0,0,0,0,PANTALONI
2.7716,14.1041,3.7555,24.8411,-0.1818,-2.2171,2.8065,1.6752,6.8656,-3.8163,-1.5231,9.2,3.0332,19.6386,-0.9872,5.5446,10.2852,3.2071,21.0635,0.0977,-1.2501,-1.8197,0.4999,1.4557,-0.3999,-0.2747,2.2418,1.2382,1.171,0.5523,0.5224,0.9458,5.0256,1.5331,1.3713,0.305,0.2729,0.8945,0.7025,0.3917,-1.6764,0.5576,-2.3864,-4.2797,14.7453,2.127,0.9005,0.1442,0.0611,0.4234,3.6182,1.2649,1.1793,0.3496,0.3259,0.9324,0.0407,8.0629,0.2559,0.3408,0.7517,-0.2944,-0.0865,0.1669,-0.0414,0.0032,0.0568,0.2054,-1.5124,-0.3836,0.009,0.0949,0.7011,?,-0.3052,0.0301,0.1735,0.6148,?,0.1079,0.1356,1.2568,0.598,0.3271,0.547,0.3576,0.107,0.2992,0.1763,0.2011,1.1403,0,0,1,0.2929,0.334,1.1403,0.0052,0.7485,-0.4174,-0.3053,-0.6882,3.5684,16.919,4.1133,9,0,PANTALONI
0.0194,0.0697,0.2639,2.6784,-1.4569,0.0002,0.1587,0.3984,3.9484,-1.2108,0.0368,0.0055,0.0743,0.5652,-0.6779,0.227,0.1841,0.4291,2.6743,0.0069,78.0758,0.5281,0.0856,0.0068,0.0011,0.1621,0.6625,3.5544,0.6151,5.3655,0.9285,0.1731,0.4388,12.6338,0.3783,28.7887,0.8621,0.0299,0.7345,6.9557,-85.896,9.4705,-116.9508,-12.349,0.6104,3.2364,0.4048,5.3021,0.6632,0.1251,0.6783,4.7391,1.0015,6.9862,1.4764,0.2113,0.0004,0.339,0.928,0.564,-0.0565,0.4164,0.06,-0.0207,0.4025,0,0.0012,0.0034,0.9917,-0.6209,0,0.0013,0.6234,?,0.1275,0,0.0018,0.006,0.9537,-0.6483,3.1572,-4.8698,0.9389,0.6668,0.7103,0.8815,0.4447,0.5045,-0.6427,3.2358,-5.0347,0,3.1117,0,0.0054,0.5575,103.6237,0.0079,1.1509,1.0313,0.9767,0.9945,0,0,0,0,0,PANTALONI
2.8129,10.8907,3.3001,19.2553,-0.1913,-3.6528,3.9432,1.9857,7.4968,-5.2514,-0.924,2.2149,1.4882,5.2846,-1.5391,5.6302,7.458,2.7309,15.9489,0.0382,-0.7701,-3.0443,0.4996,3.9533,-0.6488,-0.1641,1.6619,2.2175,1.2084,1.3343,0.7271,0.545,2.7619,4.9171,1.4603,1.7803,0.5287,0.297,0.491,0.9653,-4.8792,1.966,-9.9371,-5.0545,13.478,7.7658,0.9747,0.5762,0.0723,0.1255,2.5685,3.6437,1.2073,1.4186,0.4701,0.3313,0.049,8.599,-0.461,0.0987,0.8656,0.0489,-0.6624,0.0618,0.0209,0.0046,0.0678,0.1959,-0.4873,-0.3608,0.0004,0.02,0.3992,?,0.4176,0.068,0.2607,0.8523,-0.1401,-0.0581,0.0502,-0.8641,3.388,0.26,0.0767,11.4787,0.0676,0.0059,0.1608,0.6129,3.8122,0,0.1761,0,0.4906,0.2298,0.4684,0.0058,0.8511,0.4405,-0.4686,-0.8318,12.3542,56.9163,7.5443,18,0,PANTALONI
0.0272,0.0132,0.1149,0.8185,-2.5186,-0.0429,0.0302,0.1738,1.7079,-0.7357,0.0406,0.0074,0.0863,0.4956,-0.9655,0.1708,0.0259,0.1609,0.9868,0.0241,-0.6331,0.6685,0.159,-1.056,-0.2511,0.2378,0.6614,1.3319,0.7142,2.0137,1.0798,0.5362,0.4375,1.7739,0.5101,4.0548,1.1659,0.2875,0.8093,2.4063,-24.0448,2.9734,-29.7123,-9.9927,0.2364,0.9224,0.23,3.9019,0.9731,0.2494,0.4792,1.6513,0.8294,3.4458,1.7308,0.5023,0.0007,0.2576,0.5119,-0.1441,-0.2762,0.2257,0.1404,-0.0408,-0.1475,0,0.0019,0.1525,?,-0.7312,0,0.0004,0.7318,?,-0.4746,0,0.0007,0.4764,?,0.2017,0.3107,1.5407,4.7458,2.7067,0.5703,22.5228,7.326,0.3253,0.2084,0.3202,1.5361,1,1,1,0.2084,0.3202,1.5361,0.0092,1.3533,-0.8687,-0.3378,0.5344,0,0,0,0,0,PANTALONI
0.0158,0.0025,0.0499,0.2664,-0.748,-0.0235,0.0019,0.0441,0.258,-1.6929,0.0404,0.0037,0.0606,0.3176,-0.6509,0.0946,0.0016,0.0399,0.1915,0.0687,-0.6728,0.391,0.1669,-0.5812,-0.2481,0.4268,1.1316,0.8226,1.2506,0.7269,1.1051,1.5203,1.2806,0.6766,1.5639,0.5284,1.2213,2.3114,0.7027,0.9103,-8.0708,1.2953,-11.4852,-8.8665,1.5905,0.7921,0.7411,0.498,0.4659,0.9355,1.0324,0.8387,1.3909,0.8124,1.3472,1.6584,0.0005,0.1417,-0.2009,0.1109,0.2823,-0.2887,-0.4071,0.5477,-0.6196,0,0.0009,0.6212,?,-0.3653,0,0.0003,0.3659,?,-0.693,0,0.0005,0.6937,?,1.6961,0.8941,0.5271,2.6598,1.6511,0.6208,7.0743,2.7261,0.3853,1.6977,0.8955,0.5275,1,1,1,1.6977,0.8955,0.5275,0.0105,1.678,-0.9305,-1.1552,0.6469,0,0,0,0,0,PANTALONI
-3.8911,1.1434,1.0693,6.4313,?,-0.3258,1.2706,1.1272,4.0588,-1.2376,-3.6659,2.6997,1.6431,7.9718,?,5.6585,1.7811,1.3346,6.1447,0.3033,11.9446,1.0614,-0.6877,0.0889,-0.0576,-0.6479,0.9486,0.6508,0.8012,0.686,0.8446,1.2312,0.8999,0.4235,0.642,0.4706,0.7134,1.5158,2.8648,0.8067,-2.4041,0.2816,-0.8392,-2.98,0,1,0,0,0.2057,0,1.5845,0.8067,1.0466,0.5091,0.6605,1.2974,0.1217,8.509,-0.4213,-0.0841,-0.4998,-0.2155,0.4314,-0.7951,0.4628,0.0283,0.1683,0.5309,0.253,0.1918,0.0212,0.1456,0.4143,-0.0538,-0.5973,0.0022,0.0466,0.664,?,2.4128,-0.7747,-0.3211,1.1562,3.6083,3.1208,1.3368,13.0196,9.7394,-8.5079,-0.2709,0.0318,1.8077,0,0,1.2814,0.7996,0.624,0.0177,1.2547,0.9817,0.9814,0.9787,2.2273,4.7665,2.1832,6,0,PANTALONI
-2.943,50.737,7.123,48.007,-2.2194,0.1513,2.5844,1.6076,7.494,-1.4164,-0.6719,19.1309,4.3739,36.7579,-0.6006,5.8442,47.433,6.8872,35.3063,0.0153,-19.4529,4.3801,-0.5036,-0.2252,0.0259,-0.115,4.4308,1.6285,1.0342,0.3675,0.2334,0.6351,19.6323,2.6521,1.0697,0.1351,0.0545,0.4033,7.5342,2.3995,-60.4095,0.3185,-8.018,-25.1755,4.8082,0.6493,0.4159,0.135,0.0865,0.6405,6.4061,1.306,1.3597,0.2039,0.2123,1.0411,0.0315,8.2728,0.0592,0.683,-0.624,0.1861,0.0438,-0.1019,0.432,0.6953,0.8338,1.9242,-0.9951,-0.1286,0.0796,0.2821,0.7657,-0.9976,0.0835,0.0069,0.083,0.3242,-0.3019,-3.3593,5.1765,-1.5409,2.9554,10.0479,3.3998,8.7346,100.96,11.5587,2.5099,12.767,5.0866,2.5161,3.873,1.5393,2.513,5.9353,2.3618,0.0048,1.334,-0.9884,-0.0456,0.0515,0.8438,0.1318,0.3631,1,0,PANTALONI
0.0227,0.0165,0.1284,0.628,-1.2163,-0.0128,0.0056,0.0745,0.3549,-0.739,-0.0247,0.0155,0.1244,0.5584,-1.7581,0.1842,0.0049,0.0697,0.3623,0.0289,-1.7652,-0.9171,0.1231,0.5196,-0.0697,-0.1342,1.7227,1.032,1.8422,0.5991,1.0693,1.785,2.9677,1.0651,3.3936,0.3589,1.1435,3.1863,2.2852,0.9682,-31.9566,0.4237,-13.9842,-33.0074,1.3885,1.3995,0.7595,1.0079,0.547,0.5427,1.7696,1.1245,1.7335,0.6355,0.9796,1.5415,0.0004,0.2756,-0.0964,-0.2675,0.138,0.1912,0.1812,-0.2621,0.617,0,0.0006,0.0022,0.9965,0.3617,0,0.0011,0.0035,0.9904,0.6542,0,0.0008,0.0038,0.9942,1.7056,0.9431,0.553,0.5377,0.7322,1.3619,0.2891,0.5361,1.8547,1.7109,0.9447,0.5521,1.7005,0.9425,0.5543,0.6233,0.576,0.9241,0.0103,1.6329,0.0672,-0.549,-0.0328,1,0,0,0,1,PANTALONI
0.0036,0.0076,0.0872,0.3717,-0.7084,-0.0077,0.0041,0.0643,0.282,-1.3249,-0.0154,0.003,0.0549,0.3001,-1.2177,0.1125,0.0024,0.0491,0.217,0.072,-0.4707,-0.2368,0.0324,0.5031,-0.0689,-0.1369,1.3563,1.5895,1.7756,1.1719,1.3091,1.1171,1.8396,2.5264,3.1526,1.3733,1.7138,1.2479,0.9593,0.9355,-9.1506,0.9752,-9.5387,-9.7811,1.794,1.608,0.9305,0.8963,0.5187,0.5787,1.3184,1.2388,1.7131,0.9396,1.2995,1.3829,0.0002,0.1699,0.0187,-0.1121,0.2699,-0.242,-0.1448,0.0178,0.632,0,0.0008,0.003,0.9953,0.3573,0,0.001,0.0032,0.9911,0.6743,0,0.0005,0.0019,0.9972,1.769,0.9373,0.5298,0.7974,1.6924,2.1223,0.6359,2.8641,4.5042,1.7749,0.9367,0.5277,1.7673,0.9385,0.531,0.9231,1.5905,1.723,0.0104,1.6636,-0.9308,-0.6585,0.3792,?,?,?,?,?,PANTALONI
0.1616,9.4831,3.0795,15.0988,-0.8162,0.4938,5.5755,2.3612,10.2733,-0.6969,-0.1173,3.6407,1.9081,12.1668,-1.7438,3.8566,4.1098,2.0273,8.9078,0.1254,0.3272,-1.3774,0.0419,-4.2095,0.128,-0.0304,1.3042,1.6139,1.519,1.2375,1.1647,0.9412,1.7009,2.6048,2.3074,1.5314,1.3566,0.8859,1.6082,0.8775,-5.312,0.5457,-3.303,-6.0533,1.3732,1.8748,0.8162,1.3653,0.5944,0.4354,1.4697,1.241,1.695,0.8444,1.1533,1.3659,0.0055,5.5793,0.2628,0.0101,0.3881,0.3468,0.2292,-0.0442,-0.5376,0.0005,0.0217,0.5791,?,0.3863,0.0003,0.0164,0.0654,0.8403,0.0771,0.0007,0.0259,0.1146,0.0249,-1.3919,-6.9736,5.0103,1.3185,0.8362,0.6342,1.7383,0.6993,0.4023,-1.6836,-197.7407,117.4504,0,0,3.4835,8.8596,5.0543,0.5705,0.0069,1.001,0.2987,0.534,0.1589,0,0,0,0,0,PANTALONI
3.4612,10.7138,3.2732,13.802,-0.2351,0.7286,5.3092,2.3042,10.304,-1.0847,-1.4831,15.5218,3.9398,16.7151,-1.148,6.3218,6.2903,2.5081,10.1589,0.1551,4.7502,-2.3338,0.5475,-0.4913,0.1153,-0.2346,1.4205,0.8308,1.3051,0.5849,0.9187,1.5708,2.018,0.6902,1.7032,0.3421,0.844,2.4676,0.4901,0.2941,-1.4094,0.6001,-2.8758,-4.7919,2.2608,1.436,0.9294,0.6352,0.4111,0.6472,1.3395,0.8257,1.3586,0.6164,1.0143,1.6454,0.0412,9.1113,0.1819,0.3659,0.7091,0.2773,-0.1418,-0.0441,0.4907,0.0056,0.0749,0.2282,0.5996,-0.176,0.0149,0.1219,0.4469,-2.551,0.3238,0.0249,0.1578,0.5023,0.1167,-2.7882,1.5157,-0.5436,0.6143,0.4746,0.7726,0.3774,0.2253,0.5969,-1.0645,5.1483,-4.8364,4.5285,1.0022,0.2213,0.5106,0.4543,0.8898,0.0066,1.0075,0.5427,0.9562,0.7544,0,0,0,0,0,PANTALONI
4.6077,19.0428,4.3638,20.9724,-0.1534,0.4686,17.7744,4.216,17.0591,-0.4802,-0.931,18.0321,4.2464,24.3522,-2.0642,7.8857,14.982,3.8707,17.3852,0.1364,9.8319,-4.9491,0.5843,-0.5034,0.0594,-0.1181,1.0351,1.0276,1.1274,0.9928,1.0892,1.0971,1.0714,1.0561,1.271,0.9857,1.1864,1.2036,0.5039,0.17,-1.0161,0.3373,-2.0163,-5.9768,1.5778,2.288,0.9033,1.4502,0.5725,0.3948,1.2294,0.8612,1.2063,0.7005,0.9812,1.4007,0.0508,11.5698,-0.1481,0.267,0.5772,-0.2028,0.4262,-0.2446,0.2778,0.0128,0.1129,0.463,0.2698,-0.1161,0.0056,0.0749,0.3023,-2.4113,0.5634,0.0353,0.1879,0.6497,0.1446,-2.3923,0.493,-0.2061,1.5078,0.601,0.3986,2.2734,0.3612,0.1589,-0.8007,1.5581,-1.9458,7.1567,0.8349,0.1167,1.532,0.7127,0.4652,0.0069,0.9679,0.9199,0.5422,0.5124,0,0,0,0,0,PANTALONI
-0.3809,2.2724,1.5074,6.3074,-1.5432,0.1296,3.9953,1.9988,8.8616,-0.543,-1.1094,6.5696,2.5631,11.3115,-1.298,3.4554,2.2899,1.5132,6.5362,0.1427,-2.9389,0.3434,-0.1102,-0.1168,0.0375,-0.321,0.7542,0.5881,0.9962,0.7798,1.3209,1.6938,0.5688,0.3459,0.9923,0.6081,1.7447,2.869,1.2274,0.599,-3.5193,0.4881,-2.8673,-5.875,0.4318,0.5039,0.3253,1.1668,0.7533,0.6456,0.7118,0.5576,0.965,0.7834,1.3558,1.7306,0.0127,5.2013,0.1348,0.4059,-0.1743,-0.2406,0.4055,-0.5587,0.5506,0.0025,0.0496,0.1359,0.7867,0.1783,0.0007,0.0273,0.0914,0.628,0.5973,0.0018,0.0425,0.1244,0.8052,3.089,0.9219,0.2984,1.8179,1.166,0.6414,3.3047,1.3595,0.4114,3.2476,0.9748,0.3001,2.5925,0.9977,0.3848,1.4865,1.0923,0.7348,0.0089,1.3262,0.8408,-0.9814,-0.8906,0,0,0,0,0,PANTALONI
-0.0061,0.0074,0.0858,0.4033,-0.7545,-0.001,0.0062,0.0787,0.3768,-1.5485,-0.0097,0.0044,0.0667,0.3452,-0.9612,0.1236,0.0029,0.0534,0.2685,0.0822,6.282,0.6262,-0.049,0.0997,-0.0078,-0.0783,1.0907,1.2875,1.6061,1.1805,1.4726,1.2474,1.1896,1.6577,2.5794,1.3935,2.1684,1.556,0.7575,1.0251,-7.2112,1.3533,-9.5201,-7.035,1.5546,1.306,0.7856,0.8401,0.5053,0.6015,1.0703,1.1683,1.5018,1.0916,1.4032,1.2854,0.0001,0.1829,-0.2625,-0.0791,0.3098,-0.2016,-0.2111,0.0329,0.6626,0,0.0005,0.0021,0.9969,-0.0626,0,0.0025,0.0683,?,0.6455,0,0.0013,0.0043,0.9934,-10.5915,1.0265,-0.0969,0.2047,0.4006,1.9569,0.0419,0.1605,3.8295,-9.6772,1.0283,-0.1063,0,1.0247,0,0.03,0.482,16.0599,0.0104,1.3706,0.1463,-0.0898,0.9685,0,0,0,0,0,PANTALONI
0.0151,0.01,0.1001,0.4763,-0.7426,0.0036,0.0093,0.0962,0.4285,-0.716,0.0338,0.0106,0.1028,0.4524,-0.9308,0.1637,0.0044,0.0666,0.314,0.0864,4.224,0.4464,0.0921,0.1057,0.0218,0.2064,1.0406,0.9743,1.5042,0.9363,1.4456,1.544,1.0828,0.9492,2.2628,0.8766,2.0897,2.3839,1.1352,0.9308,-6.8377,0.8199,-6.0232,-7.3458,1.0946,1.1667,0.7953,1.0658,0.7266,0.6817,1.1116,1.053,1.5169,0.9473,1.3647,1.4406,0.0004,0.2496,-0.3852,0.1153,-0.0363,-0.646,0.0479,0.1162,0.6941,0,0.0014,0.0048,0.9931,-0.0882,0,0.001,0.0904,?,0.5985,0,0.0025,0.0081,0.9866,-7.8679,1.1598,-0.1474,1.4272,0.544,0.3812,2.0369,0.296,0.1453,-7.6462,1.1602,-0.1517,0,1.1526,0,0.0532,0.5939,11.1607,0.0097,1.3808,-0.6449,-1.0091,0.7246,0,0,0,0,0,PANTALONI
0.0531,0.0299,0.173,0.8353,-0.9046,-0.0777,0.0178,0.1333,0.5693,-2.4209,0.0152,0.013,0.1138,0.7333,-1.907,0.2262,0.0186,0.1363,0.49,0.0672,-0.6834,3.5048,0.2349,-5.1283,-0.3436,0.067,1.2977,1.5195,1.2689,1.1709,0.9778,0.8351,1.684,2.3088,1.6102,1.371,0.9562,0.6974,0.9847,0.8247,-11.2381,0.8375,-11.4132,-13.6276,2.6353,1.7386,0.8349,0.6597,0.3168,0.4802,1.4672,1.139,1.7046,0.7764,1.1619,1.4966,0.001,0.3356,-0.4606,0.0088,0.4011,-0.1061,-0.335,0.0188,0.6866,0,0.001,0.0035,0.995,-0.0784,0,0.0015,0.081,?,0.562,0,0.0036,0.0114,0.9799,-8.7606,1.2216,-0.1394,0.679,0.2806,0.4133,0.4611,0.0787,0.1708,-8.4662,1.235,-0.1459,0,1.2162,0,0.0427,0.3028,7.0948,0.0096,1.3269,0.0253,-0.9604,0.1864,0,0,0,0,0,PANTALONI
-0.0062,0.0145,0.1206,0.4961,-1.1077,0.0705,0.0185,0.1362,0.6505,-0.6158,-0.0298,0.0066,0.0813,0.4054,-1.9803,0.1878,0.0103,0.1015,0.4365,0.0712,-0.0878,0.208,-0.033,-2.3687,0.3754,-0.1585,0.8854,1.484,1.1876,1.676,1.3412,0.8002,0.784,2.2022,1.4103,2.8091,1.7989,0.6404,1.0515,0.9679,-7.7953,0.9205,-7.4132,-8.0538,0.5846,1.7303,0.5008,2.9599,0.8567,0.2894,0.7625,1.2237,1.1364,1.6048,1.4902,0.9286,0.0008,0.2778,-0.1066,-0.1374,-0.06,-0.5761,0.6692,-0.4915,0.6943,0,0.0011,0.0034,0.9952,-0.146,0,0.003,0.1485,?,0.5667,0,0.0027,0.0116,0.9798,-4.7551,1.2251,-0.2576,0.3643,0.4148,1.1387,0.1327,0.1721,1.2967,-4.665,1.2298,-0.2636,0,1.2107,0,0.0226,0.2886,12.7592,0.0096,1.407,0.0287,-0.382,0.8504,0,0,0,0,0,PANTALONI
