@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-1.3518,6.8168,2.6109,8.5976,-1.8252,-0.7915,7.704,2.7756,10.3376,-2.1881,11.815,13.5572,3.682,12.4522,0.3263,12.5554,12.4888,3.5339,12.5403,0.3667,1.7078,-0.1144,-0.1077,-0.067,-0.063,0.941,0.9407,0.7091,0.7388,0.7538,0.7854,1.0419,0.8848,0.5028,0.5458,0.5683,0.6169,1.0856,0.7829,-0.9211,-0.7649,-1.1765,-0.9771,0.8305,0.9385,0.1646,0.1537,0.1754,0.1638,0.9334,0.8317,0.6905,0.6856,0.8302,0.8243,0.993,0.2384,16.8221,-0.5167,0.4633,0.3917,-0.8946,-0.8803,0.9917,0.2469,0.0024,0.0495,0.1558,0.5546,-0.4581,0.0093,0.0965,0.5459,?,0.5204,0.0056,0.0748,0.224,0.6232,-0.5389,0.4745,-0.8803,0.5129,0.6619,1.2905,0.263,0.4381,1.6654,-0.3553,0.5236,-1.4735,0,0.5884,0,0.2854,0.6956,2.4372,0.0147,1.2255,0.9847,-0.9809,-0.966,-22.958,4.922,2.2186,26,?,12.1722,50.5905,7.1127,22.7571,-0.1957,-29.678,8.6308,2.9378,35.7089,?,-1.8861,0.7736,-0.4101,0.3119,0.7552,2.4211,0.0973,0.5703,5.8616,6.9792,0.7281,0.1043,0,1,0,1.1425,0.7281,0.6373,0.7889,65.103,-0.46,-0.6057,0.963,DESTRA_PANTALONI
0.2889,10.0249,3.1662,9.5083,-1.9438,-2.7583,7.1679,2.6773,9.2316,-7.3369,11.4906,30.0771,5.4843,17.5448,0.2129,12.3411,34.6934,5.8901,18.7254,0.2218,-0.1047,0.0251,0.0234,-0.2401,-0.2235,0.9311,1.1826,0.5773,0.5375,0.4882,0.4545,0.9311,1.3986,0.3333,0.289,0.2383,0.2066,0.8669,0.7728,-1.323,-1.1762,-1.7119,-1.522,0.8891,2.9169,0.1449,0.1342,0.0497,0.046,0.9263,1.03,0.5419,0.5078,0.5262,0.493,0.9369,0.2364,17.0614,0.6725,-0.8582,-0.8658,-0.8891,-0.8991,0.9988,0.2468,0.0088,0.0938,0.3028,0.2039,-0.4066,0.0156,0.1249,0.5754,?,0.3481,0.0067,0.0821,0.2704,0.4452,-0.6071,0.7091,-1.168,0.751,1.1435,1.5227,0.564,1.3077,2.3187,-0.1348,0.3575,-2.6515,0,0.7804,0,0.5263,1.1198,2.1277,0.0118,1.0016,0.9682,-0.9692,-0.9916,-26.166,10.017,3.165,30.3,?,1.7752,121.912,11.0414,35.3099,-0.751,-27.5579,16.1462,4.0182,32.4313,?,-14.7396,0.9495,-0.0644,0.2866,0.7877,2.7478,0.0822,0.6204,7.5505,2.0007,0.9343,0.467,0,1,0,0.8581,0.9343,1.0888,0.7609,63.3159,-0.6402,-0.5386,0.9824,DESTRA_PANTALONI
-0.5938,1.6034,1.2662,4.3403,-0.9887,3.7315,2.1778,1.4757,6.3136,0.1297,11.1405,13.3158,3.6491,14.6582,0.254,12.0533,10.2037,3.1943,13.5185,0.3203,-0.1591,-0.0533,-0.0493,0.3349,0.3096,0.9243,0.858,0.347,0.3964,0.4044,0.462,1.1424,0.7362,0.1204,0.1571,0.1636,0.2134,1.305,-2.2926,-0.4325,-0.3388,0.1886,0.1478,0.7834,0.3008,0.1111,0.1097,0.3692,0.3648,0.988,0.6875,0.2961,0.3211,0.4307,0.467,1.0843,0.2353,16.1317,-0.3393,0.4487,0.4387,-0.5935,-0.493,0.9915,0.3985,0.0009,0.0301,0.1096,0.7541,-0.0967,0.0127,0.1125,0.3353,-1.9976,0.2801,0.0019,0.0432,0.1399,0.5631,-4.1218,1.4228,-0.3452,0.2675,0.6976,2.6074,0.0716,0.4866,6.7984,-1.5041,1.8643,-1.2395,3.9844,1.3922,0.3494,0.3269,0.7837,2.3972,0.0099,0.8108,-0.6239,0.1957,0.6112,-11.826,95.9703,9.7964,27.5,-3.3651,-15.3242,2.3182,1.5226,18.6268,?,-31.6653,0.9971,0.9985,33.5525,?,0.7717,0.3735,0.4839,6.4342,9.8107,1.5248,41.3987,96.2493,2.3249,1.1381,0.6318,0.5552,0,0,1,1.4764,0.8196,0.5552,0.7423,60.5395,0.2168,-0.81,-0.599,DESTRA_PANTALONI
-0.8062,4.3466,2.0849,10.1005,-1.0251,3.7599,3.2997,1.8165,7.6295,-0.0016,11.6418,23.094,4.8056,17.8628,0.1632,12.5669,23.1314,4.8095,16.6534,0.2725,-0.2144,-0.0693,-0.0642,0.323,0.2992,0.9264,1.1477,0.4338,0.4335,0.378,0.3777,0.9992,1.3173,0.1882,0.1879,0.1429,0.1426,0.9984,409.0674,-1.4674,-0.8195,-0.0036,-0.002,0.5584,0.6548,0.2337,0.2179,0.3568,0.3327,0.9325,1.3239,0.5654,0.6065,0.4271,0.4581,1.0726,0.2452,17.1196,-0.1033,-0.5872,-0.5772,0.3754,0.4838,0.9912,0.2069,0.0005,0.0226,0.1069,0.6174,-0.1892,0.0022,0.0472,0.3244,?,-0.2143,0.0019,0.0431,0.3065,?,-1.0934,-0.9655,0.883,0.4782,0.5237,1.0952,0.2287,0.2743,1.1994,-0.5318,-0.563,1.0585,0,0,1,0.3296,0.3489,1.0585,0.0071,0.6104,-0.9124,-0.7634,0.9368,-14.764,18.4543,4.2958,24.9,?,-3.1779,9.1881,3.0312,12.3099,-75.0071,-22.8813,1.3362,1.1559,24.2372,?,4.6459,0.6452,0.1389,1.4172,3.7164,2.6223,2.0085,13.8113,6.8765,2.0497,1.0273,0.5012,0,1,0,2.0228,1.0273,0.5079,0.5483,40.8523,0.9379,-0.8806,-0.9292,DESTRA_PANTALONI
-0.2799,2.6354,1.6234,7.6412,-1.2652,-1.2464,35.3671,5.947,19.337,-1.1628,10.8204,17.574,4.1921,14.0571,0.1773,12.7365,12.0715,3.4744,12.29,0.323,0.2245,-0.0259,-0.022,-0.1152,-0.0979,0.8496,0.273,0.3872,0.4672,1.4186,1.7117,1.2066,0.0745,0.15,0.2183,2.0125,2.9298,1.4558,0.4105,-1.4085,-0.7278,-3.431,-1.7728,0.5167,0.3773,0.1974,0.1858,0.5232,0.4925,0.9412,0.3952,0.5436,0.6217,1.3756,1.5734,1.1438,0.2179,17.3733,0.551,0.2157,0.1732,0.7908,0.6474,0.8919,-0.0105,0.0416,0.2039,0.5534,-1.047,-0.3115,0.0074,0.0862,0.415,?,-0.0791,0.0142,0.119,0.3209,-1.5617,0.0336,0.1322,3.9365,2.3664,1.7141,0.7243,5.6001,2.9382,0.5247,0.6821,1.4469,2.1213,0,2.1581,0,1.3335,1.7245,1.2932,0.0064,0.6269,0.8442,-0.9415,-0.6204,-18.09,57.3501,7.573,29.3,?,8.2606,158.8081,12.6019,34.2571,-0.2589,-17.4042,13.972,3.7379,22.1671,?,-2.1899,1.0394,-0.4746,0.6009,2.026,3.3714,0.3611,4.1046,11.3661,4.1585,1.3218,0.3178,0,1,0,0.8553,1.3218,1.5454,0.5285,47.4088,0.1139,0.0775,0.986,DESTRA_PANTALONI
-0.7413,4.1794,2.0444,7.3126,-1.9711,0.5865,3.4866,1.8673,8.7676,-1.2975,10.7934,26.9912,5.1953,17.3381,0.1684,11.1847,26.9512,5.1915,17.9279,0.1841,-1.2639,-0.0687,-0.0663,0.0543,0.0524,0.965,1.0949,0.3935,0.3938,0.3594,0.3597,1.0007,1.1987,0.1548,0.1551,0.1292,0.1294,1.0015,0.9798,-1.3815,-1.1996,-1.41,-1.2244,0.8684,0.645,0.118,0.112,0.183,0.1737,0.9489,0.8341,0.4218,0.4079,0.5057,0.489,0.9671,0.2167,13.986,0.674,-0.7263,-0.7389,-0.6256,-0.6254,0.9974,0.1885,0.0083,0.0909,0.3059,0.1108,-0.3843,0.0174,0.132,0.5379,?,0.1834,0.0079,0.0889,0.2785,0.2615,-0.4906,1.0282,-2.0957,0.6884,1.0225,1.4852,0.474,1.0455,2.2058,-0.0708,0.3864,-5.4537,0,0.9121,0,0.5687,1.0982,1.9311,0.0093,0.7562,0.9778,-0.9063,-0.8135,-24.0589,34.0246,5.8331,30.8529,?,8.1388,131.8212,11.4813,37.3233,-0.43,-32.6013,31.332,5.5975,40.324,?,-2.9561,0.738,-0.2496,0.508,1.0421,2.0512,0.2581,1.0859,4.2072,2.7489,0.7651,0.2783,0,1,0,0.8266,0.7651,0.9256,0.8265,68.1495,-0.6378,-0.6912,0.9806,DESTRA_PANTALONI
-0.9474,2.1481,1.4657,8.0142,-1.7977,0.9153,9.2,3.0332,11.9803,-0.6715,9.8954,6.8259,2.6126,8.3628,0.4506,10.542,6.696,2.5877,8.3793,0.4647,-1.0351,-0.0957,-0.0899,0.0925,0.0868,0.9387,0.4832,0.561,0.5664,1.161,1.1722,1.0097,0.2335,0.3147,0.3208,1.3478,1.374,1.0194,1.0699,-0.7508,-0.7081,-0.7017,-0.6618,0.9431,0.3997,0.1882,0.183,0.4709,0.4579,0.9725,0.6689,0.9583,0.9564,1.4326,1.4298,0.998,0.1997,13.8802,-0.0046,0.3046,0.2814,-0.6112,-0.5149,0.978,-0.1074,0.0284,0.1684,0.5326,-2.5462,-0.4178,0.0056,0.075,0.5118,?,-0.4869,0.0205,0.1433,0.6644,?,0.257,0.2205,0.8581,2.2439,1.1751,0.5237,5.0352,1.3808,0.2742,0.7473,0.5756,0.7703,0,0,1,1.0408,0.8017,0.7703,0.013,1.0704,-0.404,-0.9852,0.5314,-37.173,26.2657,5.125,42.917,?,-1.5034,330.1826,18.1709,54.691,-0.7021,-9.9005,27.1085,5.2066,24.6712,?,24.7267,3.7547,0.1518,0.282,0.9843,3.49,0.0795,0.9689,12.18,1.9024,1.7396,0.9144,0,1,0,0.7847,1.7396,2.2168,0.77,63.2375,0.2498,-0.5594,0.5164,DESTRA_PANTALONI
-0.2177,21.0555,4.5886,13.2306,-0.7026,-7.3445,20.4476,4.5219,19.0399,-2.9005,11.4124,26.5656,5.1542,19.6924,0.0145,14.9244,29.5658,5.4374,19.7447,0.1558,0.0296,-0.0191,-0.0146,-0.6436,-0.4921,0.7647,1.0148,0.8903,0.8439,0.8773,0.8316,0.9479,1.0297,0.7926,0.7122,0.7697,0.6916,0.8985,0.3856,-18.8713,-1.4984,-48.9396,-3.8858,0.0794,1.592,0.3889,0.3323,0.2443,0.2087,0.8543,0.6949,0.6719,0.6701,0.9669,0.9643,0.9974,0.2828,23.5828,0.1963,-0.4813,-0.3435,-0.8063,-0.8883,0.9699,0.2228,0.0105,0.1023,0.2842,0.2692,-0.4412,0.0164,0.1279,0.5527,?,0.6433,0.0124,0.1112,0.3678,0.5214,-0.5051,0.3464,-0.6858,0.8001,0.9205,1.1505,0.6401,0.8473,1.3237,-0.1894,0.2612,-1.3793,0,0.506,0,0.5142,0.7726,1.5025,0.0169,1.3072,0.9563,-0.9864,-0.9835,-14.258,10.6013,3.256,18.779,?,8.9649,218.4008,14.7784,39.3585,-0.4077,-37.5993,11.2122,3.3485,42.4194,?,-1.5904,0.3792,-0.2384,0.2203,0.9724,4.4135,0.0485,0.9455,19.4788,1.6473,0.4427,0.2687,0,1,0,0.4771,0.4427,0.9278,0.8583,66.6665,-0.0207,-0.031,0.998,DESTRA_PANTALONI
-0.3974,14.7234,3.8371,14.5927,-0.9947,-5.705,45.4148,6.739,28.6288,-1.4986,11.701,53.8655,7.3393,22.9557,0.0422,14.7682,65.5234,8.0947,24.2026,0.1016,0.0697,-0.034,-0.0269,-0.4876,-0.3863,0.7923,0.5694,0.5228,0.474,0.9182,0.8325,0.9067,0.3242,0.2733,0.2247,0.8431,0.6931,0.8221,0.4238,-7.1911,-2.6573,-16.968,-6.2701,0.3695,0.6385,0.3052,0.2715,0.4781,0.4253,0.8896,0.5097,0.6357,0.6029,1.2471,1.1829,0.9485,0.2658,21.9474,0.0649,-0.495,-0.3267,-0.7117,-0.7551,0.9661,0.0575,0.0175,0.1321,0.421,-0.2237,-0.5604,0.0093,0.0967,0.652,?,0.4639,0.0138,0.1174,0.3607,0.4016,-0.1025,0.1239,-1.2079,1.3668,1.1259,0.8238,1.8681,1.2677,0.6786,0.118,-0.3179,-2.693,0,0.5707,0,0.6458,1.1671,1.8073,0.0149,1.1325,0.8547,-0.9761,-0.7462,-15.0629,45.4095,6.7387,22.5586,?,20.7189,230.5963,15.1854,43.8583,-0.256,-27.1646,44.4332,6.6658,38.3392,?,-0.727,0.5545,-0.7627,0.4438,1.0109,2.2781,0.1969,1.022,5.1897,2.5237,0.5884,0.2331,0,1,0,0.5144,0.5884,1.144,0.762,64.5355,0.6398,0.5359,0.9801,DESTRA_PANTALONI
0.1405,6.7376,2.5957,10.1192,-1.06,-2.5773,38.2838,6.1874,25.6931,-1.7139,9.8441,14.9497,3.8665,13.4324,0.2157,11.9774,20.0806,4.4811,15.4037,0.2348,-0.0545,0.0143,0.0117,-0.2618,-0.2152,0.8219,0.4195,0.6713,0.5792,1.6003,1.3808,0.8628,0.176,0.4507,0.3355,2.5608,1.9065,0.7445,0.3209,-1.4096,-1.1014,-4.3924,-3.432,0.7813,0.5189,0.2868,0.244,0.5528,0.4703,0.8507,0.3939,0.7533,0.6569,1.9128,1.668,0.872,0.2165,17.3388,0.5116,-0.0286,-0.2413,-0.4883,-0.7075,0.8553,0.0766,0.0447,0.2114,0.6416,-0.6414,-0.3802,0.0115,0.1071,0.4954,?,0.1036,0.0736,0.2712,0.7657,-0.2984,-0.2014,0.739,-3.6686,1.9727,0.7794,0.3951,3.8917,0.6074,0.1561,0.5061,1.4246,2.815,0,0.6628,0,1.2951,0.8379,0.647,0.0085,0.7989,0.9356,-0.938,-0.7873,-18.3491,80.4127,8.9673,36.6577,-3.9677,5.2072,401.877,20.0469,53.5187,-0.441,-30.5521,41.5816,6.4484,40.4999,?,-3.5238,0.6006,-0.1704,0.4473,1.3906,3.1088,0.2001,1.9339,9.6648,1.7876,0.7229,0.4044,0.1987,0,0,0.685,0.9051,1.3215,0.7663,67.3205,0.2348,0.0185,0.9686,DESTRA_PANTALONI
