@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
-0.0548,1.1923,1.0919,5.2017,-1.6983,-12.0776,14.8092,3.8483,25.1107,?,9.4495,7.4571,2.7308,13.2241,0.27,15.3835,21.9695,4.6872,24.0211,0.2265,0.0045,-0.0058,-0.0036,-1.2781,-0.7851,0.6143,0.2837,0.3999,0.233,1.4092,0.821,0.5826,0.0805,0.1599,0.0543,1.9859,0.6741,0.3394,0.1304,-0.6695,-0.4655,-5.1351,-3.5704,0.6953,0,0.1064,0.0621,0,0,0.5833,0.2071,0.3933,0.2165,1.8989,1.0454,0.5505,0.3195,22.3145,0.5659,-0.5634,-0.5707,-0.9735,-0.9965,0.989,-2.375,2.9004,1.7031,4.8885,?,-9.1328,0.3939,0.6276,9.7133,?,1.8716,0.3161,0.5622,1.5737,0.4414,0.2601,-1.269,-4.8796,2.7136,3.0292,1.1163,7.3634,9.1762,1.2462,0.5033,-3.9309,-7.8107,1,0,0,0.5033,3.1063,6.1721,0.2004,13.3794,-0.9754,-0.984,0.9923,1100,0,0,0,1,TASCA_DESTRA_DIETRO_PANTALONI
0.0675,0.395,0.6285,3.2707,-0.8054,-10.8199,2.1246,1.4576,13.525,?,9.6253,0.8927,0.9448,3.9126,0.6659,14.5204,2.2926,1.5141,6.3058,0.6362,-0.0062,0.007,0.0046,-1.1241,-0.7452,0.6629,0.4312,0.6652,0.4151,1.5427,0.9627,0.624,0.1859,0.4425,0.1723,2.3801,0.9268,0.3894,0.1079,-0.1871,-0.1323,-1.7343,-1.2264,0.7071,0,0.1547,0.1045,0,0,0.6756,0.2418,0.836,0.5187,3.4568,2.1449,0.6205,0.3017,20.9278,-0.4319,0.5386,0.5414,-0.5316,-0.9338,0.7991,-0.2109,0.8303,0.9112,2.6943,-0.5888,-9.3187,0.0181,0.1346,9.4235,?,2.8849,0.1118,0.3344,0.9599,0.729,0.0226,-0.0731,-3.2302,6.7701,2.7246,0.4024,45.8348,7.4236,0.162,0.106,-0.3868,-3.6504,0,0.4789,0,0.2859,2.8069,9.8173,0.2033,13.06,0.9814,0.9886,0.9635,1100,0,0,0,1,TASCA_DESTRA_DIETRO_PANTALONI
-2.2025,3.0644,1.7505,7.8491,-1.8907,-14.322,13.6239,3.6911,19.4546,?,11.2911,5.4483,2.3342,6.5817,0.5436,18.4527,19.0932,4.3696,12.2816,0.4872,0.1538,-0.1951,-0.1194,-1.2684,-0.7761,0.6119,0.4743,0.75,0.4006,1.5813,0.8447,0.5342,0.2249,0.5624,0.1605,2.5006,0.7135,0.2854,0.2639,-0.655,-0.4399,-2.4822,-1.6672,0.6717,0,0.1883,0.1134,0,0,0.602,0.4035,1.1926,0.6391,2.9558,1.584,0.5359,0.3602,28.05,0.1848,-0.0999,-0.1881,-0.9795,-0.9978,0.9885,1.8303,6.051,2.4599,7.7685,-0.184,-8.9512,1.5072,1.2277,9.7712,?,-0.8981,4.3983,2.0972,6.0646,-4.4172,-0.2045,-2.0378,9.9663,2.0037,1.1729,0.5854,4.0147,1.3758,0.3427,0.1236,0.2442,1.9759,0,5.8605,0,0.795,1.281,1.6112,0.18,13.108,0.8696,-0.978,-0.9276,1100,0,0,0,1,TASCA_DESTRA_DIETRO_PANTALONI
-0.4022,63.6057,7.9753,27.1271,-1.5419,-4.7607,55.6246,7.4582,27.4517,-3.2556,10.5028,82.4656,9.0811,29.2765,-0.245,16.3977,65.9458,8.1207,22.5048,0.1752,0.0845,-0.0383,-0.0245,-0.4533,-0.2903,0.6405,1.0693,0.8782,0.9821,0.8213,0.9184,1.1183,1.1435,0.7713,0.9645,0.6745,0.8435,1.2505,0.7835,2.8564,-3.4423,3.6456,-4.3933,-1.2051,1.6544,0.4538,0.3911,0.2743,0.2364,0.8619,0.9882,0.9266,1.2054,0.9377,1.2198,1.3009,0.2355,24.6222,0.953,0.0995,-0.4338,0.2472,-0.352,0.7111,6.3079,4.1188,2.0295,7.3116,0.1744,-2.0648,18.8801,4.3451,12.7476,-1.4008,5.1241,2.8659,1.6929,5.168,0.3635,-3.055,1.231,-0.403,0.4671,1.1988,2.5667,0.2182,1.4372,6.5879,-0.2076,0.5233,-2.5205,1.6678,1.0908,0.654,0.5736,1.4148,2.4666,0.1711,15.8299,-0.4738,-0.7944,0.8337,1100,0,0,0,1,TASCA_DESTRA_DIETRO_PANTALONI
0.4088,1.9384,1.3923,5.7034,-1.1516,-0.6761,5.1408,2.2673,9.4795,-2.9846,10.3316,9.5453,3.0895,11.7296,0.3491,10.722,9.0297,3.0049,11.4184,0.3671,-0.6046,0.0396,0.0381,-0.0654,-0.0631,0.9636,0.614,0.4506,0.4633,0.7339,0.7545,1.0282,0.3771,0.2031,0.2147,0.5386,0.5693,1.0571,0.4299,-0.4852,-0.4609,-1.1286,-1.072,0.9498,1.1142,0.1471,0.1469,0.132,0.1319,0.9988,0.6017,0.4862,0.4995,0.8082,0.8302,1.0273,0.2159,13.5265,-0.2256,-0.0815,-0.0305,0.191,0.0888,0.9878,6.621,1.2851,1.1336,5.0476,0.4476,0.2972,4.0318,2.0079,6.6469,-0.6861,6.7053,1.6432,1.2819,4.7197,0.4042,22.2782,0.9874,0.0443,0.5646,0.8843,1.5664,0.3187,0.782,2.4536,-1.512,1.2774,-0.8448,2.3179,1.1535,0.4977,0.7594,1.0695,1.4083,0.1964,15.1009,-0.2444,-0.9021,-0.0017,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0155,0.0108,0.1042,0.4383,-1.1365,6.2352,0.018,0.1341,0.6614,0.8997,9.8691,0.0097,0.0983,0.4244,0.9579,11.6751,0.008,0.0894,0.3684,0.969,0.0025,0.0016,0.0013,0.6318,0.5341,0.8453,0.7767,1.0599,1.1655,1.3645,1.5005,1.0997,0.6033,1.1233,1.3585,1.8619,2.2516,1.2093,-0.0393,-0.0242,-0.0203,0.6149,0.5157,0.8386,0.0311,0.0204,0.0173,0.6546,0.5554,0.8484,0.6626,1.0326,1.1898,1.5583,1.7956,1.1523,0.2382,16.1928,0.0585,-0.3501,-0.2799,-0.3396,0.487,0.6542,7.9324,0.0007,0.0262,0.1,0.9875,5.4498,0.0015,0.0385,0.1389,0.9749,-1.8824,0.0001,0.01,1.8978,?,1.4556,-4.2141,-2.8952,0.6806,2.613,3.8391,0.4632,6.8276,14.7389,1.4639,-4.1537,-2.8373,1.4452,0,0,0.7202,0.0527,0.0732,0.2001,15.2646,-1.0113,-0.0618,0.1534,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.5774,1.1622,1.0781,4.5149,-1.2791,-0.5415,4.2437,2.06,10.6237,-0.474,10.7388,10.7994,3.2862,12.4275,0.3299,10.9946,11.2722,3.3574,13.57,0.3115,-1.0663,0.0538,0.0525,-0.0504,-0.0492,0.9767,0.5233,0.3281,0.3211,0.6269,0.6136,0.9788,0.2739,0.1076,0.1031,0.393,0.3765,0.9581,0.7417,-0.4142,-0.4128,-0.5585,-0.5566,0.9965,0.2749,0.1068,0.1005,0.3887,0.3657,0.941,0.425,0.3633,0.3327,0.8549,0.7829,0.9158,0.2341,13.3654,-0.5669,-0.1837,-0.2053,0.6663,0.6907,0.9967,6.6502,1.9158,1.3841,4.6365,0.4956,-0.1146,1.2292,1.1087,4.0533,-1.1306,6.776,2.8245,1.6806,5.2009,0.3862,-58.0235,0.9814,-0.0169,1.2484,0.8236,0.6597,1.5586,0.6783,0.4352,-2.1183,1.3925,-0.6573,4.8321,1.0849,0.2245,1.1439,0.8915,0.7793,0.2064,14.4258,0.1324,-0.9848,-0.2477,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.0715,4.4712,2.1145,8.3407,-4.9847,10.4047,10.4502,3.2327,11.8295,0.0972,8.8619,5.9814,2.4457,10.2708,0.0064,14.015,12.4223,3.5245,14.1553,0.1415,-0.103,-0.1209,-0.0765,1.1741,0.7424,0.6323,0.6541,0.8646,0.5999,1.3218,0.9172,0.6939,0.4279,0.7475,0.3599,1.7471,0.8412,0.4815,-5.4521,-104.903,-2.9781,19.241,0.5462,0.0284,0.1064,0.1348,0.0845,1.2676,0.7947,0.6269,0.7051,0.8121,0.5892,1.1518,0.8357,0.7256,0.2917,20.6867,0.7072,0.4303,0.5086,0.9378,0.9668,0.9905,6.8976,0.2346,0.4844,2.183,0.6998,6.8576,0.1869,0.4323,1.8658,0.7768,-1.0527,0.0131,0.1143,1.2412,?,1.0058,-6.5522,-6.5142,1.1206,4.2384,3.7824,1.2556,17.9639,14.3065,0.7836,-4.1009,-5.2333,0.8698,0,0,1.17,1.7588,1.5033,0.2082,14.8078,-0.9976,-0.5953,0.5715,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0976,0.0161,0.1271,0.5545,-3.2834,11.7238,0.0096,0.098,0.4548,0.9621,9.9106,0.0045,0.067,0.3008,0.9701,15.3524,0.0124,0.1116,0.5403,0.9655,-0.0083,-0.0098,-0.0064,1.183,0.7637,0.6455,1.2971,1.8958,1.1391,1.4615,0.8782,0.6009,1.6825,3.594,1.2976,2.1361,0.7712,0.361,-0.0368,-0.0435,-0.0281,1.1811,0.7631,0.6461,0.0108,0.0129,0.0083,1.191,0.7658,0.643,1.2191,1.8432,1.0264,1.5119,0.8419,0.5568,0.3266,21.7551,0.5533,0.1274,0.4101,0.7866,0.9704,0.9081,7.4679,0.0004,0.0188,0.0537,0.9928,6.3288,0.0004,0.0199,0.0567,0.9911,-0.5886,0.0006,0.0251,0.6321,?,1.18,-12.6873,-10.7521,0.9453,0.7513,0.7948,0.8936,0.5644,0.6316,1.181,-11.7719,-9.9676,1.1789,0,0,0.946,0.0849,0.0898,0.2087,14.3853,-1.005,0.9813,-0.9733,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0032,2.6625,1.6317,15.5375,-0.7963,-12.3587,0.5151,0.7177,15.7699,?,9.7674,0.0785,0.2801,2.0699,0.8039,15.8379,0.556,0.7456,5.2114,0.738,-0.0003,0.0003,0.0002,-1.2653,-0.7803,0.6167,2.2735,5.8255,2.1884,2.5624,0.9626,0.3757,5.1687,33.9368,4.7891,6.5658,0.9266,0.1411,0.4368,-0.8118,-0.4693,-1.8585,-1.0745,0.5782,0,0.8195,0.4349,0,0,0.5307,0.9853,7.5063,2.9814,7.6185,3.026,0.3972,0.3282,22.6577,-0.7313,-0.6222,0.5561,0.3196,-0.8924,-0.2228,-1.424,0.0008,0.0275,1.4871,?,-9.6748,0,0.0051,9.6798,?,0.7343,0.0009,0.0302,0.12,0.8496,0.1472,-1.9391,-13.1747,5.3736,0.9111,0.1695,28.8752,0.83,0.0287,0.1536,-2.1926,-14.2717,1,0,0,0.1536,12.3886,80.6381,0.2043,11.8331,-0.8864,-0.2035,0.6041,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
1.8114,4.449,2.1093,8.7583,-0.5728,0.0273,8.3881,2.8962,10.405,-0.3436,10.4596,25.0754,5.0075,16.1728,0.1606,11.1708,25.812,5.0806,16.4415,0.1628,66.43,0.1732,0.1622,0.0026,0.0024,0.9363,0.7283,0.4212,0.4152,0.5784,0.5701,0.9856,0.5304,0.1774,0.1724,0.3345,0.325,0.9715,1.1987,-1.0311,-0.9978,-0.8602,-0.8324,0.9677,0.7191,0.289,0.2836,0.402,0.3943,0.9811,0.8417,0.5415,0.5327,0.6434,0.6329,0.9837,0.2212,14.8807,-0.4746,-0.1502,-0.1057,0.6417,0.6616,0.9956,-5.2616,10.1601,3.1875,8.9006,?,1.8715,16.211,4.0263,10.4305,-0.5937,5.9329,3.3886,1.8408,4.6972,0.3987,-2.8114,-0.8868,0.3154,0.7917,1.7316,2.1872,0.6267,2.9983,4.784,2.2905,-2.8576,-1.2476,0,0,0.8378,0.8533,1.8948,2.2205,0.1697,15.1844,0.9523,0.8411,0.9378,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0518,0.158,0.3975,2.48,-11.6578,-12.94,0.1445,0.3801,13.7197,?,9.8137,0.0085,0.0921,0.4571,0.9546,16.2462,0.1259,0.3548,1.4679,0.9145,0.004,-0.0053,-0.0032,-1.3186,-0.7965,0.6041,1.0457,4.3147,1.1204,4.126,1.0714,0.2597,1.0935,18.6167,1.2554,17.0242,1.148,0.0674,0.1665,-0.2374,-0.1454,-1.4257,-0.8734,0.6126,0,0.0194,0.0114,0,0,0.5868,0.1808,5.425,1.6894,30.0121,9.3464,0.3114,0.3383,22.8979,0.4068,-0.5334,-0.4951,-0.7231,-0.9896,0.8058,0.9746,0.008,0.0893,0.3129,0.7346,-9.7461,0.0001,0.0088,9.7552,?,0.4754,0.0002,0.0155,0.0472,0.9059,-0.1,2.05,-20.5009,10.0904,5.7446,0.5693,101.8152,33.0002,0.3241,-0.0888,1.9064,-21.467,0,2.3509,0,0.0321,6.6335,206.7835,0.2043,11.1961,0.9933,-0.6177,-0.5339,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
1.4849,6.7264,2.5935,8.8188,-0.8566,-0.8028,1.1736,1.0833,4.248,-2.3519,9.1246,6.244,2.4988,12.592,0.1569,9.726,5.6569,2.3784,12.368,0.1899,-1.8497,0.1627,0.1527,-0.088,-0.0825,0.9382,2.3941,1.0379,1.0904,0.4335,0.4555,1.0506,5.7315,1.0773,1.1891,0.188,0.2075,1.1038,1.365,-1.7362,-1.4031,-1.2719,-1.0279,0.8082,3.7481,0.318,0.3111,0.0849,0.083,0.9782,2.076,0.7004,0.713,0.3374,0.3435,1.0181,0.1933,12.9385,0.0305,-0.3603,-0.3065,-0.2729,-0.3022,0.9888,-5.196,4.8144,2.1942,8.419,?,-0.1286,8.6352,2.9386,8.2758,-1.9715,7.0464,6.0091,2.4513,6.911,0.246,40.4156,-0.7374,-0.0182,0.7467,0.8951,1.1988,0.5575,0.8012,1.437,1.5333,-3.7332,-2.4348,0,0,0.3038,1.0173,1.2182,1.1975,0.1824,14.7166,0.8788,0.8972,0.9912,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.3971,0.6163,0.7851,3.518,-1.5142,-1.7874,1.5175,1.2319,4.9593,-3.7919,10.4174,1.2519,1.1189,4.0245,0.6711,10.6686,1.4394,1.1998,4.1475,0.6647,-0.2222,0.0381,0.0372,-0.1716,-0.1675,0.9764,0.6373,0.7017,0.6544,1.101,1.0267,0.9326,0.4062,0.4923,0.4282,1.2121,1.0542,0.8697,0.5399,-0.258,-0.2577,-0.478,-0.4773,0.9986,1.352,0.1144,0.1131,0.0846,0.0837,0.9892,0.7094,0.8741,0.8482,1.2323,1.1957,0.9704,0.2404,13.053,0.3358,-0.235,-0.2982,-0.4937,-0.6082,0.9886,-4.8947,2.3986,1.5487,7.1914,?,0.5057,0.9452,0.9722,3.0508,-0.6868,6.5589,1.1014,1.0495,3.2129,0.6013,-9.6794,-0.7463,0.0771,1.593,1.4757,0.9264,2.5376,2.1778,0.8582,5.7893,-1.4841,-0.2563,0,0,0.2244,2.3572,2.2383,0.9495,0.1864,12.4057,0.9884,0.9971,0.9947,125000,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
1.2936,1.2816,1.1321,4.6009,-0.516,-0.188,3.6156,1.9015,8.7344,-0.6671,8.5933,5.9085,2.4307,8.4287,0.3525,8.9846,5.637,2.3742,8.4012,0.3679,-6.88,0.1505,0.144,-0.0219,-0.0209,0.9565,0.5954,0.4657,0.4768,0.7823,0.8009,1.0238,0.3545,0.2169,0.2274,0.6119,0.6414,1.0482,0.448,-0.3413,-0.3202,-0.7618,-0.7148,0.9383,0.5793,0.2332,0.2283,0.4025,0.3942,0.9794,0.5268,0.5459,0.5476,1.0363,1.0397,1.0033,0.1738,11.6875,-0.0189,-0.4913,-0.4543,-0.3468,-0.2957,0.9923,-3.7059,5.5532,2.3565,6.5294,?,1.7822,9.0222,3.0037,8.936,-0.8264,8.0136,0.5324,0.7297,2.2073,0.745,-2.0794,-0.4624,0.2224,0.7845,3.2295,4.1165,0.6155,10.4299,16.9453,1.6148,-1.0124,-0.627,0,0,0.5652,0.7307,2.9581,4.0484,0.1801,14.8827,0.9235,0.8205,0.9732,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
1.9659,5.2332,2.2876,7.0342,-0.157,0.3179,9.9254,3.1505,10.1186,-1.0429,7.4481,10.5108,3.242,11.2799,0.2172,8.4614,13.5151,3.6763,12.0184,0.2105,6.1841,0.264,0.2323,0.0427,0.0376,0.8802,0.7261,0.7056,0.6223,0.9718,0.857,0.8819,0.5273,0.4979,0.3872,0.9443,0.7344,0.7777,0.1848,-0.3049,-0.2979,-1.65,-1.6121,0.977,1.2275,0.4219,0.3994,0.3437,0.3254,0.9467,0.6952,0.6236,0.5853,0.897,0.8419,0.9386,0.1542,12.4859,-0.8611,0.6844,0.7702,-0.3716,-0.4667,0.9832,-1.4157,9.5713,3.0938,9.6913,-5.0321,4.3408,2.6313,1.6221,6.4357,-0.1617,7.9137,0.5519,0.7429,3.0125,0.6454,-0.3261,-0.1789,0.5485,1.9072,4.1643,2.1834,3.6375,17.3416,4.7674,9.0257,-1.4743,-0.1633,0.29,0.1891,0.6521,1.5059,3.217,2.1363,0.1827,14.5683,0.9239,0.8519,0.9527,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0092,10.398,3.2246,19.0168,-0.4589,-3.306,14.6029,3.8214,22.2558,-3.0262,8.3011,7.203,2.6838,16.21,0.0895,10.0613,10.8118,3.2881,17.7273,0.2398,-0.0028,0.0011,0.0009,-0.3983,-0.3286,0.8251,0.8438,1.2015,0.9807,1.4238,1.1622,0.8162,0.712,1.4436,0.9617,2.0273,1.3506,0.6662,0.3576,-3.754,-1.0696,-10.4979,-2.9912,0.2849,2.3581,0.7322,0.559,0.3105,0.237,0.7634,0.8545,1.1732,1.0727,1.373,1.2555,0.9144,0.1824,14.3708,-0.4173,0.2817,0.5905,-0.1008,-0.6605,0.6887,-9.0813,0.1412,0.3758,9.4035,?,-3.4432,0.3711,0.6092,5.0703,?,0.8514,0.6075,0.7794,3.0062,-0.0813,2.6375,-10.6667,-4.0443,0.6169,0.4821,0.7816,0.3806,0.2325,0.6109,1.8546,41.6226,22.4427,1,0,0,1.8546,3.128,1.6866,0.199,13.3955,-0.9806,0.966,-0.951,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
