@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-0.5201,0.3067,0.5538,2.3148,-2.8744,4.9099,2.4849,1.5763,6.7573,0.1623,9.9095,0.6223,0.7889,3.1172,0.7241,11.1573,1.504,1.2264,4.756,0.642,-0.1059,-0.0525,-0.0466,0.4955,0.4401,0.8882,0.3513,0.702,0.4516,1.9983,1.2854,0.6432,0.1234,0.4928,0.2039,3.9931,1.6522,0.4138,-1.3119,-0.2099,-0.2014,0.16,0.1535,0.9596,0.0741,0.0529,0.045,0.7138,0.6073,0.8507,0.3426,0.7426,0.4867,2.1678,1.4208,0.6554,0.2407,15.4531,-0.238,-0.3013,-0.3201,0.5627,0.8826,0.8801,0.0862,0.036,0.1898,0.6516,-0.7481,-0.0853,0.0528,0.2298,0.8214,-2.4063,0.6154,0.1285,0.3585,1.6727,0.0174,-1.0101,0.1401,-0.1387,0.8257,0.5294,0.6411,0.6817,0.2802,0.4111,0.4806,-9.3905,-19.5411,1.5457,0.2189,0.1416,0.7932,0.3895,0.4911,0.0136,0.9735,0.5949,-0.631,-0.7594,1100,0,0,0,1,DAVANTI_PANTALONI
0.8353,0.4805,0.6932,2.4347,-0.4085,6.1807,0.8812,0.9387,3.549,0.5467,10.8984,0.823,0.9072,2.9925,0.7602,12.6018,1.0551,1.0272,3.4948,0.7573,0.1351,0.0766,0.0663,0.5671,0.4905,0.8648,0.7384,0.7641,0.6748,1.0348,0.9139,0.8832,0.5452,0.5838,0.4554,1.0707,0.8352,0.78,-0.165,-0.0744,-0.0648,0.4512,0.3925,0.87,0.2208,0.1385,0.1201,0.6274,0.5437,0.8667,0.686,0.8136,0.6967,1.186,1.0155,0.8563,0.2616,18.0618,0.8436,-0.0832,0.3354,0.3552,0.7293,0.8982,0.4238,0.0135,0.1161,0.4422,0.3459,0.175,0.0077,0.0875,0.3119,0.1355,-0.1079,0.0094,0.0967,0.3429,-4.1942,2.4221,-3.926,-1.6209,1.326,1.1995,0.9046,1.7584,1.4389,0.8183,4.7849,-0.8447,-0.1765,1.874,10.2418,5.4653,1.4178,1.2897,0.9097,0.0098,0.7188,0.6024,-0.3115,-0.245,1100,0,0,0,1,DAVANTI_PANTALONI
-1.099,3.9456,1.9864,9.4949,-1.0586,-1.1508,9.6233,3.1021,13.5668,-1.4996,7.9839,20.4575,4.523,20.438,-0.1032,8.9079,20.9502,4.5771,18.5623,0.0425,0.955,-0.1377,-0.1234,-0.1441,-0.1292,0.8963,0.6403,0.4392,0.434,0.6859,0.6777,0.9882,0.41,0.1929,0.1883,0.4704,0.4593,0.9765,0.5999,2.5529,-5.9259,4.2556,-9.8782,-2.3212,0.8498,0.249,0.2379,0.293,0.28,0.9556,0.6999,0.4646,0.5115,0.6638,0.7309,1.101,0.1732,12.4236,0.3711,-0.0259,-0.0788,-0.2248,-0.3115,0.9787,1.0484,5.2737,2.2965,7.3476,-0.3499,-0.6475,2.8882,1.6995,7.7032,-2.9983,2.5079,1.0603,1.0297,3.3966,0.1865,-1.6192,0.4181,-0.2582,1.3513,2.2302,1.6504,1.826,4.9738,2.7239,0.3297,-2.4466,-7.4208,2.8252,1.3037,0.4615,0.9538,2.1632,2.2679,0.0595,5.5529,-0.5319,-0.8071,0.3148,1100,0,0,0,1,DAVANTI_PANTALONI
1.4122,0.7074,0.8411,3.3741,-0.2602,5.4233,1.0935,1.0457,4.0211,0.4583,10.1671,4.873,2.2075,8.7397,0.4576,11.6989,4.5854,2.1414,8.6798,0.4841,0.2604,0.1389,0.1207,0.5334,0.4636,0.8691,0.8043,0.381,0.3928,0.4737,0.4883,1.0309,0.6469,0.1452,0.1543,0.2244,0.2385,1.0627,-0.2048,-0.0945,-0.0856,0.4613,0.4178,0.9056,0.3607,0.1661,0.1591,0.4607,0.4412,0.9579,0.8391,0.3861,0.3887,0.4601,0.4633,1.0069,0.247,17.0727,0.7803,-0.2558,-0.0325,0.1499,0.394,0.9669,0.8148,0.0867,0.2944,0.8609,0.3117,0.4412,0.0517,0.2274,0.9207,0.002,-0.2493,0.0753,0.2745,1.192,-2.4466,1.8466,-3.2687,-1.7701,1.2942,1.0725,0.8287,1.675,1.1502,0.6867,207.6911,-0.4607,-0.0022,1.3556,3.6163,2.6676,0.935,0.7222,0.7724,0.0204,1.5507,0.4567,0.2494,0.4465,1100,0,0,0,1,DAVANTI_PANTALONI
0.2283,6.4807,2.5457,10.9167,-1.3188,2.6856,18.8124,4.3373,13.4591,-0.5042,9.8845,14.4874,3.8062,11.9293,0.2993,11.6699,8.5606,2.9259,10.3083,0.3972,0.085,0.0231,0.0196,0.2717,0.2301,0.847,0.5869,0.6688,0.8701,1.1395,1.4824,1.3009,0.3445,0.4473,0.757,1.2985,2.1975,1.6923,1.3762,-1.2183,-0.9142,-0.8853,-0.6642,0.7503,0.5262,0.2765,0.2753,0.5255,0.5232,0.9956,0.8111,0.9151,1.059,1.1282,1.3057,1.1573,0.2134,16.0945,0.3141,-0.4503,-0.6057,-0.8392,-0.704,0.9567,-0.0076,0.4544,0.6741,2.242,-0.9055,-0.2133,2.2261,1.492,5.7251,-0.7594,-2.9933,2.3542,1.5343,5.4638,?,0.0356,0.0025,0.0713,0.4518,0.4393,0.9724,0.2041,0.193,0.9456,0.4311,0.195,0.4523,0.3616,0,0,0.3916,0.4103,1.0478,0.0625,4.7977,0.3801,-0.2065,0.7608,1100,0,0,0,1,DAVANTI_PANTALONI
0.0179,25.1097,5.011,15.7637,-2.0627,-5.0428,5.4634,2.3374,10.4469,?,11.7569,26.4945,5.1473,16.4847,0.2067,13.807,30.087,5.4852,17.6701,0.2036,-0.0035,0.0015,0.0013,-0.4289,-0.3652,0.8515,2.1438,0.9735,0.9135,0.4541,0.4261,0.9384,4.596,0.9477,0.8346,0.2062,0.1816,0.8806,1.0163,-2.4723,-2.3504,-2.4328,-2.3128,0.9507,0,0.2477,0.232,0,0,0.9365,1.5089,0.9563,0.8921,0.6337,0.5912,0.9329,0.2907,21.0126,-0.0235,-0.6222,-0.652,-0.4501,-0.5909,0.9715,1.0161,2.4197,1.5555,4.6682,-0.2766,2.6891,5.6903,2.3854,7.6505,-0.1639,-2.6867,1.6698,1.2922,5.2632,?,0.3779,-0.3782,-1.0009,0.6521,1.2038,1.846,0.4252,1.4491,3.4078,0.9388,0.1922,0.2047,0.5563,0,0,0.6102,0.887,1.4536,0.0894,7.2677,-0.4923,-0.5188,-0.2852,125000,0,0,0,1,DAVANTI_PANTALONI
0.3718,4.3347,2.082,10.2864,-0.5565,11.441,17.1843,4.1454,17.9874,0.1742,10.2898,9.6894,3.1128,12.8982,0.2382,15.7121,21.2526,4.6101,20.3671,0.2205,0.0325,0.0361,0.0237,1.1119,0.7282,0.6549,0.5022,0.6689,0.4516,1.3317,0.8992,0.6752,0.2522,0.4474,0.204,1.7735,0.8086,0.4559,-0.9696,-0.9121,-0.6383,0.9407,0.6583,0.6997,0.3034,0.3903,0.2529,1.2865,0.8336,0.6479,0.5719,0.7975,0.505,1.3946,0.8832,0.6333,0.3346,23.4717,0.4562,-0.2881,0.1824,0.5286,0.9217,0.8136,-0.292,6.1631,2.4826,7.4522,-1.1429,-1.911,5.5124,2.3479,9.7636,-3.0326,-1.9005,0.5679,0.7536,3.2697,?,0.1528,0.1536,1.0055,1.0574,3.2943,3.1155,1.118,10.8523,9.7065,0.5413,1.2156,2.2456,1.4364,0,0,0.7633,2.2792,2.9861,0.0589,6.6495,-0.4016,0.413,-0.5171,1100,0,0,0,1,DAVANTI_PANTALONI
-0.3272,3.7922,1.9474,7.0256,-1.6096,7.9812,10.0048,3.163,12.6605,0.1057,9.47,12.4317,3.5259,12.8314,0.2331,12.8135,15.5296,3.9408,15.0997,0.2476,-0.041,-0.0346,-0.0255,0.8428,0.6229,0.7391,0.6157,0.5523,0.4942,0.8971,0.8026,0.8947,0.379,0.305,0.2442,0.8048,0.6442,0.8005,-2.8945,-1.1114,-0.8719,0.384,0.3012,0.7845,0.1902,0.1609,0.1341,0.8462,0.7054,0.8336,0.5549,0.5475,0.4653,0.9867,0.8385,0.8498,0.2693,19.154,0.6137,0.169,0.3944,0.4796,0.8058,0.9023,0.2948,1.0275,1.0136,3.9008,-0.3886,-2.2182,2.3213,1.5236,5.5328,-46.6291,-1.5028,1.1952,1.0932,4.5491,-11.4605,-0.1329,-0.1962,1.4761,0.6653,0.9272,1.3936,0.4426,0.8597,1.9422,0.2015,0.2609,1.2946,24.1818,7.6944,0.3182,0.705,0.8575,1.2162,0.0586,4.5631,-0.4402,-0.6708,0.7915,1100,0,0,0,1,DAVANTI_PANTALONI
0.2513,1.858,1.3631,3.956,-0.426,7.927,0.8525,0.9233,3.2283,0.6569,11.0138,3.0734,1.7531,6.8636,0.567,13.662,3.3368,1.8267,6.997,0.615,0.0317,0.0228,0.0184,0.7197,0.5802,0.8062,1.4763,0.7775,0.7462,0.5267,0.5054,0.9597,2.1795,0.6045,0.5568,0.2774,0.2555,0.9211,-0.1912,-0.1315,-0.1057,0.6879,0.553,0.804,0.2948,0.175,0.1526,0.5937,0.5177,0.8721,1.2254,0.5764,0.5654,0.4703,0.4614,0.9809,0.2888,20.0985,0.7089,0.0402,0.2832,0.6456,0.8216,0.9649,0.2505,0.0181,0.1344,0.5629,-0.1026,0.1211,0.0302,0.1737,0.596,-0.657,-0.0073,0.1224,0.3499,1.1354,-1.7411,2.0695,-34.4049,-16.6248,0.7738,0.3842,0.4965,0.5988,0.1476,0.2465,0.2217,0.0727,0.3277,1.4193,1.2324,0.8684,0.9444,0.4958,0.5249,0.0059,0.7328,0.7441,-0.0265,-0.2182,1100,0,0,0,1,DAVANTI_PANTALONI
0.5268,1.4364,1.1985,4.1222,-0.4399,6.875,0.3461,0.5883,2.1188,0.7301,10.906,3.1479,1.7742,6.8901,0.54,13.0268,1.7158,1.3099,5.2166,0.6786,0.0766,0.0483,0.0404,0.6304,0.5278,0.8372,2.0371,0.6755,0.915,0.3316,0.4492,1.3545,4.1497,0.4563,0.8372,0.11,0.2017,1.8346,-0.2197,-0.1557,-0.1144,0.7085,0.5204,0.7344,0.3647,0.1911,0.1764,0.5241,0.4837,0.9229,1.9456,0.5983,0.7902,0.3075,0.4062,1.3208,0.2805,18.8157,0.5133,-0.6782,-0.6265,-0.7127,-0.5984,0.9854,0.1703,0.1556,0.3945,1.647,-0.4252,0.0025,0.0705,0.2655,1.2411,-0.628,-0.0833,0.1329,0.3645,1.0938,-1.682,68.0095,-2.0449,-0.0301,1.4859,1.0822,0.7283,2.2078,1.1712,0.5305,1.0264,0.7164,0.698,1.5158,2.8338,1.8695,1.327,1.5059,1.1348,0.0041,0.865,0.9427,-0.4629,-0.5009,1100,0,0,0,1,DAVANTI_PANTALONI
0.6732,1.5327,1.238,3.955,-0.3445,7.6496,0.45,0.6708,2.8544,0.6897,10.8355,2.3753,1.5412,5.9184,0.6031,13.3919,1.3922,1.1799,4.6924,0.7191,0.088,0.0621,0.0503,0.706,0.5712,0.8091,1.8455,0.8033,1.0492,0.4353,0.5686,1.3062,3.4057,0.6453,1.1009,0.1895,0.3233,1.7062,-0.1598,-0.1127,-0.0844,0.7055,0.5281,0.7486,0.3198,0.1973,0.1761,0.6169,0.5506,0.8926,1.3856,0.6683,0.8429,0.4823,0.6083,1.2613,0.2767,19.572,0.8218,-0.5004,-0.206,-0.4267,-0.0867,0.9353,0.1179,0.0605,0.2459,0.8556,-0.5201,-0.004,0.0624,0.2497,0.8897,-0.7043,-0.0439,0.1216,0.3488,1.2454,-2.046,-29.6504,-2.6827,0.0905,0.9846,0.705,0.716,0.9695,0.4971,0.5127,0.7961,0.3499,0.4395,1.0781,1.3765,1.2768,0.9616,0.687,0.7144,0.0026,0.7283,0.8671,-0.0493,-0.313,1100,0,0,0,1,DAVANTI_PANTALONI
-1.276,5.8628,2.4213,10.5184,-3.6799,0.7438,29.3807,5.4204,23.2868,-0.5436,9.789,9.2202,3.0365,14.4933,0.2786,11.2844,15.1304,3.8898,17.3015,0.255,-1.7155,-0.1303,-0.1131,0.076,0.0659,0.8675,0.4467,0.7974,0.6225,1.7851,1.3935,0.7806,0.1995,0.6359,0.3875,3.1866,1.9418,0.6094,1.0085,-1.4775,-1.3967,-1.465,-1.3849,0.9453,0.149,0.1119,0.0968,0.7509,0.6496,0.8651,0.4517,0.7257,0.6079,1.6067,1.3459,0.8377,0.2106,16.2677,0.6735,-0.4312,-0.4035,0.1506,0.2199,0.9503,1.9461,1.678,1.2954,5.1964,-0.0838,-0.3551,1.1559,1.0751,5.2498,-1.311,3.0838,3.3426,1.8283,6.5294,-0.1822,-5.4809,0.6311,-0.1151,1.2049,0.7085,0.5881,1.4517,0.502,0.3458,0.1349,0.3991,2.9593,2.1107,0.8681,0.4113,0.9898,0.7958,0.804,0.078,6.0966,-0.1639,-0.4169,0.0286,1100,0,0,0,1,DIETRO_PANTALONI
-0.3774,8.3376,2.8875,10.9697,-1.5101,-1.1588,7.9405,2.8179,11.2306,-1.0807,9.6633,9.8663,3.1411,12.571,0.2047,10.4976,10.8099,3.2878,12.2039,0.2881,0.3257,-0.0391,-0.036,-0.1199,-0.1104,0.9205,1.0247,0.9193,0.8782,0.8971,0.8571,0.9554,1.05,0.8451,0.7713,0.8048,0.7346,0.9127,1.1314,-2.0396,-1.3364,-1.8027,-1.1812,0.6552,0.8097,0.2765,0.2549,0.3415,0.3149,0.9221,0.9768,0.8726,0.8989,0.8934,0.9203,1.0301,0.2072,14.4461,0.5169,-0.6571,-0.674,-0.3154,-0.3711,0.9792,1.9484,2.7199,1.6492,5.2124,-0.09,-0.2807,1.7403,1.3192,4.579,-2.7846,3.7167,1.1269,1.0616,3.9851,0.3353,-6.9402,0.5242,-0.0755,1.2502,1.5536,1.2427,1.5629,2.4136,1.5443,0.1278,-0.2142,-1.6762,3.9523,0.7976,0.2018,1.1383,1.308,1.149,0.0895,6.7607,-0.3108,-0.5836,0.2195,1100,0,0,0,1,DIETRO_PANTALONI
-0.299,11.4798,3.3882,15.6232,-0.7824,9.1859,15.7358,3.9668,15.9286,0.2153,10.5051,11.1256,3.3355,12.8462,0.3387,14.3474,27.3227,5.2271,19.6008,0.2989,-0.0326,-0.0285,-0.0208,0.8744,0.6403,0.7322,0.8541,1.0158,0.6482,1.1893,0.7589,0.6381,0.7295,1.0318,0.4202,1.4144,0.5759,0.4072,-1.569,-1.0425,-0.8206,0.6644,0.523,0.7872,0.4318,0.4512,0.3135,1.045,0.7261,0.6948,0.9808,1.2162,0.7971,1.2399,0.8127,0.6554,0.3034,22.1629,-0.1127,-0.423,-0.2078,0.9085,0.9797,0.963,0.3192,1.6516,1.2851,4.5491,-0.3431,-0.9304,1.4731,1.2137,4.5502,-3.0465,-0.641,0.1646,0.4057,1.4486,?,-0.3431,-0.498,1.4515,1.0589,3.1674,2.9913,1.1212,10.0322,8.948,0.3392,0.8023,2.3649,3.012,0,0,0.9998,3.1404,3.1411,0.0255,2.7663,0.5596,-0.0166,0.3428,1100,0,0,0,1,DIETRO_PANTALONI
-0.7975,0.2516,0.5015,1.9297,-9.956,4.8194,3.0629,1.7501,5.9097,0.3478,10.3375,3.1227,1.7671,7.0613,0.5236,11.4846,5.2674,2.2951,8.6041,0.5021,-0.1655,-0.0771,-0.0694,0.4662,0.4196,0.9001,0.2866,0.2838,0.2185,0.9904,0.7625,0.77,0.0821,0.0806,0.0478,0.9808,0.5815,0.5928,-0.5565,-0.226,-0.2021,0.4061,0.3632,0.8943,0.0194,0.0119,0.0102,0.6114,0.5243,0.8577,0.3265,0.2733,0.2243,0.8369,0.6869,0.8207,0.2433,15.9794,0.6998,0.6558,0.6723,0.8916,0.9482,0.9888,0.234,0.0601,0.2451,0.8086,-0.3917,0.5095,0.0421,0.2052,0.7039,0.1981,-0.019,0.0341,0.1847,0.8823,-0.6968,0.4593,-12.2956,-26.7729,1.1945,1.3271,1.1111,1.4268,1.7613,1.2345,-1.309,0.6281,-0.4798,0.6619,1.1174,1.6881,1.1487,0.9165,0.7978,0.0119,0.9331,0.8719,-0.1725,0.2219,1100,0,0,0,1,DIETRO_PANTALONI
0.7835,1.0621,1.0306,3.788,-0.2481,7.145,2.6667,1.633,6.1102,0.4238,9.8105,4.2794,2.0687,7.6386,0.5049,12.2381,6.148,2.4795,7.7714,0.5544,0.1097,0.0799,0.064,0.7283,0.5838,0.8016,0.6311,0.4982,0.4156,0.7894,0.6586,0.8343,0.3983,0.2482,0.1727,0.6231,0.4337,0.6961,-0.1675,-0.0967,-0.0779,0.577,0.4648,0.8056,0.2862,0.1967,0.174,0.6874,0.608,0.8846,0.6199,0.4959,0.4874,0.7999,0.7862,0.9829,0.2588,17.9595,0.7543,0.0518,0.3531,0.6611,0.8616,0.9498,0.4396,0.1665,0.4081,1.348,-0.6391,0.3048,0.039,0.1976,0.8801,-0.2662,-0.1387,0.0645,0.2539,1.0254,-2.9702,1.4421,-3.1703,-2.1984,2.0653,1.607,0.7781,4.2656,2.5826,0.6054,2.8403,0.6851,0.2412,1.1831,3.1842,2.6913,1.5316,1.3146,0.8583,0.0118,1.1365,0.2591,0.4947,0.7436,1100,0,0,0,1,DIETRO_PANTALONI
-0.3313,1.1141,1.0555,3.4087,-1.3085,7.3685,9.809,3.1319,8.9956,0.2646,10.8219,2.2907,1.5135,5.1746,0.6337,13.2927,8.0383,2.8352,8.3741,0.5393,-0.045,-0.0306,-0.0249,0.6809,0.5543,0.8141,0.337,0.6974,0.3723,2.0693,1.1047,0.5338,0.1136,0.4864,0.1386,4.282,1.2203,0.285,-0.5968,-0.2158,-0.1971,0.3616,0.3302,0.9131,0.1207,0.1045,0.0812,0.8659,0.6729,0.7771,0.3789,0.6587,0.4071,1.7384,1.0742,0.6179,0.2673,19.1807,0.9313,0.6899,0.8686,0.8172,0.9719,0.9272,-0.0016,0.1457,0.3817,1.3629,-1.3898,0.1994,0.0285,0.1688,0.7007,-0.3505,-0.2013,0.0917,0.3028,1.1813,-1.0116,-0.0078,0.0078,-0.9907,2.2611,1.2605,0.5575,5.1128,1.589,0.3108,4.3588,1.3342,0.3061,1.0992,0.9712,0.8835,1.9451,1.1537,0.5931,0.0058,0.8411,0.6854,0.5487,0.574,1100,0,0,0,1,DIETRO_PANTALONI
