@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
0.0957,2.2799,1.5099,9.7973,-1.516,-12.6715,8.9866,2.9978,25.1107,?,9.6812,4.3977,2.0971,13.2241,0.27,16.0299,13.008,3.6067,24.0211,0.2265,-0.0076,0.0099,0.006,-1.3089,-0.7905,0.6039,0.5037,0.72,0.4187,1.4295,0.8312,0.5814,0.2537,0.5184,0.1753,2.0435,0.6908,0.3381,0.2351,-1.2072,-0.8394,-5.1351,-3.5704,0.6953,0,0.215,0.1254,0,0,0.5833,0.3902,0.7409,0.4079,1.8989,1.0454,0.5505,0.1661,23.4178,0.1069,-0.2442,-0.1692,-0.9494,-0.9924,0.9783,-2.9353,2.53,1.5906,4.8889,?,-8.942,0.333,0.577,9.7133,?,2.1076,0.2782,0.5274,1.7327,0.4178,0.3283,-1.3927,-4.2427,2.7565,3.0158,1.0941,7.598,9.0952,1.197,0.5033,-3.9313,-7.8107,1,0,0,0.5033,2.8216,5.606,0.1005,13.9849,-0.9631,-0.675,0.7778,?,?,?,?,?,PANTALONI
0.2186,0.9089,0.9534,5.4801,-0.4534,-11.2994,2.5847,1.6077,16.1487,?,9.915,0.9968,0.9984,5.3328,0.5813,15.0907,2.7926,1.6711,8.1114,0.572,-0.0193,0.022,0.0145,-1.1396,-0.7488,0.657,0.593,0.9549,0.5705,1.6103,0.9621,0.5974,0.3517,0.9119,0.3255,2.5931,0.9255,0.3569,0.1059,-0.2309,-0.1577,-2.1814,-1.4897,0.6829,0,0.2961,0.199,0,0,0.672,0.3394,1.0276,0.6756,3.0281,1.9909,0.6574,0.1566,21.9315,-0.2154,0.1782,0.2437,-0.544,-0.9419,0.7914,-0.9457,1.3407,1.1579,4.5629,-1.6582,-9.2044,0.0522,0.2285,9.5055,?,3.0014,0.1663,0.4077,1.4538,0.6084,0.1027,-0.3151,-3.0667,5.0681,2.8397,0.5603,25.6858,8.0642,0.314,0.2994,-1.2602,-4.2085,0,0.4624,0,0.48,3.1387,6.5384,0.1013,13.4913,-0.3975,0.0228,0.8377,?,?,?,?,?,PANTALONI
0.0512,7.1223,2.6688,9.7366,-1.1153,-8.7247,46.9476,6.8518,22.4771,-6.4365,10.2979,6.0401,2.4577,8.1441,0.4352,14.6127,28.7495,5.3619,17.1531,0.2838,-0.0059,0.005,0.0035,-0.8472,-0.5971,0.7047,0.3895,1.0859,0.4977,2.7879,1.2779,0.4584,0.1517,1.1792,0.2477,7.7726,1.633,0.2101,0.2639,-0.8181,-0.7552,-3.1002,-2.862,0.9232,1.5229,0.3192,0.1922,0.2096,0.1262,0.602,0.4332,1.1955,0.5676,2.7599,1.3104,0.4748,0.1336,21.7488,0.7255,-0.3475,-0.6454,-0.6872,-0.9409,0.8748,4.7123,13.1644,3.6283,10.9322,-0.1242,-4.3325,26.205,5.1191,13.4067,-2.6877,-0.0306,15.8444,3.9805,13.4099,-0.6039,-1.0877,-154.2172,141.7878,0.7088,0.9115,1.286,0.5024,0.8309,1.6539,0.1236,0.2392,1.9353,2.6749,1.1631,0.4348,0.8154,0.8152,0.9998,0.0634,13.9327,0.7531,-0.2121,0.454,?,?,?,?,?,PANTALONI
-0.7612,38.5362,6.2078,29.6916,-1.8523,0.3288,74.036,8.6044,37.6648,-1.7078,9.6505,46.4639,6.8164,30.3993,-0.2545,14.2109,50.9041,7.1347,25.9776,0.1388,-2.3151,-0.0789,-0.0536,0.0341,0.0231,0.6791,0.7215,0.9107,0.8701,1.2623,1.206,0.9554,0.5205,0.8294,0.757,1.5934,1.4544,0.9128,0.8117,3.1266,-4.6054,3.8519,-5.6738,-1.473,0.7484,0.4296,0.3451,0.574,0.4611,0.8033,0.7883,0.9767,1.143,1.239,1.4499,1.1702,0.0999,21.5187,0.7087,0.0899,-0.3073,0.1207,-0.3191,0.714,3.1656,12.2182,3.4955,9.317,-0.0521,1.3667,20.9484,4.5769,12.7375,-1.4034,6.8323,4.4345,2.1058,5.6761,0.3427,2.3163,0.4633,0.2,0.7637,1.6599,2.1735,0.5833,2.7553,4.724,0.062,-0.1559,-2.5129,1.671,1.0254,0.6137,0.7315,1.6414,2.244,0.0789,14.7061,-0.808,-0.9335,0.9285,?,?,?,?,?,PANTALONI
0.2932,0.9514,0.9754,5.0624,-0.7401,0.2951,4.4803,2.1167,12.0839,-1.9644,9.866,5.1866,2.2774,12.1246,0.3413,10.1484,5.1386,2.2668,11.8839,0.3573,0.9936,0.0297,0.0289,0.0299,0.0291,0.9722,0.4608,0.4283,0.4303,0.9294,0.9338,1.0047,0.2124,0.1834,0.1852,0.8638,0.8719,1.0094,0.2689,-0.3427,-0.3259,-1.2747,-1.2118,0.9507,0.7137,0.1581,0.1573,0.2215,0.2204,0.9954,0.4189,0.4175,0.426,0.9966,1.0168,1.0203,0.1039,12.3354,-0.2669,0.0459,0.1381,0.0847,-0.0354,0.98,3.349,11.9165,3.452,9.9616,-0.0895,2.2075,5.909,2.4308,7.2971,-0.589,7.7721,1.7509,1.3232,5.8304,0.3544,1.5171,0.4309,0.284,1.4201,2.6088,1.8371,2.0167,6.806,3.3749,0.3024,-0.2555,-0.8449,1.9911,1.0124,0.5085,1.3651,1.7086,1.2516,0.0921,14.5335,-0.7801,-0.8745,0.6157,?,?,?,?,?,PANTALONI
0.0313,0.014,0.1182,0.5394,-0.7328,6.3447,0.0313,0.177,0.8525,0.8744,9.8794,0.0161,0.1267,0.6624,0.9353,11.7429,0.0238,0.1543,0.6914,0.9433,0.0049,0.0032,0.0027,0.6422,0.5403,0.8413,0.6681,0.9332,0.766,1.3968,1.1466,0.8209,0.4463,0.8709,0.5868,1.9512,1.3147,0.6738,-0.0384,-0.0238,-0.0198,0.6202,0.5157,0.8314,0.0459,0.0304,0.0255,0.6634,0.5563,0.8386,0.6328,0.8144,0.7802,1.2871,1.233,0.958,0.1198,16.3232,0.0609,-0.1496,-0.064,0.1633,0.7329,0.7924,7.8878,0.0027,0.0521,0.2077,0.974,5.516,0.0059,0.0768,0.2882,0.9492,-1.8756,0.0003,0.0162,1.9106,?,1.43,-4.2055,-2.9409,0.6787,3.2243,4.7508,0.4606,10.3961,22.5705,1.4442,-4.0695,-2.8179,1.4074,0,0,0.7207,0.1087,0.1509,0.1001,15.2794,-0.997,-0.377,0.4372,?,?,?,?,?,PANTALONI
0.1898,1.2186,1.1039,5.2167,-1.6333,-0.042,2.8384,1.6848,10.6237,-0.474,10.131,7.4374,2.7272,12.4275,0.3299,10.3144,7.7823,2.7897,13.57,0.3115,-4.5232,0.0187,0.0184,-0.0041,-0.0041,0.9822,0.6552,0.4048,0.3957,0.6178,0.6039,0.9776,0.4293,0.1638,0.1566,0.3816,0.3647,0.9557,0.9471,-0.529,-0.5271,-0.5585,-0.5566,0.9965,0.2749,0.1068,0.1005,0.3887,0.3657,0.941,0.491,0.4198,0.3844,0.8549,0.7829,0.9158,0.1101,12.1995,-0.3503,0.0779,0.0588,0.472,0.4832,0.9968,3.8654,10.0038,3.1629,9.6633,-0.0512,1.5687,3.5742,1.8906,6.0984,-0.5449,7.9022,2.7131,1.6471,6.0843,0.3497,2.4641,0.4892,0.1985,1.673,1.9202,1.1478,2.7989,3.6873,1.3174,0.2188,-0.1438,-0.6573,2.3287,0.9825,0.4219,1.5846,1.5882,1.0023,0.0971,14.0342,-0.7924,-0.8597,0.5379,?,?,?,?,?,PANTALONI
-0.0529,9.1061,3.0176,17.4767,-0.6766,4.3673,47.407,6.8853,22.0622,-0.696,9.9855,68.1427,8.2549,41.9187,-0.2395,14.2894,39.2541,6.2653,31.6051,0.0685,-0.0121,-0.0053,-0.0037,0.4374,0.3056,0.6988,0.4383,0.3656,0.4816,0.8341,1.099,1.3176,0.1921,0.1336,0.232,0.6957,1.2077,1.7359,0.779,0.8707,-3.0334,1.1177,-3.8941,-3.484,0.8013,0.3082,0.3072,0.3846,0.3834,0.9967,0.7922,0.4169,0.553,0.5263,0.6981,1.3263,0.1172,19.4012,-0.3806,0.106,0.2966,0.0344,0.0204,0.8563,3.4185,13.2841,3.6447,9.0423,-0.2433,6.0139,3.772,1.9422,6.2023,0.3483,3.0435,21.9824,4.6885,10.4604,-0.1347,0.5684,1.1232,1.976,1.8766,0.7774,0.4142,3.5217,0.6043,0.1716,-0.5338,1.4251,-2.6696,0.7642,0.7889,1.0323,1.4579,0.8644,0.5929,0.0813,14.0907,0.5554,-0.9498,-0.7864,?,?,?,?,?,PANTALONI
-0.1163,0.0166,0.1289,0.5772,-3.1367,11.7711,0.0116,0.1077,0.5007,0.9585,9.9025,0.0057,0.0755,0.4721,0.9531,15.3835,0.0133,0.1152,0.58,0.9631,-0.0099,-0.0117,-0.0076,1.1887,0.7652,0.6437,1.197,1.7077,1.1185,1.4266,0.9344,0.655,1.4328,2.9161,1.251,2.0352,0.8731,0.429,-0.0378,-0.0456,-0.0289,1.2053,0.7645,0.6343,0.0116,0.0139,0.0089,1.1985,0.7682,0.641,1.1529,1.2226,0.9953,1.0605,0.8633,0.814,0.1636,21.8114,0.3391,-0.0866,0.1965,0.525,0.9362,0.7951,7.4335,0.0017,0.0418,0.1257,0.9832,6.3693,0.0024,0.0495,0.1506,0.9767,-0.5832,0.0011,0.0331,0.6321,?,1.1671,-12.7464,-10.9216,0.8441,1.2612,1.4942,0.7124,1.5905,2.2325,1.1697,-11.6583,-9.9671,1.1619,0,0,0.8351,0.1989,0.2382,0.1043,14.386,-1.0029,-0.266,0.3188,?,?,?,?,?,PANTALONI
0.0128,1.3705,1.1707,15.5375,-0.7963,-12.3787,0.6128,0.7828,15.7699,?,9.9199,0.3836,0.6194,3.6887,0.6796,15.9083,0.9299,0.9643,7.0325,0.6464,-0.001,0.0013,0.0008,-1.2479,-0.7781,0.6236,1.4955,1.8901,1.214,1.2638,0.8117,0.6423,2.2366,3.5724,1.4738,1.5972,0.6589,0.4125,0.4368,-0.8803,-0.5358,-2.0154,-1.2268,0.6087,0,0.7513,0.4349,0,0,0.5789,0.9853,4.2122,2.2094,4.2752,2.2424,0.5245,0.167,22.6515,-0.432,-0.2681,0.2489,-0.5821,-0.9436,0.7216,-1.4934,0.0166,0.1288,2.0064,?,-9.669,0.0004,0.0191,9.6905,?,0.6481,0.0143,0.1194,0.3561,0.554,0.1545,-2.3043,-14.9191,6.7414,1.0792,0.1601,45.4461,1.1646,0.0256,0.207,-4.5371,-21.9134,1,0,0,0.207,5.6347,27.2146,0.1032,11.8105,-0.9398,0.5327,-0.2076,?,?,?,?,?,PANTALONI
0.5221,4.513,2.1244,8.7583,-0.5728,1.3065,14.1368,3.7599,12.3095,-0.2758,9.512,16.35,4.0435,16.1728,0.1606,10.3933,19.4357,4.4086,16.4415,0.1628,0.3997,0.0549,0.0502,0.1373,0.1257,0.9152,0.565,0.5254,0.4819,0.9299,0.8529,0.9172,0.3192,0.276,0.2322,0.8646,0.7274,0.8412,1.1987,-1.0311,-0.9978,-0.8602,-0.8324,0.9677,0.5771,0.289,0.2836,0.5008,0.4913,0.9811,0.7115,0.5415,0.5327,0.7611,0.7487,0.9837,0.1012,14.0013,-0.4866,0.0434,0.0153,0.514,0.6303,0.9813,-2.3527,13.8185,3.7173,9.712,-10.9689,4.051,13.0691,3.6151,10.6259,-0.5765,6.707,2.341,1.53,4.6972,0.3987,-0.5808,-0.3508,0.604,1.0283,2.4296,2.3628,1.0573,5.9028,5.5827,2.2905,-2.8576,-1.2476,0.1204,0.1039,0.8628,0.914,2.0676,2.2622,0.0861,14.8037,0.9392,0.8466,0.9425,?,?,?,?,?,PANTALONI
-0.0961,0.3822,0.6183,4.2877,-1.1399,-13.0463,0.5231,0.7233,14.7793,?,9.9168,0.3521,0.5934,4.8569,0.5985,16.4005,0.8412,0.9172,7.1174,0.6298,0.0074,-0.0097,-0.0059,-1.3156,-0.7955,0.6047,0.8548,1.0419,0.6741,1.2189,0.7886,0.647,0.7307,1.0856,0.4544,1.4857,0.6219,0.4186,0.1545,-0.3155,-0.1886,-2.0414,-1.2207,0.598,0,0.1656,0.1042,0,0,0.6292,0.2901,0.8828,0.6024,3.0429,2.0765,0.6824,0.1725,23.3216,0.504,-0.4815,-0.522,-0.8796,-0.9812,0.9536,0.9793,0.0205,0.1433,0.4946,0.6099,-9.7481,0.0002,0.0134,9.7704,?,0.3864,0.016,0.1265,0.4212,0.1604,-0.1005,2.5345,-25.2289,10.6818,1.1326,0.106,114.1016,1.2828,0.0112,-0.0792,9.6143,-121.4504,0,2.528,0,0.0506,1.1744,23.1988,0.1032,11.1137,0.9695,-0.4782,-0.2485,?,?,?,?,?,PANTALONI
0.7063,4.4641,2.1128,9.0379,-0.9951,0.9732,6.6206,2.573,14.7908,-0.2578,9.3685,4.5546,2.1342,12.4982,0.1897,9.982,5.2132,2.2832,13.9715,0.1965,0.7257,0.0754,0.0708,0.1039,0.0975,0.9385,0.8211,0.99,0.9254,1.2057,1.1269,0.9347,0.6743,0.9801,0.8563,1.4536,1.27,0.8737,1.4869,-1.5411,-1.3193,-1.0364,-0.8872,0.8561,0.3852,0.2937,0.2605,0.7624,0.6763,0.887,0.611,0.7231,0.6469,1.1834,1.0586,0.8945,0.0984,13.1084,-0.1244,-0.2176,-0.1294,0.1454,0.2992,0.957,-4.3041,3.4096,1.8465,8.3857,?,1.6948,7.993,2.8272,9.6694,-1.314,7.7252,3.6925,1.9216,6.97,0.2396,-2.5396,-0.5572,0.2194,0.6531,0.9609,1.4713,0.4266,0.9234,2.1646,1.5272,-3.8184,-2.5002,0,0,0.4559,0.8672,1.2031,1.3873,0.0938,15.0676,0.9015,0.9057,0.9288,?,?,?,?,?,PANTALONI
0.4493,0.4551,0.6746,3.518,-1.5142,-0.5158,3.2111,1.792,7.2071,-1.1954,9.5952,1.7032,1.3051,5.6219,0.5405,9.797,1.9236,1.3869,5.7494,0.5352,-0.8711,0.0468,0.0459,-0.0538,-0.0526,0.9794,0.3765,0.5169,0.4864,1.3731,1.292,0.941,0.1417,0.2672,0.2366,1.8854,1.6693,0.8854,0.5399,-0.3204,-0.3201,-0.5934,-0.5928,0.999,0.4263,0.1144,0.1131,0.2683,0.2654,0.9892,0.4881,0.6258,0.6119,1.282,1.2535,0.9778,0.1106,11.8326,-0.01,-0.1826,-0.2391,-0.513,-0.5248,0.9931,-2.7185,6.3652,2.5229,7.4766,-25.2192,1.4193,1.354,1.1636,3.8438,-0.4775,7.6677,1.8859,1.3733,4.3457,0.5272,-1.9154,-0.3545,0.1851,2.1682,1.8372,0.8473,4.7012,3.3752,0.7179,5.7893,-1.4841,-0.2563,0.1096,0.031,0.283,1.9451,1.7204,0.8845,0.0949,12.1144,0.9767,0.991,0.993,?,?,?,?,?,PANTALONI
0.6901,1.2451,1.1158,4.6009,-0.516,2.958,11.762,3.4296,10.3489,-0.51,8.8796,3.7281,1.9308,8.4287,0.3525,10.0146,4.5167,2.1253,8.4012,0.3679,0.2333,0.0777,0.0689,0.3331,0.2954,0.8867,0.3254,0.5779,0.525,1.7762,1.6137,0.9085,0.1059,0.334,0.2757,3.155,2.6041,0.8254,0.448,-0.3413,-0.3202,-0.7618,-0.7148,0.9383,0.4428,0.2332,0.2283,0.5265,0.5157,0.9794,0.4446,0.5459,0.5476,1.2278,1.2318,1.0033,0.0938,13.7715,-0.477,-0.2082,-0.3603,0.0413,0.377,0.9307,-2.1783,5.1108,2.2607,6.5294,?,3.3694,7.0304,2.6515,9.0321,-0.8105,8.227,0.3119,0.5585,2.2073,0.745,-0.6465,-0.2648,0.4095,0.8526,4.0481,4.7479,0.727,16.3874,22.5426,1.6148,-1.0124,-0.627,0,0,0.5763,0.7229,2.9581,4.0919,0.0915,14.4652,0.9497,0.8172,0.9489,?,?,?,?,?,PANTALONI
0.9567,3.9631,1.9907,7.4812,-0.2305,2.7348,10.8366,3.2919,10.9414,-0.8944,8.1324,6.6559,2.5799,11.2799,0.2172,9.3601,8.3754,2.894,12.0184,0.2105,0.3498,0.1176,0.1022,0.3363,0.2922,0.8688,0.6047,0.7716,0.6879,1.276,1.1375,0.8915,0.3657,0.5954,0.4732,1.6281,1.2939,0.7947,0.2713,-0.4476,-0.4374,-1.65,-1.6121,0.977,1.0526,0.4219,0.3994,0.4008,0.3794,0.9467,0.6837,0.6632,0.6225,0.97,0.9104,0.9386,0.0863,13.5755,-0.8345,0.4661,0.4923,-0.0128,-0.0417,0.9831,-0.9379,5.0141,2.2392,9.6913,-5.0321,4.5932,1.38,1.1747,6.4357,-0.1617,8.2154,0.3672,0.6059,3.0586,0.6419,-0.2042,-0.1142,0.5591,1.9062,3.6954,1.9387,3.6334,13.6562,3.7585,9.0257,-1.4743,-0.1633,0.29,0.1881,0.6485,1.5059,3.1686,2.1041,0.0946,14.1956,0.9271,0.8278,0.913,?,?,?,?,?,PANTALONI
0.3596,7.0154,2.6487,19.0168,-0.4589,-5.6829,21.2413,4.6088,22.2558,-3.0262,9.7025,6.0937,2.4686,16.21,0.0895,12.1732,12.7265,3.5674,17.7273,0.2398,-0.0633,0.0371,0.0295,-0.5857,-0.4668,0.797,0.5747,1.073,0.7425,1.867,1.2919,0.692,0.3303,1.1512,0.5512,3.4858,1.6691,0.4788,0.3576,-3.754,-1.0696,-10.4979,-2.9912,0.2849,2.3581,0.7322,0.559,0.3105,0.237,0.7634,0.8545,1.1732,1.0727,1.373,1.2555,0.9144,0.1148,17.5371,-0.2919,0.3253,0.4709,-0.383,-0.8198,0.7687,-7.381,3.2765,1.8101,9.4035,?,-5.5597,5.1061,2.2597,8.5106,?,1.1171,1.1476,1.0713,3.3932,-0.0713,1.3276,-6.6071,-4.9767,0.8011,1.6897,2.1093,0.6417,2.855,4.4492,1.1049,41.6226,37.6704,1,0,0,1.1049,2.7713,2.5082,0.095,14.069,-0.9981,0.0891,-0.1142,?,?,?,?,?,PANTALONI
-0.3735,1.6833,1.2974,7.3554,-1.9294,4.6457,11.8282,3.4392,13.5046,-0.3896,9.8619,6.1208,2.474,11.7745,0.3225,11.4641,7.1861,2.6807,13.0922,0.324,-0.0804,-0.0379,-0.0326,0.4711,0.4052,0.8602,0.3772,0.5244,0.484,1.3901,1.283,0.9229,0.1423,0.275,0.2342,1.9325,1.646,0.8518,1.2794,-0.8643,-0.7721,-0.6755,-0.6035,0.8933,0.2584,0.1445,0.1297,0.5592,0.5018,0.8974,0.5447,0.6247,0.5618,1.1469,1.0315,0.8994,0.116,15.9842,0.3835,-0.2188,-0.1358,0.2168,0.5514,0.9089,3.6911,11.2871,3.3596,9.9206,-0.107,2.8996,2.2204,1.4901,5.022,0.0489,7.5717,3.2883,1.8134,8.0143,0.1368,1.273,0.4875,0.383,2.2546,1.8527,0.8217,5.0833,3.4325,0.6753,-3.7128,-0.755,0.2034,1.6972,0.9653,0.5687,1.9754,1.2379,0.6266,0.0948,14.5713,-0.5011,-0.8009,0.1413,?,?,?,?,?,PANTALONI
