@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
1.8972,11.3069,3.3626,17.4558,-0.3012,1.9173,10.3506,3.2172,16.5144,-2.073,1.8972,11.3069,3.3626,17.4558,-0.3012,5.5252,13.311,3.6484,19.5001,0.0348,0.9896,1,0.3434,1.0106,0.347,0.3434,1.0452,1,0.9216,0.9568,0.8818,0.9216,1.0924,1,0.8494,0.9154,0.7776,0.8494,0.3627,1,-5.7489,2.7573,-15.8513,-5.7489,2.4964,1,0.664,0.4006,0.266,0.664,1.057,1,0.8952,0.9461,0.8469,0.8952,0.017,8.5033,-0.8116,1,0.8791,-0.8116,-0.8687,0.8791,3,1.4742,1.2142,4,0.3333,?,?,?,?,?,DAVANTI_PANTALONI
3.2462,15.5532,3.9438,13.5991,0.0111,1.0511,2.0587,1.4348,6.5314,-0.8138,3.2462,15.5532,3.9438,13.5991,0.0111,5.2753,27.5173,5.2457,19.1507,0.0201,3.0883,1,0.6154,0.3238,0.1993,0.6154,2.7486,1,0.7518,0.3638,0.2735,0.7518,7.555,1,0.5652,0.1324,0.0748,0.5652,-0.0523,1,0.3908,-19.125,-7.4745,0.3908,3.8191,1,0.7037,0.2618,0.1843,0.7037,2.0821,1,0.7101,0.4803,0.3411,0.7101,0.0271,8.0202,-0.3741,1,0.9925,-0.3741,-0.2967,0.9925,1,0,0,0,1,125000,0,0,0,1,DAVANTI_PANTALONI
-6.9623,1.7745,1.3321,10.167,?,6.4402,2.9159,1.7076,6.4639,0.3883,-6.9623,1.7745,1.3321,10.167,?,11.821,5.1518,2.2698,8.1751,0.5148,-1.0811,1,-0.589,-0.925,0.5448,-0.589,0.7801,1,0.5869,1.2819,0.7523,0.5869,0.6086,1,0.3444,1.6432,0.566,0.3444,-2.478,1,-1.1721,-0.4036,0.473,-1.1721,0,1,0,0,0.6271,0,1.5729,1,1.2436,0.6358,0.7907,1.2436,0.0588,20.3648,-0.6169,1,-0.9423,-0.6169,0.8439,-0.9423,4.0472,0,0,0,1,1100,0,0,0,1,DAVANTI_PANTALONI
2.9793,16.9771,4.1203,14.1553,-0.0798,1.9474,5.8912,2.4272,8.6971,-0.6276,2.9793,16.9771,4.1203,14.1553,-0.0798,6.14,23.6908,4.8673,17.7209,0.0443,1.5299,1,0.4852,0.6537,0.3172,0.4852,1.6976,1,0.8465,0.5891,0.4987,0.8465,2.8818,1,0.7166,0.347,0.2487,0.7166,0.3118,1,-1.2732,3.207,-4.083,-1.2732,2.4534,1,0.707,0.4076,0.2882,0.707,1.6276,1,0.7988,0.6144,0.4908,0.7988,0.0231,9.0426,-0.7766,1,0.9584,-0.7766,-0.6248,0.9584,4.0949,0,0,0,1,1100,0,0,0,1,DAVANTI_PANTALONI
1.7413,20.3503,4.5111,24.5166,-0.1516,1.9063,31.3887,5.6026,25.0879,-1.4083,1.7413,20.3503,4.5111,24.5166,-0.1516,6.896,34.2323,5.8508,31.3633,0.0097,0.9134,1,0.2525,1.0948,0.2764,0.2525,0.8052,1,0.771,1.2419,0.9576,0.771,0.6483,1,0.5945,1.5424,0.9169,0.5945,0.2199,1,-10.5379,4.5468,-47.914,-10.5379,2.0437,1,0.6723,0.4893,0.3289,0.6723,0.9772,1,0.7817,1.0233,0.7999,0.7817,0.008,10.3334,-0.7432,1,0.9537,-0.7432,-0.7474,0.9537,57.4036,535.104,23.1323,123,0.2407,1100,0,0,0,1,DIETRO_PANTALONI
1.6696,14.855,3.8542,18.5479,-0.2831,2.8369,37.9681,6.1618,28.2336,-1.7591,1.6696,14.855,3.8542,18.5479,-0.2831,8.0211,16.9627,4.1186,21.1719,0.1027,0.5885,1,0.2082,1.6992,0.3537,0.2082,0.6255,1,0.9358,1.5987,1.4961,0.9358,0.3912,1,0.8757,2.5559,2.2383,0.8757,0.2273,1,-1.6888,4.3992,-7.4294,-1.6888,1.4127,1,0.6127,0.7079,0.4337,0.6127,0.6569,1,0.8761,1.5222,1.3335,0.8761,0.0096,12.0942,-0.677,1,0.7783,-0.677,-0.7251,0.7783,97.7306,1642.4186,40.5268,124,0.3641,1100,0,0,0,1,DIETRO_PANTALONI
3.1429,25.1943,5.0194,24.1893,-0.0981,3.3628,42.9074,6.5504,28.0693,-1.2904,3.1429,25.1943,5.0194,24.1893,-0.0981,9.2188,39.3744,6.2749,33.5636,0.0186,0.9346,1,0.3409,1.07,0.3648,0.3409,0.7663,1,0.7999,1.305,1.0439,0.7999,0.5872,1,0.6399,1.7031,1.0897,0.6399,0.1366,1,-3.403,7.321,-24.9132,-3.403,1.7976,1,0.6442,0.5563,0.3584,0.6442,0.8618,1,0.7207,1.1604,0.8363,0.7207,0.0144,13.4242,-0.8398,1,0.9467,-0.8398,-0.7362,0.9467,372.2377,39450.7812,198.6222,679,0.1054,1100,0,0,0,1,DIETRO_PANTALONI
1.6853,24.3418,4.9337,24.9873,-0.225,0.6911,24.8536,4.9853,23.6929,-3.9106,1.6853,24.3418,4.9337,24.9873,-0.225,5.8352,45.6455,6.7561,30.9277,0.0154,2.4386,1,0.2888,0.4101,0.1184,0.2888,0.9897,1,0.7303,1.0105,0.7379,0.7303,0.9794,1,0.5333,1.021,0.5445,0.5333,0.2432,1,-9.4589,4.1111,-38.8865,-9.4589,4.2276,1,0.6493,0.2365,0.1536,0.6493,1.0546,1,0.8079,0.9482,0.7661,0.8079,0.0128,9.3214,-0.8912,1,0.9462,-0.8912,-0.91,0.9462,455.1082,2952.8838,54.3404,277,0.4704,?,?,?,?,?,DIETRO_PANTALONI
6.1504,26.6995,5.1672,28.349,-0.2202,1.7855,17.7093,4.2082,22.3553,-0.4758,6.1504,26.6995,5.1672,28.349,-0.2202,10.8747,31.6903,5.6294,31.924,0.0285,3.4447,1,0.5656,0.2903,0.1642,0.5656,1.2279,1,0.9179,0.8144,0.7475,0.9179,1.5077,1,0.8425,0.6633,0.5588,0.8425,0.7098,1,-5.4698,1.4088,-7.7059,-5.4698,1.5337,1,0.7071,0.652,0.461,0.7071,1.2681,1,0.888,0.7886,0.7003,0.888,0.0238,17.1526,-0.1542,1,0.9095,-0.1542,-0.0026,0.9095,1.6005,1.4088,1.1869,4,0,1100,0,0,0,1,DAVANTI_PANTALONI
7.1373,1.5506,1.2452,6.1747,0.4322,6.2757,0.7847,0.8858,3.6063,0.5783,7.1373,1.5506,1.2452,6.1747,0.4322,11.9549,2.233,1.4943,7.636,0.5483,1.1373,1,0.597,0.8793,0.5249,0.597,1.4057,1,0.8333,0.7114,0.5928,0.8333,1.9761,1,0.6944,0.5061,0.3514,0.6944,0.9505,1,0.507,1.0521,0.5335,0.507,1.2717,1,0.6433,0.7863,0.5058,0.6433,1.7122,1,0.8086,0.584,0.4723,0.8086,0.0321,20.5503,-0.1284,1,0.9388,-0.1284,0.2182,0.9388,1.8946,0.9105,0.9542,3,0.25,1100,0,0,0,1,DAVANTI_PANTALONI
