@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-0.4043,2.0313,1.4252,6.765,-0.952,2.3915,2.774,1.6655,9.2632,-0.3242,-0.4043,2.0313,1.4252,6.765,-0.952,3.3117,1.9152,1.3839,7.8362,0.0386,-0.1691,1,-0.1221,-5.9151,0.7221,-0.1221,0.8557,1,1.0299,1.1686,1.2035,1.0299,0.7323,1,1.0606,1.3656,1.4484,1.0606,1.455,1,-10.4965,0.6873,-7.2143,-10.4965,0.4954,1,0.4252,2.0185,0.8583,0.4252,0.7303,1,0.8633,1.3693,1.1821,0.8633,0.0067,5.0938,0.6494,1,0.4638,0.6494,0.7432,0.4638,2.1658,0.1383,0.3719,1,0.6667,1100,0,0,0,1,DAVANTI_PANTALONI
8.7445,0.7825,0.8846,3.8669,0.6379,5.1539,1.2586,1.1219,3.7955,0.4989,8.7445,0.7825,0.8846,3.8669,0.6379,13.4415,1.6449,1.2826,5.6581,0.6562,1.6967,1,0.6506,0.5894,0.3834,0.6506,0.7885,1,0.6897,1.2682,0.8747,0.6897,0.6217,1,0.4757,1.6084,0.7652,0.4757,1.8033,1,0.6309,0.5545,0.3499,0.6309,1.4102,1,0.6489,0.7091,0.4602,0.6489,1.0188,1,0.6834,0.9815,0.6708,0.6834,0.0353,22.6429,0.1359,0.9999,0.9386,0.1359,0.4685,0.9386,4.8417,0.1332,0.365,1,0.8,1100,0,0,0,1,DAVANTI_PANTALONI
0.6493,5.3475,2.3125,14.0061,-0.4336,1.7497,6.7739,2.6027,14.062,-0.8353,0.6493,5.3475,2.3125,14.0061,-0.4336,4.0336,5.1033,2.259,13.6409,0.0174,0.3711,1,0.161,2.6946,0.4338,0.161,0.8885,1,1.0236,1.1255,1.1521,1.0236,0.7894,1,1.0479,1.2667,1.3274,1.0479,0.6619,1,-17.5864,1.5108,-26.5702,-17.5864,1.2751,1,0.7038,0.7842,0.5519,0.7038,0.996,1,1.0268,1.004,1.0309,1.0268,0.0053,5.8802,-0.0393,1,0.5959,-0.0393,-0.0396,0.5959,0,0,0,0,0,1100,0,0,0,1,DAVANTI_PANTALONI
8.4426,2.7129,1.6471,8.9657,0.396,5.3028,1.6156,1.2711,5.0714,0.4037,8.4426,2.7129,1.6471,8.9657,0.396,13.1546,4.6735,2.1618,12.23,0.4402,1.5921,1,0.6418,0.6281,0.4031,0.6418,1.2958,1,0.7619,0.7717,0.588,0.7619,1.6792,1,0.5805,0.5955,0.3457,0.5805,1.7124,1,0.6113,0.584,0.357,0.6113,1.7455,1,0.6795,0.5729,0.3893,0.6795,1.7679,1,0.7331,0.5656,0.4147,0.7331,0.0352,22.188,-0.0591,1,0.9627,-0.0591,0.2088,0.9627,3.9191,1.2711,1.1274,3,0.4,1100,0,0,0,1,DAVANTI_PANTALONI
-2.7987,13.5811,3.6853,18.6038,-3.5731,3.9772,6.8687,2.6208,13.3444,-0.196,-2.7987,13.5811,3.6853,18.6038,-3.5731,7.0912,15.23,3.9026,18.4722,0.1017,-0.7037,1,-0.3947,-1.4211,0.5609,-0.3947,1.4061,1,0.9443,0.7112,0.6716,0.9443,1.9772,1,0.8917,0.5058,0.451,0.8917,6.6474,1,-6.9541,0.1504,-1.0461,-6.9541,0.3646,1,0.1978,2.7427,0.5426,0.1978,1.3941,1,1.0071,0.7173,0.7224,1.0071,0.0148,10.1001,0.6978,1,-0.8712,0.6978,-0.3526,-0.8712,6.3184,0.217,0.4659,1,0.8571,1100,0,0,0,1,DAVANTI_PANTALONI
-2.7566,25.122,5.0122,20.3603,-19.8431,0.1951,13.2622,3.6417,14.7291,-2.2311,-2.7566,25.122,5.0122,20.3603,-19.8431,5.5825,47.5777,6.8977,27.7292,0.0171,-14.1305,1,-0.4938,-0.0708,0.0349,-0.4938,1.3763,1,0.7267,0.7266,0.528,0.7267,1.8943,1,0.528,0.5279,0.2787,0.528,1.9058,1,-40.2234,0.5247,-21.1054,-40.2234,0.2143,1,0.0346,4.6667,0.1616,0.0346,1.3823,1,0.7343,0.7234,0.5312,0.7343,0.0226,8.7369,0.8797,1,-0.9843,0.8797,-0.85,-0.9843,1,0,0,0,1,125000,0,0,0,1,DAVANTI_PANTALONI
6.8137,21.2753,4.6125,21.847,-0.1741,3.0302,10.5687,3.251,16.5222,-0.3164,6.8137,21.2753,4.6125,21.847,-0.1741,11.2615,28.3326,5.3228,24.5388,0.0728,2.2486,1,0.605,0.4447,0.2691,0.605,1.4188,1,0.8666,0.7048,0.6108,0.8666,2.013,1,0.7509,0.4968,0.373,0.7509,0.8159,1,-1.6821,1.2256,-2.0617,-1.6821,1.4825,1,0.7031,0.6745,0.4743,0.7031,1.3223,1,0.8903,0.7563,0.6733,0.8903,0.0274,17.6058,-0.173,1,0.9361,-0.173,0.0756,0.9361,0.3777,0.3709,0.609,2,0,1100,0,0,0,1,DAVANTI_PANTALONI
4.1476,23.4804,4.8457,23.0158,-0.3438,3.0305,7.5286,2.7438,12.6517,-0.4056,4.1476,23.4804,4.8457,23.0158,-0.3438,8.8373,19.9811,4.47,22.3684,0.0801,1.3686,1,0.4693,0.7307,0.3429,0.4693,1.766,1,1.084,0.5662,0.6138,1.084,3.1188,1,1.1751,0.3206,0.3768,1.1751,1.6129,1,-3.0247,0.62,-1.8754,-3.0247,1.9029,1,0.7044,0.5255,0.3702,0.7044,1.8192,1,1.0289,0.5497,0.5656,1.0289,0.018,13.5414,-0.1528,1,0.892,-0.1528,0.003,0.892,0.1689,0.1404,0.3747,1,0,1100,0,0,0,1,DAVANTI_PANTALONI
6.8099,3.678,1.9178,10.5177,0.2049,6.9173,1.9438,1.3942,5.5391,0.4604,6.8099,3.678,1.9178,10.5177,0.2049,12.0169,5.4918,2.3435,12.0678,0.4138,0.9845,1,0.5667,1.0158,0.5756,0.5667,1.3756,1,0.8184,0.727,0.5949,0.8184,1.8922,1,0.6697,0.5285,0.3539,0.6697,0.5735,1,0.3183,1.7436,0.555,0.3183,1.2886,1,0.6426,0.7761,0.4987,0.6426,1.8988,1,0.8716,0.5266,0.459,0.8716,0.0317,20.5371,0.0539,1,0.9159,0.0539,0.4402,0.9159,0.0642,0.0601,0.2451,1,0,1100,0,0,0,1,DAVANTI_PANTALONI
8.1523,4.196,2.0484,9.2632,0.3353,5.6761,1.5731,1.2542,5.8926,0.3827,8.1523,4.196,2.0484,9.2632,0.3353,12.9315,7.882,2.8075,12.4174,0.3961,1.4363,1,0.6304,0.6963,0.4389,0.6304,1.6332,1,0.7296,0.6123,0.4467,0.7296,2.6673,1,0.5323,0.3749,0.1996,0.5323,1.2792,1,0.5739,0.7817,0.4486,0.5739,1.46,1,0.6778,0.685,0.4643,0.6778,1.572,1,0.746,0.6361,0.4745,0.746,0.0352,21.9808,0.2781,1,0.9762,0.2781,0.4764,0.9762,0,0,0,0,0,1100,0,0,0,1,DAVANTI_PANTALONI
7.2905,2.5283,1.5901,8.1825,0.3655,6.4911,1.4976,1.2238,4.875,0.4861,7.2905,2.5283,1.5901,8.1825,0.3655,12.2546,4.8144,2.1942,10.3677,0.4716,1.1232,1,0.5949,0.8903,0.5297,0.5949,1.2993,1,0.7247,0.7696,0.5577,0.7247,1.6882,1,0.5251,0.5924,0.3111,0.5251,1.0222,1,0.5095,0.9782,0.4984,0.5095,1.3595,1,0.6573,0.7356,0.4835,0.6573,1.6785,1,0.7892,0.5958,0.4702,0.7892,0.0321,21.072,0.2696,1,0.9552,0.2696,0.5401,0.9552,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
1.0687,15.6883,3.9608,29.4321,-0.2997,2.1743,7.2152,2.6861,13.2729,-0.763,1.0687,15.6883,3.9608,29.4321,-0.2997,5.4323,16.0941,4.0117,31.8854,0.0062,0.4915,1,0.1967,2.0345,0.4003,0.1967,1.4746,1,0.9873,0.6782,0.6696,0.9873,2.1743,1,0.9748,0.4599,0.4483,0.9748,1.1815,1,-33.9183,0.8464,-28.7085,-33.9183,3.0079,1,0.7058,0.3325,0.2346,0.7058,2.2174,1,0.9231,0.451,0.4163,0.9231,0.0072,7.9157,-0.1915,1,0.7326,-0.1915,-0.1843,0.7326,0,0,0,0,0,1100,0,0,0,1,DIETRO_PANTALONI
0.4937,12.4977,3.5352,30.877,-0.2769,2.0095,7.4517,2.7298,13.2301,-0.6123,0.4937,12.4977,3.5352,30.877,-0.2769,5.1066,10.895,3.3008,33.8269,0.0148,0.2457,1,0.0967,4.0703,0.3935,0.0967,1.295,1,1.071,0.7722,0.827,1.071,1.6772,1,1.1471,0.5962,0.684,1.1471,1.3326,1,-13.1581,0.7504,-9.8743,-13.1581,2.9469,1,0.7043,0.3393,0.239,0.7043,2.3338,1,0.9128,0.4285,0.3911,0.9128,0.0057,7.8383,-0.3169,1,0.7732,-0.3169,-0.115,0.7732,0,0,0,0,0,1100,0,0,0,1,DIETRO_PANTALONI
2.6185,18.3661,4.2856,23.4836,-0.4652,4.3214,15.6641,3.9578,16.7947,-0.187,2.6185,18.3661,4.2856,23.4836,-0.4652,8.1131,18.961,4.3544,23.5758,0.0226,0.6059,1,0.3227,1.6503,0.5326,0.3227,1.0828,1,0.9842,0.9235,0.9089,0.9842,1.1725,1,0.9686,0.8529,0.8261,0.9686,2.8175,1,-13.6562,0.3549,-4.8469,-13.6562,1.1328,1,0.6645,0.8827,0.5865,0.6645,1.3983,1,0.9961,0.7152,0.7124,0.9961,0.0155,12.9577,0.3169,1,0.6841,0.3169,0.6047,0.6841,0,0,0,0,0,1100,0,0,0,1,DIETRO_PANTALONI
8.3395,2.7601,1.6614,8.3289,0.3844,5.7252,1.7156,1.3098,4.9881,0.426,8.3395,2.7601,1.6614,8.3289,0.3844,13.1679,5.7138,2.3904,11.3243,0.4433,1.4566,1,0.6333,0.6865,0.4348,0.6333,1.2684,1,0.695,0.7884,0.548,0.695,1.6088,1,0.4831,0.6216,0.3003,0.4831,1.4048,1,0.5768,0.7119,0.4106,0.5768,1.5569,1,0.6652,0.6423,0.4272,0.6652,1.6698,1,0.7355,0.5989,0.4405,0.7355,0.0352,22.4042,0.386,1,0.9733,0.386,0.5865,0.9733,0,0,0,0,0,1100,0,0,0,1,DIETRO_PANTALONI
7.8685,2.8594,1.691,8.0123,0.4022,5.7215,1.3303,1.1534,5.0999,0.4226,7.8685,2.8594,1.691,8.0123,0.4022,12.5564,5.9484,2.4389,11.5112,0.4377,1.3753,1,0.6267,0.7271,0.4557,0.6267,1.4661,1,0.6933,0.6821,0.4729,0.6933,2.1494,1,0.4807,0.4653,0.2236,0.4807,1.4441,1,0.6018,0.6925,0.4167,0.6018,1.5174,1,0.6548,0.659,0.4315,0.6548,1.5711,1,0.696,0.6365,0.443,0.696,0.0337,21.4585,0.4987,1,0.9793,0.4987,0.6632,0.9793,0,0,0,0,0,1100,0,0,0,1,DIETRO_PANTALONI
