@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.4556,5.455,2.3356,15.6879,-0.863,-0.0445,8.9774,2.9962,22.4203,-2.0046,0.2196,2.6757,1.6358,13.6144,-0.6821,3.1647,7.3506,2.7112,16.6865,0.0061,10.228,-2.0753,-0.144,-0.2029,-0.0141,0.0694,0.7795,1.4278,0.8615,1.8317,1.1051,0.6033,0.6076,2.0387,0.7421,3.3551,1.2213,0.364,0.4858,1.3163,-71.072,2.7096,-146.2966,-53.9927,1.1285,1.0404,0.5016,0.9219,0.4445,0.4821,0.6997,1.1523,0.9402,1.6468,1.3436,0.8159,0.0026,4.787,0.322,0.2296,0.0452,-0.1772,-0.4595,0.2939,3.6114,3.49,1.8682,5.7299,0.2328,-8.3226,0.6481,0.805,9.6311,?,2.376,4.0788,2.0196,5.6921,-0.1805,-0.4339,1.52,-3.5028,2.3206,0.925,0.3986,5.3854,0.8556,0.1589,-0.1805,-1.9976,11.0653,0,1.5489,0,0.5949,1.0066,1.692,0.0476,14.4174,0.7292,-0.6953,-0.0542,-17.8924,43.078,6.5634,32.3914,?,53.9757,36.9335,6.0773,19.4702,0.6781,1.6754,120.0818,10.9582,33.3542,-0.7169,-0.3315,-10.6795,32.2166,1.08,0.5989,0.5546,1.1664,0.3587,0.3076,-0.7898,2.3258,-2.9447,0,0,3.1131,1.6636,0.9711,0.5837,0.2888,82.192,0.9279,-0.5654,-0.7409,PANTALONI
0.3313,3.1508,1.775,13.4258,-0.5115,-1.5216,7.6843,2.7721,16.0908,-2.1143,0.2475,5.0358,2.2441,25.7789,-0.2151,2.856,10.2006,3.1938,23.9599,0.0032,-0.2177,1.3383,0.116,-6.1468,-0.5328,0.0867,0.6403,0.791,0.5558,1.2353,0.8679,0.7026,0.41,0.6257,0.3089,1.5259,0.7533,0.4937,0.4159,0.9956,-58.7567,2.3941,-141.2839,-59.0141,1.7192,0.4187,0.3695,0.2435,0.2149,0.8826,0.8344,0.5208,0.5603,0.6242,0.6716,1.0759,0.0083,4.338,0.0967,0.3179,0.3413,-0.1342,-0.7655,0.4431,1.5816,9.9246,3.1503,10.7263,-0.1179,3.0589,1.927,1.3882,6.1253,-0.1866,8.3842,2.1518,1.4669,9.2463,0.0031,0.5171,0.1886,0.3648,2.2694,2.1476,0.9463,5.1504,4.6122,0.8955,1.1748,-38.7906,-33.0188,1.8587,1.0344,0.5565,1.7511,1.1601,0.6625,0.0477,13.9176,-0.6507,-0.8447,0.4867,-22.8772,75.2592,8.6752,38.6398,?,-14.8818,266.0596,16.3113,52.6199,-0.9446,-21.6978,22.2965,4.7219,26.9989,?,1.5373,1.0544,0.6859,0.5319,1.8372,3.4544,0.2829,3.3754,11.9328,1.5117,1.4312,0.9467,0,1,0,0.7343,1.4312,1.949,0.1835,65.6998,-0.8103,-0.9379,0.9087,PANTALONI
0.0087,0.0203,0.1423,1.4363,-3.7104,-0.1062,0.1093,0.3306,3.3158,-0.2569,0.0267,0.0351,0.1874,1.9145,-0.1707,0.2431,0.1177,0.343,3.2161,0.0063,-0.0822,0.3263,0.0359,-3.9717,-0.4367,0.1099,0.4305,0.7595,0.415,1.7643,0.9639,0.5464,0.1853,0.5769,0.1722,3.1127,0.9292,0.2985,1.6695,4.0529,-55.7277,2.4276,-33.3803,-13.7502,0.1156,0.1864,0.0942,1.6132,0.8151,0.5053,0.4332,0.7502,0.4466,1.7319,1.031,0.5953,0.0006,0.3474,-0.8797,-0.8481,-0.755,0.8195,0.6894,0.8622,8.9907,0.0029,0.0542,0.1804,0.9801,3.7674,0.0106,0.1029,0.3479,0.913,-1.0595,0.0091,0.0951,1.1942,?,2.3865,-8.4858,-3.5558,0.5268,0.5696,1.0812,0.2776,0.3245,1.1691,2.4296,-7.431,-3.0585,2.2634,0,0,0.5185,0.151,0.2913,0.0516,13.8175,-0.9985,0.9525,-0.9353,-41.8868,0.0572,0.2392,42.659,?,-2.3269,0.2639,0.5137,3.2394,?,-9.4047,0.1503,0.3877,10.2585,?,18.0009,4.4538,0.2474,0.4656,0.6169,1.3249,0.2168,0.3805,1.7552,13.1686,4.1584,0.3158,1,1,1,13.1686,4.1584,0.3158,0.2263,53.6184,0.4271,-0.4689,-0.6,PANTALONI
1.1307,7.1319,2.6706,12.2046,-0.5707,-1.182,6.3529,2.5205,11.5027,-1.858,0.4047,3.1936,1.7871,11.7424,-0.3301,3.2094,9.2178,3.0361,11.8487,0.0034,-0.9566,2.794,0.3523,-2.9207,-0.3683,0.1261,1.0595,1.4944,0.8796,1.4104,0.8302,0.5886,1.1226,2.2332,0.7737,1.9893,0.6892,0.3465,0.593,1.5216,-108.3912,2.5658,-182.782,-71.2367,1.9306,0.8802,0.6535,0.4559,0.3385,0.7425,1.061,1.0394,1.03,0.9796,0.9708,0.991,0.0088,4.972,-0.3854,0.6547,0.6907,-0.1713,-0.6863,0.5651,1.5522,5.9683,2.443,7.013,-0.0486,2.1601,9.9194,3.1495,9.7612,-1.2396,8.5154,0.6873,0.8291,2.7803,0.6971,0.7186,0.1823,0.2537,0.7757,2.9468,3.7989,0.6017,8.6834,14.432,0.0602,-0.0508,-0.8445,1.5345,0.7287,0.4749,0.7185,2.5224,3.5109,0.0465,13.9183,-0.7917,-0.9552,0.902,-16.1602,31.9089,5.6488,27.7191,-19.0951,6.5086,83.2536,9.1243,29.2206,0.0041,-34.3201,8.3545,2.8904,36.7798,?,-2.4829,0.4709,-0.1896,0.6191,1.9543,3.1568,0.3833,3.8194,9.9651,-221.3077,0.7161,-0.0032,0.047,0,0,0.9486,0.7537,0.7945,0.2005,57.0451,0.5212,0.0839,0.8856,PANTALONI
-0.1581,0.0332,0.1821,1.2895,-1.4485,-0.2401,0.1246,0.353,2.9213,-0.8083,-0.0155,0.0116,0.1079,1.0182,-0.3876,0.3703,0.1152,0.3394,1.8436,0.0039,0.6586,10.182,-0.4271,15.4609,-0.6485,-0.0419,0.5159,1.6875,0.5365,3.271,1.0399,0.3179,0.2662,2.8478,0.2878,10.6991,1.0813,0.1011,0.5842,2.6819,-105.6368,4.5906,-180.8217,-39.3892,0.326,0.7177,0.2845,2.2017,0.8728,0.3964,0.4414,1.2664,0.6994,2.8691,1.5845,0.5523,0.0015,0.5436,0.8787,0.3826,-0.6689,0.5404,-0.5777,-0.0277,7.8896,0.0293,0.1712,0.6092,0.9249,5.7191,0.0573,0.2395,0.8384,0.8658,-1.0608,0.0022,0.0471,1.1237,?,1.3795,-7.4376,-5.3914,0.7151,3.6373,5.0864,0.5114,13.23,25.8711,1.3866,-6.6717,-4.8117,1.298,0,0,0.7266,0.5421,0.7461,0.0513,14.6694,-1.0003,-0.9726,0.9752,-35.5564,0.084,0.2899,36.5997,?,-8.099,1.0104,1.0052,10.4385,?,23.6958,0.0934,0.3056,1.2589,0.9484,4.3902,-1.5005,-0.3418,0.2884,0.9486,3.289,0.0832,0.8998,10.8176,3.5062,-1.5803,-0.4507,1,0,0,3.5062,29.0739,8.2921,0.2277,67.3512,-0.6621,-0.0076,-0.3511,PANTALONI
0.0101,0.0039,0.0625,0.3451,-0.9647,-0.0033,0.0036,0.06,0.2967,-0.7433,0.0012,0.0024,0.0488,0.2672,-0.9606,0.0884,0.0022,0.0468,0.2228,0.0376,-3.0413,8.5753,0.1143,-2.8196,-0.0376,0.0133,1.0403,1.2803,1.3347,1.2307,1.283,1.0425,1.0822,1.6392,1.7814,1.5146,1.6461,1.0868,1.3393,1.2943,-19.4932,0.9664,-14.5548,-15.0613,1.032,1.2887,0.7588,1.2488,0.7353,0.5888,1.163,1.2914,1.549,1.1104,1.3318,1.1994,0.0001,0.1365,0.7245,-0.2931,0.0969,0.3311,0.156,0.0326,8.7187,0.0014,0.038,0.1209,0.9862,4.4709,0.005,0.071,0.2254,0.9509,-0.3961,0.0014,0.0372,0.4385,?,1.9501,-22.014,-11.2886,0.5349,1.0203,1.9076,0.2861,1.0411,3.6391,1.985,-19.7424,-9.9458,1.9138,0,0,0.5365,0.2758,0.514,0.0516,13.5857,-0.9985,0.931,-0.9276,-24.5904,0.1512,0.3889,25.3189,?,-28.0628,0.0563,0.2373,28.5599,?,18.8443,0.0505,0.2246,1.1398,0.9415,0.8763,-1.3049,-1.4892,1.639,1.7313,1.0563,2.6862,2.9972,1.1158,0.8865,-1.3791,-1.5556,1,0,0,0.8865,22.2129,25.0562,0.22,71.4974,-0.6681,0.261,-0.0676,PANTALONI
0.0982,1.0055,1.0028,7.1743,-0.4404,1.2614,4.1106,2.0275,7.6773,-0.1885,0.4307,2.2443,1.4981,9.4719,-0.2725,1.9283,5.4283,2.3299,10.1997,0.003,0.0778,0.2279,0.0509,2.9286,0.6541,0.2234,0.4946,0.6694,0.4304,1.3534,0.8702,0.643,0.2446,0.448,0.1852,1.8316,0.7573,0.4134,1.8012,1.0813,-71.5403,0.6003,-39.7185,-66.1596,0.7711,0.6691,0.4869,0.8678,0.6314,0.7276,0.9345,0.7574,0.7034,0.8105,0.7527,0.9286,0.0077,2.7671,0.4992,0.4893,0.5223,0.4,0.9138,0.6452,-0.3627,2.6368,1.6238,6.3691,-9.6918,2.0616,0.047,0.2167,0.873,0.6256,8.9696,0.9182,0.9582,4.5234,0.5273,-0.176,-0.0404,0.2298,7.4917,1.6946,0.2262,56.1262,2.8716,0.0512,-3.9572,-1.144,0.2891,0.2554,0.0622,0.2437,7.2953,1.408,0.193,0.0529,12.0967,0.6821,0.9588,0.6394,-8.8599,198.9153,14.1037,53.375,-0.493,-6.3499,4.4682,2.1138,12.875,?,-26.2852,14.2295,3.7722,31.125,?,1.3953,0.3371,0.2416,6.6722,3.7389,0.5604,44.5184,13.979,0.314,1.3689,0.5663,0.4137,0,0,1,4.1456,1.7149,0.4137,0.1635,48.2256,-0.7918,0.6634,-0.2315,PANTALONI
-1.8609,12.9953,3.6049,27.0942,-3.7331,1.5908,8.643,2.9399,19.3776,-0.4731,1.0872,13.8885,3.7267,44.4487,-1.4947,4.9665,18.0368,4.247,29.4812,0.0118,-1.1698,-1.7117,-0.3747,1.4633,0.3203,0.2189,1.2262,0.9673,0.8488,0.7889,0.6922,0.8775,1.5036,0.9357,0.7205,0.6223,0.4792,0.77,3.4338,0.8024,-60.6138,0.2337,-17.652,-75.5386,0.4352,0.3213,0.1919,0.7383,0.4409,0.5972,1.3982,0.6096,0.919,0.436,0.6573,1.5077,0.014,7.827,-0.8632,-0.4596,-0.6093,0.3123,0.5414,0.3426,5.3501,9.5333,3.0876,12.9353,-0.3331,0.8726,0.7012,0.8374,4.0075,-0.1697,-4.2821,38.2433,6.1841,18.2158,-1.166,6.1314,-1.2494,-0.2038,3.6873,0.4993,0.1354,13.5965,0.2493,0.0183,5.5579,0.3296,0.0593,2.8322,1.1538,0.4074,3.2277,0.7101,0.22,0.036,13.8976,0.007,0.262,0.5209,-37.325,428.6252,20.7033,59.5184,-20.1071,-19.1676,44.8198,6.6948,29.0985,?,9.5309,1245.8188,35.2962,112.6785,-0.9401,1.9473,-3.9162,-2.0111,3.0925,0.5866,0.1897,9.5633,0.3441,0.036,1.9485,1.0385,0.5329,0,0.0486,0,2.0454,0.5282,0.2582,0.2241,88.8206,0.4404,-0.5359,-0.546,PANTALONI
-0.0636,0.0452,0.2127,1.499,-0.757,-0.0221,0.0403,0.2007,1.2067,-0.9355,-0.0093,0.0206,0.1434,0.8577,-0.8714,0.2826,0.0309,0.1757,0.898,0.0088,2.8726,6.8244,-0.2251,2.3756,-0.0784,-0.033,1.0595,1.483,1.2108,1.3997,1.1428,0.8165,1.1226,2.1992,1.466,1.959,1.3059,0.6666,1.1074,1.6172,-80.7394,1.4603,-72.9076,-49.9265,1.3685,1.8615,0.9417,1.3603,0.6881,0.5059,1.2423,1.7477,1.6692,1.4069,1.3437,0.9551,0.0004,0.4372,0.0806,0.0327,-0.0676,0.9921,-0.0513,-0.025,5.8058,0.0933,0.3055,0.8675,0.8601,7.8907,0.0501,0.2239,0.634,0.9229,-0.1753,0.0258,0.1608,0.7452,-0.8897,0.7358,-33.1256,-45.0214,1.3647,1.9005,1.3926,1.8625,3.612,1.9393,0.7024,-15.2028,-21.643,0.7538,15.7265,20.8642,1.3684,1.1642,0.8507,0.0521,13.9235,-0.9998,-0.4311,0.427,-7.0204,2.7707,1.6646,9.4193,?,-54.2229,0.3593,0.5994,55.2597,?,10.535,4.8639,2.2054,7.0801,0.4511,0.1295,-0.6664,-5.1469,2.7769,0.7547,0.2718,7.7112,0.5696,0.0739,0.1705,-1.6185,-9.4953,1,0,0,0.1705,1.3304,7.805,0.2962,71.7783,-0.9322,-0.8239,0.7526,PANTALONI
-0.0125,0.0075,0.0867,0.6711,-1.5264,0.0172,0.0141,0.1188,0.8405,-0.878,0.001,0.009,0.0951,0.6131,-0.9347,0.1494,0.0088,0.0939,0.5263,0.0403,-0.723,-12.9862,-0.0835,17.9613,0.1154,0.0064,0.7298,0.912,0.9232,1.2495,1.265,1.0123,0.5327,0.8317,0.8523,1.5614,1.6001,1.0248,1.0319,1.3689,-18.3554,1.3266,-17.7877,-13.4088,0.5936,0.8383,0.4844,1.4123,0.816,0.5778,0.7985,1.0946,1.2751,1.3709,1.5968,1.1648,0.0001,0.2298,0.1606,-0.2609,-0.1192,0.8291,0.1939,0.2083,7.4111,0.0013,0.0358,0.2276,0.9699,6.4057,0.0016,0.04,0.2541,0.9609,-0.4545,0.004,0.063,0.549,?,1.1569,-16.3053,-14.0933,0.8944,0.5684,0.6354,0.8,0.323,0.4038,1.176,-13.3585,-11.359,1.1651,0,0,0.8959,0.4146,0.4628,0.0516,14.2713,-0.9937,0.4491,-0.3584,-19.4022,0.3296,0.5741,21.5988,?,-49.6726,0.1339,0.3659,50.3387,?,16.931,0.1656,0.407,1.9196,0.8926,0.3906,-1.146,-2.9338,1.569,1.4108,0.8992,2.4616,1.9902,0.8085,0.4291,-1.3534,-3.1542,1,0,0,0.4291,11.252,26.2242,0.2945,86.0058,-0.6551,-0.6862,0.6984,PANTALONI
