@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.2312,4.8294,2.1976,16.4352,-3.5644,0.2932,9.6701,3.1097,14.4383,-0.8744,0.284,15.3006,3.9116,17.9964,-1.0809,4.8614,6.3873,2.5273,16.2981,0.0413,-0.7885,-0.8141,-0.0476,1.0325,0.0603,0.0584,0.7067,0.5618,0.8695,0.795,1.2304,1.5477,0.4994,0.3156,0.7561,0.632,1.514,2.3955,1.9055,1.373,-18.3012,0.7205,-9.6044,-13.3297,0.4675,0.4163,0.2118,0.8907,0.4531,0.5087,1.1383,0.9133,1.0084,0.8023,0.8859,1.1042,0.0023,7.3328,-0.5902,0.1967,-0.339,0.0527,0.2222,0.0323,1.4115,244.8272,15.647,43.4,-1.4943,-8.3347,159.3358,12.6228,37.5775,-0.9745,-29.6203,7.8242,2.7972,36.6577,?,-0.1694,-0.0477,0.2814,1.2396,5.5938,4.5127,1.5365,31.291,20.3645,1.4019,0.7093,0.5059,0.9143,0,0,1.1549,1.1839,1.0251,0.154,58.6262,-0.9305,0.3404,-0.0129,DESTRA_PANTALONI
-0.144,3.9332,1.9832,10.585,-1.7597,-0.585,3.3348,1.8261,8.0628,-1.7329,0.1974,17.5583,4.1903,18.5259,-0.5008,4.3751,6.0868,2.4671,13.6629,0.0457,0.2462,-0.7294,-0.0329,-2.9627,-0.1337,0.0451,1.086,0.4733,0.8039,0.4358,0.7402,1.6984,1.1795,0.224,0.6462,0.1899,0.5479,2.8846,1.3202,1.0918,-10.3228,0.827,-7.8193,-9.4552,1.3001,0.3107,0.2679,0.239,0.2061,0.8622,1.3128,0.5714,0.7747,0.4352,0.5901,1.3559,0.0032,6.3775,-0.197,-0.2791,-0.3668,-0.0937,-0.3662,0.4976,-4.505,178.8002,13.3716,37.2,-4.3913,-10.1969,79.097,8.8937,37.0106,-0.8353,-29.5952,6.2217,2.4943,33.38,?,0.4418,0.1522,0.3445,1.5035,5.3608,3.5656,2.2605,28.7383,12.7132,1.7987,0.9077,0.5046,0.3422,0,0,1.0051,1.1144,1.1088,0.1581,53.018,-0.7622,-0.4083,0.8549,DESTRA_PANTALONI
-0.0301,2.3263,1.5252,8.5047,-0.4227,0.1253,2.5096,1.5842,7.8823,-0.9925,0.2581,14.5167,3.8101,17.4742,-0.7861,4.0574,2.9734,1.7244,8.6482,0.122,-0.2404,-0.1167,-0.0074,0.4855,0.0309,0.0636,0.9628,0.4003,0.8845,0.4158,0.9187,2.2096,0.927,0.1603,0.7824,0.1729,0.844,4.8822,0.6435,0.3285,-2.1024,0.5105,-3.267,-6.3993,1.5111,0.611,0.6069,0.4044,0.4016,0.9932,1.079,0.4867,0.9834,0.4511,0.9114,2.0206,0.0014,5.8389,-0.1409,0.3839,0.3409,0.2959,-0.055,0.3205,3.3735,102.774,10.1377,32.9,-1.812,-17.8857,6.0358,2.4568,24.7817,?,-30.1593,2.0758,1.4408,33.5525,?,-0.1886,-0.1119,0.593,4.1264,7.0364,1.7052,17.0274,49.5114,2.9077,0.8555,0.6318,0.7386,0,0,1,1.3276,0.9806,0.7386,0.1761,57.7626,-0.466,0.3993,-0.8597,DESTRA_PANTALONI
-0.273,2.9985,1.7316,11.2515,-1.021,0.6705,2.0298,1.4247,8.3195,-1.2857,0.2868,19.139,4.3748,18.5251,-0.6253,4.3362,5.9711,2.4436,13.0228,0.0169,-0.4071,-0.9516,-0.063,2.3374,0.1546,0.0662,1.2154,0.3958,0.7086,0.3257,0.583,1.7903,1.4773,0.1567,0.5022,0.1061,0.3399,3.2053,1.2147,0.7975,-25.4352,0.6566,-20.9401,-31.8933,1.5296,0.4885,0.4203,0.3193,0.2748,0.8604,1.3524,0.6074,0.864,0.4491,0.6388,1.4225,0.0039,6.2353,-0.3091,-0.0997,-0.2039,-0.1501,0.2239,0.4043,-2.4325,74.795,8.6484,31.6,-3.7164,-2.8969,8.3682,2.8928,13.2007,-11.5385,-18.9305,7.7476,2.7835,24.2372,?,0.8397,0.1285,0.153,2.9897,3.1071,1.0393,8.938,9.6539,1.0801,2.0497,1.0273,0.5012,6.3639,0,0,2.3938,1.3038,0.5446,0.0965,28.9743,0.4327,0.8192,0.2578,DESTRA_PANTALONI
0.0924,1.1857,1.0889,7.4659,-1.5033,-0.0568,17.74,4.2119,24.683,-0.8672,0.4813,18.1267,4.2576,15.9687,-0.8682,5.1544,10.7277,3.2753,14.212,0.0188,-1.6278,0.192,0.0179,-0.118,-0.011,0.0934,0.2585,0.2558,0.3325,0.9893,1.2859,1.2999,0.0668,0.0654,0.1105,0.9787,1.6537,1.6897,0.3911,0.6042,-16.5038,1.5448,-42.1979,-27.3167,0.2256,0.3489,0.2059,1.5465,0.9127,0.5902,0.3025,0.4675,0.5253,1.5457,1.7368,1.1236,0.0025,7.1049,0.3296,-0.1158,-0.0893,0.218,0.0271,0.2774,-7.885,52.9403,7.276,29.5,-146.4911,-1.1468,71.6815,8.4665,34.9859,-0.2857,-19.2824,5.2898,2.3,22.1671,?,6.8759,0.4089,0.0595,0.8594,3.1635,3.6812,0.7385,10.008,13.5509,3.7687,1.3218,0.3507,0.0074,0,0,0.8432,1.3308,1.5783,0.1043,33.3639,-0.4697,-0.3396,0.9461,DESTRA_PANTALONI
0.3635,2.8653,1.6927,10.2561,-1.0403,0.0338,2.8273,1.6815,11.0852,-0.8729,0.1795,18.8369,4.3401,17.3103,-0.5721,4.5029,4.4192,2.1022,12.161,0.0456,10.7591,2.0255,0.0807,0.1883,0.0075,0.0399,1.0067,0.39,0.8052,0.3874,0.7999,2.0646,1.0134,0.1521,0.6484,0.1501,0.6398,4.2626,1.0122,0.8301,-8.9967,0.8202,-8.8884,-10.8375,0.8493,0.4565,0.3945,0.5375,0.4645,0.8641,0.9252,0.5925,0.8434,0.6404,0.9115,1.4234,0.002,6.2526,-0.347,-0.1963,-0.1854,-0.0018,-0.0951,0.4238,-7.0169,108.7578,10.4287,32.9,-15.0712,-10.5712,151.1611,12.2948,45.2626,-0.7342,-37.4496,15.9728,3.9966,40.7848,?,0.6638,0.1874,0.2823,0.8482,2.6094,3.0763,0.7195,6.8089,9.4637,1.61,0.7565,0.4699,0.0784,0,0,0.7269,0.8067,1.1098,0.1977,60.3185,-0.9238,-0.7854,0.9257,DESTRA_PANTALONI
-0.0017,4.9811,2.2318,14.4801,-1.073,-0.7884,25.466,5.0464,36.058,-0.7644,-0.1283,26.2781,5.1262,25.3122,-0.7699,6.3361,17.2172,4.1494,20.0988,0.0507,0.0021,0.013,-0.0003,6.1462,-0.1244,-0.0202,0.4423,0.4354,0.5379,0.9844,1.2162,1.2354,0.1956,0.1896,0.2893,0.9691,1.4791,1.5263,0.4798,0.6807,-6.9888,1.4188,-14.5669,-10.2668,0.3418,0.4884,0.3299,1.4289,0.9653,0.6755,0.4016,0.5721,0.7204,1.4245,1.794,1.2594,0.0021,9.2977,-0.1733,-0.303,-0.0265,-0.2601,-0.1726,0.2604,0.0983,119.5217,10.9326,32.9376,-2.1735,-5.3445,287.4711,16.955,54.8996,-0.5722,-38.1717,53.42,7.3089,43.4387,?,-0.0184,-0.0026,0.14,0.6448,1.4958,2.3198,0.4158,2.2374,5.3813,1.1291,0.5193,0.46,0.2972,0,0,0.6,0.7583,1.2638,0.0996,63.9137,-0.5986,-0.7051,0.9613,DESTRA_PANTALONI
0.0811,3.485,1.8668,10.1495,-1.062,-0.5079,16.7408,4.0916,27.2276,-1.5335,-0.4987,11.9015,3.4499,17.1265,-1.152,5.0096,7.5446,2.7468,16.3388,0.0425,-0.1597,-0.1627,0.0162,1.0184,-0.1014,-0.0995,0.4563,0.5411,0.6796,1.186,1.4896,1.256,0.2082,0.2928,0.4619,1.4066,2.2189,1.5775,0.3172,0.5702,-7.214,1.7977,-22.744,-12.652,0.458,0.6185,0.2885,1.3504,0.6298,0.4664,0.3728,0.5926,0.6212,1.5898,1.6664,1.0482,0.0019,7.334,0.2804,0.1867,-0.2423,-0.1003,-0.3875,0.1671,-3.3913,109.3013,10.4547,36.6577,-3.9677,-7.0138,155.4446,12.4677,53.5187,-0.441,-40.051,41.5858,6.4487,44.0994,?,0.4835,0.0847,0.1751,0.8385,1.6212,1.9334,0.7032,2.6283,3.7379,1.7876,0.6639,0.3714,0.1987,0,0,0.685,0.8313,1.2136,0.1088,60.786,-0.3982,-0.7241,0.8856,DESTRA_PANTALONI
-0.1647,5.3883,2.3213,17.5132,-0.9709,-1.4612,25.2786,5.0278,33.1843,-0.9659,-0.04,26.5637,5.154,26.9182,-0.8196,6.5447,16.5613,4.0696,18.22,0.0783,0.1127,4.1235,-0.0252,36.5737,-0.2233,-0.0061,0.4617,0.4504,0.5704,0.9755,1.2355,1.2665,0.2132,0.2028,0.3254,0.9516,1.5264,1.604,0.5292,0.7115,-5.5714,1.3447,-10.5288,-7.83,0.5264,0.6007,0.4495,1.1411,0.8539,0.7483,0.5278,0.6506,0.9612,1.2328,1.8213,1.4774,0.0039,9.5914,0.2624,-0.3262,-0.0009,-0.1054,-0.3183,0.1855,-15.0204,95.1951,9.7568,37.3199,?,-3.7087,294.6815,17.1663,59.9991,-0.368,-34.8432,200.2832,14.1521,44.4595,?,4.0501,0.4311,0.1064,0.5684,0.6894,1.213,0.323,0.4753,1.4713,2.3124,0.8394,0.363,0,1,0,0.622,0.8394,1.3495,0.1001,64.8206,-0.3384,-0.6314,0.9272,DESTRA_PANTALONI
0.8087,3.5808,1.8923,7.9031,-0.2843,-0.9291,3.6793,1.9181,8.9678,-4.7139,0.5501,7.9155,2.8135,13.0831,-0.3883,2.9567,8.2533,2.8729,10.6743,0.0334,-0.8705,1.47,0.2735,-1.6887,-0.3142,0.1861,0.9865,0.6726,0.6587,0.6818,0.6677,0.9793,0.9732,0.4524,0.4339,0.4648,0.4458,0.9591,0.2365,0.4781,-4.7423,2.0217,-20.0527,-9.919,3.9207,0.653,0.5572,0.1665,0.1421,0.8533,0.8813,0.6041,0.7404,0.6854,0.8401,1.2257,0.0307,4.5031,-0.7778,0.3622,0.847,-0.5353,-0.8455,0.6891,-6.7101,178.084,13.3448,48,-5.0472,-6.7496,10.4571,3.2337,20.8125,-0.8814,-39.6667,122.6884,11.0765,47.375,-27.0741,0.9941,0.1692,0.1702,4.1267,1.2048,0.2919,17.03,1.4515,0.0852,4.109,0.8769,0.2134,0.7175,4.7037,6.5556,2.3063,1.0132,0.4393,0.2344,57.0345,-0.5062,-0.9194,0.7524,DESTRA_PANTALONI
