@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.1513,3.7925,1.9474,11.5357,-0.8521,0.114,5.9811,2.4456,11.126,-1.3027,-0.1006,1.3184,1.1482,5.9694,-0.5824,2.7065,3.8131,1.9527,7.9062,0.0377,1.3268,-1.5043,0.0559,-1.1338,0.0421,-0.0372,0.7963,1.696,0.9973,2.1299,1.2524,0.588,0.6341,2.8765,0.9946,4.5365,1.5686,0.3458,0.8432,2.4156,-17.1498,2.8649,-20.3393,-7.0995,1.2891,1.6511,0.7581,1.2808,0.5881,0.4592,1.0368,1.9325,1.4591,1.8638,1.4072,0.755,0.0045,4.116,0.6816,-0.6952,-0.0641,-0.6862,-0.2633,0.1664,?,?,?,?,?,DESTRA_PANTALONI
0.105,0.4008,0.6331,3.5253,-0.6784,0.1699,1.0324,1.016,4.2474,-1.1617,-0.0977,0.2364,0.4862,2.1152,-1.5387,1.1429,0.4128,0.6425,2.3785,0.0238,0.618,-1.0749,0.0919,-1.7394,0.1487,-0.0855,0.6231,1.3021,0.9855,2.0897,1.5815,0.7568,0.3883,1.6955,0.9711,4.3667,2.5011,0.5728,0.6242,1.1114,-24.5575,1.7804,-39.3413,-22.0964,1.069,2.521,0.8621,2.3582,0.8064,0.342,0.83,1.6666,1.4821,2.008,1.7857,0.8893,0.0046,1.6685,-0.0683,0.1276,0.1494,0.2382,0.1055,-0.2362,?,?,?,?,?,DESTRA_PANTALONI
4.2371,0.5795,0.7613,3.563,0.3966,-1.0541,2.8375,1.6845,5.1906,-2.7471,-0.142,0.7613,0.8725,3.2451,-1.094,4.7478,0.7213,0.8493,2.9544,0.5203,-4.0197,-29.8429,0.8924,7.4241,-0.222,-0.0299,0.4519,0.8725,0.8964,1.9305,1.9835,1.0274,0.2042,0.7612,0.8035,3.727,3.9341,1.0556,-0.6155,-1.3815,0.7309,2.2446,-1.1875,-0.529,4.263,3.8105,0.9588,0.8938,0.2249,0.2516,0.6864,1.098,1.206,1.5995,1.7569,1.0984,0.0874,6.6763,-0.2363,0.1717,0.8281,-0.8638,-0.6478,0.4841,?,?,?,?,?,DESTRA_PANTALONI
5.0224,21.2338,4.608,14.6782,-0.3351,-1.8641,58.344,7.6383,23.1106,-1.9645,1.8917,56.6281,7.5252,25.6999,-1.088,12.3404,16.1975,4.0246,12.4915,0.2998,-2.6943,2.655,0.407,-0.9854,-0.1511,0.1533,0.6033,0.6123,1.145,1.015,1.8979,1.8698,0.3639,0.375,1.3109,1.0303,3.602,3.4961,0.2406,0.2751,-0.6888,1.1436,-2.8633,-2.5037,1.4103,0.8932,0.6163,0.6334,0.437,0.6899,0.6351,0.5711,1.1751,0.8992,1.8501,2.0574,0.1235,18.9374,-0.3115,0.6475,0.7108,0.1996,-0.7482,0.169,?,?,?,?,?,DESTRA_PANTALONI
0.7314,7.7556,2.7849,9.4025,-0.4002,-0.7106,1.7431,1.3203,6.1914,-0.7166,0.0331,3.5573,1.8861,8.4377,-0.6108,3.2738,3.3791,1.8382,8.0874,0.047,-1.0293,22.1172,0.2234,-21.4883,-0.2171,0.0101,2.1093,1.4765,1.515,0.7,0.7182,1.026,4.4492,2.1802,2.2952,0.49,0.5159,1.0527,1.0398,0.84,-6.7444,0.8079,-6.4865,-8.0292,1.8618,1.2819,0.7913,0.6885,0.425,0.6173,1.5186,1.1143,1.1626,0.7338,0.7656,1.0433,0.0213,4.8819,-0.1509,0.5504,0.7131,-0.1708,-0.1534,0.3875,?,?,?,?,?,SINISTRA_PANTALONI
0.02,0.0124,0.1112,0.5555,-1.1419,-0.0582,0.0039,0.0623,0.2586,-3.624,-0.1365,0.0118,0.1087,0.4765,-4.6136,0.2112,0.0059,0.0768,0.3113,0.2565,-0.3442,-0.1468,0.0949,0.4265,-0.2757,-0.6465,1.7855,1.0234,1.4489,0.5732,0.8115,1.4157,3.1881,1.0474,2.0993,0.3285,0.6585,2.0043,1.4612,0.7561,-2.7569,0.5175,-1.8868,-3.6462,4.6374,3.0549,0.6194,0.6587,0.1336,0.2028,2.1481,1.1656,1.7845,0.5426,0.8307,1.531,0.0031,0.3092,-0.249,-0.0704,0.191,-0.1603,-0.2631,-0.616,?,?,?,?,?,SINISTRA_PANTALONI
0.9274,7.9832,2.8254,12.8678,-0.2983,-0.6635,1.3502,1.162,5.0503,-0.9716,-0.0491,4.347,2.085,9.9255,-1.0689,3.3143,3.9988,1.9997,10.4506,0.0592,-1.3977,-18.8803,0.2798,13.508,-0.2002,-0.0148,2.4316,1.3552,1.4129,0.5573,0.5811,1.0426,5.9124,1.8365,1.9964,0.3106,0.3377,1.0871,1.1878,0.5765,-4.4993,0.4853,-3.7879,-7.805,3.8694,2.066,0.8923,0.5339,0.2306,0.4319,2.5479,1.2964,1.2313,0.5088,0.4833,0.9498,0.0248,4.9884,0.1458,0.6946,0.8148,-0.0105,0.1186,0.4801,?,?,?,?,?,SINISTRA_PANTALONI
0.7412,1.5685,1.2524,5.447,-0.1876,-2.5972,17.5444,4.1886,15.9531,-34.7778,-0.3664,2.4687,1.5712,6.3186,-3.3361,3.2372,18.5311,4.3048,15.9128,0.016,-0.2854,-2.0229,0.229,7.0884,-0.8023,-0.1132,0.299,0.7971,0.2909,2.6658,0.973,0.365,0.0894,0.6353,0.0846,7.1066,0.9468,0.1332,0.0555,0.177,-3.3158,3.1898,-59.7703,-18.7377,10.2867,3.1477,0.2836,0.306,0.0276,0.0901,0.3414,0.8621,0.3423,2.5248,1.0025,0.3971,0.058,4.6454,-0.9256,-0.3719,0.9279,0.1658,-0.9895,-0.2495,?,?,?,?,?,SINISTRA_PANTALONI
0.0235,0.0056,0.075,0.309,-0.8271,-0.035,0.0019,0.0441,0.174,-1.9154,-0.0909,0.0201,0.1418,0.5928,-2.6454,0.168,0.0095,0.0975,0.4024,0.0779,-0.6714,-0.2586,0.1399,0.3852,-0.2084,-0.5411,1.7025,0.5292,0.7694,0.3108,0.4519,1.4541,2.8986,0.28,0.5921,0.0966,0.2043,2.1143,1.2236,0.3252,-4.1158,0.2657,-3.3636,-12.6577,2.8336,1.04,0.3875,0.367,0.1368,0.3726,1.7759,0.5212,0.7679,0.2935,0.4324,1.4732,0.0021,0.2344,0.1383,0.341,-0.1866,-0.1983,0.2126,-0.8132,?,?,?,?,?,SINISTRA_PANTALONI
0.0266,0.5212,0.7219,5.4884,-0.326,0.0005,0.0928,0.3046,2.2386,-0.5818,0.0098,2.9563,1.7194,16.3338,-0.7701,0.7587,2.9955,1.7308,10.1283,0.0082,53.1748,2.724,0.035,0.0512,0.0007,0.0129,2.3703,0.4199,0.4171,0.1771,0.176,0.9934,5.6184,0.1763,0.174,0.0314,0.031,0.9869,1.639,0.1899,-16.1589,0.1159,-9.859,-85.0923,2.9246,0.4485,0.4053,0.1534,0.1386,0.9036,2.4517,0.336,0.5419,0.1371,0.221,1.6127,0.0006,1.1026,0.6569,0.8327,0.4566,0.7342,0.2893,0.2817,?,?,?,?,?,SINISTRA_PANTALONI
-1.7956,9.3321,3.0548,9.6113,-3.7537,-2.0829,8.1898,2.8618,8.4977,-1.5623,2.0465,12.9868,3.6037,13.4387,-0.667,5.9138,7.287,2.6994,10.6671,0.0461,0.8621,-0.8774,-0.3036,-1.0178,-0.3522,0.3461,1.0675,0.8477,1.1317,0.7941,1.0601,1.335,1.1395,0.7186,1.2807,0.6306,1.1239,1.7822,1.4648,1.4115,-14.7287,0.9636,-10.0551,-10.4349,0.6096,0.2508,0.1808,0.4114,0.2966,0.7209,1.131,0.7152,0.901,0.6323,0.7966,1.2598,0.0714,8.8646,-0.7514,-0.6923,-0.7568,0.6363,0.3559,0.6512,?,?,?,?,?,SINISTRA_PANTALONI
-0.1949,0.0838,0.2894,1.8564,-0.5983,-0.0607,0.0094,0.0971,0.5541,-3.9713,0.0624,0.4827,0.6948,6.205,-0.5703,0.4458,0.4227,0.6502,4.0926,0.007,3.2138,-3.1235,-0.4372,-0.9719,-0.136,0.14,2.9817,0.4166,0.4452,0.1397,0.1493,1.0686,8.8905,0.1735,0.1982,0.0195,0.0223,1.142,1.5698,0.3084,-24.1561,0.1964,-15.3879,-78.3328,10.4203,0.2939,0.2818,0.0282,0.027,0.9588,3.3501,0.2992,0.4536,0.0893,0.1354,1.5162,0.0044,0.6186,-0.1685,0.5923,0.3509,0.3261,-0.4407,0.3965,?,?,?,?,?,SINISTRA_PANTALONI
0.0704,7.8162,2.7957,10.7361,-1.0219,-1.622,5.9513,2.4395,8.1822,-1.3978,0.4019,4.3141,2.077,10.572,-1.7008,4.3971,1.5444,1.2427,4.823,0.3159,-0.0434,0.1752,0.016,-4.0355,-0.3689,0.0914,1.146,1.346,2.2497,1.1745,1.963,1.6713,1.3133,1.8118,5.0609,1.3795,3.8535,2.7934,1.1376,0.815,-2.4366,0.7164,-2.1418,-2.9895,1.556,1.3565,0.7532,0.8718,0.484,0.5552,1.3121,1.0155,2.226,0.774,1.6965,2.192,0.0348,6.7235,-0.6932,-0.3159,0.1566,0.2666,-0.2359,-0.4546,?,?,?,?,?,SINISTRA_PANTALONI
-3.9753,0.9243,0.9614,5.6797,?,-2.7168,0.6228,0.7892,3.9707,?,-2.9686,0.6037,0.777,4.2422,?,5.7733,0.8165,0.9036,2.908,0.5815,1.4632,1.3391,-0.6886,0.9152,-0.4706,-0.5142,1.2182,1.2374,1.064,1.0157,0.8734,0.8599,1.4841,1.531,1.132,1.0316,0.7628,0.7394,1.4304,1.3389,-1.4058,0.936,-0.9828,-1.05,1,1,0,1,0,0,1.4304,1.3389,1.9532,0.936,1.3655,1.4588,0.5142,9.6607,-0.0464,-0.0142,-0.6816,0.2862,-0.5532,-0.5728,?,?,?,?,?,SINISTRA_PANTALONI
-0.3734,0.7729,0.8792,4.4926,-2.3204,-1.8807,1.8872,1.3738,5.9361,-2.5057,-0.6721,4.4752,2.1155,6.629,-1.4872,3.1765,1.1733,1.0832,4.2857,0.218,0.1985,0.5555,-0.1175,2.7981,-0.5921,-0.2116,0.64,0.4156,0.8117,0.6494,1.2683,1.953,0.4096,0.1727,0.6588,0.4217,1.6085,3.8143,0.74,0.7921,-2.6286,1.0704,-3.5522,-3.3186,0.7991,0.5077,0.2469,0.6353,0.309,0.4863,0.7568,0.6777,1.0483,0.8955,1.3851,1.5468,0.0406,4.724,-0.3687,0.0093,-0.2447,0.8056,-0.6346,-0.7292,?,?,?,?,?,SINISTRA_PANTALONI
-0.6924,0.2942,0.5424,2.1992,-4.9434,-3.1671,2.6378,1.6241,6.0813,?,-1.3732,10.1511,3.1861,10.2201,-1.0783,4.7666,2.758,1.6607,5.6944,0.1574,0.2186,0.5042,-0.1453,2.3063,-0.6644,-0.2881,0.3339,0.1702,0.3266,0.5098,0.978,1.9185,0.1115,0.029,0.1067,0.2599,0.9564,3.6807,0.3008,0.345,-1.7196,1.1468,-5.7168,-4.9848,0,0.0752,0.0548,0,0,0.7277,0.3616,0.2152,0.3862,0.595,1.0679,1.7948,0.0704,6.9753,-0.3598,-0.1282,0.263,-0.1126,-0.8191,-0.2516,?,?,?,?,?,SINISTRA_PANTALONI
