@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.2558,9.8416,3.1371,17.3252,-0.9594,-2.321,41.0153,6.4043,26.5361,-1.9415,10.0751,41.9016,6.4731,26.7922,-0.0989,12.4212,45.4324,6.7404,26.8429,0.0473,0.1102,-0.0254,-0.0206,-0.2304,-0.1869,0.8111,0.4898,0.4846,0.4654,0.9894,0.9501,0.9604,0.2399,0.2349,0.2166,0.9788,0.9028,0.9223,0.4843,3.5189,-6.3711,7.2655,-13.1544,-1.8105,0.9801,0.3627,0.3138,0.37,0.3202,0.8654,0.6529,0.6467,0.6454,0.9904,0.9886,0.9981,0.1077,17.8559,0.3661,-0.3957,-0.3165,-0.3764,-0.5442,0.9386,0.1079,0.078,0.2793,0.7231,-0.8399,-0.3728,0.0363,0.1905,0.616,?,-0.0231,0.03,0.1733,0.5336,-0.481,-0.2895,-4.6645,16.1143,1.4663,1.6113,1.0989,2.15,2.5963,1.2076,0.5359,1.9046,3.5544,0,1.0908,0,1.1739,1.3551,1.1544,0.004,0.8125,0.756,-0.9695,-0.6662,?,?,?,?,?,PANTALONI
-0.0266,5.18,2.276,9.7515,-0.7866,0.564,9.6881,3.1126,12.6947,-0.8571,9.7995,25.4726,5.047,21.117,-0.0386,10.8173,19.6776,4.4359,17.9604,0.1328,-0.0471,-0.0027,-0.0025,0.0576,0.0521,0.9059,0.7312,0.451,0.5131,0.6167,0.7017,1.1378,0.5347,0.2034,0.2632,0.3803,0.4923,1.2945,0.7328,5.4686,-1.5605,7.4624,-2.1294,-0.2854,0.7984,0.2684,0.2635,0.3362,0.3301,0.9817,0.7682,0.4618,0.5429,0.6012,0.7068,1.1758,0.1022,14.3891,0.166,-0.382,-0.3091,0.2836,0.2678,0.9802,0.2075,0.0283,0.1683,0.4521,-0.196,-0.273,0.0415,0.2038,0.649,?,-0.1492,0.0038,0.0614,0.2433,-8.0812,-0.7601,-1.3907,1.8296,0.8257,2.7421,3.3209,0.6818,7.5193,11.0282,0.1142,0.3422,2.997,0,14.1073,0,0.6967,1.858,2.6669,0.0039,0.6538,0.9967,-0.8008,-0.8287,?,?,?,?,?,PANTALONI
0.3799,4.6222,2.1499,9.8197,-0.9745,5.6808,25.5599,5.0557,21.5123,-0.4385,9.256,4.5323,2.1289,8.7165,0.317,12.018,8.3707,2.8932,13.1818,0.2923,0.0669,0.041,0.0316,0.6137,0.4727,0.7702,0.4252,1.0099,0.7431,2.3748,1.7474,0.7358,0.1808,1.0198,0.5522,5.6396,3.0535,0.5414,0.739,-1.1979,-0.8903,-1.6209,-1.2047,0.7432,0.3326,0.3897,0.267,1.1718,0.8029,0.6852,0.4565,1.1266,0.7449,2.468,1.632,0.6613,0.1144,17.5562,-0.6082,-0.0175,-0.4926,0.0287,0.6113,0.7288,0.2767,0.0175,0.1321,0.3739,0.2976,0.1321,0.0419,0.2046,0.621,-1.1279,0.8248,0.0008,0.0289,0.0957,0.8877,2.0946,0.3355,0.1602,0.6458,4.5683,7.0743,0.417,20.8695,50.0456,-0.4813,0.2093,-0.4349,1.824,0.6244,0.3423,0.6021,3.9055,6.4868,0.0093,1.3309,-0.9484,-0.8869,0.9423,?,?,?,?,?,PANTALONI
0.2895,10.4433,3.2316,15.9944,-0.7211,7.034,25.3648,5.0364,25.7587,-0.2758,9.619,16.1142,4.0143,14.7856,0.1104,12.9828,25.456,5.0454,21.1076,0.1014,0.0412,0.0301,0.0223,0.7313,0.5418,0.7409,0.6417,0.805,0.6405,1.2546,0.9982,0.7956,0.4117,0.6481,0.4102,1.5741,0.9964,0.633,1.2034,-3.6509,-2.8129,-3.0339,-2.3376,0.7705,0.4603,0.5591,0.3956,1.2147,0.8595,0.7076,0.6209,1.0818,0.7578,1.7422,1.2204,0.7005,0.1255,19.4766,-0.641,-0.08,-0.3426,0.4285,0.7746,0.8487,0.3077,0.0187,0.1368,0.4288,0.283,0.1803,0.029,0.1702,0.502,-0.5426,0.7557,0.0002,0.0145,0.0522,0.9339,1.7067,0.4071,0.2386,0.8035,9.4056,11.706,0.6456,88.4649,137.0305,-0.9585,0.2297,-0.2396,1.8376,0.7578,0.4124,0.8541,8.2153,9.6189,0.0088,1.2955,-0.9582,0.7358,-0.7715,?,?,?,?,?,PANTALONI
0.2523,6.8466,2.6166,15.8467,-1.5634,2.4094,15.0308,3.877,24.4451,-0.1339,9.1294,18.2279,4.2694,21.688,-0.025,10.6452,16,4,22.4535,0.1693,0.1047,0.0276,0.0237,0.2639,0.2263,0.8576,0.6749,0.6129,0.6542,0.9081,0.9692,1.0674,0.4555,0.3756,0.4279,0.8246,0.9394,1.1392,3.3485,18.2783,-2.1114,5.4586,-0.6305,-0.1155,0.2867,0.2922,0.2287,1.0189,0.7976,0.7828,0.6483,0.7307,0.7058,1.1271,1.0887,0.9659,0.1016,14.5388,0.3073,-0.592,-0.4022,-0.2618,0.1503,0.8703,0.1871,0.0228,0.1511,0.4629,-0.0238,-0.0109,0.0078,0.0886,0.3633,-0.7917,-0.4673,0.0041,0.0641,0.5837,?,-17.2371,-0.4003,0.0232,1.7054,2.3581,1.3827,2.9084,5.5606,1.9119,0.0669,0.0184,0.275,2.23,0,0,1.2742,0.793,0.6223,0.0054,0.7308,-0.3862,-0.9135,0.6369,?,?,?,?,?,PANTALONI
0.3682,14.5006,3.808,25.0521,-0.345,3.1916,23.5579,4.8536,24.2033,-0.4935,10.3621,25.0493,5.0049,25.6317,0.1244,12.2947,29.6434,5.4446,31.0703,0.1259,0.1154,0.0355,0.0299,0.308,0.2596,0.8428,0.7846,0.7608,0.6994,0.9698,0.8915,0.9193,0.6155,0.5789,0.4892,0.9405,0.7947,0.845,0.8035,-1.7645,-1.4359,-2.1959,-1.787,0.8138,1.1493,0.6363,0.524,0.5536,0.4559,0.8236,1.0351,0.9774,0.8063,0.9443,0.779,0.825,0.113,17.6472,0.4404,0.316,0.3743,-0.1483,0.1233,0.9168,-0.0011,0.0142,0.1194,0.3434,-1.6846,-0.1487,0.0336,0.1833,0.6425,-8.0329,-0.7169,0.0009,0.0293,0.7519,?,0.0076,0.0016,0.2074,0.6513,4.0741,6.2558,0.4241,16.5985,39.1348,0.3772,0.2866,0.7599,1.7984,0,0,0.5345,0.4567,0.8545,0.0076,0.9807,0.882,-0.3363,-0.4166,?,?,?,?,?,PANTALONI
-0.0267,4.3751,2.0917,10.4876,-1.2182,-3.9797,18.6645,4.3202,23.2002,-3.7548,9.9073,12.7867,3.5759,19.2152,-0.0546,11.8856,8.554,2.9247,12.3381,0.3464,0.0067,-0.0027,-0.0023,-0.4017,-0.3348,0.8336,0.4842,0.5849,0.7152,1.2082,1.4772,1.2226,0.2344,0.3422,0.5115,1.4597,2.182,1.4948,0.3144,5.7945,-0.8807,18.4319,-2.8015,-0.152,0.969,0.2595,0.2505,0.2678,0.2585,0.9652,0.452,0.5458,0.85,1.2074,1.8804,1.5574,0.1112,16.4139,0.6216,0.2322,0.0178,0.3611,-0.3456,0.5951,-0.7388,0.0019,0.044,0.7991,?,-0.5558,0.0063,0.0795,0.7105,?,-0.1749,0.004,0.0634,0.3033,?,1.3293,4.2252,3.1786,0.553,0.693,1.2533,0.3058,0.4803,1.5706,1.1247,2.6343,2.3422,1,1,1,1.1247,2.6343,2.3422,0.0098,1.4695,-0.9375,0.392,-0.6285,?,?,?,?,?,PANTALONI
-0.8418,9.0651,3.0108,14.9527,-1.3172,2.1477,24.3721,4.9368,20.0697,-1.2207,9.2937,10.938,3.3073,12.6885,0.1865,11.1392,11.9865,3.4622,13.8997,0.2276,-0.392,-0.0906,-0.0756,0.2311,0.1928,0.8343,0.6099,0.9104,0.8696,1.4927,1.4259,0.9553,0.3719,0.8288,0.7563,2.2282,2.0333,0.9125,0.7705,-2.9218,-2.0758,-3.7922,-2.6942,0.7105,0.714,0.4137,0.3586,0.5794,0.5023,0.8668,0.745,1.1784,1.0758,1.5817,1.4439,0.9129,0.0987,16.5586,0.4982,-0.063,-0.0271,-0.1427,-0.1301,0.9402,-0.1198,0.0458,0.2141,0.6853,-16.1183,-0.1989,0.0014,0.0375,0.2711,?,-0.8585,0.0125,0.1116,0.9313,?,0.6021,0.1395,0.2317,5.7116,1.9181,0.3358,32.6226,3.6792,0.1128,2.38,0.6929,0.2911,0,0,1,2.5277,0.7359,0.2911,0.0092,1.2024,-0.0168,-0.9635,0.2367,?,?,?,?,?,PANTALONI
0.5899,1.2396,1.1134,3.7098,-0.3485,3.3473,8.058,2.8387,9.7539,-0.6338,9.4971,4.3249,2.0796,7.7499,0.4029,10.608,2.8386,1.6848,6.6379,0.5027,0.1762,0.0621,0.0556,0.3525,0.3155,0.8953,0.3922,0.5354,0.6608,1.365,1.6849,1.2344,0.1538,0.2866,0.4367,1.8632,2.8388,1.5236,0.2533,-0.1833,-0.1429,-0.7235,-0.5639,0.7795,0.4608,0.2119,0.2061,0.4599,0.4473,0.9724,0.3803,0.4787,0.5589,1.2586,1.4694,1.1675,0.1146,14.5474,-0.4568,0.6289,0.569,-0.6499,-0.5495,0.9842,0.3337,0.0394,0.1985,0.4911,0.2466,0.0172,0.0191,0.1382,0.3821,-1.6537,0.745,0.0008,0.0284,0.0727,0.9058,19.4465,0.4479,0.023,1.4367,6.9836,4.8609,2.0641,48.7702,23.628,-0.675,0.2298,-0.3405,4.5269,0.8443,0.1865,1.2853,6.7533,5.2544,0.0093,1.2076,-0.9958,-0.9817,0.9627,?,?,?,?,?,PANTALONI
0.4209,2.8717,1.6946,7.944,-0.9577,-1.65,5.1321,2.2654,8.3747,-8.9962,9.4423,9.5866,3.0962,12.3355,0.2425,9.9591,10.4631,3.2347,11.9261,0.2999,-0.2551,0.0446,0.0423,-0.1747,-0.1657,0.9481,0.748,0.5473,0.5239,0.7317,0.7004,0.9572,0.5596,0.2996,0.2745,0.5353,0.4905,0.9162,0.5156,-0.984,-0.7608,-1.9083,-1.4756,0.7732,4.8434,0.2492,0.2382,0.0514,0.0492,0.956,0.9486,0.644,0.6661,0.6789,0.7022,1.0343,0.1103,12.6276,-0.0857,-0.8413,-0.7201,-0.3544,-0.5449,0.9723,0.1839,0.0036,0.0601,0.239,-0.0565,-0.1701,0.0614,0.2477,0.6784,-11.5776,0.044,0.0052,0.0724,0.2269,-0.4142,-1.0815,4.1844,-3.8689,0.2425,0.8295,3.4204,0.0588,0.6881,11.6994,0.0205,0.1925,9.3987,4.1949,1.4104,0.3362,0.3524,1.0537,2.9903,0.0029,0.4546,0.826,-0.3993,-0.1769,?,?,?,?,?,PANTALONI
-0.1966,0.5169,0.719,3.2848,-1.578,3.5134,1.2906,1.136,5.1963,0.0561,9.1387,2.2627,1.5042,7.9923,0.3939,9.8945,2.067,1.4377,7.6024,0.4592,-0.0559,-0.0215,-0.0199,0.3845,0.3551,0.9236,0.6329,0.478,0.5001,0.7552,0.7902,1.0463,0.4005,0.2284,0.2501,0.5704,0.6244,1.0947,-6.516,-0.3872,-0.3115,0.0594,0.0478,0.8045,0.2315,0.0966,0.0906,0.4175,0.3916,0.9379,0.6322,0.411,0.4321,0.6502,0.6835,1.0513,0.1113,13.2634,-0.6238,0.3962,0.1928,0.0377,0.2981,0.9604,0.1381,0.1069,0.327,1.228,-1.086,0.0603,0.0019,0.0431,0.1491,-0.3117,0.7083,0.3192,0.565,1.7652,-0.843,2.2905,0.1949,0.0851,7.5825,0.5788,0.0763,57.4938,0.335,0.0058,18.0389,0.7918,0.0439,5.1779,0.6146,0.1187,8.2342,0.6957,0.0845,0.0082,1.2653,0.4518,0.842,0.8497,?,?,?,?,?,PANTALONI
0.5877,4.5169,2.1253,7.8882,-0.8598,-1.5023,9.6203,3.1017,13.5734,-1.5494,9.7063,9.1409,3.0234,11.8108,0.1864,10.6795,6.0414,2.4579,9.4033,0.3526,-0.3912,0.0605,0.055,-0.1548,-0.1407,0.9089,0.6852,0.7029,0.8647,1.0259,1.2619,1.2301,0.4695,0.4941,0.7476,1.0524,1.5924,1.513,0.4421,-1.3477,-0.7119,-3.0485,-1.6104,0.5283,0.7966,0.2922,0.292,0.3668,0.3665,0.9994,0.5812,0.6679,0.8389,1.1492,1.4435,1.256,0.1131,14.0907,-0.5688,-0.8437,-0.8113,0.5116,0.3442,0.9365,0.0922,0.0007,0.0258,0.1089,0.1484,-0.2697,0.0626,0.2502,0.734,?,-0.0702,0.0041,0.064,0.2451,-1.3009,-0.3421,-1.3144,3.8424,0.1031,0.4035,3.9119,0.0106,0.1628,15.3029,-0.0259,-0.137,5.2977,0,1.2009,0,0.1484,0.4445,2.9953,0.0034,0.4511,0.0894,-0.3446,-0.7145,?,?,?,?,?,PANTALONI
-0.5888,0.4553,0.6748,2.7427,-2.0409,3.805,3.2886,1.8135,7.8522,0.1023,9.2561,0.6214,0.7883,3.1765,0.701,10.1735,1.3656,1.1686,5.5538,0.5778,-0.1547,-0.0636,-0.0579,0.4111,0.374,0.9098,0.3721,0.856,0.5774,2.3004,1.5519,0.6746,0.1384,0.7327,0.3334,5.2921,2.4082,0.4551,-2.0578,-0.2472,-0.2422,0.1201,0.1177,0.9799,0.1031,0.0849,0.0686,0.8233,0.6649,0.8077,0.3493,0.8634,0.4938,2.472,1.4139,0.572,0.1152,13.796,-0.2924,0.087,-0.1678,0.2016,0.7722,0.7704,-0.0688,0.0189,0.1374,0.3821,-3.9811,-0.4044,0.0609,0.2468,0.8031,?,-0.6423,0.0134,0.1159,0.7358,?,0.17,0.107,0.6295,0.5568,1.1857,2.1294,0.3101,1.4059,4.5343,0.3803,0.415,1.0914,0,0,1,0.4758,0.5193,1.0914,0.0088,1.1691,0.9911,-0.9241,-0.9007,?,?,?,?,?,PANTALONI
-0.5903,0.0123,0.1111,0.8513,?,9.2555,0.0488,0.221,0.9114,0.9058,9.6004,0.0095,0.0976,0.4582,0.9535,13.3499,0.0317,0.178,0.774,0.9435,-0.0638,-0.0615,-0.0442,0.9641,0.6933,0.7191,0.5027,1.1375,0.6239,2.2628,1.2411,0.5485,0.2527,1.2939,0.3892,5.1202,1.5403,0.3008,-0.0971,-0.0906,-0.0658,0.9332,0.6778,0.7264,0,0,0,0.9823,0.7061,0.7188,0.934,1.8578,1.0999,1.9891,1.1776,0.592,0.1335,19.4462,0.3589,-0.2231,0.1926,0.1743,0.9159,0.5512,0.5821,0,0.0017,0.006,0.9897,-0.1426,0.0001,0.0078,0.1511,?,-0.7493,0,0.0007,0.7503,?,-4.0819,-0.7768,0.1903,0.2182,2.2674,10.39,0.0476,5.1412,107.9529,-3.8381,-0.773,0.2014,0,0,1,0.0399,0.008,0.2014,0.0096,1.474,0.9389,-0.1412,-0.5393,?,?,?,?,?,PANTALONI
-0.5141,0.0078,0.0881,0.8074,?,10.8907,0.0189,0.1373,0.6906,0.9385,9.6171,0.0122,0.1105,0.4837,0.9509,14.5386,0.029,0.1702,0.827,0.9447,-0.0472,-0.0535,-0.0354,1.1324,0.7491,0.6615,0.6416,0.797,0.5176,1.2422,0.8067,0.6494,0.4117,0.6352,0.2679,1.543,0.6507,0.4217,-0.0766,-0.0862,-0.0572,1.1254,0.7466,0.6635,0,0,0,1.1402,0.7515,0.6591,1.1691,1.6691,0.9763,1.4276,0.8351,0.585,0.1454,21.0219,0.3704,0.169,0.2772,0.8906,0.9811,0.9633,0.542,0,0.0005,0.0019,0.9966,-0.2143,0,0.0008,0.2156,?,-0.757,0,0.0017,0.7605,?,-2.5293,-0.716,0.2831,0.6821,0.318,0.4663,0.4652,0.1011,0.2174,-2.5075,-0.7109,0.2835,0,0,1,0.0087,0.0025,0.2835,0.0096,1.5133,-0.667,0.9167,-0.949,?,?,?,?,?,PANTALONI
0.229,0.2425,0.4924,3.4323,-0.158,7.226,3.9006,1.975,9.5907,-0.0509,10.3395,0.3907,0.6251,4.5341,0.6557,12.7542,1.0357,1.0177,5.0978,0.6347,0.0317,0.0221,0.018,0.6989,0.5666,0.8107,0.2493,0.7878,0.4839,3.1596,1.9406,0.6142,0.0622,0.6206,0.2341,9.9828,3.7661,0.3773,1.0083,-0.0542,-0.0529,-0.0538,-0.0524,0.9752,0.3248,0.225,0.2124,0.6929,0.654,0.9439,0.3579,0.757,0.6733,2.1152,1.8813,0.8894,0.1249,17.8945,-0.7897,-0.0001,-0.6217,0.0262,0.8302,0.5505,0.3566,0.0003,0.0164,0.075,0.8231,-0.8599,0,0.0048,0.8673,?,-0.2708,0.0015,0.0388,0.3023,?,-0.4146,-1.3168,3.1756,3.3859,0.4229,0.1249,11.4642,0.1788,0.0156,-0.402,-1.1536,2.8695,0,0,1,0.0864,0.248,2.8695,0.0096,1.4872,0.506,0.9497,0.2519,?,?,?,?,?,PANTALONI
0.7044,8.0804,2.8426,13.1763,-1.3239,-2.0167,32.9844,5.7432,22.3816,-2.0474,9.8188,12.6713,3.5597,12.7944,0.2021,11.7953,15.5799,3.9471,13.0064,0.3046,-0.3493,0.0717,0.0597,-0.2054,-0.171,0.8324,0.495,0.7986,0.7202,1.6134,1.455,0.9018,0.245,0.6377,0.5186,2.6031,2.1171,0.8133,0.4992,-2.3164,-1.3176,-4.6404,-2.6396,0.5688,0.772,0.3536,0.3032,0.458,0.3927,0.8573,0.5887,1.0298,1.0131,1.7493,1.7208,0.9837,0.1015,17.0655,-0.0448,-0.3623,-0.2993,-0.5267,-0.7242,0.9129,0.4091,0.0146,0.121,0.3678,0.3828,-0.2342,0.0642,0.2533,0.8003,-2.7757,0.6184,0.002,0.0453,0.1537,0.7743,-1.7465,0.6616,-0.3788,0.4776,2.6727,5.5966,0.2281,7.1435,31.3224,-0.3877,0.4327,-1.1159,2.8113,0.8751,0.3113,0.4595,2.3933,5.208,0.0079,1.3142,-0.4801,0.4408,-0.6622,?,?,?,?,?,PANTALONI
-0.1883,18.4469,4.295,29.714,-0.9543,-10.4498,59.5088,7.7142,52.3637,-1.6696,9.4283,12.3719,3.5174,18.0934,-0.0192,15.7184,41.3877,6.4333,29.9815,0.1952,0.018,-0.02,-0.012,-1.1083,-0.6648,0.5998,0.5568,1.2211,0.6676,2.1932,1.1991,0.5467,0.31,1.491,0.4457,4.81,1.4378,0.2989,0.4431,42.6208,-1.9952,96.1977,-4.5033,-0.0468,0.7752,0.8564,0.4081,1.1049,0.5265,0.4765,0.5675,1.6423,0.9911,2.8941,1.7465,0.6035,0.1408,23.8217,0.563,-0.3559,-0.459,-0.6396,-0.6877,0.7424,-0.6369,0.0213,0.146,0.8148,?,0.2553,0.0276,0.1661,0.5288,0.1291,-0.554,0.0208,0.1441,0.6522,?,-2.4947,1.1497,-0.4609,0.8789,1.0127,1.1522,0.7725,1.0256,1.3276,-10.3935,1.2492,-0.1202,0,1,0,1.5408,1.2492,0.8108,0.0088,1.4462,0.9756,0.698,0.6923,?,?,?,?,?,PANTALONI
