@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.0492,0.0698,0.2642,2.984,-0.6979,-4.3865,0.1574,0.3968,6.4914,?,9.5212,0.1357,0.3684,3.4864,0.6903,10.4896,0.2284,0.4779,4.8445,0.6288,-0.0112,0.0052,0.0047,-0.4607,-0.4182,0.9077,0.6658,0.7171,0.5528,1.0771,0.8303,0.7709,0.4433,0.5142,0.3056,1.1601,0.6894,0.5943,0.1889,-0.1579,-0.1495,-0.8355,-0.791,0.9467,0,0.1561,0.1347,0,0,0.8624,0.4597,0.8559,0.616,1.8619,1.34,0.7197,0.1059,14.029,0.8929,-0.7795,-0.8287,-0.8703,-0.9385,0.9846,-0.4857,0,0.0016,0.489,?,-0.1369,0,0.006,0.1482,?,0.0411,0,0.0046,0.0171,0.6386,3.5464,-11.8086,-3.3297,0.2674,0.3477,1.3002,0.0715,0.1209,1.6905,3.2996,-16.1786,-4.9033,1,0,0,3.2996,28.5927,8.6656,0.0051,0.6638,-0.9928,0.9756,-0.9682,?,?,?,?,?,DESTRA_PANTALONI
-0.1341,6.4168,2.5331,12.1849,-0.8397,-0.0567,5.485,2.342,10.695,-0.7249,9.6437,14.5342,3.8124,25.4055,0.1448,10.2927,13.518,3.6767,25.5168,0.155,2.364,-0.0139,-0.013,-0.0059,-0.0055,0.9369,1.0816,0.6645,0.689,0.6143,0.637,1.0369,1.1699,0.4415,0.4747,0.3774,0.4058,1.0752,1.2373,-1.2931,-1.1879,-1.0451,-0.9601,0.9186,1.0682,0.223,0.2193,0.2087,0.2053,0.9837,1.1393,0.4796,0.4775,0.421,0.4191,0.9956,0.1015,13.6101,0.027,0.1696,0.2171,-0.2162,-0.217,0.9867,-0.0414,0.0032,0.0568,0.2054,-1.5124,-0.3836,0.009,0.0949,0.7011,?,-0.3052,0.0301,0.1735,0.6148,?,0.1079,0.1356,1.2568,0.598,0.3271,0.547,0.3576,0.107,0.2992,0.1763,0.2011,1.1403,0,0,1,0.2929,0.334,1.1403,0.0052,0.7485,-0.4174,-0.3053,-0.6882,?,?,?,?,?,SINISTRA_PANTALONI
0.0989,0.0594,0.2438,2.4173,-0.7158,3.9112,0.3197,0.5654,5.5728,0.147,9.9689,0.1446,0.3803,3.8645,0.6663,10.7198,0.2977,0.5456,5.3579,0.596,0.0253,0.0099,0.0092,0.3923,0.3649,0.93,0.4312,0.6411,0.4468,1.4869,1.0363,0.697,0.1859,0.411,0.1997,2.2108,1.0739,0.4858,-1.0503,-0.1307,-0.1276,0.1244,0.1215,0.9765,0.2156,0.1216,0.1062,0.5641,0.4926,0.8734,0.4338,0.6255,0.4512,1.4421,1.0401,0.7213,0.1127,14.0451,-0.9675,-0.9628,-0.9765,0.9502,0.9816,0.9876,0.4025,0,0.0012,0.0034,0.9917,-0.6209,0,0.0013,0.6234,?,0.1275,0,0.0018,0.006,0.9537,-0.6483,3.1572,-4.8698,0.9389,0.6668,0.7103,0.8815,0.4447,0.5045,-0.6427,3.2358,-5.0347,0,3.1117,0,0.0054,0.5575,103.6237,0.0079,1.1509,1.0313,0.9767,0.9945,?,?,?,?,?,SINISTRA_PANTALONI
0.4608,2.4772,1.5739,7.4595,-0.5638,-3.5021,5.7714,2.4024,13.2129,-1.7809,10.0987,5.9462,2.4385,12.4927,0.345,11.0735,6.0326,2.4561,13.263,0.3443,-0.1316,0.0456,0.0416,-0.3468,-0.3163,0.912,0.6552,0.6454,0.6408,0.9852,0.9781,0.9928,0.4292,0.4166,0.4106,0.9706,0.9567,0.9857,0.3178,-0.4087,-0.3862,-1.2858,-1.2151,0.945,1.004,0.2501,0.2358,0.2491,0.2349,0.943,0.5646,0.5971,0.5624,1.0576,0.9962,0.9419,0.1114,15.3006,-0.0189,0.4046,0.4814,0.3235,0.1063,0.9631,0.0209,0.0046,0.0678,0.1959,-0.4873,-0.3608,0.0004,0.02,0.3992,?,0.4176,0.068,0.2607,0.8523,-0.1401,-0.0581,0.0502,-0.8641,3.388,0.26,0.0767,11.4787,0.0676,0.0059,0.1608,0.6129,3.8122,0,0.1761,0,0.4906,0.2298,0.4684,0.0058,0.8511,0.4405,-0.4686,-0.8318,?,?,?,?,?,SINISTRA_PANTALONI
0.0425,0.0082,0.0906,0.7012,-0.1842,6.3716,0.0916,0.3026,2.9333,0.6341,9.8921,0.0271,0.1647,1.5798,0.8513,11.7685,0.0818,0.286,2.8337,0.7873,0.0067,0.0043,0.0036,0.6441,0.5414,0.8406,0.2994,0.55,0.3168,1.8372,1.0581,0.5759,0.0896,0.3025,0.1003,3.3753,1.1195,0.3317,-0.0215,-0.0121,-0.0104,0.5621,0.4847,0.8623,0.0739,0.0557,0.0445,0.7546,0.6018,0.7974,0.2391,0.4439,0.2475,1.8567,1.0351,0.5575,0.1226,16.3301,0.7165,0.5417,0.6861,0.7554,0.9485,0.9234,-0.1475,0,0.0019,0.1525,?,-0.7312,0,0.0004,0.7318,?,-0.4746,0,0.0007,0.4764,?,0.2017,0.3107,1.5407,4.7458,2.7067,0.5703,22.5228,7.326,0.3253,0.2084,0.3202,1.5361,1,1,1,0.2084,0.3202,1.5361,0.0092,1.3533,-0.8687,-0.3378,0.5344,?,?,?,?,?,SINISTRA_PANTALONI
-0.0944,0.0025,0.0501,0.2713,-4.4132,8.2151,0.0027,0.0523,0.3087,0.9633,9.9733,0.002,0.0452,0.2613,0.9741,12.9216,0.0033,0.0574,0.3129,0.9761,-0.0115,-0.0095,-0.0073,0.8237,0.6358,0.7718,0.958,1.1067,0.8722,1.1552,0.9105,0.7882,0.9178,1.2247,0.7608,1.3344,0.8289,0.6212,-0.0273,-0.0225,-0.0173,0.8225,0.6339,0.7708,0.006,0.005,0.0038,0.8318,0.6424,0.7723,0.8791,1.0385,0.8671,1.1812,0.9863,0.835,0.136,18.2848,0.6375,-0.1217,0.2893,0.4291,0.8265,0.8578,-0.6196,0,0.0009,0.6212,?,-0.3653,0,0.0003,0.3659,?,-0.693,0,0.0005,0.6937,?,1.6961,0.8941,0.5271,2.6598,1.6511,0.6208,7.0743,2.7261,0.3853,1.6977,0.8955,0.5275,1,1,1,1.6977,0.8955,0.5275,0.0105,1.678,-0.9305,-1.1552,0.6469,?,?,?,?,?,SINISTRA_PANTALONI
-0.7975,2.7492,1.6581,7.0004,-1.2202,2.3448,5.9847,2.4464,8.8741,-0.318,8.9944,2.4965,1.58,6.7009,0.4859,9.7788,2.6395,1.6247,6.5772,0.5099,-0.3401,-0.0887,-0.0816,0.2607,0.2398,0.9198,0.6778,1.0494,1.0206,1.5483,1.5058,0.9725,0.4594,1.1012,1.0416,2.3972,2.2673,0.9458,1.7969,-0.6075,-0.5623,-0.3381,-0.313,0.9256,0.4683,0.2419,0.235,0.5166,0.5018,0.9713,0.7888,1.0447,1.0643,1.3243,1.3492,1.0188,0.212,13.4173,0.4851,0.5851,0.5715,-0.001,0.2167,0.9524,0.4628,0.0283,0.1683,0.5309,0.253,0.1918,0.0212,0.1456,0.4143,-0.0538,-0.5973,0.0022,0.0466,0.664,?,2.4128,-0.7747,-0.3211,1.1562,3.6083,3.1208,1.3368,13.0196,9.7394,-8.5079,-0.2709,0.0318,1.8077,0,0,1.2814,0.7996,0.624,0.0177,1.2547,0.9817,0.9814,0.9787,?,?,?,?,?,SINISTRA_PANTALONI
0.1654,24.0689,4.906,27.8682,-2.0061,1.169,11.1498,3.3391,17.2426,-0.5679,9.5305,32.3288,5.6858,48.8701,-0.6596,11.5854,25.5519,5.0549,32.1303,0.1203,0.1415,0.0174,0.0143,0.1227,0.1009,0.8226,1.4692,0.8628,0.9705,0.5873,0.6606,1.1248,2.1587,0.7445,0.942,0.3449,0.4364,1.2652,2.9778,0.9575,-4.2331,0.3216,-1.4215,-4.4207,0.843,0.3148,0.2538,0.3734,0.3011,0.8063,1.6162,0.5703,0.8673,0.3528,0.5366,1.521,0.1,16.3709,-0.8988,-0.6473,-0.5844,0.5356,0.4559,0.4794,0.432,0.6953,0.8338,1.9242,-0.9951,-0.1286,0.0796,0.2821,0.7657,-0.9976,0.0835,0.0069,0.083,0.3242,-0.3019,-3.3593,5.1765,-1.5409,2.9554,10.0479,3.3998,8.7346,100.96,11.5587,2.5099,12.767,5.0866,2.5161,3.873,1.5393,2.513,5.9353,2.3618,0.0048,1.334,-0.9884,-0.0456,0.0515,?,?,?,?,?,SINISTRA_PANTALONI
-0.1044,0.0164,0.1279,0.5921,-2.8762,13.4274,0.0141,0.1187,0.5477,0.96,9.861,0.0084,0.0916,0.3815,0.962,16.6602,0.0222,0.149,0.656,0.9614,-0.0078,-0.0106,-0.0063,1.3617,0.806,0.5919,1.0776,1.3962,0.8584,1.2956,0.7966,0.6148,1.1612,1.9492,0.7369,1.6786,0.6346,0.378,-0.0334,-0.0454,-0.0269,1.3615,0.8059,0.592,0.0111,0.0152,0.009,1.3643,0.807,0.5916,1.081,1.552,0.9025,1.4357,0.8348,0.5815,0.1772,23.415,-0.0357,-0.2588,-0.1242,0.9706,0.9934,0.9877,0.617,0,0.0006,0.0022,0.9965,0.3617,0,0.0011,0.0035,0.9904,0.6542,0,0.0008,0.0038,0.9942,1.7056,0.9431,0.553,0.5377,0.7322,1.3619,0.2891,0.5361,1.8547,1.7109,0.9447,0.5521,1.7005,0.9425,0.5543,0.6233,0.576,0.9241,0.0103,1.6329,0.0672,-0.549,-0.0328,?,?,?,?,?,SINISTRA_PANTALONI
-0.1109,0.003,0.0545,0.2636,-66.2804,11.8225,0.01,0.0999,0.4749,0.9607,9.9074,0.0065,0.0808,0.4042,0.9601,15.4254,0.0156,0.125,0.6216,0.9606,-0.0094,-0.0112,-0.0072,1.1933,0.7664,0.6423,0.5451,0.6741,0.4355,1.2365,0.7988,0.6461,0.2972,0.4543,0.1896,1.5288,0.6381,0.4174,-0.0224,-0.0267,-0.0172,1.1927,0.7662,0.6424,0.0003,0.0004,0.0002,1.192,0.7661,0.6427,0.5552,0.6523,0.4241,1.175,0.764,0.6502,0.1624,21.8408,0.07,-0.2832,-0.0781,0.8907,0.9786,0.9607,0.632,0,0.0008,0.003,0.9953,0.3573,0,0.001,0.0032,0.9911,0.6743,0,0.0005,0.0019,0.9972,1.769,0.9373,0.5298,0.7974,1.6924,2.1223,0.6359,2.8641,4.5042,1.7749,0.9367,0.5277,1.7673,0.9385,0.531,0.9231,1.5905,1.723,0.0104,1.6636,-0.9308,-0.6585,0.3792,?,?,?,?,?,SINISTRA_PANTALONI
0.4014,4.3867,2.0944,12.801,-0.4932,-7.1585,13.0006,3.6056,18.6471,-7.5448,9.559,8.519,2.9187,14.3482,0.0173,12.4651,13.3056,3.6477,18.19,0.1736,-0.0561,0.042,0.0322,-0.7489,-0.5743,0.7669,0.5809,0.7176,0.5742,1.2353,0.9885,0.8002,0.3374,0.5149,0.3297,1.5261,0.9771,0.6403,0.2568,-16.753,-1.1068,-65.2418,-4.3101,0.0661,3.9285,0.5872,0.3895,0.1495,0.0991,0.6634,0.6865,0.8922,0.7037,1.2996,1.0251,0.7888,0.1232,18.2909,-0.0302,-0.5828,-0.269,-0.4758,-0.8363,0.8503,-0.5376,0.0005,0.0217,0.5791,?,0.3863,0.0003,0.0164,0.0654,0.8403,0.0771,0.0007,0.0259,0.1146,0.0249,-1.3919,-6.9736,5.0103,1.3185,0.8362,0.6342,1.7383,0.6993,0.4023,-1.6836,-197.7407,117.4504,0,0,3.4835,8.8596,5.0543,0.5705,0.0069,1.001,0.2987,0.534,0.1589,?,?,?,?,?,SINISTRA_PANTALONI
1.5334,14.331,3.7856,17.4089,-0.3905,3.3849,9.9567,3.1554,16.4436,-0.4616,10.1014,16.8121,4.1003,15.0166,0.2015,11.8467,16.6029,4.0747,14.2589,0.2662,0.453,0.1518,0.1294,0.3351,0.2857,0.8527,1.1997,0.9233,0.9291,0.7696,0.7744,1.0063,1.4393,0.8524,0.8632,0.5922,0.5997,1.0126,0.9414,-1.2905,-0.945,-1.3708,-1.0038,0.7323,1.1129,0.6658,0.6443,0.5983,0.5789,0.9677,1.0587,1.1593,1.2209,1.095,1.1532,1.0531,0.1157,17.1996,0.1216,0.2334,0.4527,0.0374,0.2307,0.9194,0.4907,0.0056,0.0749,0.2282,0.5996,-0.176,0.0149,0.1219,0.4469,-2.551,0.3238,0.0249,0.1578,0.5023,0.1167,-2.7882,1.5157,-0.5436,0.6143,0.4746,0.7726,0.3774,0.2253,0.5969,-1.0645,5.1483,-4.8364,4.5285,1.0022,0.2213,0.5106,0.4543,0.8898,0.0066,1.0075,0.5427,0.9562,0.7544,?,?,?,?,?,SINISTRA_PANTALONI
1.4508,15.8073,3.9758,24.3815,-1.0735,1.9891,36.8906,6.0738,30.0589,-0.4185,10.745,16.3579,4.0445,18.0969,0.0712,12.9584,22.6512,4.7593,21.8067,0.1888,0.7294,0.135,0.112,0.1851,0.1535,0.8292,0.6546,0.983,0.8354,1.5017,1.2762,0.8498,0.4285,0.9663,0.6979,2.2552,1.6286,0.7222,1.4233,-9.1004,-2.4873,-6.3939,-1.7476,0.2733,0.5549,0.6035,0.4374,1.0876,0.7883,0.7248,0.8111,1.3473,1.1181,1.661,1.3784,0.8299,0.1185,19.0777,-0.5099,0.2627,-0.1326,0.3118,0.6775,0.8134,0.2778,0.0128,0.1129,0.463,0.2698,-0.1161,0.0056,0.0749,0.3023,-2.4113,0.5634,0.0353,0.1879,0.6497,0.1446,-2.3923,0.493,-0.2061,1.5078,0.601,0.3986,2.2734,0.3612,0.1589,-0.8007,1.5581,-1.9458,7.1567,0.8349,0.1167,1.532,0.7127,0.4652,0.0069,0.9679,0.9199,0.5422,0.5124,?,?,?,?,?,SINISTRA_PANTALONI
0.1885,4.7183,2.1722,10.0417,-1.0543,10.5045,7.4955,2.7378,13.8995,0.2111,9.4314,4.5913,2.1427,8.327,0.3763,14.3303,10.778,3.283,15.9374,0.2864,0.0179,0.02,0.0132,1.1138,0.733,0.6581,0.7934,1.0137,0.6616,1.2777,0.8339,0.6527,0.6295,1.0277,0.4378,1.6325,0.6954,0.426,-1.386,-1.0257,-0.8056,0.74,0.5812,0.7854,0.2775,0.3661,0.2189,1.3195,0.7888,0.5978,0.7225,1.2059,0.6301,1.6692,0.8721,0.5225,0.1518,21.7012,-0.5825,0.0632,-0.3253,0.7256,0.9459,0.9048,0.5506,0.0025,0.0496,0.1359,0.7867,0.1783,0.0007,0.0273,0.0914,0.628,0.5973,0.0018,0.0425,0.1244,0.8052,3.089,0.9219,0.2984,1.8179,1.166,0.6414,3.3047,1.3595,0.4114,3.2476,0.9748,0.3001,2.5925,0.9977,0.3848,1.4865,1.0923,0.7348,0.0089,1.3262,0.8408,-0.9814,-0.8906,?,?,?,?,?,SINISTRA_PANTALONI
-0.1143,0.0054,0.0738,0.2889,-5.8436,7.2174,0.009,0.0946,0.4111,0.945,10.0138,0.0055,0.0741,0.3925,0.9617,12.3446,0.0102,0.1008,0.5381,0.9576,-0.0158,-0.0114,-0.0093,0.7208,0.5847,0.8112,0.78,0.9963,0.7319,1.2772,0.9383,0.7347,0.6084,0.9926,0.5357,1.6313,0.8805,0.5397,-0.035,-0.025,-0.0203,0.7158,0.581,0.8117,0.0057,0.0041,0.0033,0.7285,0.5888,0.8082,0.7028,0.736,0.5369,1.0474,0.764,0.7295,0.1387,17.3496,-0.8225,-0.0008,-0.4576,0.5147,0.861,0.8822,0.6626,0,0.0005,0.0021,0.9969,-0.0626,0,0.0025,0.0683,?,0.6455,0,0.0013,0.0043,0.9934,-10.5915,1.0265,-0.0969,0.2047,0.4006,1.9569,0.0419,0.1605,3.8295,-9.6772,1.0283,-0.1063,0,1.0247,0,0.03,0.482,16.0599,0.0104,1.3706,0.1463,-0.0898,0.9685,?,?,?,?,?,SINISTRA_PANTALONI
-0.056,0.0182,0.1348,0.6049,-2.264,7.402,0.0205,0.1431,0.6292,0.9187,9.9943,0.0069,0.083,0.3841,0.9624,12.4382,0.0159,0.126,0.5916,0.9536,-0.0076,-0.0056,-0.0045,0.7406,0.5951,0.8035,0.9419,1.6241,1.0701,1.7243,1.1361,0.6589,0.8871,2.6376,1.145,2.9732,1.2907,0.4341,-0.059,-0.0426,-0.0345,0.7223,0.5852,0.8103,0.024,0.0181,0.0145,0.7567,0.6075,0.8028,0.9614,1.575,1.0225,1.6383,1.0636,0.6492,0.1309,17.5113,-0.9086,-0.0191,-0.6339,0.3551,0.8711,0.7674,0.6941,0,0.0014,0.0048,0.9931,-0.0882,0,0.001,0.0904,?,0.5985,0,0.0025,0.0081,0.9866,-7.8679,1.1598,-0.1474,1.4272,0.544,0.3812,2.0369,0.296,0.1453,-7.6462,1.1602,-0.1517,0,1.1526,0,0.0532,0.5939,11.1607,0.0097,1.3808,-0.6449,-1.0091,0.7246,?,?,?,?,?,SINISTRA_PANTALONI
-0.0308,0.0192,0.1384,0.7551,-1.7984,8.5014,0.0269,0.164,0.9801,0.8925,9.9745,0.0166,0.1289,0.6265,0.9393,13.1073,0.0285,0.1687,0.8779,0.9356,-0.0036,-0.0031,-0.0023,0.8523,0.6486,0.761,0.8439,1.0738,0.8205,1.2724,0.9722,0.7641,0.7122,1.1531,0.6732,1.6191,0.9452,0.5838,-0.0596,-0.05,-0.0381,0.839,0.6381,0.7605,0.0296,0.0261,0.0198,0.883,0.6689,0.7575,0.7705,1.2053,0.8602,1.5643,1.1164,0.7137,0.1409,18.5891,-0.6784,0.3733,-0.2125,0.3541,0.8401,0.8044,0.6866,0,0.001,0.0035,0.995,-0.0784,0,0.0015,0.081,?,0.562,0,0.0036,0.0114,0.9799,-8.7606,1.2216,-0.1394,0.679,0.2806,0.4133,0.4611,0.0787,0.1708,-8.4662,1.235,-0.1459,0,1.2162,0,0.0427,0.3028,7.0948,0.0096,1.3269,0.0253,-0.9604,0.1864,?,?,?,?,?,SINISTRA_PANTALONI
-0.2029,0.016,0.1263,0.6847,-4.5711,7.014,0.0291,0.1705,0.85,0.8864,9.9936,0.0136,0.1166,0.5326,0.9481,12.2122,0.0306,0.1748,0.7974,0.9369,-0.0289,-0.0203,-0.0166,0.7019,0.5743,0.8183,0.7406,1.0833,0.7224,1.4626,0.9754,0.6669,0.5485,1.1735,0.5218,2.1393,0.9514,0.4447,-0.0847,-0.0577,-0.0474,0.6821,0.56,0.8211,0.0164,0.012,0.0097,0.7295,0.5919,0.8114,0.8055,1.2856,0.8586,1.5961,1.066,0.6679,0.1285,17.2158,-0.8653,-0.1577,-0.5847,0.6052,0.9029,0.8875,0.6943,0,0.0011,0.0034,0.9952,-0.146,0,0.003,0.1485,?,0.5667,0,0.0027,0.0116,0.9798,-4.7551,1.2251,-0.2576,0.3643,0.4148,1.1387,0.1327,0.1721,1.2967,-4.665,1.2298,-0.2636,0,1.2107,0,0.0226,0.2886,12.7592,0.0096,1.407,0.0287,-0.382,0.8504,?,?,?,?,?,SINISTRA_PANTALONI
