@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
-0.4574,0.4064,0.6375,3.3052,-1.4774,4.6559,2.9752,1.7249,7.5862,0.0595,10.1496,1.024,1.012,5.3706,0.5975,11.2914,1.8109,1.3457,6.2138,0.5637,-0.0982,-0.0451,-0.0405,0.4587,0.4123,0.8989,0.3696,0.6299,0.4737,1.7045,1.2818,0.752,0.1366,0.3968,0.2244,2.9054,1.643,0.5655,-4.1051,-0.2472,-0.2455,0.0602,0.0598,0.9931,0.1654,0.1,0.0937,0.6045,0.5663,0.9369,0.4357,0.6154,0.5319,1.4125,1.2209,0.8643,0.081,15.4482,-0.1367,-0.0693,-0.1322,0.4001,0.7791,0.8817,0.0454,0.0004,0.0197,0.0991,-0.0894,-0.1201,0.0004,0.0208,0.1471,?,-0.9736,0.0002,0.0131,0.9863,?,-0.3781,-0.0466,0.1233,0.9494,1.5078,1.5882,0.9014,2.2736,2.5222,0.0553,0.0082,0.1491,0,0,1,0.6739,0.1005,0.1491,0.0071,1.1393,0.1878,-0.8392,-0.4859,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1876,0.4792,0.6922,2.4488,-0.4426,5.183,1.3238,1.1506,3.9371,0.4942,9.9971,0.869,0.9322,4.0975,0.6706,11.3199,1.3728,1.1717,4.6601,0.6761,0.0362,0.0188,0.0166,0.5185,0.4579,0.8831,0.6016,0.7426,0.5908,1.2343,0.982,0.7956,0.362,0.5514,0.349,1.5234,0.9643,0.633,-0.1953,-0.0901,-0.0772,0.4613,0.3955,0.8575,0.2181,0.1365,0.118,0.6258,0.5411,0.8645,0.622,0.5976,0.5255,0.9609,0.8449,0.8793,0.0793,15.7496,0.9221,0.3029,0.6645,0.4179,0.7811,0.8927,-0.1226,0.001,0.032,0.1586,?,-0.673,0.0001,0.0103,0.6953,?,-0.4621,0.0002,0.0147,0.4814,?,0.1821,0.2652,1.4565,3.1108,2.1707,0.6978,9.677,4.7121,0.4869,0.2281,0.3294,1.4443,1,1,1,0.2281,0.3294,1.4443,0.0058,1.2577,-0.9261,0.8818,-0.9507,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0579,5.6291,2.3726,11.0557,-0.791,2.3279,16.2168,4.027,17.8096,-0.8417,9.232,9.6433,3.1054,20.438,-0.1032,10.5226,11.4177,3.379,18.5623,0.0425,-0.0249,-0.0063,-0.0055,0.2522,0.2212,0.8774,0.5892,0.764,0.7021,1.2968,1.1918,0.919,0.3471,0.5837,0.493,1.6817,1.4203,0.8446,0.5999,2.5529,-5.9259,4.2556,-9.8782,-2.3212,0.6383,0.3332,0.3184,0.522,0.4988,0.9556,0.6208,0.5409,0.5956,0.8714,0.9595,1.101,0.068,15.0144,-0.2383,-0.0249,-0.1572,0.2063,0.3097,0.9512,0.0206,0.008,0.0893,0.2794,-1.2364,0.0911,0.0075,0.0868,0.4498,-1.4742,0.3492,0.6906,0.831,1.9817,-1.0015,0.2257,0.0589,0.2608,1.0289,0.1075,0.1045,1.0586,0.0116,0.0109,0.5765,0.1558,0.2703,0.6873,0.1262,0.1836,0.6213,0.141,0.227,0.0026,1.1015,0.7449,0.9745,0.8244,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.3938,1.3961,1.1816,4.5473,-0.6713,6.1036,4.1874,2.0463,7.4414,0.3217,9.9155,2.6155,1.6172,8.5932,0.4637,11.8429,3.67,1.9157,8.7972,0.4839,0.0645,0.0397,0.0333,0.6156,0.5154,0.8372,0.5774,0.7306,0.6168,1.2653,1.0682,0.8442,0.3334,0.5338,0.3804,1.601,1.141,0.7127,-0.5174,-0.2458,-0.2214,0.4751,0.4279,0.9007,0.248,0.1698,0.1596,0.6847,0.6436,0.94,0.6111,0.5292,0.5169,0.866,0.8459,0.9768,0.0838,17.0733,0.5538,0.1043,0.4032,0.099,0.6663,0.805,-0.0956,0.0028,0.0524,0.1943,-3.8506,-0.7247,0.0002,0.0146,0.7535,?,-0.4292,0.0015,0.0389,0.4726,?,0.1319,0.2227,1.6886,3.5855,1.3496,0.3764,12.8558,1.8214,0.1417,0.2047,0.3263,1.5942,0,0,1,0.2578,0.4111,1.5942,0.0061,1.2524,-0.7848,0.6985,-0.2334,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.4945,5.321,2.3067,15.2924,-0.6896,6.1765,18.3299,4.2813,22.863,-0.2458,9.4267,10.2744,3.2054,14.3428,0.1576,12.1948,12.4664,3.5308,18.9928,0.2025,0.0801,0.0525,0.0405,0.6552,0.5065,0.773,0.5388,0.7196,0.6533,1.3357,1.2126,0.9078,0.2903,0.5179,0.4268,1.784,1.4703,0.8242,1.3835,-2.3266,-1.2938,-1.6817,-0.9352,0.5561,0.4932,0.5316,0.38,1.0779,0.7705,0.7148,0.6689,1.0662,0.8052,1.594,1.2038,0.7552,0.0789,17.8442,-0.105,-0.1562,-0.3046,-0.1192,0.29,0.8921,-0.0724,0.0264,0.1624,0.4186,-5.6504,0.3115,0.0058,0.0759,0.3282,0.2873,0.8543,0.0063,0.0796,0.3155,0.6547,-0.2325,-0.0847,0.3646,2.139,2.0403,0.9538,4.5754,4.1627,0.9098,-2.6876,-0.5943,0.2211,0.1367,0.0689,0.5039,1.2754,1.3266,1.0401,0.0064,1.2969,-0.2876,0.868,0.1941,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1992,8.9173,2.9862,15.7637,-2.0627,0.4503,19.4932,4.4151,17.0484,-1.5825,9.7801,13.614,3.6897,16.4847,0.2067,10.9571,17.8593,4.226,17.6701,0.2036,0.4425,0.0204,0.0182,0.046,0.0411,0.8926,0.6764,0.8093,0.7066,1.1966,1.0447,0.8731,0.4575,0.655,0.4993,1.4319,1.0915,0.7623,1.0163,-2.4723,-2.3504,-2.4328,-2.3128,0.9507,0.7797,0.2477,0.232,0.3177,0.2975,0.9365,0.9246,0.9563,0.8921,1.0342,0.9648,0.9329,0.0753,15.5801,-0.0295,-0.5455,-0.5494,-0.3393,-0.4398,0.9735,-0.0959,0.0511,0.226,0.6361,-8.5265,0.1558,0.0038,0.0619,0.209,0.309,0.7799,0.0432,0.2079,0.6808,0.2432,-0.6154,-0.1229,0.1997,3.6531,1.087,0.2976,13.3451,1.1817,0.0885,-6.0922,-2.6026,0.4272,0.2208,0.0742,0.3362,3.0439,0.9345,0.307,0.0062,1.0983,-0.961,0.914,-0.9334,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.8151,4.5719,2.1382,12.5689,-0.9019,5.4636,31.1712,5.5831,25.611,-0.1759,9.8208,11.2989,3.3614,17.1711,-0.0142,12.3477,21.5387,4.641,24.1575,0.0755,-0.1492,-0.083,-0.066,0.5563,0.4425,0.7954,0.383,0.6361,0.4607,1.661,1.203,0.7243,0.1467,0.4046,0.2123,2.7588,1.4472,0.5246,1.5561,24.755,-3.0226,15.9088,-1.9425,-0.1221,0.3034,0.3903,0.2529,1.2865,0.8336,0.6479,0.4908,0.732,0.5203,1.4915,1.0602,0.7108,0.0817,17.7083,0.6309,-0.2186,0.1708,0.354,0.7725,0.8235,-0.2994,0.1417,0.3764,1.1651,-0.9265,-0.2269,0.1241,0.3522,1.1364,-1.0073,-0.5093,0.2582,0.5081,1.5882,-1.3966,1.3198,0.5879,0.4454,1.0687,0.7408,0.6932,1.1421,0.5488,0.4806,0.9825,0.6054,0.6162,1.0683,0.9126,0.8543,1.0252,0.7336,0.7155,0.0046,1.5912,0.9685,0.9503,0.9072,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.6707,4.2335,2.0575,11.3683,-1.155,5.1924,16.5469,4.0678,18.1507,-0.2988,9.2475,12.6443,3.5559,24.0447,0.0703,11.559,12.7414,3.5695,22.5126,0.1503,-0.1292,-0.0725,-0.058,0.5615,0.4492,0.8,0.5058,0.5786,0.5764,1.144,1.1396,0.9962,0.2558,0.3348,0.3323,1.3086,1.2987,0.9924,1.4594,-3.3502,-1.5302,-2.2956,-1.0486,0.4568,0.3775,0.204,0.1991,0.5404,0.5275,0.9762,0.6263,0.4728,0.505,0.7549,0.8062,1.0681,0.077,16.635,0.5537,-0.12,0.112,0.1469,0.5545,0.8785,-0.1906,0.0982,0.3134,1.1247,-0.9708,-0.1132,0.1163,0.3411,1.1569,-0.9538,-0.3671,0.5429,0.7368,1.9014,-1.0019,1.6832,0.5192,0.3085,0.919,0.4254,0.4629,0.8446,0.181,0.2143,0.981,0.5822,0.5935,0.9638,0.6008,0.6234,0.9722,0.5915,0.6084,0.0031,1.4785,0.9708,0.7872,0.861,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0177,1.0581,1.0287,4.2461,-0.5306,7.9848,3.0556,1.748,6.6221,0.4371,10.1339,3.4446,1.856,8.6588,0.4537,12.9985,5.0496,2.2471,8.8869,0.511,-0.0022,-0.0017,-0.0014,0.7879,0.6143,0.7796,0.5885,0.5542,0.4578,0.9418,0.7779,0.8259,0.3463,0.3072,0.2096,0.8871,0.6051,0.6822,-0.2862,-0.2047,-0.1585,0.7151,0.5537,0.7743,0.2358,0.175,0.1526,0.7422,0.6473,0.8721,0.6412,0.4904,0.4778,0.7648,0.7452,0.9743,0.0922,18.9543,0.6463,0.1505,0.4322,0.5361,0.8468,0.9021,-0.0907,0.0014,0.0372,0.1512,?,-0.7193,0,0.0063,0.7305,?,-0.532,0.0001,0.0088,0.5479,?,0.1261,0.1705,1.352,5.8566,4.2143,0.7196,34.3,17.7604,0.5178,0.207,0.276,1.3334,1,1,1,0.207,0.276,1.3334,0.0064,1.3421,-0.6123,-0.0794,-0.2016,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0237,0.9123,0.9552,4.1222,-0.4399,6.464,1.445,1.2021,5.5648,0.4392,10.2287,3.2296,1.7971,7.6364,0.4902,12.2046,3.0435,1.7446,6.8993,0.5749,0.0037,0.0023,0.0019,0.6319,0.5296,0.8381,0.7946,0.5315,0.5475,0.6689,0.689,1.0301,0.6314,0.2825,0.2998,0.4474,0.4748,1.0612,-0.2889,-0.1715,-0.135,0.5937,0.4672,0.7869,0.2885,0.1911,0.1764,0.6625,0.6115,0.9229,0.7408,0.5398,0.5975,0.7287,0.8066,1.1068,0.0883,17.4518,0.678,-0.1383,0.1542,0.1139,0.4909,0.9195,-0.1718,0.0022,0.047,0.2515,?,-0.7106,0.0002,0.0157,0.73,?,-0.4939,0.0004,0.0209,0.5253,?,0.2418,0.3479,1.4388,2.9967,2.2473,0.7499,8.9799,5.0505,0.5624,0.3445,0.4788,1.3896,1,1,1,0.3445,0.4788,1.3896,0.0064,1.3763,-0.9173,0.8854,-0.77,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1802,0.8525,0.9233,4.0937,-0.3917,7.5708,2.7679,1.6637,6.9704,0.4026,10.2083,2.7584,1.6608,7.4819,0.4982,12.797,4.1728,2.0427,7.981,0.5485,0.0238,0.0177,0.0141,0.7416,0.5916,0.7977,0.555,0.5559,0.452,1.0017,0.8144,0.813,0.308,0.3091,0.2043,1.0034,0.6633,0.661,-0.2452,-0.1551,-0.1188,0.6325,0.4845,0.766,0.2521,0.1973,0.1664,0.7826,0.6601,0.8434,0.5873,0.5472,0.5129,0.9316,0.8734,0.9375,0.0889,18.4726,0.5963,0.1125,0.3811,0.4921,0.8157,0.9038,-0.0946,0.0033,0.0574,0.1846,?,-0.7309,0.0002,0.0145,0.7575,?,-0.4931,0.0002,0.0151,0.5143,?,0.1295,0.1919,1.4823,3.9546,3.8,0.9609,15.6386,14.4402,0.9234,0.2437,0.3589,1.4728,1,1,1,0.2437,0.3589,1.4728,0.0062,1.3187,-0.6579,0.8087,-0.8759,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1245,7.1677,2.6773,15.3435,-0.9551,2.8994,18.9006,4.3475,22.0968,-0.595,9.9807,5.4941,2.3439,13.9331,0.262,11.4549,8.3832,2.8954,16.1495,0.2633,-0.043,-0.0125,-0.0109,0.2905,0.2531,0.8713,0.6158,1.1422,0.9247,1.8548,1.5015,0.8095,0.3792,1.3046,0.855,3.4402,2.2546,0.6554,0.9093,-1.515,-1.2983,-1.6661,-1.4278,0.857,0.5665,0.4157,0.358,0.7338,0.6319,0.8612,0.6944,1.1012,0.9501,1.5859,1.3683,0.8628,0.0748,16.4538,0.0067,-0.236,-0.2397,0.1802,0.2565,0.9351,-0.0514,0.0164,0.1281,0.4841,-1.5461,0.0202,0.0352,0.1876,0.7405,-2.4244,0.384,0.6205,0.7877,1.9269,-0.9869,-2.5458,-0.1339,0.0526,0.6828,0.1626,0.2382,0.4662,0.0265,0.0567,0.5607,0.3071,0.5478,0.8792,0.196,0.223,0.6537,0.2512,0.3843,0.0028,1.1364,0.8834,0.9632,0.9228,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.1454,7.0077,2.6472,13.0235,-1.0273,3.3686,20.8622,4.5675,18.5071,-0.4602,9.7792,6.2125,2.4925,13.675,0.1913,11.4387,10.2384,3.1998,15.8495,0.2376,-0.0432,-0.0149,-0.0127,0.3445,0.2945,0.8549,0.5796,1.0621,0.8273,1.8325,1.4275,0.779,0.3359,1.128,0.6845,3.3581,2.0376,0.6068,1.1314,-2.0396,-1.3364,-1.8027,-1.1812,0.6552,0.5069,0.3799,0.309,0.7495,0.6097,0.8135,0.7037,0.9524,0.8217,1.3533,1.1677,0.8628,0.0739,16.516,-0.2951,-0.4115,-0.5592,0.1304,0.4123,0.9127,-0.005,0.0233,0.1525,0.5895,-1.0355,0.1031,0.0174,0.1319,0.5355,-1.6336,0.4336,0.5874,0.7664,1.9048,-0.9992,-0.0483,-0.0115,0.2379,1.1562,0.199,0.1722,1.3367,0.0396,0.0296,0.9028,0.315,0.3489,1.4244,0.304,0.2134,1.1009,0.3095,0.2811,0.0032,1.1525,0.7105,0.9048,0.9135,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.6524,8.6065,2.9337,16.4397,-0.8756,5.4059,26.3535,5.1336,25.2749,-0.2451,9.7527,16.6455,4.0799,18.076,0.1561,12.144,28.8933,5.3753,23.5847,0.1564,-0.1207,-0.0669,-0.0537,0.5543,0.4451,0.8031,0.5715,0.7191,0.5458,1.2583,0.955,0.759,0.3266,0.517,0.2979,1.5832,0.9121,0.5761,1.5425,-2.2961,-1.7548,-1.4886,-1.1376,0.7643,0.4318,0.4092,0.3135,0.9478,0.7261,0.7661,0.6504,0.9095,0.697,1.3983,1.0717,0.7664,0.0809,18.0783,0.119,-0.4958,-0.3252,0.5555,0.7493,0.9466,0.0689,0.0241,0.1554,0.4525,-0.7305,-0.3065,0.0634,0.2517,0.9322,-1.768,-0.4705,0.2663,0.516,1.9357,-1.0013,-0.2247,-0.1463,0.6514,0.6173,0.3011,0.4878,0.381,0.0907,0.2379,0.3208,0.1972,0.6148,0.7764,0.2703,0.3482,0.4854,0.2338,0.4816,0.0041,1.2,-0.4726,0.2611,0.6518,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.1466,0.9906,0.9953,4.1049,-0.7458,6.2273,3.2491,1.8025,6.7661,0.3177,9.8568,3.4284,1.8516,7.7924,0.4854,11.7869,4.6941,2.1666,8.8473,0.488,-0.0235,-0.0149,-0.0124,0.6318,0.5283,0.8363,0.5522,0.5375,0.4594,0.9735,0.832,0.8546,0.3049,0.2889,0.211,0.9477,0.6922,0.7303,-0.5565,-0.2386,-0.2079,0.4288,0.3737,0.8714,0.2371,0.1553,0.1361,0.655,0.5739,0.8762,0.6067,0.5268,0.464,0.8683,0.7648,0.8808,0.0833,16.9341,0.5457,0.0498,0.2744,0.462,0.7683,0.9213,-0.1711,0.0044,0.066,0.2668,?,-0.6789,0.0002,0.0134,0.7011,?,-0.5452,0.0009,0.0302,0.5756,?,0.252,0.3138,1.2453,4.9407,2.1867,0.4426,24.4107,4.7818,0.1959,0.3806,0.4636,1.2179,1,1,1,0.3806,0.4636,1.2179,0.0063,1.3951,-0.483,0.8925,-0.6514,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.0032,0.9366,0.9678,4.864,-0.5702,7.2144,2.1567,1.4686,6.2637,0.4283,10.0843,3.5596,1.8867,8.1754,0.468,12.4834,4.5589,2.1351,7.9598,0.5445,0.0004,0.0003,0.0003,0.7154,0.5779,0.8078,0.659,0.513,0.4533,0.7784,0.6878,0.8836,0.4343,0.2631,0.2055,0.6059,0.4731,0.7808,-0.3764,-0.2456,-0.1856,0.6525,0.4931,0.7557,0.2827,0.2016,0.1773,0.713,0.6269,0.8793,0.7765,0.595,0.6111,0.7662,0.7869,1.0271,0.0892,18.0501,0.509,-0.0906,0.1573,0.5057,0.7787,0.9343,-0.1199,0.002,0.0442,0.1897,?,-0.6936,0.0001,0.012,0.7214,?,-0.513,0.001,0.0308,0.5593,?,0.1728,0.2337,1.3521,3.6938,1.4337,0.3881,13.6444,2.0555,0.1507,0.263,0.3392,1.2899,1,1,1,0.263,0.3392,1.2899,0.0063,1.3264,-0.7595,0.9461,-0.7675,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.1668,0.7765,0.8812,3.5838,-1.1698,7.0826,4.399,2.0974,8.9956,0.2646,10.0817,3.1411,1.7723,7.597,0.4969,12.4179,5.943,2.4378,9.4481,0.4803,-0.0236,-0.0165,-0.0134,0.7025,0.5704,0.8119,0.4201,0.4972,0.3615,1.1834,0.8604,0.727,0.1765,0.2472,0.1307,1.4005,0.7402,0.5285,-0.5968,-0.2575,-0.2213,0.4314,0.3708,0.8594,0.135,0.1094,0.0909,0.8101,0.6729,0.8307,0.3984,0.4717,0.3793,1.1841,0.9521,0.8041,0.085,17.9356,0.5934,0.1463,0.3682,0.6967,0.8992,0.9384,-0.2048,0.0028,0.0531,0.2736,?,-0.6535,0.0008,0.0274,0.6883,?,-0.5984,0.0009,0.0296,0.6389,?,0.3133,0.3422,1.0921,1.9358,1.7927,0.9261,3.7474,3.2138,0.8576,0.3974,0.4281,1.0772,1,1,1,0.3974,0.4281,1.0772,0.0063,1.4566,-0.8623,0.8281,-0.9787,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.3915,3.9712,1.9928,9.4624,-1.2517,7.8428,14.5707,3.8172,20.4796,0.028,9.7958,3.9763,1.9941,12.578,0.324,12.9618,12.1305,3.4829,17.5809,0.2905,-0.0499,-0.04,-0.0302,0.8006,0.6051,0.7557,0.5221,0.9994,0.5722,1.9143,1.096,0.5725,0.2725,0.9987,0.3274,3.6644,1.2012,0.3278,-8.917,-0.8726,-0.7306,0.0979,0.0819,0.8373,0.1995,0.2259,0.1696,1.1324,0.8502,0.7508,0.462,0.7523,0.5382,1.6282,1.1649,0.7154,0.0897,19.1661,-0.7654,-0.0024,-0.5268,0.3418,0.8903,0.7112,0.0007,0.0129,0.1137,0.418,-3.4794,0.2896,0.0164,0.1279,0.4602,0.2822,0.8339,0.0014,0.0368,0.1892,0.7848,0.0024,0.0008,0.3472,0.8888,3.0853,3.4715,0.7899,9.519,12.0512,-1.7944,-0.4707,0.2623,0.1455,0.1062,0.7295,0.9081,2.2092,2.4327,0.0063,1.2102,-0.9911,0.7298,-0.7574,?,?,?,?,?,TASCA_GIACCA
