@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
0.0525,0.014,0.1183,0.8167,-0.6433,0.028,0.0252,0.1586,1.6921,-0.3856,0.0202,0.0216,0.1471,0.8861,-1.4494,0.1917,0.028,0.1673,1.3021,0.0284,1.878,2.5992,0.2739,1.384,0.1458,0.1054,0.7458,0.8041,0.7072,1.0782,0.9482,0.8794,0.5562,0.6466,0.5001,1.1625,0.8991,0.7734,0.6789,0.6097,-8.4,0.8981,-12.3731,-13.7768,0.407,1.3739,0.3708,3.3759,0.9112,0.2699,0.4826,0.9217,0.6272,1.9097,1.2995,0.6805,0.0006,0.2926,0.1444,0.3478,0.0418,-0.5899,0.5252,-0.3217,1100,0,0,0,1,TASCA_DESTRA_DIETRO_PANTALONI
-0.1041,12.5276,3.5394,23.6129,-0.3465,-0.6819,0.8771,0.9365,4.3623,-1.6922,-0.3588,8.5016,2.9158,19.0225,-0.8002,3.6678,9.0581,3.0097,20.1216,0.0174,0.1526,0.29,-0.0284,1.9005,-0.1859,-0.0978,3.7793,1.2139,1.176,0.3212,0.3112,0.9688,14.283,1.4736,1.383,0.1032,0.0968,0.9386,2.216,0.7186,-17.0065,0.3243,-7.6744,-23.6668,10.8229,1.6596,0.8563,0.1533,0.0791,0.516,5.413,1.2413,1.1735,0.2293,0.2168,0.9454,0.0082,5.2607,0.38,0.4537,0.5454,-0.067,0.0167,0.1969,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.013,0.0685,0.2617,2.6612,-1.4625,-0.0185,0.1555,0.3943,3.9273,-1.259,-0.1174,0.005,0.0709,0.5541,-1.7722,0.2708,0.17,0.4123,2.6522,0.026,-0.704,-0.111,0.0481,0.1576,-0.0683,-0.4334,0.6636,3.691,0.6348,5.5621,0.9566,0.172,0.4404,13.6234,0.4029,30.9366,0.915,0.0296,0.7221,4.4621,-22.3475,6.1793,-30.9476,-5.0083,0.6216,5.407,0.3969,8.6985,0.6385,0.0734,0.6776,4.8029,1.0034,7.088,1.4808,0.2089,0.0013,0.3992,0.9356,0.578,-0.0845,0.4628,0.0292,-0.0217,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.5649,6.6827,2.5851,14.8479,-0.2639,-0.8526,2.2217,1.4905,5.4802,-1.0358,-0.2764,1.8785,1.3706,4.7636,-0.7789,3.1141,2.2074,1.4857,11.129,0.072,-0.6625,-2.0433,0.1814,3.0841,-0.2738,-0.0888,1.7343,1.8861,1.7399,1.0875,1.0032,0.9225,3.0079,3.5575,3.0274,1.1827,1.0065,0.851,1.112,1.4866,-3.5921,1.3369,-3.2304,-2.4164,4.364,4.3868,0.9796,1.0052,0.2245,0.2233,2.7094,3.117,1.3342,1.1504,0.4924,0.428,0.011,4.7214,0.3534,0.504,0.5287,0.2872,0.0111,0.2391,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0167,0.0122,0.1103,0.8122,-3.1044,-0.0254,0.0298,0.1725,1.6931,-0.7228,-0.0941,0.0082,0.0905,0.4782,-2.0911,0.1846,0.0258,0.1607,0.9882,0.0166,0.6578,0.1775,-0.0905,0.2699,-0.1375,-0.5095,0.6392,1.2186,0.6865,1.9064,1.0739,0.5633,0.4086,1.485,0.4712,3.6345,1.1533,0.3173,0.8649,1.8991,-36.8472,2.1957,-42.6029,-19.4028,0.2014,1.2792,0.1969,6.3527,0.978,0.1539,0.4797,1.6985,0.8219,3.5405,1.7133,0.4839,0.001,0.2698,0.5624,-0.1105,-0.281,0.239,0.1241,-0.217,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0241,0.0024,0.0489,0.2592,-0.6373,-0.0322,0.0018,0.0424,0.2503,-2.246,-0.0906,0.0033,0.0572,0.2842,-9.9918,0.1221,0.0024,0.049,0.2459,0.0762,-0.746,-0.2654,0.1971,0.3557,-0.2642,-0.7426,1.1537,0.8558,0.9989,0.7418,0.8658,1.1672,1.331,0.7324,0.9978,0.5503,0.7497,1.3623,0.5826,0.3906,-4.9766,0.6704,-8.5421,-12.7423,2.0531,6.1229,0.5947,2.9823,0.2896,0.0971,1.0356,0.9121,1.0539,0.8807,1.0177,1.1555,0.001,0.1766,-0.1662,0.1183,0.1773,-0.326,-0.063,-0.8209,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-4.4338,1.3891,1.1786,6.6719,?,-0.2246,0.9962,0.9981,3.1758,-1.5054,-3.6033,3.0454,1.7451,7.4551,?,5.9391,2.851,1.6885,6.665,0.2912,19.7399,1.2305,-0.7465,0.0623,-0.0378,-0.6067,1.1808,0.6754,0.698,0.5719,0.5911,1.0335,1.3944,0.4561,0.4872,0.3271,0.3494,1.0682,3.4964,0.8949,-2.436,0.256,-0.6967,-2.722,0,1,0,0,0.1348,0,2.1009,0.8949,1.001,0.426,0.4765,1.1185,0.5198,8.9226,-0.2248,0.4087,-0.8048,-0.1527,0.2079,-0.8623,125000,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1771,45.6314,6.7551,47.044,-1.2226,-0.1066,3.7563,1.9381,9.2712,-1.6202,0.4646,18.8925,4.3466,36.4042,-0.5403,5.5526,37.7071,6.1406,31.3545,0.0178,-1.6617,0.3811,0.0319,-0.2294,-0.0192,0.0837,3.4854,1.5541,1.1001,0.4459,0.3156,0.7078,12.148,2.4153,1.2102,0.1988,0.0996,0.501,4.514,2.0266,-45.4544,0.449,-10.0696,-22.4291,5.9818,0.8955,0.663,0.1497,0.1108,0.7404,5.0742,1.2923,1.5004,0.2547,0.2957,1.1611,0.0053,8.0565,-0.0826,0.783,-0.2123,0.1226,0.0154,0.0642,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.059,0.0146,0.1208,0.5495,-0.7651,-0.07,0.0059,0.0771,0.3727,-1.4706,-0.0904,0.0148,0.1216,0.5449,-3.3133,0.2117,0.007,0.0839,0.3873,0.1411,-0.8423,-0.6529,0.2786,0.7751,-0.3308,-0.4268,1.5667,0.9942,1.4399,0.6345,0.919,1.4483,2.4546,0.9883,2.0732,0.4026,0.8446,2.0976,1.0736,0.569,-3.7437,0.53,-3.4872,-6.579,2.0634,2.4641,0.6904,1.1942,0.3346,0.2802,1.4742,1.0084,1.4188,0.684,0.9624,1.407,0.0014,0.321,-0.1522,-0.3008,0.5283,0.141,-0.2372,-0.7193,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0249,0.008,0.0893,0.3847,-0.5114,-0.0363,0.0036,0.0601,0.2711,-2.5407,-0.1034,0.0032,0.0569,0.3005,-4.2987,0.157,0.0028,0.053,0.2422,0.1957,-0.6867,-0.2412,0.1588,0.3512,-0.2313,-0.6585,1.4856,1.5681,1.6842,1.0556,1.1337,1.074,2.2069,2.4589,2.8364,1.1142,1.2853,1.1535,0.6691,0.5339,-2.209,0.798,-3.3017,-4.1372,3.3242,4.4884,0.8454,1.3502,0.2543,0.1884,1.419,1.2802,1.5886,0.9022,1.1196,1.2409,0.0012,0.2365,0.0832,-0.1234,0.4555,-0.2418,-0.2202,-0.4992,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.6133,8.8453,2.9741,14.1208,-0.6181,-0.4215,4.3882,2.0948,8.7331,-0.789,-0.0423,3.9992,1.9998,12.1801,-1.2712,3.7268,3.8993,1.9747,9.3518,0.0649,-1.4548,-14.5087,0.1646,9.9728,-0.1131,-0.0113,1.4197,1.4872,1.5061,1.0475,1.0608,1.0127,2.0157,2.2117,2.2684,1.0973,1.1254,1.0256,1.4005,0.7912,-8.3132,0.565,-5.9359,-10.5066,1.7877,1.6273,0.8726,0.9103,0.4881,0.5363,1.6169,1.1593,1.51,0.717,0.9338,1.3024,0.0076,5.474,0.3799,0.1206,0.4071,0.4081,0.144,0.0787,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
1.137,14.1921,3.7672,15.1847,-0.6678,-1.617,7.3152,2.7047,10.8895,-2.4336,1.8269,18.5095,4.3023,16.4516,-0.5685,6.4922,5.1125,2.2611,10.6423,0.2068,-0.7032,0.6223,0.1751,-0.8851,-0.2491,0.2814,1.3929,0.8756,1.6661,0.6287,1.1962,1.9027,1.9401,0.7667,2.776,0.3952,1.4308,3.6204,0.7878,1.0197,-2.1909,1.2944,-2.7811,-2.1486,2.8708,0.868,0.6786,0.3024,0.2364,0.7817,1.3944,0.923,1.4268,0.6619,1.0232,1.5459,0.0293,9.8244,-0.1121,0.2644,0.558,0.5247,-0.265,0.2987,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
1.2422,13.1711,3.6292,16.2265,-0.3456,-1.3211,9.5241,3.0861,13.7628,-0.9328,0.0705,17.7603,4.2143,26.176,-0.8975,6.0182,7.5301,2.7441,12.952,0.1259,-0.9403,17.6091,0.2064,-18.7278,-0.2195,0.0117,1.176,0.8612,1.3225,0.7323,1.1246,1.5358,1.3829,0.7416,1.7491,0.5363,1.2648,2.3586,0.6275,0.3366,-2.2338,0.5365,-3.5598,-6.6356,1.6934,0.8741,0.8138,0.5162,0.4806,0.931,1.179,0.6199,1.2528,0.5258,1.0626,2.021,0.0195,8.6803,0.1111,0.2836,0.4895,0.0672,0.2916,0.0656,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.0433,2.1777,1.4757,6.3724,-1.0645,-0.9134,3.7847,1.9454,8.5032,-0.999,-0.1322,4.3865,2.0944,9.2403,-0.9388,3.1441,1.3171,1.1477,4.37,0.1915,-0.0474,-0.3278,0.0138,6.9099,-0.2905,-0.042,0.7586,0.7046,1.2858,0.9289,1.6951,1.8249,0.5754,0.4965,1.6534,0.8628,2.8734,3.3304,0.7732,0.7344,-3.1753,0.9497,-4.1067,-4.324,0.7256,0.6476,0.5711,0.8925,0.7871,0.8818,0.7494,0.6896,1.4582,0.9202,1.9458,2.1145,0.0099,4.8225,0.2935,0.3809,-0.0283,-0.1061,-0.1704,-0.13,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.0903,0.0068,0.0826,0.388,-0.16,-0.0431,0.0061,0.0782,0.3715,-2.4109,-0.1919,0.0037,0.0607,0.3602,?,0.2413,0.0052,0.0723,0.3344,0.245,-2.093,-0.4704,0.3741,0.2248,-0.1787,-0.7952,1.0571,1.3613,1.1433,1.2877,1.0815,0.8399,1.1175,1.8531,1.3071,1.6582,1.1697,0.7054,0.2038,0.1486,-0.493,0.729,-2.4195,-3.3188,3.0712,0,0.7551,0,0.2459,0,1.0444,1.0772,1.1601,1.0314,1.1107,1.0769,0.0024,0.3619,-0.2857,-0.0753,0.6692,-0.1816,-0.2618,-0.6959,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
