@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-0.6194,0.2767,0.526,4.6129,-1.8153,1.0462,0.8756,0.9357,4.9516,-0.7967,0.1737,0.2575,0.5074,4.334,-0.692,1.4189,0.905,0.9513,3.6154,0.0267,-0.5921,-3.5665,-0.4366,6.0238,0.7374,0.1224,0.5622,1.0366,0.5529,1.844,0.9836,0.5334,0.316,1.0746,0.3057,3.4004,0.9674,0.2845,1.3547,1.6781,-29.937,1.2387,-22.0982,-17.8397,0.5945,0.6397,0.4411,1.0759,0.7419,0.6896,0.9316,1.0644,1.2759,1.1425,1.3696,1.1988,0.0062,2.1757,-0.5971,-0.5515,-0.6739,0.312,0.8554,0.4987,-13.1811,1.2809,1.1318,15.1062,?,59.0099,1.7157,1.3099,4.6555,0.923,-7.3683,55.6073,7.457,25.3113,-1.2233,-0.2234,1.7889,-8.0086,0.864,0.1518,0.1757,0.7466,0.023,0.0309,-0.2706,1.0847,-4.0084,0,0,5.3124,3.2448,0.5968,0.1839,0.3092,82.0557,-0.3392,0.3211,-0.895,?,?,?,?,?,DIETRO_PANTALONI
0.6047,6.0158,2.4527,13.7252,-0.5451,-3.0923,9.9064,3.1475,20.4611,-1.1454,0.4374,9.5102,3.0839,25.8139,-0.2167,4.9528,11.0215,3.3199,23.5551,0.0201,-0.1955,1.3825,0.1221,-7.07,-0.6244,0.0883,0.7793,0.7953,0.7388,1.0206,0.9481,0.9289,0.6073,0.6326,0.5458,1.0417,0.8988,0.8629,0.4433,1.0532,-10.0434,2.3758,-22.6571,-9.5364,0.9314,0.4187,0.3695,0.4495,0.3968,0.8826,0.6708,0.5317,0.5827,0.7926,0.8686,1.0959,0.0167,7.3874,0.2433,0.2835,0.333,-0.1165,-0.6204,0.5221,-29.7541,53.0854,7.286,38.6398,?,-5.6395,352.4287,18.7731,52.6199,-0.9446,-17.9731,15.6589,3.9571,25.0198,?,5.276,1.6555,0.3138,0.3881,1.8412,4.7441,0.1506,3.3901,22.5066,1.5117,1.5444,1.0216,0,1,0,0.7343,1.5444,2.1031,0.1853,65.6834,-0.7221,-0.8288,0.9228,?,?,?,?,?,DAVANTI_PANTALONI
-0.0154,0.0312,0.1768,2.4294,-0.8716,-0.0711,0.1739,0.4171,5.5907,-1.1192,0.0069,0.0755,0.2748,3.8877,-1.3773,0.2557,0.2206,0.4697,3.9136,0.0052,0.2166,-2.2193,-0.0603,-10.2455,-0.2782,0.0271,0.4238,0.6433,0.3763,1.5178,0.8879,0.585,0.1796,0.4138,0.1416,2.3038,0.7884,0.3422,0.3832,0.5023,-55.7277,1.3109,-145.4413,-110.9455,0.492,0.7937,0.33,1.6132,0.6706,0.4157,0.4345,0.6249,0.6207,1.4381,1.4285,0.9934,0.0004,0.3776,-0.9328,-0.9294,-0.0893,0.901,0.096,0.0101,-41.762,0.0271,0.1645,42.2989,?,-1.9224,0.0655,0.2559,2.2797,?,-9.6614,0.1065,0.3264,10.2585,?,21.7241,4.3226,0.199,0.6429,0.5041,0.7841,0.4133,0.2541,0.6148,18.5549,4.1233,0.2222,1,1,1,18.5549,4.1233,0.2222,0.2258,53.3458,0.2301,-0.1284,0.2524,?,?,?,?,?,DAVANTI_PANTALONI
2.164,8.4933,2.9143,14.0634,-0.4587,-2.4024,8.2795,2.8774,11.8746,-1.8464,0.7946,6.0596,2.4616,15.2605,-0.2391,4.815,10.7337,3.2762,15.8157,0.0065,-0.9007,2.7232,0.4494,-3.0233,-0.4989,0.165,1.0128,1.1839,0.8895,1.1689,0.8783,0.7514,1.0258,1.4016,0.7913,1.3663,0.7714,0.5645,0.5742,1.5018,-42.4249,2.6157,-73.8907,-28.2489,2.3109,0.7828,0.6056,0.3387,0.2621,0.7736,1.1843,0.9216,0.8892,0.7781,0.7508,0.9649,0.0173,7.4675,-0.5115,0.6251,0.8485,-0.1446,-0.6565,0.6577,-15.0834,61.0581,7.814,27.7191,-19.0951,11.0026,123.6284,11.1188,29.2206,0.0041,-32.9323,12.5894,3.5482,36.7798,?,-1.3709,0.458,-0.3341,0.7028,2.2023,3.1337,0.4939,4.85,9.8201,-221.3077,0.7161,-0.0032,0.047,0,0,0.9486,0.7537,0.7945,0.1972,59.1451,0.4978,-0.0127,0.8527,?,?,?,?,?,DAVANTI_PANTALONI
-0.0743,0.0075,0.0868,0.7617,-0.4464,-0.1034,0.0554,0.2353,2.9433,-0.8219,-0.0061,0.0155,0.1247,1.587,-1.1629,0.2232,0.0449,0.2118,1.8204,0.0165,0.7185,12.2668,-0.3329,17.0728,-0.4633,-0.0271,0.3687,0.696,0.4095,1.8878,1.1109,0.5885,0.1359,0.4844,0.1677,3.5639,1.2341,0.3463,0.177,0.2755,-7.7097,1.5561,-43.5458,-27.9831,0.326,0.7177,0.2845,2.2017,0.8728,0.3964,0.2588,0.48,0.4185,1.8546,1.6169,0.8718,0.0007,0.3318,0.6541,0.354,0.1836,0.6323,0.0932,0.0216,-35.6865,0.0788,0.2807,36.5997,?,-7.384,0.1422,0.3772,7.8598,?,23.6751,0.0887,0.2979,1.1993,0.9509,4.8329,-1.5073,-0.3119,0.7442,0.9423,1.2662,0.5539,0.888,1.6033,4.6566,-1.5763,-0.3385,1,0,0,4.6566,30.5165,6.5534,0.2275,66.7457,-0.7907,-0.1007,-0.0056,?,?,?,?,?,DAVANTI_PANTALONI
0.0099,0.0034,0.0582,0.339,-0.9992,-0.0043,0.0035,0.0592,0.2972,-0.762,0.004,0.0023,0.0475,0.2635,-0.9872,0.0839,0.0022,0.0472,0.2356,0.0289,-2.3201,2.4916,0.1177,-1.0739,-0.0507,0.0472,0.9835,1.2262,1.232,1.2467,1.2526,1.0047,0.9674,1.5036,1.5177,1.5544,1.5689,1.0094,1.3182,1.2943,-24.1723,0.9818,-18.3374,-18.6766,1.0052,1.2787,0.6989,1.2721,0.6953,0.5466,1.1405,1.2864,1.4388,1.1279,1.2615,1.1185,0.0001,0.1307,0.7512,-0.176,0.0386,0.3955,0.0584,-0.039,-24.8244,0.0566,0.2378,25.3189,?,-27.8982,0.017,0.1305,28.2593,?,18.8298,0.0431,0.2075,0.9003,0.9533,0.8898,-1.3184,-1.4816,1.8226,1.1461,0.6288,3.322,1.3136,0.3954,0.896,-1.3791,-1.5392,1,0,0,0.896,28.1237,31.3898,0.2201,71.5523,-0.1141,-0.3828,0.1691,?,?,?,?,?,DAVANTI_PANTALONI
0.1965,1.6789,1.2957,7.1743,-0.4404,2.5517,4.6779,2.1629,7.2884,-0.1283,0.8465,4.0518,2.0129,9.4719,-0.2725,3.2885,6.8606,2.6193,10.1046,0.0123,0.077,0.2322,0.0598,3.0146,0.7759,0.2574,0.5991,0.6437,0.4947,1.0745,0.8257,0.7685,0.3589,0.4144,0.2447,1.1545,0.6819,0.5906,2.646,1.0813,-17.4407,0.4087,-6.5913,-16.1289,0.7711,0.6691,0.4869,0.8678,0.6314,0.7276,0.9843,0.7574,0.71,0.7695,0.7213,0.9374,0.031,4.6573,0.5452,0.5544,0.6374,0.3152,0.9034,0.6419,-1.4555,287.1498,16.9455,51.5,-0.4406,-7.4698,6.3287,2.5157,12.875,?,-25.5833,27.1903,5.2144,31.125,?,0.1948,0.0569,0.292,6.7359,3.2497,0.4824,45.3724,10.5607,0.2328,1.2233,0.506,0.4137,0,0,1,4,1.6546,0.4137,0.3068,47.9698,-0.7136,0.6779,-0.1546,?,?,?,?,?,DAVANTI_PANTALONI
-2.0587,14.8098,3.8484,29.5675,-4.3926,1.7435,8.6632,2.9433,20.2461,-0.4438,0.4464,17.8217,4.2216,49.1213,-1.1842,4.7515,26.1958,5.1182,35.2967,0.0144,-1.1808,-4.612,-0.4333,3.9059,0.3669,0.0939,1.3075,0.9116,0.7519,0.6972,0.5751,0.8248,1.7095,0.831,0.5654,0.4861,0.3307,0.6803,3.87,0.9044,-46.7578,0.2337,-12.082,-51.7027,0.391,0.2438,0.1531,0.6235,0.3916,0.628,1.4604,0.6019,0.8377,0.4122,0.5736,1.3917,0.0142,7.4432,-0.9092,-0.6107,-0.7046,0.4178,0.606,0.2907,-41.2926,202.5149,14.2308,56.6986,?,-21.188,25.3855,5.0384,28.1387,?,36.122,159.6778,12.6364,37.8006,0.3492,1.9489,-1.1431,-0.5866,2.8245,1.1262,0.3987,7.9776,1.2683,0.159,2.015,-2.7959,-1.3876,1,0,0,2.015,1.4999,0.7444,0.3063,98.6025,-0.3155,0.994,-0.3355,?,?,?,?,?,DAVANTI_PANTALONI
-0.0176,0.0158,0.1257,0.647,-1.2865,-0.022,0.0248,0.1575,0.7493,-1.4154,-0.0093,0.0127,0.1125,0.5269,-1.3756,0.2051,0.0121,0.11,0.5299,0.0122,0.8016,1.9022,-0.086,2.373,-0.1073,-0.0452,0.7979,1.117,1.1429,1.4,1.4325,1.0232,0.6366,1.2477,1.3063,1.9599,2.0521,1.047,0.8291,1.1931,-55.4849,1.439,-66.9204,-46.5057,0.9121,1.2757,0.5274,1.3985,0.5782,0.4134,0.8635,1.2278,1.2209,1.422,1.4139,0.9943,0.0002,0.318,0.2506,0.0849,-0.1035,0.9838,-0.1448,-0.1399,-8.5325,0.3565,0.5971,9.4193,?,-53.6855,0.0789,0.2808,54.1199,?,12.1878,0.1539,0.3923,1.4999,0.8837,0.1589,-0.7001,-4.4049,2.1261,1.522,0.7159,4.5203,2.3166,0.5125,0.174,-0.8263,-4.7474,1,0,0,0.174,6.2798,36.0814,0.2963,74.4059,-0.7493,-0.689,0.528,?,?,?,?,?,DAVANTI_PANTALONI
-0.0275,0.0042,0.0649,0.3894,-1.5686,-0.0118,0.0096,0.0977,0.4888,-0.8428,0.0015,0.0075,0.0868,0.423,-0.6941,0.1281,0.0058,0.076,0.3636,0.0215,2.3196,-17.7381,-0.2144,-7.647,-0.0924,0.0121,0.6639,0.7472,0.8533,1.1255,1.2852,1.1419,0.4408,0.5584,0.728,1.2667,1.6517,1.3039,1.0638,1.3721,-29.7867,1.2899,-28.0012,-21.7089,0.5716,0.6071,0.408,1.0622,0.7138,0.672,0.7967,0.9206,1.0711,1.1555,1.3444,1.1635,0.0002,0.1995,0.1155,-0.2659,-0.1867,0.9038,0.1131,0.185,-19.1809,0.0421,0.2052,19.6198,?,-49.795,0.0404,0.201,50.2197,?,16.8057,0.0311,0.1763,0.6592,0.9614,0.3852,-1.1413,-2.963,1.0209,1.1641,1.1403,1.0422,1.3552,1.3002,0.3907,-1.1934,-3.0548,1,0,0,0.3907,29.7639,76.1852,0.2944,85.7815,0.219,0.0363,0.4823,?,?,?,?,?,DAVANTI_PANTALONI
0.3662,9.3683,3.0608,18.4421,-1.1308,-0.2343,21.9158,4.6814,21.4304,-1.0509,0.0478,9.6648,3.1088,19.7919,-1.0257,5.6274,9.4731,3.0778,13.0628,0.0283,-1.5628,7.6533,0.0651,-4.8971,-0.0416,0.0085,0.6538,0.9845,0.9945,1.5058,1.521,1.0101,0.4275,0.9693,0.9889,2.2676,2.3135,1.0202,0.8913,0.9766,-25.7714,1.0958,-28.9158,-26.3888,0.8283,0.8859,0.6439,1.0695,0.7773,0.7268,0.8606,0.9318,1.4118,1.0828,1.6406,1.5151,0.0023,8.5921,-0.5944,-0.2931,0.0701,-0.3342,-0.1046,0.0867,21.8607,45.3044,6.7309,23.0576,0.3027,24.9356,13.0094,3.6069,10.8658,0.6359,9.7289,5.7967,2.4076,8.1055,0.4205,0.8767,2.247,2.563,1.8661,2.7956,1.4981,3.4824,7.8156,2.2443,0.5274,1.7014,3.2262,1.108,2.3639,2.1335,2.122,2.8447,1.3405,0.1781,56.5252,-0.9545,0.1568,-0.2994,?,?,?,?,?,DIETRO_PANTALONI
1.0734,5.9464,2.4385,13.625,-0.5107,2.018,9.9958,3.1616,16.8093,-1.3279,1.0139,10.6512,3.2636,16.0493,-0.4121,5.0684,7.1576,2.6754,12.8273,0.0263,0.5319,1.0586,0.2118,1.9903,0.3982,0.2001,0.7713,0.7472,0.9115,0.9687,1.1817,1.2199,0.5949,0.5583,0.8308,0.9385,1.3965,1.4881,0.4804,0.9835,-13.2946,2.0473,-27.6747,-13.5177,1.249,0.7935,0.6846,0.6353,0.5481,0.8628,0.8106,0.8489,1.0622,1.0474,1.3104,1.2512,0.0135,7.8004,0.26,0.2466,0.506,0.2145,0.337,0.4658,-12.8898,14.0428,3.7474,20.7596,?,-2.1059,160.2578,12.6593,37.9776,-2.2463,-30.2048,23.8067,4.8792,34.3185,?,6.1209,0.4267,0.0697,0.296,0.768,2.5945,0.0876,0.5899,6.7316,0.79,0.6049,0.7657,0,1,0,0.5466,0.6049,1.1066,0.1779,54.4508,0.7654,-0.6698,-0.8915,?,?,?,?,?,DIETRO_PANTALONI
0.1635,22.2083,4.7126,29.3962,-1.5197,1.7026,18.4339,4.2935,27.6545,-0.3478,0.9063,11.9775,3.4609,18.8088,-0.6553,5.9427,21.0515,4.5882,26.7628,0.0154,0.0961,0.1804,0.0275,1.8785,0.2865,0.1525,1.0976,1.3617,1.0271,1.2406,0.9358,0.7543,1.2048,1.8542,1.055,1.539,0.8757,0.569,2.4845,2.381,-42.4799,0.9583,-17.0979,-17.8412,0.5686,1.0268,0.4292,1.8058,0.7549,0.418,1.063,1.5629,1.0984,1.4703,1.0333,0.7028,0.0105,9.1353,-0.3128,0.2161,-0.2035,0.4875,0.8274,0.5423,-7.5316,6.4499,2.5397,11.3388,?,2.6187,38.277,6.1868,28.0182,-3.3646,-34.4052,4.4557,2.1108,35.939,?,-2.876,0.2189,-0.0761,0.4105,1.2031,2.931,0.1685,1.4476,8.5906,0.525,0.3155,0.601,0,1,0,0.4047,0.3155,0.7796,0.1909,47.7258,-0.2266,-0.0609,-0.9226,?,?,?,?,?,DIETRO_PANTALONI
-0.9389,4.5716,2.1381,11.7056,-1.6706,0.1356,12.2707,3.503,16.3401,-0.7055,0.0208,7.6805,2.7714,14.4344,-0.5672,4.4064,6.0067,2.4509,12.2019,0.0473,-6.9244,-45.0535,-0.2131,6.5065,0.0308,0.0047,0.6104,0.7715,0.8724,1.264,1.4293,1.1308,0.3726,0.5952,0.7611,1.5976,2.0428,1.2787,1.0833,1.4016,-12.0876,1.2938,-11.1579,-8.6238,0.4575,0.4759,0.3422,1.0402,0.7481,0.7191,0.7164,0.811,0.9593,1.132,1.3391,1.183,0.0051,6.78,-0.4162,-0.0037,-0.3769,0.8734,0.436,0.3692,-4.2609,4.8139,2.1941,9.9594,?,-29.9836,1.7058,1.3061,34.1995,?,-16.3118,2.8836,1.6981,18.7195,?,0.1421,0.2612,1.8382,1.6799,1.2921,0.7691,2.8221,1.6694,0.5915,0.2912,0.532,1.8269,1,1,1,0.2912,0.532,1.8269,0.1849,50.5563,-0.5953,-0.1278,-0.6085,?,?,?,?,?,DIETRO_PANTALONI
0.0105,0.007,0.084,0.4058,-0.7298,-0.0205,0.0112,0.1057,0.5688,-0.7176,-0.0058,0.0056,0.0745,0.402,-0.6685,0.1365,0.0057,0.0755,0.4356,0.0187,-0.5135,-1.8201,0.077,3.5442,-0.1499,-0.0423,0.7942,1.1266,1.1125,1.4186,1.4008,0.9874,0.6307,1.2693,1.2376,2.0125,1.9622,0.975,0.7204,1.0628,-20.6239,1.4753,-28.6284,-19.4054,0.7083,0.9736,0.5285,1.3744,0.7461,0.5428,0.7134,1.0093,0.9316,1.4148,1.3058,0.923,0.0001,0.2127,-0.8733,-0.0713,0.2182,0.5192,-0.0637,0.2387,-24.8271,0.0641,0.2533,25.1999,?,-24.9446,0.0619,0.2487,25.3799,?,-12.0777,0.0961,0.31,12.7197,?,0.9953,2.0556,2.0653,1.0181,0.8171,0.8025,1.0366,0.6676,0.644,0.9929,1.9812,1.9953,1,1,1,0.9929,1.9812,1.9953,0.209,61.8493,-0.1376,0.374,0.2593,?,?,?,?,?,DIETRO_PANTALONI
0.0215,0.0108,0.1037,0.6081,-1.2221,-0.0201,0.0188,0.1371,0.6387,-0.8606,0.0055,0.0153,0.1238,0.696,-0.7802,0.1906,0.0095,0.0974,0.4704,0.0185,-1.0738,3.9146,0.113,-3.6456,-0.1053,0.0289,0.7565,0.8378,1.0656,1.1074,1.4086,1.2719,0.5723,0.7018,1.1354,1.2264,1.9841,1.6178,1.1321,1.0965,-37.7752,0.9685,-33.3669,-34.4508,0.7973,0.7,0.5711,0.878,0.7162,0.8157,0.9522,0.8738,1.2928,0.9177,1.3577,1.4795,0.0002,0.2963,-0.7731,-0.0153,0.0659,0.6415,-0.0574,-0.0237,-25.3974,0.0428,0.2068,25.679,?,-26.4172,0.0443,0.2105,26.8188,?,-8.7588,0.0697,0.2641,9.2987,?,0.9614,2.8996,3.0161,0.9827,0.7833,0.7971,0.9657,0.6136,0.6353,0.9575,2.7616,2.8841,1,1,1,0.9575,2.7616,2.8841,0.1983,60.5733,-0.2257,-0.0316,-0.322,?,?,?,?,?,DIETRO_PANTALONI
