@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.2575,15.7095,3.9635,20.6309,-0.8767,-0.3569,9.8409,3.137,24.1099,-1.0192,-0.4672,15.3211,3.9142,30.4826,-0.7861,5.4267,11.8347,3.4402,18.042,0.0397,0.7215,0.5512,-0.0475,0.7639,-0.0658,-0.0861,1.2635,1.0126,1.1521,0.8014,0.9119,1.1378,1.5964,1.0254,1.3274,0.6423,0.8315,1.2946,0.792,0.7184,-12.9333,0.9071,-16.3307,-18.0032,0.9207,0.6441,0.5851,0.6996,0.6356,0.9084,0.8557,0.6768,1.1435,0.7909,1.3363,1.6895,0.0016,8.1261,-0.169,0.0167,0.1206,0.3229,-0.2404,-0.021,0,0,0,0,0,?,?,?,?,?,PANTALONI
0.197,22.9827,4.794,31.075,-0.7964,-0.1096,11.5991,3.4057,20.2161,-1.3264,-0.3632,14.5524,3.8148,22.1287,-1.6391,6.2152,10.6876,3.2692,19.156,0.0258,-1.7979,-0.5424,0.0317,0.3017,-0.0176,-0.0584,1.4076,1.2567,1.4664,0.8928,1.0418,1.1669,1.9814,1.5793,2.1504,0.7971,1.0853,1.3616,1.1953,1.0024,-27.2054,0.8386,-22.7609,-27.1402,1.9906,2.063,0.8798,1.0364,0.442,0.4264,1.5371,1.4043,1.6222,0.9136,1.0553,1.1552,0.0011,9.2812,0.2227,-0.1368,0.2318,-0.0237,-0.0975,-0.1884,0,0,0,0,0,?,?,?,?,?,PANTALONI
0.1084,0.3065,0.5536,2.9155,-1.5262,-0.3099,0.2974,0.5454,2.7633,-1.0739,0.3318,0.2025,0.45,1.9579,-0.7208,0.9288,0.1617,0.4021,1.8753,0.0719,-0.3499,0.3268,0.1167,-0.9339,-0.3336,0.3572,1.0152,1.2303,1.3769,1.2119,1.3563,1.1191,1.0306,1.5137,1.8957,1.4688,1.8395,1.2524,1.231,2.1477,-12.1296,1.7447,-9.8536,-5.6478,0.8662,1.0143,0.5712,1.171,0.6594,0.5631,1.0551,1.4891,1.5547,1.4113,1.4735,1.0441,0.0023,1.4497,-0.712,-0.0792,-0.0871,0.1605,0.0001,0.4093,4.1432,0,0,0,1,?,?,?,?,?,PANTALONI
-0.126,1.6279,1.2759,5.9009,-0.8318,-0.775,1.8013,1.3421,5.7211,-1.4863,-0.5315,1.1157,1.0563,5.5177,-1.372,2.1917,0.6405,0.8003,3.5622,0.1747,0.1626,0.2371,-0.0575,1.4582,-0.3536,-0.2425,0.9506,1.2079,1.5943,1.2706,1.677,1.3198,0.9037,1.459,2.5416,1.6145,2.8124,1.742,0.7835,0.8396,-3.5525,1.0716,-4.5342,-4.2312,1.3999,1.3848,0.7463,0.9892,0.5331,0.5389,1.0314,1.0695,1.6565,1.0369,1.6061,1.549,0.0047,3.263,0.0283,0.0636,0.0772,-0.1341,-0.6178,-0.0053,8.4229,44.1243,6.6426,22.8921,0.1533,?,?,?,?,?,PANTALONI
0.5832,0.837,0.9149,5.953,-0.873,-0.2947,0.4576,0.6765,3.5422,-2.1393,-0.2915,2.728,1.6517,9.2651,-1.0231,1.8382,1.1556,1.075,4.9,0.0708,-1.9792,-2.0005,0.3173,1.0108,-0.1603,-0.1586,1.3525,0.5539,0.8511,0.4096,0.6293,1.5364,1.8292,0.3068,0.7243,0.1677,0.396,2.3607,1.1494,0.5922,-7.4362,0.5152,-6.4693,-12.5576,2.8168,0.694,0.6027,0.2464,0.214,0.8685,1.6806,0.6425,1.2149,0.3823,0.7229,1.8908,0.0036,2.7116,-0.0062,-0.1293,0.2729,0.1332,-0.4884,-0.1492,15.0145,195.9915,13.9997,51.7795,0.0741,?,?,?,?,?,PANTALONI
0.5375,10.0385,3.1684,17.5083,-0.7056,-0.7812,8.4553,2.9078,14.58,-1.9104,-0.516,4.9305,2.2205,13.862,-1.326,4.1446,7.4122,2.7225,10.7825,0.0632,-0.688,-1.0416,0.1297,1.5139,-0.1885,-0.1245,1.0896,1.4269,1.1638,1.3095,1.0681,0.8156,1.1872,2.036,1.3543,1.7149,1.1407,0.6652,0.7569,0.9166,-9.9645,1.2111,-13.1657,-10.8711,2.049,1.7224,0.8919,0.8406,0.4353,0.5178,1.2008,1.263,1.6238,1.0518,1.3522,1.2856,0.0027,5.9524,0.0357,0.198,0.4243,0.112,-0.5048,0.0032,0.203,0.5679,0.7536,4,0,?,?,?,?,?,PANTALONI
-0.2632,7.4355,2.7268,18.8235,-0.439,-0.5104,5.038,2.2445,12.2478,-2.7335,-0.2164,9.455,3.0749,22.6159,-0.5871,3.9096,7.0199,2.6495,14.2425,0.0228,0.5158,1.2162,-0.0673,2.358,-0.1305,-0.0554,1.2149,0.8868,1.0292,0.73,0.8472,1.1606,1.4759,0.7864,1.0592,0.5328,0.7177,1.3469,0.6404,0.6864,-17.2414,1.0719,-26.9248,-25.1189,3.9876,0.918,0.8975,0.2302,0.2251,0.9777,1.5369,0.8323,1.3216,0.5416,0.8599,1.5879,0.0032,5.8784,-0.1528,-0.226,0.1863,-0.0184,-0.4927,0.1141,3.2732,5.6315,2.3731,8,0.2,?,?,?,?,?,PANTALONI
1.0779,7.5945,2.7558,15.53,-0.474,-1.3603,12.375,3.5178,15.2099,-1.6629,0.9298,14.8583,3.8546,17.1567,-0.4794,4.8343,15.334,3.9159,14.9892,0.0135,-0.7924,1.1592,0.223,-1.463,-0.2814,0.1923,0.7834,0.7149,0.7038,0.9126,0.8983,0.9844,0.6137,0.5111,0.4953,0.8329,0.807,0.969,0.5258,0.8983,-24.3031,1.7085,-46.2218,-27.0548,1.8446,0.9085,0.6934,0.4925,0.3759,0.7632,1.021,0.9052,1.0361,0.8865,1.0147,1.1446,0.0051,7.2678,0.3877,0.6308,0.5657,0.0157,-0.3964,0.6571,18.0154,14.0152,3.7437,25,0.0385,?,?,?,?,?,PANTALONI
0.7835,2.9998,1.732,8.7924,-0.2072,-1.5758,5.5548,2.3569,11.2608,-15.792,-0.5024,8.0424,2.8359,15.8649,-1.0629,3.264,9.2925,3.0484,11.7376,0.0302,-0.4972,-1.5593,0.24,3.1363,-0.4828,-0.1539,0.7349,0.6107,0.5682,0.8311,0.7732,0.9303,0.54,0.373,0.3228,0.6907,0.5978,0.8655,0.1425,0.1846,-4.1335,1.2956,-29.003,-22.3864,10.8605,0.947,0.6018,0.0872,0.0554,0.6354,0.7808,0.5542,0.7491,0.7098,0.9594,1.3516,0.0092,4.7917,-0.4812,0.4465,0.7253,-0.0713,-0.8456,-0.0116,5.9203,25.308,5.0307,22.6731,0.1515,?,?,?,?,?,PANTALONI
0.6943,5.4483,2.3342,24.507,-0.2875,-0.7022,3.3676,1.8351,11.5561,-1.7538,-0.0091,3.3749,1.8371,22.0158,-0.4034,2.8398,5.1018,2.2587,24.269,0.0163,-0.9888,-76.5812,0.2445,77.4488,-0.2473,-0.0032,1.2719,1.2706,1.0334,0.9989,0.8125,0.8133,1.6178,1.6144,1.0679,0.9978,0.6601,0.6615,0.7436,0.8649,-13.6119,1.163,-18.3049,-15.7388,4.5358,1.2133,0.7715,0.2675,0.1701,0.6359,2.1207,1.1132,1.0098,0.5249,0.4762,0.9072,0.0027,4.2957,0.5328,0.4876,0.0754,0.2761,-0.3233,0.0239,0.6398,0.2305,0.4801,1,0,?,?,?,?,?,PANTALONI
-0.0926,0.4078,0.6386,4.192,-0.6099,0.043,0.076,0.2757,1.3801,-0.526,0.0307,0.1656,0.4069,1.8952,-1.3939,0.7074,0.1603,0.4004,2.4814,0.0561,-2.1531,-3.0198,-0.1308,1.4025,0.0608,0.0433,2.316,1.5695,1.595,0.6776,0.6887,1.0163,5.364,2.4632,2.5442,0.4592,0.4743,1.0329,3.3385,1.4391,-10.7742,0.4311,-3.2272,-7.4868,2.8791,3.289,0.9905,1.1424,0.344,0.3012,3.0374,2.2118,1.6894,0.7282,0.5562,0.7638,0.0003,1.0262,-0.0051,-0.007,0.1012,-0.1557,0.5927,-0.174,0,0,0,0,0,?,?,?,?,?,PANTALONI
0.5475,5.7188,2.3914,14.7016,-0.7469,-0.9998,3.0721,1.7527,10.6249,-2.5074,-0.2198,5.6542,2.3779,19.588,-0.4755,3.3557,4.532,2.1288,14.8315,0.0233,-0.5476,-2.4911,0.1631,4.5493,-0.2979,-0.0655,1.3644,1.0057,1.1233,0.7371,0.8233,1.117,1.8615,1.0114,1.2619,0.5433,0.6779,1.2476,0.8275,0.9958,-17.7579,1.2033,-21.4585,-17.8333,2.7782,0.6339,0.5542,0.2282,0.1995,0.8742,1.3837,0.7505,0.9912,0.5424,0.7164,1.3207,0.0032,5.0513,0.3258,0.0557,-0.0269,-0.1426,-0.4872,0.3716,0.7527,0.9959,0.998,3,0,?,?,?,?,?,PANTALONI
0.2176,0.7778,0.882,5.0535,-0.355,-0.1296,0.3405,0.5836,2.4372,-1.3768,-0.4032,0.1203,0.3469,1.5383,-6.6983,1.0308,0.4029,0.6348,3.6232,0.0566,-1.6789,-0.5396,0.2111,0.3214,-0.1257,-0.3911,1.5113,2.5423,1.3894,1.6822,0.9193,0.5465,2.2841,6.4633,1.9305,2.8297,0.8452,0.2987,0.9379,0.9892,-6.096,1.0547,-6.4999,-6.1626,3.637,18.6637,0.9711,5.1316,0.267,0.052,2.0735,3.2851,1.3948,1.5843,0.6727,0.4246,0.0013,1.4454,0.1254,0.1518,0.7867,-0.2558,0.1759,0.0187,0,0,0,0,0,?,?,?,?,?,PANTALONI
0.3438,3.0821,1.7556,13.4227,-0.2775,-0.4167,2.5695,1.603,9.4986,-0.9746,-0.0554,2.0249,1.423,13.8853,-0.5665,2.2603,2.8624,1.6919,12.3189,0.0178,-0.825,-6.202,0.1521,7.5174,-0.1844,-0.0245,1.0952,1.2337,1.0377,1.1265,0.9474,0.8411,1.1995,1.5221,1.0767,1.2689,0.8977,0.7074,0.6219,0.5806,-13.0838,0.9336,-21.0382,-22.5335,2.1843,1.1854,0.8378,0.5427,0.3835,0.7067,1.4131,0.9667,1.0896,0.6841,0.7711,1.1272,0.0015,3.3011,0.3448,0.3018,0.4903,-0.113,0.0006,0.391,3.4704,0.2491,0.4991,1,0.75,?,?,?,?,?,PANTALONI
